[1/m2];[mm];[-];[-];[-];[mm/hour];[mm/hour];[-];[-];[-]
95;887;0.080953464;0.09381148;0.17010534;7.3662624;2500;1.9864923;0.8744956;0.26595867436414194
174;592;0.028756164;0.24638984;0.22351629;13.559506;2500;1.014531;0.79723626;0.27936860727659285
94;415;0.042881858;0.21368192;0.12800841;17.67505;2500;0.87307817;1.0272405;0.12143650351978605
170;208;0.065663226;0.10609814;0.15923493;14.023021;2500;1.7222759;1.1327313;0.23332027734543548
190;355;0.06501619;0.13351022;0.2074627;14.408942;2500;0.8276837;1.2304045;0.31462498354872614
186;918;0.053044107;0.1799394;0.1138298;16.914907;2500;1.7350371;1.0869099;0.10866809926493619
190;497;0.09368233;0.16603751;0.2643567;5.7965207;2500;1.4073333;1.0469774;0.4104620047562711
49;846;0.11935898;0.14773801;0.10892781;15.191021;2500;1.0723035;0.8438317;0.11191111931326415
211;890;0.035225213;0.1381345;0.17447327;13.115237;2500;1.5683993;1.2242544;0.24300104510970533
205;812;0.05370778;0.12880482;0.190879;11.371864;2500;1.3929428;0.8895691;0.28321736691846366
207;811;0.028335085;0.2332833;0.23614137;19.526728;2500;1.0272233;1.1218526;0.3102065946793109
31;736;0.08009195;0.0873249;0.13097388;8.837757;2500;1.7670857;1.148529;0.18766873086055497
139;626;0.09453185;0.13019219;0.2642736;5.4621506;2500;1.1470788;0.72685444;0.4395282437649454
128;245;0.07004185;0.16185698;0.18522221;16.946049;2500;1.0940177;1.0904628;0.25007475849891625
35;1012;0.09980854;0.10109463;0.15022999;4.517322;2500;1.6347946;1.2587162;0.21806622164286588
74;1157;0.050680242;0.21877018;0.11966716;15.160197;2500;1.3034952;1.1161917;0.10622678360790068
137;565;0.06294313;0.09536923;0.28506264;18.636177;2500;1.2123804;0.98603475;0.519713089663567
225;1120;0.10872698;0.15788971;0.18067682;16.61005;2500;1.4720663;0.94152176;0.2433542896088238
78;1197;0.10674744;0.14015748;0.17626686;13.029873;2500;1.5914043;0.78993416;0.2453574030324928
250;588;0.08456361;0.14151902;0.13604876;18.539907;2500;0.9492768;0.83492434;0.16497874694645587
168;871;0.049496986;0.2313589;0.20126766;10.289266;2500;1.874372;1.2334179;0.24470228058890275
230;776;0.024622064;0.15571491;0.16397674;2.437788;2500;1.2468406;0.9341541;0.2115800055045844
147;292;0.046498563;0.22361754;0.13318463;14.963685;2500;1.0344391;0.79742336;0.12689293430658033
154;66;0.07898595;0.09918023;0.25057405;14.620044;2500;0.95530987;0.9390648;0.4381673417999315
189;549;0.07786566;0.22070125;0.27965313;17.442148;2500;1.878962;0.9628545;0.4042120758736034
279;946;0.049335137;0.105579585;0.17045885;8.715887;2500;0.8762919;0.9036193;0.25738861663726553
152;396;0.025662515;0.20731708;0.15729903;3.755782;2500;1.6504006;0.710155;0.174537953957053
163;943;0.05196006;0.12324247;0.17467704;2.9507349;2500;0.82449204;0.920366;0.2533642940403969
184;789;0.05569408;0.15550219;0.28496698;7.5625157;2500;1.8545289;1.2380751;0.4628905224284095
223;837;0.054038;0.11815401;0.21672122;16.066322;2500;1.8924865;0.8648872;0.34645568107950714
30;350;0.04478804;0.13428578;0.13318236;10.906011;2500;1.1207455;0.9173992;0.16320077748747674
159;569;0.020717273;0.1384298;0.22649705;4.2382755;2500;0.874567;1.1293783;0.3512107620030657
149;226;0.017778782;0.13342175;0.18025145;5.5945582;2500;0.8470512;0.7934863;0.25792615224118176
277;303;0.12376908;0.13412681;0.103481784;7.619807;2500;1.9496671;1.2047338;0.10765439863632673
153;116;0.0744595;0.14355958;0.29398602;10.1254425;2500;1.5696107;1.0271956;0.4927265901832126
145;160;0.056047693;0.10079114;0.12297922;16.949436;2500;1.9430541;1.0201291;0.16213508071168345
289;260;0.13558272;0.15526277;0.18269932;19.854284;2500;1.3764489;0.7766144;0.24897138915572456
140;700;0.08003538;0.16980615;0.23152772;12.385898;2500;1.7625546;0.74052906;0.339091567131932
62;535;0.06565771;0.12398326;0.21720468;8.394467;2500;1.9383094;1.2088852;0.342735035859999
72;327;0.066730015;0.14907427;0.10084365;4.484202;2500;1.1013469;0.83272123;0.0971880620898129
37;1034;0.038063373;0.18532662;0.2215771;10.709453;2500;0.90762246;0.96151286;0.3087990536022103
10;634;0.0528919;0.18259728;0.24545428;12.649299;2500;1.1369165;1.0045451;0.35917439579042837
135;1108;0.1264188;0.15219875;0.26986447;7.211876;2500;1.4576042;0.7142954;0.4330565789248391
233;765;0.0661905;0.17229454;0.13678859;7.154545;2500;1.63454;1.1222681;0.15202387823337654
222;28;0.053918257;0.24289067;0.10735115;16.741518;2500;1.9708089;1.0255805;0.08101956297902989
19;1097;0.1116942;0.14732718;0.288876;13.539319;2500;1.7416773;1.2453883;0.47827842739594406
175;1030;0.040244196;0.2580334;0.2360858;9.555072;2500;0.90498424;0.7785264;0.297483756083482
54;765;0.082766294;0.14984608;0.19099265;11.5966;2500;1.9046841;0.8009408;0.26912703844539915
282;646;0.09568413;0.15608323;0.24501015;10.590248;2500;1.8139431;0.8551202;0.3770374304816408
58;548;0.05774359;0.20294121;0.13141605;4.3131256;2500;1.0582134;0.8829567;0.1307541914194219
191;583;0.043891642;0.21932042;0.29167962;17.536425;2500;1.8707852;1.26563;0.4297133881718666
104;925;0.042921107;0.11074333;0.23084886;2.7289953;2500;1.0726088;1.0406471;0.38359016677355123
196;620;0.06798889;0.10113226;0.27539045;5.047498;2500;1.4293857;0.86224145;0.491840992995379
129;219;0.0837325;0.100425854;0.21134168;11.672653;2500;1.7228329;0.8289431;0.3500361188843693
230;79;0.081274204;0.109449975;0.26016095;9.761543;2500;0.9149343;1.0132557;0.4495247561577412
76;160;0.041102126;0.24470308;0.16553497;12.311637;2500;1.6488432;0.8206895;0.17471741841378705
272;309;0.04886439;0.20952609;0.12661521;18.474268;2500;1.4213121;0.74821;0.12044275919765902
155;447;0.059472535;0.11201971;0.17076413;6.433958;2500;1.4115438;1.0743674;0.25321238882495983
229;1071;0.082150355;0.1318029;0.2793849;3.8635578;2500;1.542506;1.101002;0.47121371133460926
256;294;0.019298583;0.16716965;0.2396183;3.304472;2500;0.89084095;0.74450016;0.3576829091491472
299;390;0.04310138;0.23137815;0.19124831;2.1221566;2500;0.9527344;1.0033047;0.22610529735265086
74;275;0.039585277;0.24808428;0.14704236;16.024336;2500;1.0119172;1.0430661;0.1421800178896113
93;659;0.04129336;0.13335016;0.21960893;9.691926;2500;0.98195654;1.0811774;0.3404815301777012
82;744;0.079112835;0.13337278;0.21858065;5.8602233;2500;1.3390521;0.7049116;0.3382767786137064
86;643;0.13980682;0.15311873;0.20618406;13.807375;2500;1.5202125;1.176416;0.2981013635166837
178;1142;0.03375723;0.2148062;0.24756075;15.769875;2500;0.96058846;1.0171154;0.3431101120065471
298;1194;0.084747106;0.19546741;0.14856265;18.805443;2500;1.6938876;0.94752485;0.16366646657078235
297;1006;0.05070714;0.15294693;0.20219783;8.589312;2500;1.818355;0.9636299;0.2900210557621578
162;968;0.04705657;0.13439879;0.16168123;14.098988;2500;0.91596824;0.97182673;0.21943858011302703
195;445;0.032274775;0.22142076;0.1411201;6.141947;2500;1.0019442;1.2106295;0.1409573107273601
259;699;0.03673802;0.13387592;0.16655628;17.444134;2500;1.243181;1.1126429;0.22962287819564206
280;428;0.05546818;0.22051708;0.26058957;18.265196;2500;1.5884522;0.8716095;0.3657741010911749
69;943;0.10195239;0.1612732;0.12277753;12.974757;2500;0.90251815;0.70752203;0.13126173553167322
163;214;0.06982751;0.12590848;0.15509625;13.520038;2500;1.2167609;0.9259945;0.21141178259531399
251;267;0.07969942;0.14510731;0.20660502;13.532706;2500;1.9890075;0.8137831;0.3044629554308999
97;56;0.08304268;0.1868364;0.18019366;12.239697;2500;1.4242523;1.0641326;0.22649758589617872
137;734;0.06873791;0.22149867;0.26553512;9.336875;2500;1.0079331;1.0844988;0.37512043850168897
295;829;0.040061165;0.16276291;0.25584832;15.066139;2500;1.5339304;0.89357716;0.39493123346354847
295;14;0.028061751;0.24043703;0.23558378;19.555832;2500;1.2277452;1.2178113;0.3053678977053212
272;617;0.028518718;0.15065134;0.15649956;15.170284;2500;1.8676358;1.2893049;0.19973572147565485
241;458;0.053666305;0.2318647;0.10424377;6.88177;2500;1.940695;0.98195523;0.07889398738194688
88;952;0.123996384;0.1289411;0.16278102;10.508289;2500;1.0823276;0.9834798;0.22508972265925373
103;56;0.084411755;0.08849914;0.22019133;12.344177;2500;1.9026434;0.74703455;0.38084253620296316
168;67;0.1062339;0.15474044;0.120289505;2.56205;2500;1.7309601;1.2270334;0.1294710978686922
172;748;0.08899509;0.16961354;0.26471645;10.347845;2500;0.9867455;0.7859734;0.4085362965910533
156;714;0.096050255;0.16529436;0.29731932;2.9466846;2500;1.7914337;1.0770873;0.48146823049770315
194;998;0.06863305;0.13309856;0.24751213;10.699798;2500;1.0133339;1.087169;0.4005743998829608
128;714;0.09361831;0.16735171;0.18292251;2.6526701;2500;0.8116415;0.90725243;0.24232169477167761
227;1139;0.051425643;0.22255985;0.25944367;7.865984;2500;1.7335057;0.75955814;0.3622432892257512
106;384;0.09915154;0.102917805;0.15451932;19.135218;2500;1.215365;1.0926511;0.22573766405983886
105;483;0.0729586;0.10823505;0.290822;1.1418068;2500;1.9059781;0.90516835;0.5192582687913465
46;1173;0.054851644;0.22833034;0.17332184;6.211133;2500;1.3314655;0.79174495;0.19477010429693478
64;137;0.07425838;0.16884574;0.23797871;8.063018;2500;1.5325309;1.2483671;0.3531034419537046
256;957;0.09105958;0.12799849;0.10378323;12.210439;2500;1.6949912;0.9919496;0.11080463354059138
139;23;0.13096102;0.15100056;0.22614376;19.343409;2500;1.8132826;1.120261;0.3410704729079838
76;588;0.043203056;0.12719779;0.15920568;13.155233;2500;1.0129157;0.8803564;0.21893223428151556
230;192;0.079708844;0.19187886;0.1204251;17.981836;2500;1.0449393;0.78888696;0.11582646938931268
170;722;0.0500811;0.17354208;0.18670847;4.0894327;2500;1.8654044;0.72068477;0.24628469248393922
16;959;0.03919345;0.11718519;0.12117086;6.4833717;2500;1.1503599;0.9067517;0.14900898818143538
101;49;0.056540135;0.23935178;0.1370125;17.854143;2500;1.5647013;0.7301109;0.12833938803692505
61;204;0.029862102;0.2368479;0.27902725;1.0983684;2500;0.88507056;1.2940612;0.3928869442003527
200;417;0.048565757;0.13364764;0.112690166;9.621778;2500;1.601317;0.83998716;0.124710320405524
89;314;0.08317043;0.20538391;0.22499914;9.604855;2500;1.0234544;0.7755363;0.30376922081696006
28;466;0.11959238;0.17070945;0.11205757;18.978842;2500;1.7573774;1.1927358;0.10882208476516986
25;1142;0.08346471;0.18660511;0.24360996;9.53518;2500;1.6903689;1.1794965;0.3527296504537048
178;130;0.038981874;0.1300937;0.2955781;18.220282;2500;1.505621;1.2980218;0.5084947471608885
16;513;0.05077068;0.12718652;0.18590598;12.1211;2500;0.98060316;0.8463734;0.27397754126011226
256;553;0.11009709;0.15300786;0.2936302;6.699491;2500;1.1182559;0.7288941;0.483747972311742
55;343;0.0839339;0.20313698;0.22829756;3.8170571;2500;0.850622;1.1339431;0.3116004655865348
185;341;0.058698714;0.123554;0.21909365;10.313823;2500;1.1780338;1.1847849;0.3471400293303408
138;860;0.037075717;0.18204845;0.13423356;1.335221;2500;1.2568022;0.9100013;0.14341269366782564
138;745;0.017850941;0.15536816;0.29047176;7.368979;2500;1.3582827;1.2615349;0.4749043630069568
30;977;0.10461428;0.117086895;0.27230984;10.938276;2500;1.9961143;1.163083;0.4692108584734701
242;492;0.051046345;0.19533302;0.12635134;11.607473;2500;1.6703568;0.9459204;0.12472914921274485
268;731;0.036519777;0.11626346;0.1057276;9.434725;2500;1.2715116;1.1318673;0.11981234277344803
13;1073;0.03596498;0.2104741;0.17181057;19.315428;2500;1.8148123;0.70057446;0.19956879010824946
61;1023;0.07506755;0.17089495;0.13188589;3.8165956;2500;1.2397761;0.90372217;0.14371964012428928
272;1104;0.08617423;0.13207704;0.16723059;19.95237;2500;1.2349249;0.8019936;0.23213816764732503
169;330;0.106453426;0.17785692;0.2916925;14.136227;2500;0.8764375;0.8831621;0.45943920801285615
53;1182;0.0752795;0.09494335;0.27238056;16.674868;2500;1.6822429;0.8254088;0.49148832378762636
68;981;0.033846147;0.12385062;0.1880242;13.052183;2500;1.0427936;1.129015;0.28082531729488
201;955;0.050678454;0.17369622;0.15516618;5.0837145;2500;1.082165;1.1974243;0.1854292057517365
220;804;0.111810975;0.11814421;0.21556148;15.262394;2500;1.21554;0.80814004;0.34396004601636104
183;1180;0.05370254;0.13630085;0.28749946;17.11561;2500;1.7863221;0.9503752;0.48498358315018014
286;535;0.12764473;0.16659944;0.25813046;15.286737;2500;1.8327675;1.0591837;0.3968859493018961
153;892;0.06480532;0.12325378;0.27355063;17.604944;2500;1.4610994;0.78667027;0.4661769610195669
97;841;0.032836083;0.1576882;0.2522223;2.2070267;2500;1.9107066;0.916451;0.39108615888144865
148;881;0.13119924;0.14044872;0.20073082;19.277079;2500;1.3126526;0.81728464;0.2955068329064268
114;904;0.06627313;0.22215042;0.12830152;18.844622;2500;1.5258417;1.0372539;0.11927886915350142
75;236;0.082194984;0.14822598;0.263722;18.042868;2500;1.9150916;1.2412302;0.4230739981514146
23;425;0.03084772;0.12201037;0.23019394;13.110751;2500;1.4255643;0.9777066;0.372380938966135
112;476;0.067148365;0.13616687;0.2545354;17.087008;2500;1.353161;1.1026322;0.4132054249432904
216;900;0.0580966;0.12549438;0.24680196;12.493155;2500;0.83476454;1.1321949;0.4054952402823347
15;862;0.04633128;0.18032143;0.1492225;10.351966;2500;1.8566403;1.2943925;0.17131346357954072
137;1001;0.12505925;0.12732652;0.15713368;18.689194;2500;1.0267903;1.0767435;0.21464802653242712
196;948;0.032640114;0.17622533;0.27127543;4.9433117;2500;1.348434;0.8110253;0.4174561161949383
187;719;0.06392458;0.16667941;0.181455;17.179953;2500;1.7528601;0.70624036;0.23980678609068729
235;176;0.029711105;0.23426795;0.13554484;9.370373;2500;1.4151877;0.7833674;0.12747874449646437
245;766;0.069738574;0.117183484;0.22854201;6.546849;2500;1.7371811;0.77480525;0.372903460105099
216;1065;0.051099185;0.128296;0.15966344;10.617706;2500;1.8040735;1.0138034;0.2191656152185823
39;775;0.08776388;0.18308136;0.22853564;13.10869;2500;1.8263541;0.9635571;0.3242655143199121
147;1075;0.059017465;0.096536085;0.2180127;4.471955;2500;0.8954888;1.0687563;0.3683011709428862
184;1198;0.0700029;0.102586575;0.23262748;15.271933;2500;1.0478697;0.7466237;0.3949709820724425
81;437;0.073851086;0.07800243;0.29868674;8.49797;2500;1.8913697;1.1922051;0.5703526355232373
22;870;0.10396156;0.12934615;0.15546186;14.370498;2500;1.1153157;0.76535666;0.21001491819952456
74;652;0.055088203;0.18492466;0.2951273;3.985774;2500;1.6479887;1.1100934;0.4613262210293249
141;551;0.08977334;0.13988128;0.2526925;2.0635612;2500;1.4348618;1.1157345;0.40614304040722493
130;295;0.027660083;0.18448026;0.27107987;4.0696044;2500;1.9243782;1.0407577;0.4110429843153095
61;302;0.035431292;0.19392309;0.26049936;4.43023;2500;1.1064934;0.80490845;0.3825510451902295
249;230;0.050833996;0.12825666;0.10459245;15.46915;2500;1.7674983;1.0677574;0.11217586358141357
278;761;0.0777568;0.19617961;0.2007378;10.358751;2500;1.2915815;1.254891;0.2612909927390548
68;179;0.08981823;0.20729771;0.12115311;15.516459;2500;1.0885;1.1831079;0.11207659776749006
279;523;0.0670353;0.16405813;0.23469579;15.19243;2500;1.3890342;0.77795905;0.3496221527333977
15;632;0.07350428;0.13264906;0.11192882;5.6599383;2500;1.4491104;0.8986461;0.1237510770189623
278;531;0.12947552;0.13929188;0.1066397;18.307236;2500;0.93226653;1.1739172;0.11121935974543032
286;1027;0.030257912;0.14870287;0.28134608;15.612214;2500;1.0306402;0.8180808;0.46074220983520514
13;537;0.048139222;0.1499768;0.28341153;2.622069;2500;1.891088;1.1289483;0.46414454078653905
231;108;0.037744123;0.25325295;0.22475412;11.874569;2500;1.5988467;1.2510078;0.2784149399035984
291;1190;0.032028746;0.14591537;0.1919854;8.841599;2500;1.64496;0.8705871;0.2737192342230895
272;1015;0.082561575;0.08425576;0.26569882;9.730059;2500;1.2247573;0.75651336;0.48782359856325214
291;795;0.026865426;0.20508763;0.29284415;7.975271;2500;1.4477227;0.97612804;0.44184018923512064
169;910;0.044163015;0.1939496;0.11085829;10.429485;2500;0.8462406;0.8880195;0.09923609091139966
32;162;0.06482873;0.17474377;0.12070544;7.7564406;2500;0.9719042;1.0053936;0.1223442514674855
256;921;0.0379156;0.13675614;0.2810176;9.79402;2500;1.9706273;0.88165146;0.4703641706349741
188;257;0.082121655;0.17605007;0.11987931;11.349707;2500;1.0514848;1.0022907;0.12042460784907505
188;591;0.092459;0.093883164;0.24283388;14.881404;2500;1.3890662;0.7946938;0.4261253953888287
131;221;0.11150159;0.18071379;0.21070206;3.8782797;2500;1.916479;0.803639;0.2897627926712361
175;907;0.048322108;0.13587148;0.20432726;3.5368006;2500;1.5840025;0.9308531;0.3062915391173758
54;302;0.05694524;0.09565149;0.11952842;10.459504;2500;0.9993909;0.75380546;0.15837399839971536
224;311;0.10557147;0.12960531;0.24574156;10.024722;2500;1.3391402;1.2903904;0.3996758532735241
31;139;0.03457005;0.14585713;0.22040209;11.713365;2500;1.3552294;0.8935756;0.33276256595348797
221;867;0.09448296;0.14980312;0.2857684;12.654261;2500;1.3706782;0.8199721;0.46940374449903993
256;362;0.06371876;0.120663255;0.19619855;6.2082753;2500;1.8096963;1.1219729;0.3004860385004083
147;626;0.0842987;0.12991396;0.28248322;13.306929;2500;1.4668307;0.95262665;0.47974681035010813
157;405;0.023648802;0.15327837;0.13677871;10.41771;2500;1.7189506;1.2747362;0.16057213907794782
100;931;0.08426629;0.13005541;0.14077817;10.421907;2500;1.2382559;0.73177356;0.1803246176495561
291;279;0.07078424;0.099693805;0.2897957;12.284242;2500;1.6350602;0.98746896;0.5258177131333771
222;1129;0.07523948;0.12545648;0.119876206;12.630305;2500;1.3138744;0.8407338;0.14216748513198682
117;392;0.032172646;0.1476671;0.14730789;12.721047;2500;1.7208939;1.1219041;0.18347252141884057
60;133;0.044822603;0.22759268;0.12827063;16.781574;2500;1.6825322;1.0273405;0.1175864595012637
73;295;0.10255519;0.15684791;0.24194613;10.490506;2500;1.208436;0.8428562;0.3700036185475668
144;97;0.062847815;0.1121751;0.2560481;18.87971;2500;1.2277269;1.0150485;0.43781277702464594
283;567;0.08015457;0.082281105;0.28029507;18.98189;2500;1.7875429;1.167155;0.5232738817011039
222;307;0.043373324;0.11048836;0.12936118;7.371909;2500;1.5170697;1.2848623;0.16904181969449125
72;1064;0.03527784;0.14872293;0.16434766;17.743797;2500;1.53903;0.83604854;0.21624711753837836
259;625;0.09056217;0.13146444;0.16343908;8.997911;2500;1.9502625;0.7325868;0.22482295089124574
119;287;0.08386913;0.12611336;0.29469442;19.511703;2500;1.0680037;1.0394828;0.5102952770236909
256;547;0.091403015;0.20432186;0.21658157;18.620653;2500;1.4263592;0.88502747;0.2877941838972105
80;243;0.10710988;0.16172698;0.16749963;9.350555;2500;1.0348655;1.1469302;0.21517322513447398
189;222;0.0362654;0.1254626;0.15974726;7.6394925;2500;1.0875118;1.1609179;0.22114346652604094
278;367;0.032384302;0.14145555;0.163803;14.034462;2500;1.5308295;0.8135306;0.2194198729040892
84;138;0.023165945;0.13082391;0.24243623;7.9836025;2500;0.9381953;0.968341;0.39149443505220505
210;234;0.036911175;0.13382278;0.20985658;13.547005;2500;0.9788889;0.71421576;0.3194448178792813
296;1126;0.083007574;0.14640498;0.2247221;9.00542;2500;1.0921556;1.1353241;0.34144421182347934
53;803;0.032846764;0.12866394;0.194101;10.53568;2500;1.4096892;1.0281758;0.290074248220206
35;1106;0.072077736;0.086902454;0.10525119;8.195648;2500;1.9509145;1.2874346;0.134953116662782
205;315;0.033528954;0.13419527;0.23742159;16.137266;2500;1.6171056;0.90286916;0.3779115391915596
108;1029;0.09359879;0.15681325;0.24482535;12.426108;2500;1.583941;1.0941546;0.3761013592887449
30;441;0.047557015;0.10534671;0.13604975;13.9817295;2500;1.2438105;1.0436381;0.18580080409988992
147;181;0.054544516;0.24089941;0.22987464;16.597609;2500;0.90719444;1.0329256;0.2941728159424061
228;967;0.06679115;0.1403268;0.27550942;16.128454;2500;1.7546786;0.9545706;0.4552112315631111
92;80;0.09661386;0.103874244;0.22055371;10.681003;2500;0.8466744;0.92377394;0.3671622101601179
107;491;0.1056713;0.11555062;0.23370819;5.8299694;2500;1.6867902;0.8380108;0.3855898538597349
255;984;0.049323898;0.17835538;0.24014246;7.9046044;2500;1.2357424;1.1147476;0.3510842496986497
160;744;0.06700946;0.14599255;0.16486703;11.488652;2500;1.3715606;1.1222277;0.218860668648603
254;626;0.03574815;0.18720074;0.13085905;5.5364795;2500;1.4240855;1.1001568;0.13546249739544403
139;430;0.057798985;0.1431611;0.19453028;15.835648;2500;1.0947574;1.2867401;0.2807925913435062
286;99;0.04533123;0.15296987;0.14635922;5.357855;2500;1.6017414;0.89547336;0.17890616554935165
198;1189;0.072702065;0.081395224;0.23739868;7.3688393;2500;1.1349157;0.79667497;0.42675651088062144
43;217;0.08854006;0.16223003;0.24298477;13.022059;2500;0.97509444;0.73548925;0.3682438917775056
266;313;0.042203758;0.20038705;0.10163646;14.256218;2500;1.2319964;0.77978927;0.08263761615017878
151;290;0.12439444;0.12592861;0.29084024;8.498208;2500;1.8018676;0.8590045;0.5019226618018745
51;1090;0.1099618;0.18119647;0.28500032;15.358248;2500;1.29952;0.73593676;0.44271137571493935
54;918;0.033999573;0.18696314;0.12638777;18.137556;2500;1.95617;1.266257;0.12775477900202187
209;554;0.11850092;0.16376466;0.1955589;4.1235414;2500;0.8446251;0.8950992;0.26963780752105015
23;1146;0.06996411;0.1466274;0.14180459;18.402075;2500;0.822007;1.258441;0.1734088355028998
93;72;0.05765011;0.16399199;0.29278356;11.223443;2500;1.8755394;0.9256769;0.47276625291167895
50;1073;0.04372889;0.20121399;0.21320653;9.527824;2500;1.0305024;1.0240271;0.2828983961298925
137;81;0.03851448;0.14387073;0.24003188;16.120869;2500;1.0597585;1.0568166;0.3758071295699634
130;475;0.030477073;0.15212634;0.29557708;15.897437;2500;1.738237;0.939223;0.4887333064770191
161;74;0.09542333;0.13105144;0.23460023;13.968112;2500;1.0169123;0.9145306;0.37439926259842976
91;1198;0.033531375;0.1267601;0.27415502;8.761599;2500;1.5371599;1.0978405;0.4642870757055301
19;1098;0.0534208;0.13207792;0.1481104;6.078092;2500;0.85367364;1.240615;0.1936721318269896
188;705;0.13105334;0.1379585;0.14587829;7.8468366;2500;1.8510797;1.1487074;0.18593027802125708
118;269;0.109302;0.11025801;0.18823932;11.89242;2500;1.4849477;0.96447784;0.2916307287356092
198;339;0.06413932;0.08985397;0.27629536;11.715522;2500;1.3388249;1.1712005;0.5057833954448243
41;544;0.06675738;0.092353836;0.10782404;18.554996;2500;1.2356445;1.0796702;0.13680133350258053
13;394;0.13761161;0.15031569;0.18827675;9.676705;2500;1.1751078;1.0067654;0.26329991427963106
82;35;0.122900255;0.17060749;0.2649816;13.666069;2500;1.1169499;1.2309148;0.408355395417321
142;790;0.06902003;0.17714556;0.13549052;13.540866;2500;1.9701973;1.0028048;0.14764263109130066
124;739;0.022062084;0.15567969;0.22314508;14.90203;2500;1.1661565;0.9635366;0.3314641714057655
244;1086;0.037625372;0.16758756;0.113992415;19.837719;2500;1.0851972;1.1002665;0.11328205272972329
119;577;0.05440267;0.1414174;0.10207432;16.238543;2500;1.3494396;0.9601232;0.10221533524493072
163;420;0.055205263;0.2125682;0.16378045;1.7533735;2500;1.1089057;0.87211686;0.18405657187652527
182;618;0.05341534;0.1771481;0.2611287;16.420555;2500;1.1258377;1.0090247;0.39548616871151043
16;241;0.032987442;0.23396106;0.10826722;19.997938;2500;1.1184542;1.2627746;0.0844477276310961
159;754;0.06547828;0.13859831;0.17295985;1.7204475;2500;0.96541137;1.0010681;0.2396298604904865
110;926;0.06747963;0.21294707;0.24572612;12.346535;2500;1.8642558;1.2939017;0.3405510145542897
132;192;0.04363293;0.17074142;0.17382671;12.388738;2500;1.0210179;1.1920737;0.2226264145043087
39;388;0.07316823;0.13943788;0.19576132;10.973347;2500;0.8262764;0.9911665;0.28588633612495096
237;1042;0.04706539;0.17629938;0.20006986;17.630838;2500;1.7331252;0.902502;0.2711532474596429
283;611;0.0693642;0.16940667;0.28159308;16.47211;2500;1.3418605;1.0873518;0.44448852757106244
16;642;0.056414474;0.2277023;0.27517834;4.2688494;2500;1.2249888;1.2728312;0.39073631738049186
184;869;0.081387736;0.1372756;0.11272506;2.9569895;2500;1.4396442;0.948409;0.12315686930824288
231;697;0.12786993;0.16165051;0.23844208;4.165135;2500;1.4680991;0.8281505;0.35914740350652086
92;92;0.027737672;0.18131258;0.20858389;17.847723;2500;1.2618628;0.77855664;0.2851695496944783
238;966;0.08502567;0.11366023;0.17090401;2.8697796;2500;1.8218056;1.0101435;0.25230763108544196
193;1108;0.08560496;0.108651884;0.19850962;13.2772875;2500;1.8113536;0.96647936;0.31500029428406934
279;73;0.07443756;0.07873525;0.2759611;13.982276;2500;1.2384256;1.00852;0.5174029041945614
294;154;0.11958465;0.15778694;0.2546116;5.144286;2500;1.066523;0.99167275;0.39607658764890735
22;845;0.051958036;0.10992703;0.21361452;5.365808;2500;1.3837689;1.0445194;0.34665949722153777
139;729;0.025639502;0.1745102;0.13512075;16.878595;2500;0.9874312;0.88835144;0.148064562944063
168;465;0.024342548;0.16322596;0.22373132;8.981535;2500;1.1387855;0.9853371;0.32746160944084723
52;651;0.046754476;0.21491104;0.19960482;10.489992;2500;1.2597905;0.95643914;0.24945281997008167
107;846;0.08083236;0.20905572;0.18937649;8.54593;2500;1.2593995;1.0160952;0.23293844800255925
296;610;0.13139604;0.14111044;0.28876597;4.4806657;2500;1.0153011;0.96982735;0.4834690390353495
14;176;0.033687964;0.16431178;0.29852608;9.346438;2500;1.4113821;1.0900654;0.4848763769110681
141;116;0.06889784;0.14946575;0.29027188;6.1170654;2500;1.5365729;1.1262774;0.4794764848084931
254;532;0.093383424;0.093672104;0.24777508;6.703094;2500;1.5340099;0.9402453;0.4374140336090898
103;1108;0.030450208;0.2581468;0.2197735;4.8326254;2500;1.7627193;1.1390797;0.26683860404530513
149;673;0.019934837;0.14787686;0.16388667;12.904245;2500;0.89259726;1.247417;0.21582088775688316
293;436;0.060890716;0.23190244;0.28943616;6.450277;2500;0.9882694;1.1610972;0.4169619219218048
147;1091;0.05170535;0.22034317;0.19112405;4.147535;2500;1.3243618;1.1650112;0.23087754383358658
47;472;0.07687737;0.1798593;0.14032601;16.360062;2500;1.3793815;1.1397954;0.15525350254574416
24;615;0.07136265;0.19473639;0.12214808;11.941298;2500;1.0465585;0.9361357;0.11778469761787348
284;148;0.06699225;0.13390976;0.2671569;17.318832;2500;1.1592208;1.2729264;0.44256951984701864
87;887;0.030874038;0.16350894;0.16563295;15.847241;2500;0.991274;0.8152086;0.2105804838617649
156;843;0.07756756;0.12964557;0.2532444;8.064565;2500;1.4512814;0.8759016;0.41594292224555174
36;955;0.032945294;0.14429669;0.22547834;11.671746;2500;1.3725957;0.8245285;0.34460320587153115
132;396;0.07355584;0.18839817;0.15670453;19.752913;2500;1.6255257;0.99061286;0.18151875233666254
279;528;0.025077231;0.19617935;0.27013388;7.802462;2500;1.5566021;1.1486412;0.4009001566167242
155;210;0.11856396;0.16430752;0.26897496;5.5505753;2500;1.125067;0.8550336;0.4215809089452801
291;1157;0.0988525;0.18290474;0.13436465;4.1002374;2500;1.7122713;1.2763896;0.14330761989708918
