;[mm];[1/m2];[mm];[-];[-];[-];[mm/hour];[mm/hour];[-];[-]
8;1000;47;1259;0.14598335;0.18980469;0.1133272;142.58208;2500;0.33578804;0.4347485
8;1000;47;1259;0.15619612;0.17959192;0.17986278;142.58208;2500;0.33578804;0.4651628
8;1000;47;1259;0.15619612;0.17959192;0.1133272;116.96363;2500;0.33578804;0.4651628
8;1000;265;1375;0.09408271;0.122324504;0.17986278;116.96363;2500;0.21640722;0.4347485
8;1000;76;471;0.114305034;0.07266176;0.18763465;117.301094;2500;0.18696679;0.61136544
8;1000;22;471;0.114305034;0.07266176;0.18763465;117.301094;2500;0.18696679;0.61136544
8;1000;76;1679;0.114305034;0.07266176;0.18763465;117.301094;2500;0.18696679;0.61136544
8;1000;76;471;0.10342076;0.06574281;0.18763465;117.301094;2500;0.16916357;0.61136544
8;1000;76;471;0.026506336;0.16046046;0.18763465;117.301094;2500;0.18696679;0.14177029
8;1000;76;471;0.114305034;0.07266176;0.18951541;117.301094;2500;0.18696679;0.61136544
8;1000;76;471;0.114305034;0.07266176;0.18763465;146.31972;2500;0.18696679;0.61136544
8;1000;22;1679;0.023982368;0.1451812;0.18951541;146.31972;2500;0.16916357;0.14177029
8;1000;229;1856;0.10717608;0.24071638;0.13657482;23.849274;2500;0.34789246;0.30807245
8;1000;189;1856;0.10717608;0.24071638;0.13657482;23.849274;2500;0.34789246;0.30807245
8;1000;229;906;0.10717608;0.24071638;0.13657482;23.849274;2500;0.34789246;0.30807245
8;1000;229;1856;0.0872906;0.19605379;0.13657482;23.849274;2500;0.2833444;0.30807245
8;1000;229;1856;0.19061576;0.1572767;0.13657482;23.849274;2500;0.34789246;0.54791576
8;1000;229;1856;0.10717608;0.24071638;0.10077465;23.849274;2500;0.34789246;0.30807245
8;1000;229;1856;0.10717608;0.24071638;0.13657482;76.47078;2500;0.34789246;0.30807245
8;1000;189;906;0.15524885;0.12809554;0.10077465;76.47078;2500;0.2833444;0.54791576
8;1000;155;688;0.09540019;0.12927234;0.15743713;56.954365;2500;0.22467253;0.42461887
8;1000;123;688;0.09540019;0.12927234;0.15743713;56.954365;2500;0.22467253;0.42461887
8;1000;155;190;0.09540019;0.12927234;0.15743713;56.954365;2500;0.22467253;0.42461887
8;1000;155;688;0.14380887;0.19486867;0.15743713;56.954365;2500;0.33867753;0.42461887
8;1000;155;688;0.15229039;0.07238214;0.15743713;56.954365;2500;0.22467253;0.6778327
8;1000;155;688;0.09540019;0.12927234;0.1721348;56.954365;2500;0.22467253;0.42461887
8;1000;155;688;0.09540019;0.12927234;0.15743713;15.259067;2500;0.22467253;0.42461887
8;1000;123;190;0.22956671;0.10911082;0.1721348;15.259067;2500;0.33867753;0.6778327
8;1000;149;1018;0.03119289;0.22938013;0.21835315;111.89664;2500;0.26057303;0.11970882
8;1000;282;1018;0.03119289;0.22938013;0.21835315;111.89664;2500;0.26057303;0.11970882
8;1000;149;1401;0.03119289;0.22938013;0.21835315;111.89664;2500;0.26057303;0.11970882
8;1000;149;1018;0.024283739;0.17857298;0.21835315;111.89664;2500;0.20285672;0.11970882
8;1000;149;1018;0.079964004;0.18060903;0.21835315;111.89664;2500;0.26057303;0.30687752
8;1000;149;1018;0.03119289;0.22938013;0.23274173;111.89664;2500;0.26057303;0.11970882
8;1000;149;1018;0.03119289;0.22938013;0.21835315;89.78971;2500;0.26057303;0.11970882
8;1000;282;1401;0.062252168;0.14060456;0.23274173;89.78971;2500;0.20285672;0.30687752
8;1000;109;804;0.07097406;0.2369146;0.24989584;135.55989;2500;0.30788866;0.23051858
8;1000;114;804;0.07097406;0.2369146;0.24989584;135.55989;2500;0.30788866;0.23051858
8;1000;109;318;0.07097406;0.2369146;0.24989584;135.55989;2500;0.30788866;0.23051858
8;1000;109;804;0.07244397;0.24182124;0.24989584;135.55989;2500;0.31426522;0.23051858
8;1000;109;804;0.13805223;0.16983645;0.24989584;135.55989;2500;0.30788866;0.4483836
8;1000;109;804;0.07097406;0.2369146;0.14370447;135.55989;2500;0.30788866;0.23051858
8;1000;109;804;0.07097406;0.2369146;0.24989584;104.70376;2500;0.30788866;0.23051858
8;1000;114;318;0.14091137;0.17335387;0.14370447;104.70376;2500;0.31426522;0.4483836
8;1000;205;1397;0.08860821;0.08015653;0.14931399;5.8558517;2500;0.16876474;0.52503985
8;1000;236;1397;0.08860821;0.08015653;0.14931399;5.8558517;2500;0.16876474;0.52503985
8;1000;205;1034;0.08860821;0.08015653;0.14931399;5.8558517;2500;0.16876474;0.52503985
8;1000;205;1397;0.11830643;0.10702205;0.14931399;5.8558517;2500;0.22532848;0.52503985
8;1000;205;1397;0.03998317;0.12878157;0.14931399;5.8558517;2500;0.16876474;0.2369166
8;1000;205;1397;0.08860821;0.08015653;0.22363585;5.8558517;2500;0.16876474;0.52503985
8;1000;205;1397;0.08860821;0.08015653;0.14931399;36.526443;2500;0.16876474;0.52503985
8;1000;236;1034;0.05338406;0.17194442;0.22363585;36.526443;2500;0.22532848;0.2369166
8;1000;279;91;0.10113758;0.19484937;0.104845405;74.94337;2500;0.29598695;0.34169608
8;1000;67;91;0.10113758;0.19484937;0.104845405;74.94337;2500;0.29598695;0.34169608
8;1000;279;1806;0.10113758;0.19484937;0.104845405;74.94337;2500;0.29598695;0.34169608
8;1000;279;91;0.06707557;0.12922628;0.104845405;74.94337;2500;0.19630185;0.34169608
8;1000;279;91;0.11005953;0.1859274;0.104845405;74.94337;2500;0.29598695;0.37183914
8;1000;279;91;0.10113758;0.19484937;0.19920436;74.94337;2500;0.29598695;0.34169608
8;1000;279;91;0.10113758;0.19484937;0.104845405;56.886086;2500;0.29598695;0.34169608
8;1000;67;1806;0.07299271;0.123309135;0.19920436;56.886086;2500;0.19630185;0.37183914
8;1000;34;1738;0.14813887;0.08370053;0.19594523;93.64228;2500;0.2318394;0.6389719
8;1000;199;1738;0.14813887;0.08370053;0.19594523;93.64228;2500;0.2318394;0.6389719
8;1000;34;536;0.14813887;0.08370053;0.19594523;93.64228;2500;0.2318394;0.6389719
8;1000;34;1738;0.16445024;0.09291668;0.19594523;93.64228;2500;0.25736693;0.6389719
8;1000;34;1738;0.14337592;0.088463485;0.19594523;93.64228;2500;0.2318394;0.61842775
8;1000;34;1738;0.14813887;0.08370053;0.12862074;93.64228;2500;0.2318394;0.6389719
8;1000;34;1738;0.14813887;0.08370053;0.19594523;129.7274;2500;0.2318394;0.6389719
8;1000;199;536;0.15916285;0.09820408;0.12862074;129.7274;2500;0.25736693;0.61842775
8;1000;36;594;0.11555858;0.19403255;0.11863398;40.652847;2500;0.30959114;0.3732619
8;1000;126;594;0.11555858;0.19403255;0.11863398;40.652847;2500;0.30959114;0.3732619
8;1000;36;948;0.11555858;0.19403255;0.11863398;40.652847;2500;0.30959114;0.3732619
8;1000;36;594;0.12325236;0.20695107;0.11863398;40.652847;2500;0.33020344;0.3732619
8;1000;36;594;0.12884189;0.18074927;0.11863398;40.652847;2500;0.30959114;0.41616789
8;1000;36;594;0.11555858;0.19403255;0.10189319;40.652847;2500;0.30959114;0.3732619
8;1000;36;594;0.11555858;0.19403255;0.11863398;141.4652;2500;0.30959114;0.3732619
8;1000;126;948;0.13742007;0.19278339;0.10189319;141.4652;2500;0.33020344;0.41616789
8;1000;278;1233;0.11773077;0.055984285;0.20559391;128.44502;2500;0.17371505;0.67772347
8;1000;285;1233;0.11773077;0.055984285;0.20559391;128.44502;2500;0.17371505;0.67772347
8;1000;278;1722;0.11773077;0.055984285;0.20559391;128.44502;2500;0.17371505;0.67772347
8;1000;278;1233;0.14640066;0.06961762;0.20559391;128.44502;2500;0.21601829;0.67772347
8;1000;278;1233;0.033726875;0.13998818;0.20559391;128.44502;2500;0.17371505;0.19415055
8;1000;278;1233;0.11773077;0.055984285;0.19062969;128.44502;2500;0.17371505;0.67772347
8;1000;278;1233;0.11773077;0.055984285;0.20559391;72.54572;2500;0.17371505;0.67772347
8;1000;285;1722;0.04194007;0.17407821;0.19062969;72.54572;2500;0.21601829;0.19415055
8;1000;206;315;0.054964654;0.24231055;0.23614764;97.35759;2500;0.29727522;0.18489484
8;1000;19;315;0.054964654;0.24231055;0.23614764;97.35759;2500;0.29727522;0.18489484
8;1000;206;1444;0.054964654;0.24231055;0.23614764;97.35759;2500;0.29727522;0.18489484
8;1000;206;315;0.02999988;0.13225386;0.23614764;97.35759;2500;0.16225374;0.18489484
8;1000;206;315;0.09782597;0.19944924;0.23614764;97.35759;2500;0.29727522;0.32907543
8;1000;206;315;0.054964654;0.24231055;0.23176935;97.35759;2500;0.29727522;0.18489484
8;1000;206;315;0.054964654;0.24231055;0.23614764;20.54696;2500;0.29727522;0.18489484
8;1000;19;1444;0.053393718;0.108860016;0.23176935;20.54696;2500;0.16225374;0.32907543
8;1000;107;1884;0.11607895;0.12034384;0.13962443;43.543697;2500;0.23642279;0.49098036
8;1000;186;1884;0.11607895;0.12034384;0.13962443;43.543697;2500;0.23642279;0.49098036
8;1000;107;232;0.11607895;0.12034384;0.13962443;43.543697;2500;0.23642279;0.49098036
8;1000;107;1884;0.14634492;0.15172182;0.13962443;43.543697;2500;0.29806674;0.49098036
8;1000;107;1884;0.13859336;0.097829424;0.13962443;43.543697;2500;0.23642279;0.58620983
8;1000;107;1884;0.11607895;0.12034384;0.17116733;43.543697;2500;0.23642279;0.49098036
8;1000;107;1884;0.11607895;0.12034384;0.13962443;93.84724;2500;0.23642279;0.49098036
8;1000;186;232;0.17472965;0.12333708;0.17116733;93.84724;2500;0.29806674;0.58620983
8;1000;148;181;0.08351637;0.098561816;0.16888224;22.115145;2500;0.18207818;0.4586841
8;1000;64;181;0.08351637;0.098561816;0.16888224;22.115145;2500;0.18207818;0.4586841
8;1000;148;1084;0.08351637;0.098561816;0.16888224;22.115145;2500;0.18207818;0.4586841
8;1000;148;181;0.084722415;0.09998514;0.16888224;22.115145;2500;0.18470755;0.4586841
8;1000;148;181;0.019733723;0.16234446;0.16888224;22.115145;2500;0.18207818;0.1083805
8;1000;148;181;0.08351637;0.098561816;0.222699;22.115145;2500;0.18207818;0.4586841
8;1000;148;181;0.08351637;0.098561816;0.16888224;110.018074;2500;0.18207818;0.4586841
8;1000;64;1084;0.020018697;0.16468886;0.222699;110.018074;2500;0.18470755;0.1083805
8;1000;157;1519;0.057231467;0.28892103;0.23034586;146.15068;2500;0.3461525;0.16533598
8;1000;196;1519;0.057231467;0.28892103;0.23034586;146.15068;2500;0.3461525;0.16533598
8;1000;157;369;0.057231467;0.28892103;0.23034586;146.15068;2500;0.3461525;0.16533598
8;1000;157;1519;0.04524398;0.22840472;0.23034586;146.15068;2500;0.2736487;0.16533598
8;1000;157;1519;0.1752653;0.17088722;0.23034586;146.15068;2500;0.3461525;0.50632393
8;1000;157;1519;0.057231467;0.28892103;0.14277245;146.15068;2500;0.3461525;0.16533598
8;1000;157;1519;0.057231467;0.28892103;0.23034586;40.557564;2500;0.3461525;0.16533598
8;1000;196;369;0.13855489;0.13509382;0.14277245;40.557564;2500;0.2736487;0.50632393
8;1000;228;957;0.12606141;0.09408809;0.17623048;79.647514;2500;0.2201495;0.5726173
8;1000;117;957;0.12606141;0.09408809;0.17623048;79.647514;2500;0.2201495;0.5726173
8;1000;228;587;0.12606141;0.09408809;0.17623048;79.647514;2500;0.2201495;0.5726173
8;1000;228;957;0.17420833;0.13002338;0.17623048;79.647514;2500;0.3042317;0.5726173
8;1000;228;957;0.14006759;0.08008191;0.17623048;79.647514;2500;0.2201495;0.6362385
8;1000;228;957;0.12606141;0.09408809;0.12970383;79.647514;2500;0.2201495;0.5726173
8;1000;228;957;0.12606141;0.09408809;0.17623048;51.987457;2500;0.2201495;0.5726173
8;1000;117;587;0.19356392;0.11066777;0.12970383;51.987457;2500;0.3042317;0.6362385
8;1000;77;1365;0.07168555;0.18756345;0.12454181;62.08583;2500;0.259249;0.27651235
8;1000;239;1365;0.07168555;0.18756345;0.12454181;62.08583;2500;0.259249;0.27651235
8;1000;77;1856;0.07168555;0.18756345;0.12454181;62.08583;2500;0.259249;0.27651235
8;1000;77;1365;0.06724075;0.17593375;0.12454181;62.08583;2500;0.24317451;0.27651235
8;1000;77;1365;0.070902;0.18834701;0.12454181;62.08583;2500;0.259249;0.27348995
8;1000;77;1365;0.07168555;0.18756345;0.20028311;62.08583;2500;0.259249;0.27651235
8;1000;77;1365;0.07168555;0.18756345;0.12454181;125.846466;2500;0.259249;0.27651235
8;1000;239;1856;0.06650578;0.17666872;0.20028311;125.846466;2500;0.24317451;0.27348995
8;1000;48;422;0.025910957;0.18134297;0.20007843;50.548218;2500;0.20725393;0.12502034
8;1000;48;422;0.025910957;0.18134297;0.20007843;50.548218;2500;0.20725393;0.12502034
8;1000;48;1165;0.025910957;0.18134297;0.20007843;50.548218;2500;0.20725393;0.12502034
8;1000;48;422;0.024493096;0.1714198;0.20007843;50.548218;2500;0.1959129;0.12502034
8;1000;48;422;0.12419925;0.083054684;0.20007843;50.548218;2500;0.20725393;0.5992612
8;1000;48;422;0.025910957;0.18134297;0.20997123;50.548218;2500;0.20725393;0.12502034
8;1000;48;422;0.025910957;0.18134297;0.20007843;137.23735;2500;0.20725393;0.12502034
8;1000;48;1165;0.117403;0.0785099;0.20997123;137.23735;2500;0.1959129;0.5992612
8;1000;257;1775;0.11380113;0.15755154;0.100711964;108.88504;2500;0.27135268;0.41938457
8;1000;215;1775;0.11380113;0.15755154;0.100711964;108.88504;2500;0.27135268;0.41938457
8;1000;257;387;0.11380113;0.15755154;0.100711964;108.88504;2500;0.27135268;0.41938457
8;1000;257;1775;0.107771195;0.14920343;0.100711964;108.88504;2500;0.25697464;0.41938457
8;1000;257;1775;0.10586443;0.16548826;0.100711964;108.88504;2500;0.27135268;0.3901359
8;1000;257;1775;0.11380113;0.15755154;0.12005173;108.88504;2500;0.27135268;0.41938457
8;1000;257;1775;0.11380113;0.15755154;0.100711964;67.78686;2500;0.27135268;0.41938457
8;1000;215;387;0.100255035;0.15671961;0.12005173;67.78686;2500;0.25697464;0.3901359
8;1000;186;701;0.060626827;0.13433474;0.15469918;121.44854;2500;0.19496156;0.3109681
8;1000;99;701;0.060626827;0.13433474;0.15469918;121.44854;2500;0.19496156;0.3109681
8;1000;186;669;0.060626827;0.13433474;0.15469918;121.44854;2500;0.19496156;0.3109681
8;1000;186;701;0.098091304;0.21734717;0.15469918;121.44854;2500;0.31543848;0.3109681
8;1000;186;701;0.04250822;0.15245335;0.15469918;121.44854;2500;0.19496156;0.21803384
8;1000;186;701;0.060626827;0.13433474;0.15183464;121.44854;2500;0.19496156;0.3109681
8;1000;186;701;0.060626827;0.13433474;0.15469918;6.6548014;2500;0.19496156;0.3109681
8;1000;99;669;0.068776265;0.24666221;0.15183464;6.6548014;2500;0.31543848;0.21803384
8;1000;119;1124;0.20322807;0.13080858;0.2445104;29.116823;2500;0.33403665;0.6084005
8;1000;258;1124;0.20322807;0.13080858;0.2445104;29.116823;2500;0.33403665;0.6084005
8;1000;119;1877;0.20322807;0.13080858;0.2445104;29.116823;2500;0.33403665;0.6084005
8;1000;119;1124;0.1378021;0.08869688;0.2445104;29.116823;2500;0.22649898;0.6084005
8;1000;119;1124;0.15598316;0.17805348;0.2445104;29.116823;2500;0.33403665;0.46696424
8;1000;119;1124;0.20322807;0.13080858;0.21360199;29.116823;2500;0.33403665;0.6084005
8;1000;119;1124;0.20322807;0.13080858;0.2445104;80.486084;2500;0.33403665;0.6084005
8;1000;258;1877;0.10576692;0.120732054;0.21360199;80.486084;2500;0.22649898;0.46696424
8;1000;96;850;0.18253323;0.10184563;0.21282668;68.82471;2500;0.28437886;0.6418664
8;1000;145;850;0.18253323;0.10184563;0.21282668;68.82471;2500;0.28437886;0.6418664
8;1000;96;804;0.18253323;0.10184563;0.21282668;68.82471;2500;0.28437886;0.6418664
8;1000;96;850;0.21663252;0.12087155;0.21282668;68.82471;2500;0.33750406;0.6418664
8;1000;96;850;0.082055844;0.202323;0.21282668;68.82471;2500;0.28437886;0.28854412
8;1000;96;850;0.18253323;0.10184563;0.16210034;68.82471;2500;0.28437886;0.6418664
8;1000;96;850;0.18253323;0.10184563;0.21282668;96.15688;2500;0.28437886;0.6418664
8;1000;145;804;0.09738481;0.24011925;0.16210034;96.15688;2500;0.33750406;0.28854412
8;1000;217;1473;0.084184214;0.164343;0.16296391;90.90932;2500;0.2485272;0.3387324
8;1000;267;1473;0.084184214;0.164343;0.16296391;90.90932;2500;0.2485272;0.3387324
8;1000;217;1515;0.084184214;0.164343;0.16296391;90.90932;2500;0.2485272;0.3387324
8;1000;217;1473;0.068317726;0.1333687;0.16296391;90.90932;2500;0.20168643;0.3387324
8;1000;217;1473;0.17323238;0.075294815;0.16296391;90.90932;2500;0.2485272;0.6970359
8;1000;217;1473;0.084184214;0.164343;0.24087131;90.90932;2500;0.2485272;0.3387324
8;1000;217;1473;0.084184214;0.164343;0.16296391;27.298176;2500;0.2485272;0.3387324
8;1000;267;1515;0.14058268;0.061103746;0.24087131;27.298176;2500;0.20168643;0.6970359
8;1000;289;74;0.17102556;0.15144973;0.13228202;139.41983;2500;0.32247528;0.5303525
8;1000;39;74;0.17102556;0.15144973;0.13228202;139.41983;2500;0.32247528;0.5303525
8;1000;289;1301;0.17102556;0.15144973;0.13228202;139.41983;2500;0.32247528;0.5303525
8;1000;289;74;0.089922704;0.07963001;0.13228202;139.41983;2500;0.16955271;0.5303525
8;1000;289;74;0.17068568;0.1517896;0.13228202;139.41983;2500;0.32247528;0.5292985
8;1000;289;74;0.17102556;0.15144973;0.1809458;139.41983;2500;0.32247528;0.5303525
8;1000;289;74;0.17102556;0.15144973;0.13228202;47.719772;2500;0.32247528;0.5303525
8;1000;39;1301;0.089743994;0.07980872;0.1809458;47.719772;2500;0.16955271;0.5292985
8;1000;25;1629;0.036405418;0.12519301;0.19192778;10.844756;2500;0.16159843;0.22528325
8;1000;170;1629;0.036405418;0.12519301;0.19192778;10.844756;2500;0.16159843;0.22528325
8;1000;25;28;0.036405418;0.12519301;0.19192778;10.844756;2500;0.16159843;0.22528325
8;1000;25;1629;0.06392108;0.21981542;0.19192778;10.844756;2500;0.2837365;0.22528325
8;1000;25;1629;0.025967203;0.13563122;0.19192778;10.844756;2500;0.16159843;0.1606897
8;1000;25;1629;0.036405418;0.12519301;0.11154094;10.844756;2500;0.16159843;0.22528325
8;1000;25;1629;0.036405418;0.12519301;0.19192778;120.976974;2500;0.16159843;0.22528325
8;1000;170;28;0.04559353;0.23814297;0.11154094;120.976974;2500;0.2837365;0.1606897
8;1000;12;132;0.14932825;0.117138125;0.14501256;95.2336;2500;0.26646638;0.56040186
8;1000;293;132;0.14932825;0.117138125;0.14501256;95.2336;2500;0.26646638;0.56040186
8;1000;12;1345;0.14932825;0.117138125;0.14501256;95.2336;2500;0.26646638;0.56040186
8;1000;12;132;0.14114979;0.11072266;0.14501256;95.2336;2500;0.25187245;0.56040186
8;1000;12;132;0.13098946;0.13547692;0.14501256;95.2336;2500;0.26646638;0.4915797
8;1000;12;132;0.14932825;0.117138125;0.11597335;95.2336;2500;0.26646638;0.56040186
8;1000;12;132;0.14932825;0.117138125;0.14501256;106.41901;2500;0.26646638;0.56040186
8;1000;293;1345;0.12381539;0.12805706;0.11597335;106.41901;2500;0.25187245;0.4915797
8;1000;293;1694;0.054558173;0.15095812;0.23544692;73.138535;2500;0.2055163;0.26546884
8;1000;134;1694;0.054558173;0.15095812;0.23544692;73.138535;2500;0.2055163;0.26546884
8;1000;293;137;0.054558173;0.15095812;0.23544692;73.138535;2500;0.2055163;0.26546884
8;1000;293;1694;0.049837276;0.13789578;0.23544692;73.138535;2500;0.18773305;0.26546884
8;1000;293;1694;0.025302125;0.18021417;0.23544692;73.138535;2500;0.2055163;0.123114936
8;1000;293;1694;0.054558173;0.15095812;0.1766601;73.138535;2500;0.2055163;0.26546884
8;1000;293;1694;0.054558173;0.15095812;0.23544692;34.80903;2500;0.2055163;0.26546884
8;1000;134;137;0.023112742;0.16462031;0.1766601;34.80903;2500;0.18773305;0.123114936
8;1000;219;783;0.14794686;0.18161327;0.20972776;6.5268335;2500;0.32956013;0.44892222
8;1000;178;783;0.14794686;0.18161327;0.20972776;6.5268335;2500;0.32956013;0.44892222
8;1000;219;849;0.14794686;0.18161327;0.20972776;6.5268335;2500;0.32956013;0.44892222
8;1000;219;783;0.10500216;0.12889618;0.20972776;6.5268335;2500;0.23389833;0.44892222
8;1000;219;783;0.0826137;0.24694644;0.20972776;6.5268335;2500;0.32956013;0.2506787
8;1000;219;783;0.14794686;0.18161327;0.24566743;6.5268335;2500;0.32956013;0.44892222
8;1000;219;783;0.14794686;0.18161327;0.20972776;55.16867;2500;0.32956013;0.44892222
8;1000;178;849;0.058633327;0.17526501;0.24566743;55.16867;2500;0.23389833;0.2506787
8;1000;86;1414;0.029436471;0.16414991;0.10981252;135.1002;2500;0.19358638;0.15205859
8;1000;10;1414;0.029436471;0.16414991;0.10981252;135.1002;2500;0.19358638;0.15205859
8;1000;86;1627;0.029436471;0.16414991;0.10981252;135.1002;2500;0.19358638;0.15205859
8;1000;86;1414;0.04862182;0.2711353;0.10981252;135.1002;2500;0.31975713;0.15205859
8;1000;86;1414;0.12757765;0.066008724;0.10981252;135.1002;2500;0.19358638;0.65902185
8;1000;86;1414;0.029436471;0.16414991;0.15686458;135.1002;2500;0.19358638;0.15205859
8;1000;86;1414;0.029436471;0.16414991;0.10981252;131.44264;2500;0.19358638;0.15205859
8;1000;10;1627;0.21072695;0.109030195;0.15686458;131.44264;2500;0.31975713;0.65902185
8;1000;135;636;0.047145408;0.19062933;0.12259548;113.49018;2500;0.23777474;0.19827761
8;1000;205;636;0.047145408;0.19062933;0.12259548;113.49018;2500;0.23777474;0.19827761
8;1000;135;713;0.047145408;0.19062933;0.12259548;113.49018;2500;0.23777474;0.19827761
8;1000;135;636;0.040991854;0.16574785;0.12259548;113.49018;2500;0.20673971;0.19827761
8;1000;135;636;0.042943615;0.19483113;0.12259548;113.49018;2500;0.23777474;0.18060629
8;1000;135;636;0.047145408;0.19062933;0.21781458;113.49018;2500;0.23777474;0.19827761
8;1000;135;636;0.047145408;0.19062933;0.12259548;146.9054;2500;0.23777474;0.19827761
8;1000;205;713;0.03733849;0.16940121;0.21781458;146.9054;2500;0.20673971;0.18060629
8;1000;178;1067;0.13862284;0.13815375;0.18286435;55.147324;2500;0.27677658;0.5008474
8;1000;74;1067;0.13862284;0.13815375;0.18286435;55.147324;2500;0.27677658;0.5008474
8;1000;178;1986;0.13862284;0.13815375;0.18286435;55.147324;2500;0.27677658;0.5008474
8;1000;178;1067;0.17315936;0.17257342;0.18286435;55.147324;2500;0.34573278;0.5008474
8;1000;178;1067;0.11892684;0.15784974;0.18286435;55.147324;2500;0.27677658;0.42968532
8;1000;178;1067;0.13862284;0.13815375;0.14718263;55.147324;2500;0.27677658;0.5008474
8;1000;178;1067;0.13862284;0.13815375;0.18286435;75.887344;2500;0.27677658;0.5008474
8;1000;74;1986;0.1485563;0.19717647;0.14718263;75.887344;2500;0.34573278;0.42968532
8;1000;252;481;0.05781618;0.09267192;0.22247608;24.522472;2500;0.15048811;0.38419104
8;1000;229;481;0.05781618;0.09267192;0.22247608;24.522472;2500;0.15048811;0.38419104
8;1000;252;1210;0.05781618;0.09267192;0.22247608;24.522472;2500;0.15048811;0.38419104
8;1000;252;481;0.10614749;0.17014082;0.22247608;24.522472;2500;0.2762883;0.38419104
8;1000;252;481;0.084615394;0.065872714;0.22247608;24.522472;2500;0.15048811;0.56227297
8;1000;252;481;0.05781618;0.09267192;0.12506762;24.522472;2500;0.15048811;0.38419104
8;1000;252;481;0.05781618;0.09267192;0.22247608;14.67563;2500;0.15048811;0.38419104
8;1000;229;1210;0.15534945;0.12093886;0.12506762;14.67563;2500;0.2762883;0.56227297
8;1000;62;1842;0.21692547;0.0975393;0.17206456;116.8392;2500;0.31446478;0.6898244
8;1000;107;1842;0.21692547;0.0975393;0.17206456;116.8392;2500;0.31446478;0.6898244
8;1000;62;499;0.21692547;0.0975393;0.17206456;116.8392;2500;0.31446478;0.6898244
8;1000;62;1842;0.11401622;0.05126674;0.17206456;116.8392;2500;0.16528296;0.6898244
8;1000;62;1842;0.111007206;0.20345758;0.17206456;116.8392;2500;0.31446478;0.35300362
8;1000;62;1842;0.21692547;0.0975393;0.20510173;116.8392;2500;0.31446478;0.6898244
8;1000;62;1842;0.21692547;0.0975393;0.17206456;90.37539;2500;0.31446478;0.6898244
8;1000;107;499;0.058345485;0.10693748;0.20510173;90.37539;2500;0.16528296;0.35300362
8;1000;69;892;0.0872509;0.07533932;0.24638346;141.98079;2500;0.16259022;0.5366307
8;1000;224;892;0.0872509;0.07533932;0.24638346;141.98079;2500;0.16259022;0.5366307
8;1000;69;570;0.0872509;0.07533932;0.24638346;141.98079;2500;0.16259022;0.5366307
8;1000;69;892;0.11991691;0.10354573;0.24638346;141.98079;2500;0.22346264;0.5366307
8;1000;69;892;0.10960299;0.052987237;0.24638346;141.98079;2500;0.16259022;0.67410564
8;1000;69;892;0.0872509;0.07533932;0.19599949;141.98079;2500;0.16259022;0.5366307
8;1000;69;892;0.0872509;0.07533932;0.24638346;101.62474;2500;0.16259022;0.5366307
8;1000;224;570;0.15063743;0.072825216;0.19599949;101.62474;2500;0.22346264;0.67410564
8;1000;244;1307;0.070184834;0.2313828;0.14813851;17.930405;2500;0.30156764;0.23273331
8;1000;56;1307;0.070184834;0.2313828;0.14813851;17.930405;2500;0.30156764;0.23273331
8;1000;244;1782;0.070184834;0.2313828;0.14813851;17.930405;2500;0.30156764;0.23273331
8;1000;244;1307;0.077844314;0.2566343;0.14813851;17.930405;2500;0.33447862;0.23273331
8;1000;244;1307;0.09393866;0.20762898;0.14813851;17.930405;2500;0.30156764;0.31150115
8;1000;244;1307;0.070184834;0.2313828;0.13413376;17.930405;2500;0.30156764;0.23273331
8;1000;244;1307;0.070184834;0.2313828;0.14813851;30.616566;2500;0.30156764;0.23273331
8;1000;56;1782;0.10419047;0.23028815;0.13413376;30.616566;2500;0.33447862;0.31150115
8;1000;171;241;0.14679773;0.07886266;0.108362;66.26595;2500;0.2256604;0.65052503
8;1000;249;241;0.14679773;0.07886266;0.108362;66.26595;2500;0.2256604;0.65052503
8;1000;171;1066;0.14679773;0.07886266;0.108362;66.26595;2500;0.2256604;0.65052503
8;1000;171;241;0.19061205;0.10240058;0.108362;66.26595;2500;0.29301262;0.65052503
8;1000;171;241;0.032969214;0.19269119;0.108362;66.26595;2500;0.2256604;0.14610101
8;1000;171;241;0.14679773;0.07886266;0.1375346;66.26595;2500;0.2256604;0.65052503
8;1000;171;241;0.14679773;0.07886266;0.108362;41.842907;2500;0.2256604;0.65052503
8;1000;249;1066;0.04280944;0.2502032;0.1375346;41.842907;2500;0.29301262;0.14610101
8;1000;143;1586;0.099607445;0.19005404;0.19711578;83.821465;2500;0.2896615;0.34387535
8;1000;91;1586;0.099607445;0.19005404;0.19711578;83.821465;2500;0.2896615;0.34387535
8;1000;143;292;0.099607445;0.19005404;0.19711578;83.821465;2500;0.2896615;0.34387535
8;1000;143;1586;0.052966207;0.101061136;0.19711578;83.821465;2500;0.15402734;0.34387535
8;1000;143;1586;0.15754569;0.13211581;0.19711578;83.821465;2500;0.2896615;0.54389584
8;1000;143;1586;0.099607445;0.19005404;0.22749762;83.821465;2500;0.2896615;0.34387535
8;1000;143;1586;0.099607445;0.19005404;0.19711578;117.51508;2500;0.2896615;0.34387535
8;1000;91;292;0.08377483;0.070252515;0.22749762;117.51508;2500;0.15402734;0.54389584
8;1000;111;372;0.10450007;0.23716296;0.18646638;123.41875;2500;0.34166303;0.30585712
