[-];[-];[-];[-];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[-];[-];[-];[-];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[day of year];[-];;[mm]
0.61878765;0.7747099;0.9530935;1.5646218;17.570908;9.325863;61.661865;77.38307;1.2568972;0.50834167;0.25184482;2.6268532;10.220544;9.170059;44.08004;53.986076;21.657082;40.0;32.5940251978804;91;0.214856938997406;3;1350
1.3965145;0.7036936;0.2866465;4.517603;4.129081;15.62887;17.622768;39.79878;0.70853716;0.42869598;0.8504556;0.89348197;19.11793;6.70328;59.29584;43.6974;30.667707;40.0;32.5940251978804;91;0.214856938997406;3;1350
0.5227733;0.52881205;0.301487;2.5382614;17.928638;15.806638;16.139992;5.4035225;0.44309676;0.6088238;0.46287754;4.975229;1.0420169;16.027008;46.954678;10.97594;27.49104;40.0;32.5940251978804;91;0.214856938997406;3;1350
0.859806;0.6710952;0.31723747;3.6848288;8.688583;7.208777;49.147705;62.126644;0.83766913;0.34210464;0.6635122;0.6700367;1.7435447;14.861922;82.99783;82.0234;41.342934;40.0;32.5940251978804;91;0.214856938997406;3;1350
1.4119121;0.75991297;0.98502123;4.222239;6.5585427;10.425386;21.102573;12.518511;1.0538521;0.79621977;0.2837165;4.6378202;2.7557645;17.008026;68.33593;9.063304;98.57946;40.0;32.5940251978804;91;0.214856938997406;3;1350
0.5607482;0.52511626;0.6941282;1.7495899;8.010873;7.192093;77.2318;24.997137;0.39121848;0.9592344;0.6044661;0.86089176;17.008043;14.193752;48.696457;58.453873;13.334697;40.0;32.5940251978804;91;0.214856938997406;3;1350
1.303378;0.65119606;0.68823195;1.0359384;12.452668;2.3765395;30.398447;52.408432;1.441593;0.31276003;0.7054721;4.3668394;3.9750922;7.297835;80.89392;40.26056;95.04645;40.0;32.5940251978804;91;0.214856938997406;3;1350
0.85160017;0.26318803;0.98935854;3.311724;6.707856;17.240265;9.647211;79.887314;1.3540515;0.7038485;0.55989087;2.967088;5.1435885;15.793656;27.639427;78.4008;15.499619;40.0;32.5940251978804;91;0.214856938997406;3;1350
0.74573386;0.335643;0.27075103;3.1558652;13.229205;16.589823;58.954945;23.241772;1.4673647;0.79406404;0.46998546;1.3835069;6.8700595;19.880156;18.399187;59.79709;49.66405;40.0;32.5940251978804;91;0.214856938997406;3;1350
1.0627958;0.8180593;0.9796007;1.7159003;10.577116;2.6112394;55.989407;20.047186;0.5730305;0.5879355;0.44876403;1.5409777;5.6085143;14.15046;39.967278;40.66265;1.3972223;40.0;32.5940251978804;91;0.214856938997406;3;1350
0.45811644;0.50400376;0.36321053;3.1311803;13.454562;13.436972;26.854195;43.05284;0.8185997;0.7573826;0.287507;2.0822377;18.231192;5.099582;85.943085;81.86697;11.738247;40.0;32.5940251978804;91;0.214856938997406;3;1350
1.056479;0.8224293;0.6984572;4.0566077;7.4084897;17.05852;13.747404;14.518781;1.3236412;0.3607137;0.29255298;4.0731025;19.45933;11.720786;83.32312;49.096203;2.157893;40.0;32.5940251978804;91;0.214856938997406;3;1350
0.42961428;0.73942816;0.53606683;2.0750494;5.9270396;1.7597731;63.226246;25.745474;0.9649068;0.7163827;0.5965569;1.162158;7.847078;12.722557;59.151337;16.564367;9.438504;40.0;32.5940251978804;91;0.214856938997406;3;1350
1.1241264;0.49008626;0.50716144;1.5904298;13.803618;8.421835;74.29491;30.755234;1.2912328;0.7718844;0.3110634;1.5900414;11.808559;6.4530463;21.2418;99.01345;80.713974;40.0;6.705664471642869;91;0.3460246333436761;3;1350
0.9938446;0.81668156;0.9449947;3.7625055;11.056526;5.6379213;19.719296;78.27754;0.20058078;0.78207594;0.37876067;3.6170506;6.589803;6.2036657;80.27892;40.250206;33.22132;40.0;6.705664471642869;91;0.3460246333436761;3;1350
0.38181758;0.3010866;0.3193822;4.036424;3.705563;10.02714;74.84402;66.663536;0.8770871;0.55670094;0.33185413;3.262961;19.189955;16.300333;26.657776;17.89495;24.328897;40.0;6.705664471642869;91;0.3460246333436761;3;1350
0.33088928;0.32847106;0.9976552;4.7943025;13.403701;3.924001;65.89807;36.84603;1.3796232;0.4834789;0.8419875;2.3937106;7.711111;16.103256;83.65036;47.873802;45.92936;40.0;6.705664471642869;91;0.3460246333436761;3;1350
0.98955923;0.52732265;0.5033001;1.1641362;6.2607446;1.6449649;77.677444;94.702156;1.1946234;0.29253888;0.5597737;0.772413;18.868614;8.354903;3.7890456;67.99538;26.577427;40.0;6.705664471642869;91;0.3460246333436761;3;1350
0.35793158;0.72463953;0.71901995;4.5016885;7.9238434;1.3989509;7.3262954;28.3308;0.31787232;0.3132408;0.6420716;3.0132446;3.9599812;3.72169;18.514496;87.65503;72.00441;40.0;6.705664471642869;91;0.3460246333436761;3;1350
1.0126221;0.43821165;0.97432536;3.9429448;17.248226;19.025364;96.63927;51.29846;1.239561;0.8335111;0.6663665;1.5314957;6.949091;8.911641;13.516959;7.0584245;65.38056;40.0;6.705664471642869;91;0.3460246333436761;3;1350
1.4987282;0.45857865;0.24608085;3.6585495;4.84372;2.2743232;66.29581;62.29838;0.58929414;0.85416037;0.5171079;3.2544515;1.7807583;5.085983;90.30514;80.04312;18.85004;40.0;6.705664471642869;91;0.3460246333436761;3;1350
0.35986865;0.8893745;0.9382915;1.9087414;9.184977;5.143822;26.618248;95.60874;1.027034;0.9486341;0.43874484;1.7353216;9.926652;2.8356423;72.576416;12.851683;25.615858;40.0;6.705664471642869;91;0.3460246333436761;3;1350
0.81595415;0.91990894;0.65424913;0.5998683;2.631437;12.8947935;87.83813;85.65853;0.677505;0.82394546;0.5059564;4.9114895;1.4220237;3.466448;86.40024;70.93758;41.741947;40.0;6.705664471642869;91;0.3460246333436761;3;1350
1.4017245;0.9300297;0.7635175;2.7839773;9.555805;13.132168;58.49346;38.005116;1.3315868;0.9070193;0.6278586;3.157673;3.9748943;4.6043515;12.255628;88.07633;87.65097;40.0;6.705664471642869;91;0.3460246333436761;3;1350
1.4182329;0.2175833;0.31934735;1.7859622;18.499025;2.82122;16.893066;50.638622;1.3091391;0.31984678;0.4868618;3.070875;8.140708;15.970613;47.590317;23.022373;43.61032;40.0;6.705664471642869;91;0.3460246333436761;3;1350
0.23888439;0.83872765;0.62670994;1.8041946;11.613757;11.364301;85.40595;46.224567;1.4083053;0.298486;0.30929273;4.2654576;18.725594;12.444591;86.00273;73.637245;5.737788;40.0;6.705664471642869;91;0.3460246333436761;3;1350
1.2504101;0.8094518;0.73881096;4.6721234;17.498156;9.71312;72.49613;31.198793;0.90262;0.62230426;0.93094957;4.9692416;4.9881635;7.713034;55.78104;25.723495;2.5279467;40.0;6.705664471642869;91;0.3460246333436761;3;1350
0.51010954;0.40651736;0.56499785;1.18836;11.299312;5.250643;28.752707;48.61568;0.92611927;0.9552126;0.785925;4.0062737;2.3017204;3.0218785;47.749752;22.907276;45.409336;40.0;6.705664471642869;91;0.3460246333436761;3;1350
1.1705389;0.38130486;0.32398814;4.704046;2.1131792;16.30155;54.834274;9.802313;0.36237633;0.897054;0.25301588;3.1725297;15.331213;1.0967913;97.25842;10.301345;99.689125;40.0;6.705664471642869;91;0.3460246333436761;3;1350
0.6615041;0.22788504;0.39529526;2.7671301;10.58472;19.346796;40.519764;6.3975797;1.0344886;0.21845083;0.92455995;4.3858614;13.750035;16.187263;51.550797;8.944674;50.74947;40.0;6.705664471642869;91;0.3460246333436761;3;1350
0.49235567;0.85765505;0.8835142;4.272257;5.4202366;6.594617;1.6743448;7.8346095;1.455966;0.90690273;0.33637217;1.3154408;18.580309;17.948666;31.76777;54.82142;66.49339;40.0;6.705664471642869;91;0.3460246333436761;3;1350
0.8119383;0.6860231;0.22757679;1.776144;9.219716;4.913122;48.296284;14.428569;1.3145844;0.3223585;0.27818415;3.939032;17.101955;3.4224136;13.422875;71.70944;85.907616;40.0;6.705664471642869;91;0.3460246333436761;3;1350
0.42869428;0.21267378;0.76708966;3.352643;5.5070715;7.918343;24.3254;29.11265;0.69413227;0.9343689;0.33857352;3.559545;18.573223;2.3108041;20.570559;43.177788;26.243153;40.0;6.705664471642869;91;0.3460246333436761;3;1350
0.75145406;0.3802075;0.999512;3.0046477;3.1481447;17.776304;16.287287;64.2931;0.52502173;0.67894024;0.9464271;3.0346298;15.157528;14.750339;87.99338;80.272;2.0480103;40.0;6.705664471642869;91;0.3460246333436761;3;1350
0.71326476;0.8646184;0.2059864;4.658747;5.022759;15.551769;10.171724;84.28219;0.65417224;0.6400123;0.3770354;4.4004025;17.58683;14.547075;15.541198;57.79668;34.456837;40.0;6.705664471642869;91;0.3460246333436761;3;1350
1.4517207;0.6816968;0.32883656;1.3068429;8.625378;15.273566;23.119247;78.32402;1.2733026;0.44533113;0.82959354;3.6934571;14.914456;14.954301;86.15192;74.06968;10.922498;40.0;6.705664471642869;91;0.3460246333436761;3;1350
0.90476054;0.8846262;0.73931545;1.4205645;16.636564;18.154886;76.19094;33.316666;0.9156232;0.84874684;0.7144306;3.7253006;11.543529;11.469059;49.75578;59.36835;29.2619;40.0;6.705664471642869;91;0.3460246333436761;3;1350
1.1061912;0.31736436;0.24799266;4.77034;15.619249;5.4146256;36.515614;5.2991033;0.5126881;0.3647592;0.6145785;4.593837;2.3819675;19.262403;2.1994956;96.62401;34.84277;40.0;6.705664471642869;91;0.3460246333436761;3;1350
0.42742077;0.9620756;0.67183197;0.9408408;1.697431;17.407644;14.767195;6.375925;0.9806174;0.6796344;0.4924749;3.6473544;10.074724;5.830939;57.182873;65.3719;7.306617;40.0;6.705664471642869;91;0.3460246333436761;3;1350
1.4964927;0.36594647;0.7472001;3.356071;15.760683;18.429083;17.787613;79.98299;0.63443214;0.71927994;0.27434728;1.6494076;14.865236;14.429922;24.856312;8.489818;31.265581;40.0;6.705664471642869;91;0.3460246333436761;3;1350
0.84698486;0.44281447;0.6705171;0.7725385;1.5838935;14.229635;65.58026;87.30291;0.9860033;0.3513086;0.7685238;1.3263135;9.604456;9.5719185;46.63583;91.74002;74.28413;40.0;6.705664471642869;91;0.3460246333436761;3;1350
0.29780006;0.94086736;0.49214777;0.8464586;2.4418602;8.72925;40.936428;93.24548;0.6608975;0.68253374;0.51582515;2.8093858;18.227188;15.852589;93.722626;9.917101;66.811676;40.0;6.705664471642869;91;0.3460246333436761;3;1350
0.99207157;0.45032558;0.75782585;3.1871693;15.472871;18.249739;62.57707;96.683334;1.1806122;0.7075984;0.62798893;1.5571047;18.623997;2.4231815;72.42794;36.50012;24.387497;40.0;6.705664471642869;91;0.3460246333436761;3;1350
0.6135902;0.67615676;0.67543554;2.9811559;8.471203;1.6792421;6.167247;85.02822;0.8485368;0.5111192;0.24140945;3.6483612;8.197172;19.120998;90.6189;31.616003;5.410853;40.0;6.705664471642869;91;0.3460246333436761;3;1350
0.58211213;0.4752765;0.36610973;3.0786178;7.10782;6.3932824;73.118996;36.138462;0.90204763;0.79349756;0.82075024;4.292193;11.863065;8.285769;50.36104;37.534664;40.630398;40.0;6.705664471642869;91;0.3460246333436761;3;1350
0.61212415;0.7917482;0.65050846;2.6314344;8.133398;2.8216536;96.31053;47.994083;0.25123993;0.69455045;0.7538172;1.813172;6.402982;1.2736696;63.87871;98.27146;53.464474;40.0;6.705664471642869;91;0.3460246333436761;3;1350
0.7855417;0.44910946;0.90552574;3.840617;10.958971;8.289028;78.86681;83.40974;1.4230853;0.7112549;0.6234403;4.610635;11.761369;19.856964;31.659222;68.61768;4.4482284;40.0;6.705664471642869;91;0.3460246333436761;3;1350
0.57326305;0.5530286;0.7334666;4.9648485;12.524461;15.080257;72.45158;89.92002;0.26815504;0.49756536;0.59704596;3.8610663;3.8751595;11.499591;30.557516;18.08164;29.443789;40.0;6.705664471642869;91;0.3460246333436761;3;1350
1.212281;0.26702058;0.5774332;1.7410156;13.736638;8.63078;20.662949;36.74071;0.3659925;0.9577687;0.4696246;4.9466343;13.910395;19.63778;2.994586;7.300712;62.885963;40.0;6.705664471642869;91;0.3460246333436761;3;1350
0.432647;0.9367535;0.45726728;1.9554785;2.8273745;11.612147;41.15607;63.210144;0.32886842;0.29469687;0.47392312;1.3941694;19.977545;6.174507;91.34526;91.73695;41.169857;40.0;6.705664471642869;91;0.3460246333436761;3;1350
0.38452107;0.9248243;0.26870897;1.953723;4.1242557;8.851877;16.413477;18.706646;0.46473488;0.91322887;0.25477272;2.5769618;6.991996;9.006051;71.42175;85.51948;60.53076;40.0;6.705664471642869;91;0.3460246333436761;3;1350
0.3358138;0.84335834;0.3957017;3.9347103;9.248737;1.627745;76.44622;1.1787298;0.75933826;0.8652728;0.7493709;3.3813856;2.773019;1.3461611;58.747818;38.90721;76.98656;40.0;6.705664471642869;91;0.3460246333436761;3;1350
0.7334689;0.8984755;0.2089494;2.0660698;17.418291;2.2091703;74.47706;36.182243;0.26101792;0.38659832;0.23597836;3.933129;1.2587435;16.494299;7.7613163;32.909607;33.857704;40.0;6.705664471642869;91;0.3460246333436761;3;1350
0.34673798;0.6821925;0.9893007;3.5453167;15.49106;1.8534753;13.196526;92.19674;0.61986125;0.20416728;0.20113502;4.6036973;12.349716;8.090376;19.069916;42.88518;57.214348;40.0;6.705664471642869;91;0.3460246333436761;3;1350
0.23257607;0.26837063;0.3779858;2.506494;4.547005;16.384148;74.77696;65.91802;1.1872748;0.8924595;0.22478496;4.510715;16.041456;12.108019;52.81912;54.361217;98.31301;40.0;6.705664471642869;91;0.3460246333436761;3;1350
0.582727;0.256473;0.85190076;3.235121;6.461261;2.583346;57.5401;89.574104;1.0883381;0.37218255;0.36275798;1.5625486;2.7750888;17.431232;96.876755;14.683007;66.835594;40.0;6.705664471642869;91;0.3460246333436761;3;1350
1.4740387;0.8288642;0.3349159;4.2305694;8.194246;7.313357;98.09186;36.524776;0.27468833;0.30249506;0.6561566;2.40112;10.722298;12.219533;86.72487;17.95564;90.038185;40.0;6.705664471642869;91;0.3460246333436761;3;1350
0.21419224;0.6136666;0.42688093;2.8132641;17.338217;11.572274;98.96984;5.6876855;1.2588037;0.8195426;0.74492735;3.732372;12.526435;2.806005;27.920973;12.317156;73.26339;40.0;6.705664471642869;91;0.3460246333436761;3;1350
0.28302917;0.42160344;0.53462183;2.6382794;19.588108;11.173753;8.993468;36.53524;0.699283;0.700275;0.5365907;1.095414;15.37572;6.6229434;14.02011;4.462846;94.74986;40.0;6.705664471642869;91;0.3460246333436761;3;1350
0.9580758;0.22997324;0.45952454;1.7013856;2.4504437;12.691021;83.84506;43.4409;1.2667694;0.7004328;0.52691096;4.8171434;13.900948;13.79173;39.170345;36.003624;63.382717;40.0;6.705664471642869;91;0.3460246333436761;3;1350
0.8472426;0.98723537;0.8386806;2.8215706;10.250159;10.987821;16.891813;67.51246;0.7316836;0.39984566;0.6614287;3.8612874;17.253323;5.8907795;70.496544;29.664776;99.896645;40.0;6.705664471642869;91;0.3460246333436761;3;1350
0.33560523;0.2773565;0.96615475;1.6808553;7.8871484;10.371391;55.437164;96.729385;1.3983243;0.9669643;0.67746204;4.2297883;17.844765;12.854759;4.024212;31.403862;1.613641;40.0;6.705664471642869;91;0.3460246333436761;3;1350
1.3631423;0.4914119;0.9002356;4.296066;7.1131234;13.734103;51.008057;31.747147;1.3276126;0.90543264;0.8759981;4.5835;5.962467;9.374323;33.51594;45.713467;98.47328;40.0;6.705664471642869;91;0.3460246333436761;3;1350
1.0767611;0.7441603;0.3228623;2.2498882;10.482357;6.546451;28.113794;75.94457;0.6042841;0.27149802;0.8552705;1.3007834;6.6584525;8.260761;37.49701;79.53296;98.68159;40.0;6.705664471642869;91;0.3460246333436761;3;1350
0.84309006;0.69847816;0.82135093;1.0809844;14.655128;9.668927;72.48877;88.77272;0.98369783;0.96576774;0.858821;2.3995895;2.2327967;14.637203;91.81811;48.07982;14.321121;40.0;6.705664471642869;91;0.3460246333436761;3;1350
0.90685153;0.30110252;0.31835753;1.5798539;12.219185;9.206363;54.04928;25.555225;0.77482057;0.46709943;0.87533826;3.432514;19.53556;15.7337885;24.188194;83.47859;92.397804;40.0;6.705664471642869;91;0.3460246333436761;3;1350
1.2350241;0.696362;0.9307049;2.9056165;9.062746;7.738844;62.58767;78.273415;0.79237056;0.9712469;0.9038644;4.201075;14.169563;4.062663;34.71207;64.38688;17.528326;40.0;6.705664471642869;91;0.3460246333436761;3;1350
0.32750422;0.46912098;0.6143029;4.623294;14.722719;19.939457;69.42169;95.48576;0.77315575;0.54476506;0.64425343;3.82102;19.304455;16.810312;19.148819;57.921093;97.06403;40.0;6.705664471642869;91;0.3460246333436761;3;1350
1.413117;0.3364842;0.46910486;1.8525268;8.818271;18.15645;41.04342;77.95708;1.0395416;0.55426;0.67613375;1.0468899;1.3307948;17.707012;76.99972;99.873634;45.553474;40.0;6.705664471642869;91;0.3460246333436761;3;1350
0.34642494;0.69365686;0.32562038;1.6897379;13.382088;13.829945;5.1036725;40.338013;0.73275363;0.3549205;0.7817808;3.4055238;8.7813425;5.443379;56.689236;65.1489;60.788044;40.0;6.705664471642869;91;0.3460246333436761;3;1350
0.7961124;0.9203585;0.20944726;2.3295193;4.190633;15.05443;26.512272;58.72652;1.0453416;0.38010266;0.35920605;1.8232416;19.835062;14.458914;37.051323;12.068633;37.196865;40.0;6.705664471642869;91;0.3460246333436761;3;1350
0.5218568;0.8012186;0.3983576;4.854895;7.4516172;17.578552;18.38653;74.80596;0.5906613;0.38658765;0.4883688;2.32924;11.841449;7.7852345;38.52154;19.794958;94.330025;40.0;6.705664471642869;91;0.3460246333436761;3;1350
1.0647762;0.32997578;0.93121606;4.3034887;11.804516;7.8149624;75.58113;80.98558;1.3663116;0.7155896;0.9301224;4.9740343;14.714678;18.13566;2.4229593;16.51764;59.96112;40.0;6.705664471642869;91;0.3460246333436761;3;1350
1.291779;0.33929428;0.83780974;1.1735058;18.440147;11.064898;25.71346;71.13764;1.3864429;0.7214949;0.61820996;1.2067511;18.178616;16.326107;76.365265;52.805378;93.81934;40.0;6.705664471642869;91;0.3460246333436761;3;1350
1.0016731;0.5754655;0.97583497;3.2618897;1.3660132;7.7218766;37.15823;97.79358;1.0948269;0.569896;0.24143009;0.9697124;7.3641024;17.158821;65.39541;10.829131;20.76723;40.0;6.705664471642869;91;0.3460246333436761;3;1350
0.4911712;0.21690413;0.28060922;4.063389;14.81021;17.947372;45.16332;86.30087;0.9518216;0.5093477;0.5244478;2.3411486;7.282509;3.1808093;6.4821825;88.51719;46.977604;40.0;6.705664471642869;91;0.3460246333436761;3;1350
1.2131926;0.21659596;0.673743;3.9560466;10.194529;12.546852;83.690506;22.293436;1.0313443;0.61835515;0.32863137;4.388576;17.920683;17.584597;6.2684116;39.794315;68.82817;40.0;6.705664471642869;91;0.3460246333436761;3;1350
1.4254603;0.40153053;0.40572038;2.6998048;15.149909;11.664445;84.60398;99.94557;0.6952817;0.53999865;0.4850295;1.2299372;13.746295;5.6378655;69.19548;11.231146;26.71767;40.0;6.705664471642869;91;0.3460246333436761;3;1350
0.40928417;0.28536075;0.63435334;3.7932413;3.1819413;9.577179;22.77169;70.72652;0.745993;0.31465325;0.6359808;0.8597877;8.537863;17.45519;75.24239;6.3968678;72.06911;40.0;6.705664471642869;91;0.3460246333436761;3;1350
0.5295639;0.6373744;0.45636392;3.1261396;12.24295;11.877125;41.426594;91.40291;0.86197644;0.9781933;0.6041091;2.3848202;2.498382;9.882283;10.82778;51.444126;7.73654;40.0;6.705664471642869;91;0.3460246333436761;3;1350
0.8884773;0.23475176;0.42677245;1.4065024;9.013539;6.5102015;25.199734;50.239475;0.59898055;0.71455497;0.5923752;3.3453414;14.229156;16.977938;75.81118;38.306877;1.2120906;40.0;6.705664471642869;91;0.3460246333436761;3;1350
1.1617042;0.39482394;0.6590762;0.7522414;6.9191995;10.778321;97.626724;89.457466;0.5598641;0.35512775;0.21467116;1.1961163;15.600676;16.477863;72.82414;72.87375;1.2551914;40.0;6.705664471642869;91;0.3460246333436761;3;1350
0.36508226;0.24656278;0.34665453;2.1627486;1.6172445;4.9151335;53.78118;98.48528;0.88765395;0.39072552;0.5560839;4.12065;2.3011684;1.8674304;59.5843;16.731209;67.26561;40.0;6.705664471642869;91;0.3460246333436761;3;1350
0.26584607;0.62437;0.5753068;0.7787255;10.98314;5.5903835;1.0795724;82.42117;1.0566654;0.9139785;0.22317101;4.3066216;9.505017;11.764982;10.793802;25.471577;66.43469;40.0;6.705664471642869;91;0.3460246333436761;3;1350
0.9370464;0.48209316;0.72064984;2.2775602;7.4957523;4.4348383;9.971808;79.98771;0.8387868;0.35250053;0.52388865;2.8516817;6.427873;12.741273;17.766218;41.417038;1.8159833;40.0;6.705664471642869;91;0.3460246333436761;3;1350
1.2363944;0.26642334;0.30254567;4.2299557;18.518126;4.7238398;85.743225;22.383427;0.47406155;0.71140707;0.7175999;0.63708735;14.562587;7.5585756;54.192066;82.98963;43.457207;40.0;6.705664471642869;91;0.3460246333436761;3;1350
0.5869177;0.48349288;0.9444754;4.2993236;15.270577;10.067208;40.407967;14.385368;0.68764544;0.6838781;0.30072355;2.8224602;19.360006;18.642612;56.426468;44.12217;58.625565;40.0;6.705664471642869;91;0.3460246333436761;3;1350
0.9578801;0.20051898;0.60457975;0.65333265;2.6535482;2.1153376;90.62947;77.17724;1.1176424;0.60826564;0.9334182;1.4638201;5.1143446;2.4679806;37.69693;18.691675;30.835632;40.0;6.705664471642869;91;0.3460246333436761;3;1350
1.2444872;0.860363;0.85562235;0.8129096;6.8897095;7.30121;66.661194;70.93865;1.2189817;0.28222188;0.7044092;2.5074365;4.6149945;17.62828;68.44161;6.020575;67.56523;40.0;6.705664471642869;91;0.3460246333436761;3;1350
0.2374688;0.49098206;0.7231243;3.514402;5.9349666;10.104274;53.79109;62.809483;1.1857398;0.95899224;0.3740789;3.9188175;3.2621353;9.639657;34.06877;60.02574;58.603497;40.0;6.705664471642869;91;0.3460246333436761;3;1350
0.63701326;0.7327173;0.7680008;2.749994;13.996828;3.8407736;81.680984;45.202118;1.0629921;0.2621533;0.5152701;0.74488485;18.004297;5.198126;4.0864267;24.422064;15.215854;40.0;6.705664471642869;91;0.3460246333436761;3;1350
0.5941563;0.76701075;0.77290475;1.1721128;11.928105;7.75412;73.30548;7.4292636;0.5027934;0.80714506;0.2775258;0.50068414;12.729596;14.624537;73.50229;58.58847;54.394455;40.0;6.705664471642869;91;0.3460246333436761;3;1350
1.1399751;0.6439328;0.9000799;4.124883;7.820775;11.368761;58.601925;57.51132;0.7293361;0.74078697;0.21765064;1.1005208;10.903452;11.089044;65.28168;79.655914;82.28388;40.0;6.705664471642869;91;0.3460246333436761;3;1350
1.0660847;0.67107433;0.69088435;1.4742327;5.214045;18.207685;9.41209;53.701813;0.92385715;0.4886847;0.9326892;0.70416194;11.326353;3.8530066;6.697003;79.09515;78.69499;40.0;6.705664471642869;91;0.3460246333436761;3;1350
1.2748495;0.5428958;0.42257372;0.85167164;9.369202;7.1293254;80.445404;72.01881;1.447556;0.94791335;0.74014723;1.6718904;10.072392;7.4209104;65.59423;85.47945;11.28821;40.0;6.705664471642869;91;0.3460246333436761;3;1350
0.9132375;0.5259581;0.2796077;3.8727822;5.7674766;1.0964481;83.302376;9.837465;0.43388376;0.3569154;0.8237169;2.3192062;18.670683;7.0015163;41.20892;69.263855;97.0738;40.0;6.705664471642869;91;0.3460246333436761;3;1350
0.496257;0.44476068;0.6850005;3.2365668;4.600207;13.813434;89.48178;40.856987;0.98271257;0.82026255;0.6977383;4.008688;14.588472;10.547072;59.011116;98.42204;39.82792;40.0;6.705664471642869;91;0.3460246333436761;3;1350
0.7630349;0.25699002;0.25308225;2.2749922;16.498167;19.219307;11.064574;42.63756;0.72466767;0.9081936;0.9254124;0.6364725;14.52908;7.3115497;18.543499;61.63014;31.638433;40.0;6.705664471642869;91;0.3460246333436761;3;1350
0.7148655;0.47957236;0.39303476;3.6172678;19.398823;19.78124;97.242836;46.98085;0.74335706;0.39535767;0.91673505;2.0794556;2.4778152;7.4694266;76.384834;78.12491;69.95414;40.0;6.705664471642869;91;0.3460246333436761;3;1350
1.0680726;0.5700125;0.24856575;4.601213;15.344972;9.796353;44.312668;4.378281;1.1763946;0.8445669;0.24652684;4.682498;19.802109;1.5669552;39.10736;84.08209;70.77107;40.0;6.705664471642869;91;0.3460246333436761;3;1350
1.4401;0.30698654;0.6391101;0.653821;2.1862714;4.3438888;22.566576;58.94314;1.0583661;0.4253667;0.351576;3.0937107;10.486254;17.710281;88.22058;24.406725;79.391075;40.0;6.705664471642869;91;0.3460246333436761;3;1350
0.795014;0.92643476;0.3282705;3.3245575;18.831533;13.801707;71.365776;20.099188;0.89008504;0.42593437;0.5166319;4.2204356;1.3555655;2.1811652;45.998108;38.01825;52.80526;40.0;6.705664471642869;91;0.3460246333436761;3;1350
1.0304968;0.20670326;0.6883259;1.4817529;9.618601;16.340137;77.67637;91.30771;0.28086326;0.8347402;0.47287163;2.6758134;16.089897;9.46673;77.61647;74.58105;82.05118;40.0;6.705664471642869;91;0.3460246333436761;3;1350
0.4310034;0.37902734;0.8326921;2.63362;6.0441203;11.570946;1.0538679;63.559696;0.31897023;0.5101704;0.620458;0.937581;14.572121;14.730122;57.71184;82.90464;56.27009;40.0;6.705664471642869;91;0.3460246333436761;3;1350
0.9467132;0.7438474;0.8575046;2.407915;15.663767;7.678513;33.18308;83.27413;0.879375;0.61361134;0.41322544;1.341226;14.166701;7.055646;81.43067;41.956226;20.240227;40.0;6.705664471642869;91;0.3460246333436761;3;1350
1.146937;0.85877585;0.44763482;2.2549086;1.0714015;7.34264;47.367832;49.689217;1.2961715;0.61431307;0.8379673;3.9113705;8.435373;16.632242;40.263325;50.661964;18.220837;40.0;6.705664471642869;91;0.3460246333436761;3;1350
1.1928691;0.5789961;0.6391636;1.3566024;1.5775541;9.388251;85.05895;37.721375;0.8477914;0.94950354;0.20599508;4.388484;10.863369;16.97055;65.27997;82.62733;4.786418;40.0;6.705664471642869;91;0.3460246333436761;3;1350
1.4657131;0.67088735;0.6504086;4.1119246;15.413521;4.8765874;2.9722047;26.556234;0.9333112;0.86855173;0.83321047;2.603938;14.533163;9.233525;96.49486;83.19097;61.77801;40.0;6.705664471642869;91;0.3460246333436761;3;1350
1.4838324;0.41840154;0.5783098;2.2078426;4.0489244;9.073144;75.419525;40.226994;1.4918349;0.40475157;0.51469624;2.716055;1.0502666;12.108825;23.002922;81.59767;29.532227;40.0;6.705664471642869;91;0.3460246333436761;3;1350
0.8701002;0.9634682;0.7240911;4.492383;9.973722;16.641956;93.20788;92.15726;0.51699543;0.32455695;0.204108;2.5255504;6.6750784;17.570763;48.396957;31.858837;20.61776;40.0;6.705664471642869;91;0.3460246333436761;3;1350
1.3187766;0.7153314;0.3680697;2.0960073;10.970926;11.549678;94.21775;92.59113;0.8859124;0.2399828;0.8776514;0.58263403;17.431526;18.803091;91.83717;60.39372;41.830505;40.0;6.705664471642869;91;0.3460246333436761;3;1350
1.1582656;0.30517283;0.98339456;4.27871;19.880787;5.8484488;23.291096;94.000145;1.1945438;0.5437479;0.5574036;0.9297943;4.309165;17.178114;59.365036;94.08293;29.12246;40.0;6.705664471642869;91;0.3460246333436761;3;1350
0.8819786;0.7891427;0.27846387;2.9500985;7.2596993;14.298257;62.12647;76.83439;1.437531;0.95245737;0.77978134;4.963496;7.719876;2.2711036;81.30038;29.921507;31.444916;40.0;6.705664471642869;91;0.3460246333436761;3;1350
0.23908897;0.30221775;0.8633769;2.2353137;6.773064;7.6430693;48.193653;18.700882;1.2712644;0.65611535;0.90275896;0.68906134;2.5950367;6.6533556;58.362522;58.592873;27.88617;40.0;41.89859876501416;91;0.1677137662572616;3;1350
