[-];[-];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[-];[-];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[day of year];[-];;[mm]
0.4681548;0.88070464;9.486662;1.065671;44.20866;19.457304;1.1476853;0.5515194;11.430605;18.984007;38.167492;24.70006;31.12652;40.0;39.07851189665823;91;0.182002206390265;3;1350
0.44266075;0.47449642;11.755677;18.330828;56.716076;89.81779;1.4010295;0.3094897;17.521158;3.5153978;72.98357;5.982482;93.92459;40.0;39.07851189665823;91;0.182002206390265;3;1350
0.8461336;0.5249813;8.070776;11.776608;84.54341;5.936817;0.24054144;0.25240564;17.899519;6.748973;87.14463;99.50281;55.881046;40.0;39.07851189665823;91;0.182002206390265;3;1350
0.24281682;0.47188887;5.0054183;12.031813;83.85533;31.145025;0.8491271;0.21146464;4.55211;8.196115;62.834423;71.98575;37.147106;40.0;39.07851189665823;91;0.182002206390265;3;1350
0.49288654;0.9291839;16.896551;16.486292;42.0754;78.520546;0.3882585;0.36898503;4.2181654;10.741352;95.012314;50.919964;12.948191;40.0;39.07851189665823;91;0.182002206390265;3;1350
1.1412159;0.30463547;13.9301;8.473685;85.053696;57.16435;0.70110714;0.63948387;3.6230586;6.8485346;6.1099977;30.730614;97.665504;40.0;39.07851189665823;91;0.182002206390265;3;1350
1.2885985;0.6594196;7.187504;8.982221;47.723457;42.765553;1.2773811;0.48024192;5.4450192;5.8786187;40.331413;88.86942;45.234344;40.0;39.07851189665823;91;0.182002206390265;3;1350
0.305021;0.31848645;9.479343;17.178253;42.337543;44.118225;0.4587234;0.90002906;7.0733323;5.766899;35.559834;31.762642;78.72028;40.0;39.07851189665823;91;0.182002206390265;3;1350
1.346701;0.9428757;5.283509;10.339236;25.08209;50.72944;0.24669394;0.82882506;14.82632;9.426314;26.184944;97.66322;64.50628;40.0;39.07851189665823;91;0.182002206390265;3;1350
1.2367724;0.83834505;11.693942;14.980356;82.96507;99.492546;0.56992155;0.5718312;3.885873;18.85318;36.8136;59.443153;12.743366;40.0;39.07851189665823;91;0.182002206390265;3;1350
1.3305895;0.38705543;7.8088045;18.195663;62.38629;67.69134;1.2133566;0.38426355;5.1232233;19.40815;13.59044;31.089695;15.873744;40.0;39.07851189665823;91;0.182002206390265;3;1350
1.1079571;0.43822262;17.635931;8.478247;43.680664;49.21896;0.33984736;0.5317931;8.175593;11.17039;50.686325;9.646057;74.39763;40.0;39.07851189665823;91;0.182002206390265;3;1350
1.076399;0.50521225;11.038896;17.88972;66.57529;32.863136;0.9620642;0.7103324;1.4435897;3.829038;32.776726;70.679695;54.656975;40.0;39.07851189665823;91;0.182002206390265;3;1350
0.8826212;0.52433413;8.822882;7.2205772;86.24019;50.876534;1.1653179;0.21857557;5.7877374;15.884823;59.363064;14.961567;32.133;40.0;39.07851189665823;91;0.182002206390265;3;1350
1.0486234;0.85387427;15.242776;18.661963;20.58456;92.338974;0.9415142;0.91138136;9.823699;7.2939734;43.209988;35.11062;22.722849;40.0;39.07851189665823;91;0.182002206390265;3;1350
1.3948425;0.6516267;18.196924;6.8020344;39.851765;22.678242;1.4153199;0.7237908;11.576223;3.4273987;1.4537197;98.60211;90.52717;40.0;39.07851189665823;91;0.182002206390265;3;1350
0.3306786;0.5423595;16.530962;5.4502764;38.64974;35.20245;1.1844586;0.9700429;13.052725;17.22139;53.32528;6.737138;20.064604;40.0;39.07851189665823;91;0.182002206390265;3;1350
0.61049384;0.77555573;10.403425;14.695607;8.526164;7.434596;0.3144506;0.73137134;8.455813;1.487646;55.587082;14.405564;92.71248;40.0;39.07851189665823;91;0.182002206390265;3;1350
0.29419148;0.5662919;7.7724233;18.517973;34.072758;63.293842;1.3124052;0.49016845;11.688547;2.022871;84.61288;43.764923;69.84762;40.0;39.07851189665823;91;0.182002206390265;3;1350
1.4282467;0.302592;13.580458;15.594809;76.41751;76.934685;0.912253;0.55044496;17.33076;7.8617554;29.601809;8.114483;30.045542;40.0;39.07851189665823;91;0.182002206390265;3;1350
0.77884513;0.28599134;16.520493;15.062316;26.080673;63.570576;1.4580046;0.20556848;14.7849245;5.1027794;74.449005;62.92888;59.321175;40.0;39.07851189665823;91;0.182002206390265;3;1350
1.0779479;0.46076533;19.594152;19.487482;81.28059;81.371735;1.4808106;0.2457834;11.919585;14.37035;87.723305;84.440926;68.11723;40.0;39.07851189665823;91;0.182002206390265;3;1350
1.2934561;0.6822962;9.687774;11.591418;95.57011;77.30411;0.4128812;0.2823886;15.755397;19.744986;69.41499;47.674564;35.96613;40.0;39.07851189665823;91;0.182002206390265;3;1350
1.4883003;0.30787307;13.696563;17.864765;23.173075;97.274124;0.5229755;0.5147998;6.5715017;9.970246;12.020235;56.452034;67.52557;40.0;39.07851189665823;91;0.182002206390265;3;1350
0.41031718;0.64010733;6.5689616;1.7047968;41.556965;45.79157;1.0495598;0.4295311;19.180323;18.36342;42.597397;52.543083;46.222363;40.0;39.07851189665823;91;0.182002206390265;3;1350
1.2393664;0.4156877;2.6618025;3.5109777;14.002069;9.322962;0.27242988;0.52057374;14.103914;13.872068;40.620697;40.2507;22.359945;40.0;39.07851189665823;91;0.182002206390265;3;1350
1.3536497;0.7563307;5.808097;6.158342;69.52226;54.00427;0.72128385;0.5248799;13.762898;3.8114579;25.724031;93.17229;88.94754;40.0;39.07851189665823;91;0.182002206390265;3;1350
0.263538;0.22261016;1.2753125;18.976374;48.737797;77.33019;1.4849406;0.48073855;15.921457;17.65636;34.591904;8.196618;20.589739;40.0;39.07851189665823;91;0.182002206390265;3;1350
1.1803178;0.57521874;10.679125;4.741662;59.282417;41.2883;0.8837107;0.6110319;1.0746217;16.05745;70.38816;81.035645;74.6098;40.0;39.07851189665823;91;0.182002206390265;3;1350
0.66114295;0.24181132;8.089966;8.278573;78.09064;45.474007;0.6307259;0.94847363;3.6858122;6.832832;38.395996;76.521324;43.880875;40.0;39.07851189665823;91;0.182002206390265;3;1350
1.0431758;0.46440622;13.887221;1.675039;77.84173;73.99843;0.44139692;0.6182516;11.890435;11.178547;20.869326;48.421406;35.96955;40.0;39.07851189665823;91;0.182002206390265;3;1350
0.86826265;0.21246012;12.690967;2.4855852;52.08159;2.6671977;1.175178;0.8561656;12.548295;4.6379275;79.989746;80.402084;11.481582;40.0;39.07851189665823;91;0.182002206390265;3;1350
0.53766495;0.575279;4.189462;12.070316;88.34976;66.070854;1.4093938;0.8235943;18.043495;2.837873;39.37841;4.0646043;60.23654;40.0;39.07851189665823;91;0.182002206390265;3;1350
0.37578776;0.8136127;13.80261;2.8570192;93.2612;71.01378;1.4017634;0.5339598;11.113172;6.2991357;43.161873;32.343533;61.09758;40.0;39.07851189665823;91;0.182002206390265;3;1350
0.3520314;0.28017604;4.560604;18.084867;63.440617;97.09632;0.28465536;0.39172092;6.097187;14.796443;9.306191;91.835365;81.88096;40.0;39.07851189665823;91;0.182002206390265;3;1350
0.3343197;0.78817815;1.1131097;17.830214;4.8022337;73.26489;0.29845086;0.2253378;10.294848;1.5001141;78.96618;82.46578;98.02313;40.0;39.07851189665823;91;0.182002206390265;3;1350
1.029127;0.6673562;19.43366;12.82208;77.8206;13.957842;1.4878126;0.24454641;6.99482;9.769027;9.37005;95.16304;1.5732186;40.0;39.07851189665823;91;0.182002206390265;3;1350
0.6568341;0.60368425;1.5127159;8.529454;89.299805;50.331997;1.4392477;0.3752514;13.926903;11.681947;57.605637;68.036316;63.88133;40.0;39.07851189665823;91;0.182002206390265;3;1350
0.48162347;0.6795866;7.4932323;17.868616;56.107224;41.188602;0.48527867;0.90172756;12.628401;10.597166;76.20982;14.179532;19.554628;40.0;39.07851189665823;91;0.182002206390265;3;1350
1.0994506;0.4687177;13.112714;10.26853;70.33543;40.692223;0.45697266;0.28433704;4.599805;14.9223795;13.369232;96.0744;75.317474;40.0;39.07851189665823;91;0.182002206390265;3;1350
1.0929044;0.7682716;8.037116;4.6216784;36.24838;78.72396;0.96647316;0.86032814;8.053398;4.844014;30.967113;47.410473;71.180756;40.0;39.07851189665823;91;0.182002206390265;3;1350
0.9009188;0.8237327;8.242974;7.567515;50.708336;58.529297;0.61234254;0.5657787;13.858367;19.53534;98.90784;99.38967;6.268702;40.0;39.07851189665823;91;0.182002206390265;3;1350
1.4154452;0.8225791;14.731823;7.8997216;80.012535;73.356575;1.133654;0.71644515;18.940613;10.431031;45.164314;64.05708;4.9432282;40.0;39.07851189665823;91;0.182002206390265;3;1350
0.7010385;0.41556785;12.440925;12.016372;87.72015;74.833885;0.46745864;0.3150555;8.518849;15.414151;58.298573;79.27635;96.95265;40.0;39.07851189665823;91;0.182002206390265;3;1350
1.2866218;0.72312564;10.849172;8.622921;12.40641;69.14541;1.248082;0.83521557;14.720375;18.42796;86.5311;26.328783;2.0169861;40.0;39.07851189665823;91;0.182002206390265;3;1350
0.29768124;0.3184766;17.840017;16.547312;2.7014067;76.01927;0.5670896;0.2717813;9.015561;5.7561216;90.09475;37.428432;29.37982;40.0;39.07851189665823;91;0.182002206390265;3;1350
1.1617805;0.5963357;3.0541592;12.903711;37.985596;22.637493;0.38091898;0.6184089;8.23288;19.77184;34.755016;1.2175486;78.57206;40.0;39.07851189665823;91;0.182002206390265;3;1350
1.4849817;0.2021034;9.925583;5.7903647;39.700844;10.772504;0.64482373;0.28245234;13.028613;13.362408;84.39579;77.795044;52.74228;40.0;39.07851189665823;91;0.182002206390265;3;1350
1.3005776;0.3548694;5.5422683;8.639537;77.55971;16.964603;0.22571568;0.8840639;19.247515;6.0868015;33.148346;37.402973;24.762173;40.0;39.07851189665823;91;0.182002206390265;3;1350
0.9535641;0.7053873;1.6993492;14.741693;1.8511256;81.06638;1.0384172;0.6707281;7.115679;10.729516;80.9739;7.4005985;98.4483;40.0;39.07851189665823;91;0.182002206390265;3;1350
1.0147959;0.8994892;19.60164;5.602679;76.63632;95.65026;0.2881444;0.6365208;9.432576;6.5620737;79.73959;8.294723;69.38598;40.0;39.07851189665823;91;0.182002206390265;3;1350
0.6592764;0.23922265;14.946509;2.7410429;54.096317;93.74596;0.39185077;0.4181445;2.0250428;15.396641;58.453426;31.09839;44.157375;40.0;39.07851189665823;91;0.182002206390265;3;1350
1.0833308;0.64684224;5.107525;14.511759;70.08472;2.270803;1.2314382;0.608826;12.961037;16.195766;65.31196;98.30686;87.10332;40.0;39.07851189665823;91;0.182002206390265;3;1350
1.201514;0.70942;8.646251;8.726495;51.4166;99.51208;0.85727316;0.2165214;8.132614;8.370732;57.38703;2.2890353;83.40347;40.0;39.07851189665823;91;0.182002206390265;3;1350
1.497697;0.9459128;5.294461;3.3612947;79.28177;88.76647;0.97080535;0.58467954;3.273932;14.040557;11.869774;46.839878;49.46368;40.0;32.5940251978804;91;0.214856938997406;3;1350
0.8402018;0.724115;14.012251;10.10992;44.26987;20.686096;0.565661;0.37148276;12.775924;5.011303;44.435684;74.53664;74.1649;40.0;32.5940251978804;91;0.214856938997406;3;1350
0.27969527;0.28242615;7.6584945;11.645964;35.238247;56.182774;1.4639188;0.9136731;13.920383;7.0420957;12.895708;31.552649;27.616756;40.0;32.5940251978804;91;0.214856938997406;3;1350
0.97461534;0.3173954;18.477388;1.4893895;64.01539;98.47652;1.483154;0.41785958;3.348327;13.204811;6.3259287;39.943203;13.117641;40.0;32.5940251978804;91;0.214856938997406;3;1350
0.35473138;0.7086113;4.943549;16.031282;45.00005;47.628334;0.6753042;0.609023;12.3901;5.821212;49.785587;34.693367;23.45512;40.0;32.5940251978804;91;0.214856938997406;3;1350
0.51819456;0.37249574;7.6466975;10.33871;31.039217;95.39075;1.2242886;0.20251359;17.036318;13.730553;27.197979;5.8124785;84.36179;40.0;32.5940251978804;91;0.214856938997406;3;1350
0.62741387;0.94264436;18.704475;1.4854392;91.44109;54.837383;1.2428836;0.7942973;11.28829;3.7853563;35.66382;5.394884;21.125786;40.0;32.5940251978804;91;0.214856938997406;3;1350
1.1503389;0.9365498;17.808935;17.37394;72.60409;35.09196;1.3878249;0.3285522;16.134964;13.726851;63.073708;78.41003;4.2826176;40.0;32.5940251978804;91;0.214856938997406;3;1350
0.43895057;0.9589247;6.570233;12.119878;20.490866;16.892397;1.3202075;0.9990214;10.355354;6.3195753;47.116486;81.805504;54.743042;40.0;32.5940251978804;91;0.214856938997406;3;1350
0.41547883;0.43436208;10.178305;19.301796;74.27049;11.303498;0.7712569;0.43425706;5.413742;9.421674;57.110535;30.421492;20.981524;40.0;32.5940251978804;91;0.214856938997406;3;1350
0.25845352;0.7735599;17.790394;6.3431463;25.987286;70.96188;0.66926014;0.7323499;3.9338493;11.815821;67.63738;98.442154;43.444275;40.0;32.5940251978804;91;0.214856938997406;3;1350
1.3352119;0.7304111;13.742057;8.839576;43.696056;33.4302;1.4155314;0.96795565;5.376298;2.8917515;67.26256;8.630466;94.08922;40.0;32.5940251978804;91;0.214856938997406;3;1350
1.101557;0.22848302;13.108314;13.595819;22.524782;41.365517;0.7304694;0.8050479;13.187919;12.341011;69.28674;66.738686;75.010895;40.0;32.5940251978804;91;0.214856938997406;3;1350
0.25193042;0.41245207;13.550612;18.365648;12.216487;93.78365;0.87619394;0.47978014;6.544896;16.896755;46.06575;33.515114;12.384846;40.0;32.5940251978804;91;0.214856938997406;3;1350
0.23678;0.3654134;18.498642;16.032146;40.5073;20.784822;0.32494485;0.9366217;11.389864;18.924326;71.077576;46.901627;88.954285;40.0;32.5940251978804;91;0.214856938997406;3;1350
0.92627656;0.49664688;10.826303;13.217365;55.953056;37.954224;0.58227414;0.37014145;16.270384;14.002943;27.488457;37.961304;3.6335468;40.0;32.5940251978804;91;0.214856938997406;3;1350
0.5672947;0.962443;4.4538174;16.11483;30.910048;91.04695;0.41181552;0.7075788;2.8756332;14.810323;76.589645;4.916956;37.276733;40.0;32.5940251978804;91;0.214856938997406;3;1350
0.97574425;0.8764813;9.981751;2.8020008;8.425297;94.11891;0.30706683;0.7960298;3.227956;18.71876;79.64272;85.35968;57.383457;40.0;32.5940251978804;91;0.214856938997406;3;1350
0.76498544;0.43473968;14.848878;14.759405;25.714094;80.47239;0.6819982;0.48551983;14.993605;18.673504;89.753845;79.786446;65.39329;40.0;32.5940251978804;91;0.214856938997406;3;1350
1.4003063;0.6240252;10.350552;11.993935;25.320082;38.931377;0.8700915;0.8650165;1.5723215;12.773769;94.40932;6.9695024;92.79111;40.0;32.5940251978804;91;0.214856938997406;3;1350
0.5741517;0.3538129;6.9519916;6.2107997;59.48447;13.420379;1.2130951;0.57802504;4.93198;3.3363435;52.540802;67.96414;43.484238;40.0;32.5940251978804;91;0.214856938997406;3;1350
1.082889;0.42194718;13.660269;5.532434;28.932718;79.15156;0.9900506;0.8892169;9.208516;11.986689;53.741455;35.337498;43.464275;40.0;32.5940251978804;91;0.214856938997406;3;1350
0.27027062;0.2520026;9.554365;6.477131;53.84381;84.064766;1.2718003;0.37165222;19.380852;7.6099243;38.519176;19.231596;64.95874;40.0;32.5940251978804;91;0.214856938997406;3;1350
1.4426187;0.7140852;19.293585;3.334582;47.563625;71.76958;0.5026389;0.91651314;10.95577;19.225204;77.9612;24.533796;2.9332402;40.0;32.5940251978804;91;0.214856938997406;3;1350
1.4749848;0.72553664;7.6906705;6.191843;27.369421;34.401745;1.233588;0.62644947;3.7077613;15.085841;27.664022;10.138934;67.73357;40.0;32.5940251978804;91;0.214856938997406;3;1350
1.160797;0.87080127;14.632252;2.3538055;74.3805;65.59017;0.2671076;0.5429624;12.087469;12.736718;64.3082;15.687534;38.46544;40.0;32.5940251978804;91;0.214856938997406;3;1350
0.8047762;0.8972415;11.546368;13.78204;67.09153;70.524925;0.56034195;0.38828775;8.151653;6.0520554;56.58391;47.51693;21.366945;40.0;32.5940251978804;91;0.214856938997406;3;1350
0.48599148;0.3280475;2.4737308;10.733605;68.34702;88.85562;0.7768557;0.2824666;2.1054037;7.2960095;28.719784;82.38281;23.960636;40.0;32.5940251978804;91;0.214856938997406;3;1350
1.2562712;0.79443276;9.925401;3.425939;43.924538;14.776243;1.4443232;0.4329689;10.5742655;6.313246;26.620754;54.80596;11.826611;40.0;32.5940251978804;91;0.214856938997406;3;1350
1.1572603;0.3077661;1.5541111;14.246713;32.343037;27.118671;0.31793964;0.51812375;13.079803;10.391755;16.920996;54.77865;34.88077;40.0;32.5940251978804;91;0.214856938997406;3;1350
0.48854026;0.498972;16.006802;4.3822217;59.483356;40.966156;0.5413603;0.67929864;19.24839;9.3977165;73.611855;81.07649;66.01913;40.0;32.5940251978804;91;0.214856938997406;3;1350
0.7865799;0.61242926;14.956072;10.402829;95.94994;81.35338;0.3981508;0.77866095;14.784463;11.204859;82.43826;86.6795;81.92463;40.0;32.5940251978804;91;0.214856938997406;3;1350
0.8016386;0.23957594;1.9597249;18.48201;43.96206;89.476425;0.7528797;0.23420812;15.830862;3.6900654;18.99424;62.99296;29.307257;40.0;32.5940251978804;91;0.214856938997406;3;1350
1.2743337;0.32541096;10.4942;15.457462;66.86305;28.562965;0.62754357;0.9611529;18.326563;9.436683;90.887634;46.54115;49.90811;40.0;32.5940251978804;91;0.214856938997406;3;1350
1.0889981;0.4168929;19.269249;12.098631;44.792618;50.91025;0.31972823;0.39890826;7.146339;17.437881;21.407677;24.033602;58.743225;40.0;32.5940251978804;91;0.214856938997406;3;1350
1.0361178;0.30203387;6.408137;12.113466;93.32757;61.163525;0.8256181;0.7428905;11.7442;3.0659423;11.581903;13.467312;51.797703;40.0;32.5940251978804;91;0.214856938997406;3;1350
1.0447756;0.947277;18.181763;2.2196581;27.206951;17.381306;0.831208;0.84535545;19.454964;1.0152372;87.929794;62.8987;91.31305;40.0;32.5940251978804;91;0.214856938997406;3;1350
0.5516111;0.43065536;3.8707604;9.113197;46.381596;79.44517;1.0192853;0.5338501;11.504867;12.538381;92.38261;87.450066;62.31045;40.0;32.5940251978804;91;0.214856938997406;3;1350
0.6832246;0.6009373;1.1254467;6.8353133;49.871574;47.619247;1.2932819;0.55017203;3.4819243;5.754132;17.254053;87.96452;93.48311;40.0;32.5940251978804;91;0.214856938997406;3;1350
0.25936097;0.9972274;11.079906;10.018079;73.13615;89.57324;1.4653423;0.23825486;19.205467;11.106739;18.636871;42.922916;75.33245;40.0;32.5940251978804;91;0.214856938997406;3;1350
1.2230235;0.6533141;5.545623;19.077059;72.40958;55.28619;0.33503285;0.5265126;7.7040586;3.4671047;29.99708;17.180807;15.006453;40.0;32.5940251978804;91;0.214856938997406;3;1350
0.7628977;0.5291966;17.70526;15.94382;74.20475;83.47322;0.63994086;0.9497108;5.790574;19.26374;6.97918;90.887794;14.97037;40.0;32.5940251978804;91;0.214856938997406;3;1350
0.7697099;0.94383395;13.804518;12.589558;73.56108;5.859846;1.4640253;0.4953802;12.979477;13.625444;42.51993;58.561707;79.997284;40.0;32.5940251978804;91;0.214856938997406;3;1350
0.51896316;0.3779982;14.050917;14.389104;47.50607;44.447163;0.9378598;0.91783804;7.6975756;7.450941;72.138245;37.40774;88.60892;40.0;32.5940251978804;91;0.214856938997406;3;1350
0.47225547;0.3436006;13.792328;14.8813925;16.400885;42.49489;0.71597636;0.760714;8.814928;17.648632;9.330006;12.964185;74.592575;40.0;32.5940251978804;91;0.214856938997406;3;1350
0.9641685;0.6282915;13.900196;9.671089;87.17337;20.199825;0.76535004;0.9078989;5.0979633;15.368477;30.797245;62.366627;26.057102;40.0;32.5940251978804;91;0.214856938997406;3;1350
0.5023189;0.5418414;15.195182;17.460789;33.158485;56.60212;1.2954677;0.35669476;1.718938;4.0687966;36.370632;27.19263;47.982796;40.0;32.5940251978804;91;0.214856938997406;3;1350
0.2834715;0.83758885;13.727865;12.728813;11.921489;75.29975;1.3228717;0.7349794;2.3850782;18.904434;94.22792;67.79216;25.984064;40.0;32.5940251978804;91;0.214856938997406;3;1350
1.1977596;0.23360804;16.85123;15.022643;13.749415;49.83832;0.5836361;0.2795506;6.262922;2.168787;74.75371;75.85595;26.431751;40.0;32.5940251978804;91;0.214856938997406;3;1350
0.68941027;0.69418067;11.604321;1.2099259;49.981117;83.363556;0.60149026;0.58991504;9.034029;19.398258;37.51445;24.45539;85.24616;40.0;32.5940251978804;91;0.214856938997406;3;1350
0.69430625;0.7685433;7.6630764;11.220432;43.16746;30.004982;1.1097614;0.7794087;16.704699;4.7950974;21.427195;32.377087;95.980675;40.0;32.5940251978804;91;0.214856938997406;3;1350
0.76071376;0.9775334;9.870096;7.919506;66.68914;30.536896;0.2877928;0.32939595;5.0725355;2.45207;87.04574;47.830227;34.121628;40.0;32.5940251978804;91;0.214856938997406;3;1350
1.2595583;0.31661057;9.364466;2.0526628;61.574688;17.51608;1.299754;0.96700615;13.432676;11.779205;29.207346;53.960793;17.9361;40.0;32.5940251978804;91;0.214856938997406;3;1350
0.61708796;0.39699456;7.31762;13.276534;11.633784;78.62943;0.20900114;0.57585603;18.594057;9.305974;62.85378;71.184135;11.236098;40.0;32.5940251978804;91;0.214856938997406;3;1350
1.1854471;0.94595456;8.893894;18.646444;30.378126;15.651612;0.79934585;0.5580394;8.721797;8.511813;69.446785;7.9636655;31.1908;40.0;32.5940251978804;91;0.214856938997406;3;1350
1.4214083;0.70450306;8.314748;14.9223585;89.729225;15.826931;1.2302883;0.908782;19.598328;18.092451;79.13614;74.5814;63.32292;40.0;32.5940251978804;91;0.214856938997406;3;1350
1.0591286;0.23043923;3.1116652;2.5179331;76.90158;1.6957697;1.3885509;0.8881568;13.112062;1.1620877;62.14173;91.92559;35.11144;40.0;32.5940251978804;91;0.214856938997406;3;1350
0.7611854;0.2618752;16.780493;2.0771234;87.18358;39.438553;1.0150753;0.93341756;19.183628;6.3755956;40.7798;64.8671;94.551346;40.0;32.5940251978804;91;0.214856938997406;3;1350
1.1721267;0.82835245;15.3728485;7.5556107;3.1767747;44.25346;0.8899992;0.7358388;6.604181;5.6866016;15.721809;31.176838;12.456913;40.0;32.5940251978804;91;0.214856938997406;3;1350
0.79526657;0.6539796;7.413236;5.5324078;91.29678;45.66042;1.1064346;0.72958225;13.445259;4.4303203;20.777977;73.532326;45.527363;40.0;32.5940251978804;91;0.214856938997406;3;1350
0.73875546;0.65233237;18.957508;1.5238701;86.24673;76.85082;1.2947474;0.383783;4.017896;4.1075745;59.100468;32.56208;68.01686;40.0;32.5940251978804;91;0.214856938997406;3;1350
0.8828681;0.9038925;19.037888;1.7613686;45.775436;42.054947;0.21685763;0.7938151;18.355076;5.9441676;49.071568;8.47452;40.35105;40.0;32.5940251978804;91;0.214856938997406;3;1350
0.613039;0.39287832;17.277676;7.557783;67.68522;1.4218732;0.9881506;0.6972134;7.4166074;3.9892735;38.843914;24.244057;71.37049;40.0;32.5940251978804;91;0.214856938997406;3;1350
0.33552527;0.3283448;1.5580839;3.5372372;27.927368;61.33522;1.1969534;0.47445878;4.0138445;5.0269036;53.702637;74.19799;45.723324;40.0;32.5940251978804;91;0.214856938997406;3;1350
0.7393076;0.69104475;8.053142;4.698661;66.20023;17.951702;1.403067;0.9732715;11.057202;11.754049;86.02506;37.516685;77.396255;40.0;32.5940251978804;91;0.214856938997406;3;1350
0.36101395;0.9059385;9.689395;17.520855;80.078354;3.4785163;0.7194597;0.5889637;4.179513;4.2700143;5.201563;94.88697;28.233162;40.0;32.5940251978804;91;0.214856938997406;3;1350
0.7335739;0.4122005;14.655609;19.87988;48.872032;77.96001;1.3722543;0.7786943;6.321138;18.942617;14.593485;80.44923;87.10697;40.0;32.5940251978804;91;0.214856938997406;3;1350
0.92401385;0.74503547;13.061435;16.287004;3.7990768;25.337627;1.0190504;0.7327733;8.250136;6.810579;1.1286162;18.290173;18.504992;40.0;32.5940251978804;91;0.214856938997406;3;1350
1.4099245;0.32190323;13.889194;5.42257;42.218193;75.7737;0.63341314;0.20842609;3.7910686;11.581386;32.655952;82.20754;24.463253;40.0;32.5940251978804;91;0.214856938997406;3;1350
0.24708903;0.33752695;15.577055;4.3409953;72.77304;64.530716;1.4784408;0.5653865;1.7666029;16.2252;17.493622;97.37571;25.315685;40.0;32.5940251978804;91;0.214856938997406;3;1350
1.007896;0.921208;19.020273;11.991037;70.67186;88.44779;0.27621278;0.6855852;8.123242;15.180918;28.600117;81.48569;8.462245;40.0;32.5940251978804;91;0.214856938997406;3;1350
0.79505575;0.294372;11.478659;15.894333;49.144043;36.457726;1.3306886;0.9999323;4.9381456;1.6327504;8.462796;74.80056;36.296524;40.0;32.5940251978804;91;0.214856938997406;3;1350
0.22633946;0.21947643;18.176807;13.491417;98.5852;65.35765;0.8868681;0.32346725;13.756262;8.790138;35.11335;18.617332;80.55275;40.0;32.5940251978804;91;0.214856938997406;3;1350
0.52441263;0.81995237;16.48156;16.271284;12.587541;57.254173;0.96011794;0.7455607;1.0042198;15.941135;40.591007;14.925508;69.95462;40.0;32.5940251978804;91;0.214856938997406;3;1350
0.35403082;0.49000764;7.420561;10.252946;16.67053;78.496086;1.282036;0.5492924;13.307181;18.588987;92.68062;48.135937;95.63784;40.0;32.5940251978804;91;0.214856938997406;3;1350
0.48183239;0.51732683;16.45974;19.767591;26.574408;33.6042;1.4052248;0.5764121;11.324071;14.274103;57.536953;27.463621;45.98581;40.0;32.5940251978804;91;0.214856938997406;3;1350
0.55694133;0.839886;3.2295601;15.950494;80.55095;60.349464;1.3641002;0.32667354;10.942807;8.346284;84.67979;30.155968;51.37343;40.0;32.5940251978804;91;0.214856938997406;3;1350
0.7216982;0.34394863;4.016433;1.9678864;76.51901;54.546474;0.8064518;0.6240989;10.645951;11.838167;62.779835;9.588764;15.613535;40.0;32.5940251978804;91;0.214856938997406;3;1350
0.8877512;0.7202616;19.85519;7.9170423;77.503426;5.3148193;1.125692;0.23667601;11.302746;15.466194;45.242023;39.628143;23.784565;40.0;32.5940251978804;91;0.214856938997406;3;1350
0.20128699;0.45082265;9.145083;11.632797;88.082664;4.3665166;1.1780412;0.5312845;10.62512;9.351702;89.2518;28.769173;91.54928;40.0;32.5940251978804;91;0.214856938997406;3;1350
0.41043016;0.28341478;9.751742;5.259756;44.84817;90.397316;0.6502216;0.52441525;9.480935;17.98838;77.502304;90.458275;99.80475;40.0;32.5940251978804;91;0.214856938997406;3;1350
0.3216363;0.74999684;19.069586;8.663668;32.538723;64.435455;0.59446114;0.33881676;7.456436;6.9197416;3.7167037;88.76254;69.4306;40.0;32.5940251978804;91;0.214856938997406;3;1350
0.9145754;0.45493132;7.874956;12.962604;60.437828;61.69969;1.2679697;0.99812096;7.898975;18.937296;22.798386;85.05829;32.371994;40.0;32.5940251978804;91;0.214856938997406;3;1350
0.6277973;0.8932833;5.502365;11.491191;41.5773;74.56699;0.89656377;0.769939;2.8434894;14.351296;99.88233;58.306057;86.87143;40.0;32.5940251978804;91;0.214856938997406;3;1350
0.9129171;0.9352285;2.478613;17.367548;52.86022;2.5499265;0.48999396;0.96451914;8.490847;17.840805;77.18723;53.71526;67.06106;40.0;32.5940251978804;91;0.214856938997406;3;1350
0.4883703;0.8792414;10.929776;5.987715;14.881515;23.975576;1.3446323;0.7939923;10.31703;19.273714;41.86816;17.846348;25.221466;40.0;32.5940251978804;91;0.214856938997406;3;1350
0.23149817;0.4578814;4.7940936;18.501722;40.241867;65.3624;0.8431075;0.59513384;15.502853;1.448552;59.561455;12.865711;47.78727;40.0;32.5940251978804;91;0.214856938997406;3;1350
1.423777;0.3892661;2.2313147;7.120743;47.79077;72.120346;1.333799;0.6901969;9.325863;16.446959;77.38307;39.157284;49.043888;40.0;32.5940251978804;91;0.214856938997406;3;1350
0.34080055;0.91424054;16.44832;18.48752;9.656603;63.332085;0.414095;0.3343254;15.62887;8.4324665;39.79878;29.301128;95.403946;40.0;32.5940251978804;91;0.214856938997406;3;1350
