[-];[-];[-];[-];[-];[-];[-];[-];[-];[-];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[-];[-];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[day of year];[-];;[mm]
0.33573246;0.68214315;1.8289042;0.13152578;0.11675034;1.6094776;1.8636761;1.2917979;0.27249536;0.8012099;8.947163;5.5820165;7.5094137;21.799925;0.71993136;0.704607;13.729717;10.386212;43.225334;59.565678;12.179168;40.0;2.1147019936107183;91;0.369285509899039;3;1350
0.24346912;0.27428088;1.5646167;2.3161783;0.4889824;1.0780255;1.1769301;1.9389182;0.66872346;0.8740386;10.612064;8.637746;62.16943;41.80627;1.4931561;0.96623135;4.1514406;9.471339;33.72738;88.32494;33.70933;40.0;2.1147019936107183;91;0.369285509899039;3;1350
0.26346776;1.2481766;1.4897789;2.1818192;0.4829917;1.1021981;1.918949;2.6134942;1.0938121;0.44423392;17.73564;7.509295;99.01548;88.13749;0.32424936;0.50244313;4.29454;10.424064;57.989735;49.582577;91.534645;40.0;2.1147019936107183;91;0.369285509899039;3;1350
0.2726076;1.0532296;1.9621176;1.7987335;0.17931198;1.5565723;1.7111918;0.18320563;0.91622096;0.764794;18.509369;6.394917;36.980595;17.810106;1.3904953;0.87464726;5.38419;7.241639;24.550669;54.57859;68.10666;40.0;2.1147019936107183;91;0.369285509899039;3;1350
0.35325968;0.24648938;1.1164104;1.0192616;0.43161756;0.41293997;1.2299792;2.3165214;1.41462;0.9700789;12.079668;18.231627;16.229452;77.157;1.416686;0.8985796;14.110067;17.404549;70.262146;69.604866;45.507847;40.0;2.1147019936107183;91;0.369285509899039;3;1350
0.47070774;1.7392145;1.7800659;2.7304626;0.46784684;1.45834;1.9804462;1.1111332;1.2256602;0.7312122;10.759044;3.1471589;48.26483;22.210302;0.95844185;0.57422036;4.9969096;4.5501766;96.362885;63.90714;34.388832;40.0;2.1147019936107183;91;0.369285509899039;3;1350
0.47311184;0.6409548;1.1270349;2.2408369;0.105196856;1.8363287;1.8323388;2.7983057;1.0574718;0.67418647;4.3116546;19.50392;61.625698;66.70162;1.091456;0.4040269;19.702038;12.790039;21.950724;99.06444;37.465336;40.0;2.1147019936107183;91;0.369285509899039;3;1350
0.2565968;1.9266235;1.7328274;0.8461335;0.4018999;0.29360777;1.0568869;0.50298166;0.9867338;0.2661665;1.4538467;2.7095644;94.145096;91.52437;0.52943087;0.5287118;5.7551003;11.480639;43.680298;5.704024;91.8235;40.0;2.1147019936107183;91;0.369285509899039;3;1350
0.23170498;1.8699234;1.5430896;0.9851386;0.17195429;0.21437101;1.8252947;1.9672472;1.4979962;0.3738721;16.87841;15.82998;10.288987;39.333538;0.30848202;0.81538;9.291822;16.233706;75.02244;49.54124;54.66051;40.0;2.1147019936107183;91;0.369285509899039;3;1350
0.2804186;0.9247836;1.2646462;2.1603215;0.43087226;0.26622435;1.576727;2.301214;0.8527378;0.41768596;7.4330053;1.7883239;8.955495;78.954185;0.5950216;0.759486;11.679241;2.193555;28.192163;31.829239;19.520893;40.0;2.1147019936107183;91;0.369285509899039;3;1350
0.32717368;0.5342772;1.5433371;2.7611976;0.10837848;1.4972608;1.8897117;0.5204003;0.20647338;0.3326552;18.234495;6.964016;82.05805;14.142741;1.2759647;0.8745349;15.405098;10.340745;71.79316;33.724728;21.265923;40.0;2.1147019936107183;91;0.369285509899039;3;1350
0.28472716;1.6862202;1.8794161;1.5225694;0.37649658;0.8433123;1.5897821;2.6381252;1.1651889;0.27382702;10.688698;9.822315;86.864876;13.900788;0.63586974;0.9473142;11.522993;19.076977;53.924347;75.959206;31.32592;40.0;2.1147019936107183;91;0.369285509899039;3;1350
0.36350137;0.7864431;1.4721837;2.6496792;0.4267102;0.98253;1.7959841;1.2744166;0.8812146;0.90447384;6.115125;2.5071187;66.5513;31.221426;1.1462021;0.6647764;10.409437;8.432507;58.801422;63.826935;39.654785;40.0;2.1147019936107183;91;0.369285509899039;3;1350
0.3217596;0.4107463;1.0065786;1.208132;0.11425551;1.4838806;1.8327069;0.18911019;1.2956098;0.35672605;2.61535;3.3469515;81.02212;77.92989;0.21041188;0.5841859;9.1571865;14.8797455;35.049248;68.4373;74.76889;40.0;2.1147019936107183;91;0.369285509899039;3;1350
0.22828622;1.1480547;1.0566056;1.2459749;0.40282527;1.0938809;1.7964796;2.0047011;0.7854736;0.89068705;9.669443;13.034162;4.0172544;42.485855;1.334146;0.27091515;2.0342793;17.829233;16.895357;17.826677;24.869255;40.0;2.1147019936107183;91;0.369285509899039;3;1350
0.23829232;1.0298647;1.632637;2.0892296;0.14750545;1.2402402;1.0587418;0.11326659;0.41129643;0.94977915;19.743258;3.1147525;92.24509;23.702408;1.220242;0.51684177;2.9155529;16.00499;57.734657;63.0325;74.31908;40.0;2.1147019936107183;91;0.369285509899039;3;1350
0.25143713;1.715034;1.6779315;0.24655929;0.13163431;1.7162124;1.6655346;2.8191223;1.0527477;0.5325584;14.80379;18.674065;66.441956;79.06449;0.94972336;0.54197323;16.325157;5.701897;49.30617;6.5014925;9.986707;40.0;2.1147019936107183;91;0.369285509899039;3;1350
0.1378559;1.4856346;1.4017749;0.5028733;0.46826592;0.9573942;1.8968006;1.586956;1.3894454;0.42597637;10.229991;4.078397;91.91974;78.597244;0.90446293;0.88719857;7.324486;2.4326806;36.822845;33.392094;69.64773;40.0;2.1147019936107183;91;0.369285509899039;3;1350
0.16642505;1.764665;1.2427803;2.2124326;0.4692121;1.7621633;1.9361186;2.6448348;0.31769;0.83961195;2.5412335;14.76941;48.088017;74.03871;1.2910323;0.94076365;9.420609;14.802549;89.95991;27.628042;97.55917;40.0;2.1147019936107183;91;0.369285509899039;3;1350
0.3892455;1.4959356;1.7159666;0.8020479;0.3964562;1.0940742;1.7670844;2.036511;0.43613094;0.98291844;10.038102;16.313251;83.502014;95.98713;0.33354047;0.6576821;12.412861;6.963378;79.36414;61.402527;65.46583;40.0;2.1147019936107183;91;0.369285509899039;3;1350
0.2556387;1.3201324;1.3041612;0.60772926;0.45608214;0.86353785;1.3101252;2.8208916;0.49704257;0.31727612;4.2909527;8.074639;90.961975;85.042656;0.7081972;0.9335292;1.0363946;1.465173;10.909189;87.22124;9.597374;40.0;2.1147019936107183;91;0.369285509899039;3;1350
0.18581559;1.0503366;1.0740116;0.3582529;0.106682986;0.59600234;1.85845;1.6712192;0.38295868;0.4702187;10.317503;18.754683;15.405239;26.934265;1.4335252;0.32135198;17.294382;8.900399;75.60324;9.691797;69.20165;40.0;52.601209766262926;91;0.1134872038509345;3;1350
0.32506895;1.9763513;1.4096105;0.752078;0.3046714;1.4875906;1.0255668;1.0438614;0.93174744;0.8156234;4.1169486;8.965638;1.255259;44.74814;0.63130504;0.71987367;11.312264;18.473886;72.29759;55.439507;94.60185;40.0;52.601209766262926;91;0.1134872038509345;3;1350
0.4022158;1.9224131;1.5391386;0.82636565;0.4486553;1.2816863;1.7709105;0.33305493;0.2994052;0.20423853;1.5820031;6.863764;34.638668;31.606218;1.3959566;0.5929787;8.876301;1.7791847;76.559105;86.36658;14.393433;40.0;52.601209766262926;91;0.1134872038509345;3;1350
0.20296894;1.7128206;1.9656287;1.0893677;0.45711023;1.6355553;1.485493;0.83559877;1.4799644;0.5031177;19.025812;14.5689335;28.058971;85.99509;0.635769;0.546921;1.7303337;8.819779;81.767975;70.01066;49.53873;40.0;52.601209766262926;91;0.1134872038509345;3;1350
0.43071595;1.5731065;1.5922217;2.8211558;0.24681073;1.1387371;1.8799834;2.7260673;0.4194956;0.29840964;14.914583;7.5540214;4.0219803;97.70844;1.2375698;0.4489566;15.94747;10.754231;9.018399;82.04069;90.79895;40.0;52.601209766262926;91;0.1134872038509345;3;1350
0.47100195;1.1973631;1.2083201;1.9693936;0.22984388;1.7470015;1.5017532;2.9517632;0.26468137;0.851774;18.105604;14.982475;97.01733;88.2858;1.3965031;0.8205451;3.623184;10.737461;99.851654;64.457596;7.9161305;40.0;52.601209766262926;91;0.1134872038509345;3;1350
0.33895782;0.59353137;1.8321936;2.1106095;0.37999135;0.6461448;1.4227872;0.20699297;0.6343457;0.4069101;5.8480325;5.4809675;72.380714;48.95145;0.27454716;0.21061161;16.942797;19.794987;90.83772;57.077282;45.37792;40.0;52.601209766262926;91;0.1134872038509345;3;1350
0.36757907;1.7633342;1.291482;0.48497033;0.1240675;1.4879587;1.8446038;0.8445499;0.8189479;0.6950245;10.89686;5.5285463;19.55445;41.812958;0.7474613;0.47156593;9.657378;15.869255;23.418825;5.8956747;74.77607;40.0;52.601209766262926;91;0.1134872038509345;3;1350
0.1210304;0.120550655;1.9592782;0.65873337;0.41220805;0.84731305;1.3293158;0.68890065;1.2726064;0.65966564;9.052415;7.8225455;98.11;90.89623;0.27722418;0.3473413;4.152238;13.728876;31.580564;17.382666;21.779562;40.0;52.601209766262926;91;0.1134872038509345;3;1350
0.47820795;0.53213596;1.3253123;2.7061462;0.1998729;0.31644142;1.4877641;1.5946811;1.0017841;0.9432211;6.680647;13.767227;22.66028;18.442162;0.55470777;0.39432284;2.6688416;3.005987;32.098476;48.72637;59.7628;40.0;52.601209766262926;91;0.1134872038509345;3;1350
0.2569939;0.86709166;1.909518;1.9394965;0.308629;1.1037953;1.8436743;1.4303131;1.4785616;0.26252145;10.903945;18.594282;82.69755;60.75799;1.4010787;0.20949242;7.843406;14.619624;66.96599;40.025063;76.00347;40.0;52.601209766262926;91;0.1134872038509345;3;1350
0.46956015;1.2136986;1.8789539;2.4479878;0.17702025;0.53953135;1.0129476;2.9463181;0.7198784;0.5846634;19.600338;15.599918;30.419575;84.03546;1.1074364;0.7363921;10.722031;18.309193;69.17579;70.87367;57.426044;40.0;52.601209766262926;91;0.1134872038509345;3;1350
0.331591;1.1656708;1.8639927;1.1366416;0.39374316;0.21730617;1.3499436;1.126417;0.32172912;0.91588414;8.270525;7.7299166;45.844505;49.471382;0.93260306;0.29486316;18.999292;11.403359;8.241193;5.7059298;60.75272;40.0;52.601209766262926;91;0.1134872038509345;3;1350
0.10184752;0.43405008;1.0393853;1.7738999;0.48258778;0.7901025;1.8327832;1.819176;1.3841959;0.6234284;6.372199;9.099215;43.11556;86.43609;0.8714263;0.24152026;4.4766917;1.3841015;23.391457;5.1030564;56.302986;40.0;52.601209766262926;91;0.1134872038509345;3;1350
0.1154168;0.29911658;1.84987;1.5564021;0.31633344;1.9573239;1.8795484;2.4072504;0.9464394;0.9686115;1.6368824;10.738474;46.874355;17.418463;1.0229678;0.47205573;6.091285;19.703115;71.23415;4.05496;18.076977;40.0;52.601209766262926;91;0.1134872038509345;3;1350
0.37216753;0.52242494;1.7213001;0.6956948;0.48028672;1.798794;1.1600863;0.14373961;0.8641943;0.39289048;1.6132075;2.3777392;53.90764;1.267715;1.3175575;0.33588794;5.800343;4.709515;37.73733;24.598835;57.23412;40.0;52.601209766262926;91;0.1134872038509345;3;1350
0.3250672;0.7625467;1.3342983;2.4918315;0.26082772;1.9616221;1.4445913;2.3922772;0.7862512;0.583965;10.4993;10.437908;3.5378535;91.2805;1.2843196;0.74078494;4.907841;2.2042012;43.774593;6.495692;64.595055;40.0;52.601209766262926;91;0.1134872038509345;3;1350
0.11061297;0.12670201;1.4900985;1.0678931;0.21456061;0.15428989;1.343818;2.1091964;0.44409034;0.8424629;12.6134;9.963955;95.90116;81.252464;1.4463438;0.72856396;1.3948275;7.9937444;53.79802;37.02853;89.88647;40.0;52.601209766262926;91;0.1134872038509345;3;1350
0.397384;1.4156661;1.639915;1.4539737;0.43544415;0.39043134;1.9758863;2.7359927;0.6781992;0.5575441;16.618176;12.389645;56.527122;85.339676;0.4187326;0.627801;17.174082;14.507153;2.0735145;22.672924;96.174576;40.0;52.601209766262926;91;0.1134872038509345;3;1350
0.44085813;0.5706821;1.943537;0.48567998;0.11517273;0.5466901;1.5642883;2.8954396;0.6232167;0.40040353;7.351208;16.834898;49.31632;3.7078369;0.30890745;0.95636886;8.411186;15.93289;43.640266;27.376377;54.347336;40.0;52.601209766262926;91;0.1134872038509345;3;1350
0.298567;0.7676684;1.7800845;1.9512345;0.21247016;1.4998196;1.3993664;1.7430342;0.6642924;0.288194;13.55409;18.622162;20.931244;79.980865;1.218745;0.8482584;7.8562236;18.911156;83.298325;3.7476213;92.32123;40.0;52.601209766262926;91;0.1134872038509345;3;1350
0.28630298;0.7363132;1.4285008;2.3942928;0.3761959;1.958417;1.8722093;2.228716;0.5586749;0.8782174;1.099187;17.83863;28.028107;81.86777;1.4748104;0.64958584;13.920578;12.064444;68.657875;61.30894;85.2136;40.0;52.601209766262926;91;0.1134872038509345;3;1350
0.10218924;1.0724766;1.6454207;1.2901261;0.17556468;0.872123;1.7082703;2.9614978;0.8506972;0.3136624;1.9031825;11.357923;96.49604;28.46375;0.2897449;0.91988224;7.236898;19.378525;55.080788;30.20053;93.63662;40.0;52.601209766262926;91;0.1134872038509345;3;1350
0.4146599;1.7336195;1.1858709;2.9365828;0.45618126;1.2088128;1.7126997;2.5458043;1.1760916;0.30711097;16.749563;18.913843;7.850282;85.95414;0.6510303;0.42298448;16.516233;7.596939;22.755045;30.928381;1.6351706;40.0;52.601209766262926;91;0.1134872038509345;3;1350
0.23228642;0.38384092;1.4239424;0.8469935;0.29287112;0.2680443;1.6118578;1.7870575;1.4480814;0.50945807;4.4328227;19.660507;77.58329;72.432365;0.54842985;0.5607253;5.984075;5.813944;87.64878;24.677711;11.341556;40.0;52.601209766262926;91;0.1134872038509345;3;1350
0.45150545;0.7473815;1.7913014;2.6319337;0.19836129;1.295511;1.4169943;0.525406;0.35274798;0.9434509;15.093575;3.0434072;97.65891;2.0837197;0.41002676;0.60490656;9.46482;1.0406595;26.079384;3.6460657;32.91461;40.0;52.601209766262926;91;0.1134872038509345;3;1350
0.24922423;1.4148548;1.6065897;2.191525;0.24850197;1.8100021;1.098579;1.176733;1.3401523;0.66254777;16.550837;3.549352;58.07222;97.799515;0.5196454;0.31855673;5.164884;14.011375;85.51447;91.08583;75.27922;40.0;52.601209766262926;91;0.1134872038509345;3;1350
0.32603118;0.18403968;1.7832491;2.7890587;0.21349894;1.3525517;1.6340606;2.6424994;0.6479317;0.4907204;19.45142;12.555852;62.2085;86.03328;0.32482934;0.89039564;17.440435;4.4563026;3.3155475;50.5401;45.942173;40.0;52.601209766262926;91;0.1134872038509345;3;1350
0.20813672;1.6769594;1.5098168;2.2478797;0.38036767;1.3413213;1.4146595;0.3416119;0.8742876;0.93444353;4.7514224;16.167763;56.27248;46.107544;1.2054807;0.32997274;15.147699;8.086115;42.59742;39.120716;26.742924;40.0;52.601209766262926;91;0.1134872038509345;3;1350
0.16423532;1.9274678;1.3801434;1.5350716;0.14396192;1.0262036;1.4525466;2.6719642;0.3504338;0.42618924;16.813513;12.648946;46.079983;66.97977;1.4362737;0.5207627;12.134966;18.836845;23.804127;6.2536483;27.17159;40.0;52.601209766262926;91;0.1134872038509345;3;1350
0.40996316;1.2545106;1.7425404;1.2990644;0.4414693;0.95495576;1.9239672;1.9295077;0.37838072;0.22042863;5.465728;10.2762575;39.980083;58.04189;0.2783937;0.78625125;11.301266;1.8952621;35.496;65.00302;74.19062;40.0;52.601209766262926;91;0.1134872038509345;3;1350
0.2986362;1.9173659;1.0937549;2.5052586;0.1595279;0.8026636;1.7210522;2.4481444;1.2600162;0.48660782;4.5078025;12.859798;34.76969;98.35929;1.1771376;0.3559112;7.3434243;8.916868;23.578703;73.72992;84.6709;40.0;52.601209766262926;91;0.1134872038509345;3;1350
0.31459516;0.8848175;1.9786068;2.537054;0.21298687;1.6583763;1.7817019;1.2662582;0.8679187;0.7040644;12.814403;6.742702;1.6333456;7.889452;0.98029673;0.43503478;13.321903;17.161234;11.4919195;31.06695;38.57012;40.0;52.601209766262926;91;0.1134872038509345;3;1350
0.4861664;0.8885603;1.9483738;1.8078214;0.35068193;1.3249699;1.7601962;0.9894678;0.5137552;0.9143175;3.7845578;14.312077;12.170495;41.39786;0.7338056;0.5798103;6.9564323;18.105953;36.05749;34.45569;26.243683;40.0;52.601209766262926;91;0.1134872038509345;3;1350
0.48543197;0.30187294;1.8803686;2.1361606;0.24168265;0.66928035;1.4325258;2.9117386;1.4004048;0.69849336;13.807452;18.64077;78.81727;47.461445;0.64236295;0.93212444;3.6273768;11.689076;86.825424;3.9246724;25.663998;40.0;52.601209766262926;91;0.1134872038509345;3;1350
0.44225684;0.16734917;1.884278;1.4422868;0.3040214;1.0839734;1.5589356;1.8098776;1.3214275;0.6678243;15.879717;18.637074;78.653915;14.848883;1.1043805;0.20528062;6.7326117;11.190676;91.67316;53.314457;81.27168;40.0;52.601209766262926;91;0.1134872038509345;3;1350
0.17504372;0.5645582;1.5110561;0.7332768;0.32764173;0.31983647;1.5435745;2.0875888;0.69232666;0.77651906;17.565777;16.51738;22.596222;32.72197;0.272735;0.27946004;10.394774;17.99441;37.681625;43.796803;87.78683;40.0;52.601209766262926;91;0.1134872038509345;3;1350
0.33770907;1.0084444;1.4979457;0.2449434;0.20360874;0.18695176;1.2408127;2.7888868;0.46281898;0.3670569;3.267864;12.355608;67.21889;90.91329;0.28514048;0.9163291;5.2886786;8.938075;66.079735;70.95161;93.31534;40.0;52.601209766262926;91;0.1134872038509345;3;1350
0.45125896;1.0645965;1.8200822;1.9957457;0.31384072;0.35890365;1.6327068;1.4767648;0.6612932;0.91041744;3.0341184;8.236398;80.47051;58.434147;1.1324458;0.45719495;16.368757;1.3576318;47.34155;13.063588;58.495907;40.0;52.601209766262926;91;0.1134872038509345;3;1350
0.24978557;0.5133932;1.2832565;2.0407178;0.4757456;1.7483718;1.3746399;0.33825207;1.1008061;0.67169523;11.574289;10.614171;30.227972;94.85856;1.1429418;0.92813563;11.507856;6.389511;17.89451;86.00631;76.929855;40.0;52.601209766262926;91;0.1134872038509345;3;1350
0.14044246;1.2643307;1.8499138;2.0292642;0.100990355;0.5887239;1.0542283;0.82024837;0.62464285;0.6248208;13.709419;6.112861;85.091225;3.2542;0.41710794;0.4835377;14.763314;10.170418;24.802765;74.06528;39.488163;40.0;52.601209766262926;91;0.1134872038509345;3;1350
0.42438516;0.44429117;1.2008802;1.7309817;0.33849138;1.9298759;1.9701452;1.9077085;0.8180908;0.7123912;15.101941;11.745811;21.081516;41.63046;0.702243;0.45957953;14.511726;15.890112;88.17046;84.13098;15.586753;40.0;52.601209766262926;91;0.1134872038509345;3;1350
0.29270542;0.7198012;1.8791072;1.0929625;0.22808243;0.7427487;1.4161296;2.3126183;1.4342381;0.27723703;3.5564141;18.566757;51.878925;94.76365;1.2213693;0.69348085;5.9141145;19.871407;28.1796;73.20892;19.732494;40.0;52.601209766262926;91;0.1134872038509345;3;1350
0.3257571;0.47184807;1.5410852;0.8019063;0.44482213;0.87843966;1.3498936;1.5674666;1.4253252;0.70480466;14.219268;12.197024;19.006077;13.035781;0.2648454;0.20650774;11.647419;10.634823;62.781258;94.98825;64.12571;40.0;52.601209766262926;91;0.1134872038509345;3;1350
0.49285772;1.4236609;1.843211;0.290544;0.13863681;1.6428852;1.6273532;1.9602178;0.78976446;0.2953391;11.640022;10.587565;8.680921;28.951876;0.7536498;0.56459314;17.848553;11.392368;27.188429;91.82066;7.796395;40.0;52.601209766262926;91;0.1134872038509345;3;1350
0.34288457;1.0814878;1.4931427;0.52922535;0.124249786;0.5254935;1.4535776;2.076492;1.3694531;0.6006688;5.5813193;10.672854;2.9861636;12.361212;0.8549286;0.27430877;1.5151342;1.3198333;91.40566;23.970182;6.6314664;40.0;52.601209766262926;91;0.1134872038509345;3;1350
0.26999176;1.4985921;1.6084322;1.9220648;0.2619585;1.8278663;1.9773469;0.22112113;0.7013293;0.8581512;5.7172775;1.8533964;24.678204;7.041581;1.0829384;0.22318384;4.697664;12.566153;81.10009;5.9561205;2.8670623;40.0;52.601209766262926;91;0.1134872038509345;3;1350
0.24799375;0.20877153;1.9267862;2.327407;0.36949688;1.341523;1.0500752;1.4789505;0.82646906;0.31721073;19.48073;12.795267;50.298687;55.23826;1.0153891;0.28587022;2.8089154;5.762649;84.032166;57.107563;33.662273;40.0;52.601209766262926;91;0.1134872038509345;3;1350
0.2670477;0.9081879;1.4182123;2.7321062;0.10258083;0.21803764;1.8166223;2.6435523;0.47622225;0.5217561;15.943713;10.749749;78.6329;85.95811;0.35467276;0.50244683;2.7154438;16.965815;74.12013;34.618286;61.157745;40.0;52.601209766262926;91;0.1134872038509345;3;1350
0.14735964;1.9372213;1.2202864;0.3433586;0.42449352;1.9175768;1.0211481;0.2730753;0.52103966;0.7048851;5.713049;14.7938175;14.524801;97.569626;0.86862326;0.8769358;4.0351214;13.2169695;71.557625;36.132793;90.046036;40.0;52.601209766262926;91;0.1134872038509345;3;1350
0.41790023;0.20187707;1.0909803;2.4606762;0.23460545;0.6462161;1.1828798;2.056673;1.1037698;0.71809894;3.5579622;5.732306;74.46399;74.74256;1.3139802;0.5119792;19.347317;8.829225;12.033254;79.66836;31.314964;40.0;52.601209766262926;91;0.1134872038509345;3;1350
0.43508676;0.8949195;1.589979;1.8325174;0.46810132;0.54072565;1.1740043;1.6993577;1.212889;0.3304768;15.339261;9.031622;12.114769;4.004274;1.1338313;0.7020317;9.082796;6.7931876;16.721743;89.36526;71.42186;40.0;52.601209766262926;91;0.1134872038509345;3;1350
0.21375886;0.17675662;1.6110852;0.9738175;0.46230623;1.8066416;1.3406451;2.1858475;0.94192123;0.4661819;6.7680335;16.08584;31.32252;72.705864;0.5679898;0.83661044;17.728058;12.712899;7.717964;62.687584;77.4722;40.0;52.601209766262926;91;0.1134872038509345;3;1350
0.22151865;0.3786413;1.6207051;2.204799;0.40552363;0.7182522;1.8756458;2.6847694;1.032189;0.21357632;1.130521;9.542664;58.856667;27.587364;0.5122448;0.61581767;12.684491;19.975584;93.396225;14.462132;77.54111;40.0;52.601209766262926;91;0.1134872038509345;3;1350
0.4497337;0.97880024;1.0371661;2.9691267;0.39480227;1.4730657;1.2438599;2.676155;0.6045467;0.8368951;13.1961565;18.856464;33.924267;68.31224;1.0310713;0.64147943;6.63518;11.327368;33.1318;65.368195;98.87098;40.0;52.601209766262926;91;0.1134872038509345;3;1350
0.10958814;0.39927545;1.0274155;1.2003112;0.34032488;0.16489896;1.515034;2.4858043;1.371449;0.85065514;10.726461;10.991544;36.37766;59.764965;0.7330479;0.66451204;18.330574;2.572136;79.50229;58.780407;42.766922;40.0;52.601209766262926;91;0.1134872038509345;3;1350
0.30818298;1.0856353;1.895417;1.91957;0.41779503;1.8499846;1.4784697;1.3547748;1.0997411;0.626684;4.9568405;13.481747;93.60284;18.63808;0.41943628;0.27715352;15.595988;12.521855;98.77576;54.661148;91.74727;40.0;52.601209766262926;91;0.1134872038509345;3;1350
0.28547028;1.8531902;1.695502;0.85641456;0.17123324;0.87750566;1.2363904;0.6164348;1.3308088;0.98230124;18.445364;2.9997654;44.174965;56.26345;0.20566179;0.98548084;11.54733;9.438412;24.012863;69.76208;69.47492;40.0;52.601209766262926;91;0.1134872038509345;3;1350
0.3760507;0.48077437;1.1133173;0.69458145;0.42684335;0.4393478;1.4633058;2.1839583;1.2039826;0.28819957;15.221324;9.064703;52.192326;51.965797;1.3571551;0.575087;8.794399;13.48723;57.372097;61.559296;42.394924;40.0;52.601209766262926;91;0.1134872038509345;3;1350
0.16535668;0.30365437;1.0746368;0.5324807;0.32608318;1.9643658;1.8439167;2.2854862;0.80921113;0.710845;5.061851;6.3908896;72.319664;29.314312;1.29759;0.21118228;5.072796;11.508875;10.253215;20.757137;47.127964;40.0;52.601209766262926;91;0.1134872038509345;3;1350
0.3673323;1.6680255;1.161857;0.19324547;0.4127903;1.5093701;1.6983804;0.53130704;1.0753028;0.36061606;19.892412;3.0916777;26.478937;43.42384;1.336841;0.5732552;13.713426;3.4625351;30.128855;32.24042;40.004208;40.0;52.601209766262926;91;0.1134872038509345;3;1350
0.2506936;0.9745127;1.806919;2.1990504;0.29751945;1.6075765;1.3912474;2.248386;0.38126776;0.4789756;7.504309;16.059725;99.76647;54.53589;0.86158717;0.2684569;19.951618;13.390286;39.001087;7.649683;52.375893;40.0;52.601209766262926;91;0.1134872038509345;3;1350
0.3474859;1.7769611;1.723086;0.523281;0.3523835;1.051568;1.2693237;2.2490816;0.67512494;0.23555963;5.825616;17.338446;4.616553;22.9811;0.44793177;0.88059556;3.6571763;4.3379693;51.661003;88.31687;56.960148;40.0;52.601209766262926;91;0.1134872038509345;3;1350
0.116038;0.68163425;1.6386532;2.0611916;0.2366387;1.4081223;1.5155733;1.6724337;0.9789034;0.3105826;2.8980405;16.900192;2.1575463;62.78688;0.84184706;0.33230057;14.0519705;13.826684;31.56204;93.20293;36.20589;40.0;52.601209766262926;91;0.1134872038509345;3;1350
0.2846909;1.2923108;1.6407908;2.6218657;0.26976463;0.65266937;1.2247472;2.583013;0.42524642;0.49220407;13.402409;7.0172153;24.791386;89.052124;0.75308055;0.6519726;14.391658;17.817865;52.16156;81.764275;57.833576;40.0;52.601209766262926;91;0.1134872038509345;3;1350
0.30890036;1.8542957;1.8588738;2.5551388;0.24590929;1.0843786;1.1556903;2.7164779;1.267584;0.65674675;12.346164;2.4724693;74.32047;6.9883537;1.0560453;0.37583265;13.583959;14.258183;25.2817;35.044456;26.321022;40.0;52.601209766262926;91;0.1134872038509345;3;1350
0.18573056;0.42622203;1.3334588;0.9669986;0.3962365;0.82315934;1.0434015;0.61731625;0.69150466;0.5889398;9.41929;11.750419;67.82542;28.363855;1.4876225;0.3404351;2.36978;15.3666315;61.968807;63.21115;55.00497;40.0;52.601209766262926;91;0.1134872038509345;3;1350
0.15584946;1.6213843;1.32223;0.46077797;0.18021958;0.9077275;1.0106072;0.6098958;1.3929055;0.9813111;9.437638;18.546148;20.555672;30.893923;0.46995357;0.938658;7.93211;11.722546;97.09452;29.05324;82.25047;40.0;52.601209766262926;91;0.1134872038509345;3;1350
0.17538972;1.2998818;1.4254268;1.384887;0.4722085;0.108140714;1.9727901;0.36856067;1.2745781;0.83969545;11.030138;10.388727;50.134342;10.221399;1.1494251;0.80151623;12.573099;15.027726;48.450657;83.93365;88.058174;40.0;52.601209766262926;91;0.1134872038509345;3;1350
0.23765643;1.6445988;1.989676;0.6257387;0.4317138;1.6406128;1.3613074;2.7683377;0.5514572;0.2422091;2.5324414;14.439058;32.567844;61.804085;0.799076;0.29036897;6.970133;8.7255535;53.936245;76.359314;95.58112;40.0;52.601209766262926;91;0.1134872038509345;3;1350
0.13872406;0.42431736;1.554899;1.183173;0.44469392;0.5140992;1.0372287;0.5771432;0.2120092;0.22179073;9.875536;14.972579;39.487793;17.22874;1.2075868;0.44658014;16.082256;10.11772;53.449;84.903275;39.251877;40.0;52.601209766262926;91;0.1134872038509345;3;1350
0.4789279;0.9247643;1.5469011;1.7495819;0.46559235;0.9997669;1.5812665;1.651411;0.2869371;0.9254214;18.338762;10.2123375;54.40466;8.650431;0.40524253;0.55743176;17.210484;14.784751;29.572134;86.88109;15.869597;40.0;52.601209766262926;91;0.1134872038509345;3;1350
0.2619976;0.34479073;1.8095938;1.9686062;0.27440777;1.3519886;1.47002;0.36918065;0.30348715;0.62210345;16.890255;13.647784;65.56503;37.448837;0.7762741;0.23648252;18.742657;8.710254;62.69919;28.995274;30.258307;40.0;52.601209766262926;91;0.1134872038509345;3;1350
0.42358783;1.924156;1.1780645;0.7331389;0.45676598;0.16544104;1.5744671;1.8155125;0.57922673;0.9890047;13.333602;16.635103;39.517273;71.229904;0.6362806;0.4920029;11.698615;5.673586;20.942305;34.483665;90.120544;40.0;52.601209766262926;91;0.1134872038509345;3;1350
