[1/m2];[mm];[-];[-];[-];[mm/hour];[mm/hour];[-];[-];[-]
83;92;0.0817535;0.13171293;0.22520544;8.047322;2500;1.2633694;0.78688854;0.35370467325240657
158;21;0.09735368;0.10986758;0.19146815;6.10585;2500;1.3648064;0.9312802;0.2988579328765334
175;61;0.07612781;0.11689851;0.19360936;4.7968683;2500;1.3050907;1.1972528;0.2978847159035459
62;23;0.07587797;0.12197328;0.22811896;4.9198384;2500;1.462511;0.8194108;0.36791732633014573
182;93;0.06590123;0.12311668;0.1993231;5.5208583;2500;1.4358094;0.72155106;0.3052409949277504
169;81;0.09428748;0.10822608;0.21886466;9.953868;2500;1.3394367;0.870733;0.3595840357304618
180;31;0.082400225;0.1119341;0.23240279;7.0628486;2500;1.2690989;1.167703;0.3859339276181385
154;36;0.08304695;0.13197605;0.19148736;5.3835416;2500;1.3244225;0.76454496;0.2822232575521322
151;44;0.086985715;0.1141488;0.23111461;3.8966486;2500;1.3913746;1.0517219;0.3811531469524874
128;46;0.092773244;0.10369599;0.1861919;5.53423;2500;1.2069658;1.1455314;0.2925171443799376
147;83;0.07130344;0.13868135;0.23436616;9.303543;2500;1.466768;1.0422373;0.3677830380117347
187;60;0.081830725;0.13437332;0.18442962;2.9707491;2500;1.3964216;1.2609168;0.2659029926906833
65;48;0.07998676;0.13271001;0.178738;4.1093135;2500;1.4887661;1.1543655;0.2552871531104291
97;74;0.062976785;0.13681988;0.21766572;1.5849633;2500;1.3992642;0.75282335;0.3337039614437418
60;51;0.07125639;0.123001345;0.23375988;6.663077;2500;1.3088132;1.2134178;0.3792758187706063
191;21;0.09340534;0.11307982;0.22145183;7.9031534;2500;1.3314168;1.0287322;0.36100362901469707
116;19;0.074578226;0.13809648;0.21920975;6.6882343;2500;1.2020882;1.2806175;0.3360078316316106
151;39;0.10128536;0.11786022;0.23784204;8.306521;2500;1.2171688;1.2911434;0.39259550853646696
176;64;0.097370476;0.100919574;0.20459545;7.936737;2500;1.2308958;0.7982529;0.33481767899063536
198;22;0.071279146;0.13545045;0.23100954;9.752193;2500;1.3180499;0.8490656;0.36315882602488603
74;59;0.073225826;0.11849831;0.16296756;5.071961;2500;1.2860742;1.0921046;0.23236801027937048
169;34;0.05986948;0.123629056;0.17057253;1.7566329;2500;1.3202151;0.7334292;0.24458849244491937
183;72;0.0833551;0.10676721;0.18171933;5.8185697;2500;1.3218299;0.9405925;0.28045022789508595
57;12;0.07158898;0.10899062;0.23569;7.939109;2500;1.305277;1.2930496;0.39581114773365267
163;52;0.083705984;0.11667112;0.17575437;4.662573;2500;1.354137;1.0155587;0.2602962754409754
103;14;0.088835426;0.10609082;0.19064662;5.043092;2500;1.4806776;0.89879656;0.3001524294480089
147;39;0.094293445;0.112837546;0.16284227;7.6362205;2500;1.3568443;0.81141394;0.23603687356350286
127;11;0.08249879;0.12211377;0.1662551;1.1515634;2500;1.4460621;1.1500821;0.2367006105006112
88;52;0.088962846;0.09775182;0.20661186;6.915532;2500;1.4338479;1.2581818;0.34205643953211434
70;79;0.100659035;0.10629383;0.16781902;7.364889;2500;1.3252349;1.25466;0.25125601646026335
67;19;0.07990005;0.10759595;0.23193628;9.736029;2500;1.2718953;0.7390717;0.3888192853281327
65;76;0.0554559;0.12478222;0.23086405;7.5695357;2500;1.2095016;0.7454389;0.3715084628616804
145;62;0.09959977;0.11920794;0.20977718;2.1779857;2500;1.2167048;1.2943751;0.33063748892818823
102;55;0.08662539;0.09445402;0.19170296;5.484727;2500;1.2657193;1.2719605;0.31232138075182037
82;63;0.079661824;0.114008136;0.23102576;4.653509;2500;1.4631479;0.83166707;0.3810826089062906
153;40;0.09043491;0.115065545;0.19902539;4.6083837;2500;1.2316264;0.81860274;0.3108982864447473
153;73;0.07231704;0.12249794;0.17524917;8.065815;2500;1.447623;1.0537568;0.2550748925772522
130;80;0.07818152;0.11706684;0.18765269;6.229936;2500;1.337167;0.89031196;0.28510016677816324
190;80;0.09601907;0.11289002;0.18905146;7.5778704;2500;1.393667;1.1309172;0.2912939954684443
107;34;0.096980155;0.10710601;0.20638472;7.7121716;2500;1.2431458;0.82344246;0.33335579171833485
175;68;0.06484612;0.13588898;0.1920965;7.195037;2500;1.4382058;1.1837301;0.28074269177976624
61;23;0.06537635;0.15007631;0.22546236;7.819934;2500;1.226918;0.86942595;0.340312108764903
160;54;0.069069795;0.11525475;0.21012089;2.9670448;2500;1.3569033;0.7835011;0.3346051447627439
198;10;0.07517937;0.12361134;0.18016995;1.8884095;2500;1.2309196;0.90530324;0.2645453290687212
176;27;0.08618771;0.10337495;0.19216648;2.4513276;2500;1.456524;0.71186876;0.30567878582165414
136;66;0.05475373;0.1267186;0.21785976;8.278762;2500;1.376523;1.0869617;0.3419501417495683
144;88;0.0992364;0.11992495;0.1793797;9.604569;2500;1.3636953;0.740682;0.26553834639873203
102;14;0.085265495;0.124095574;0.16733071;9.431451;2500;1.2818042;0.7885465;0.23758119101118794
151;60;0.082922824;0.1057246;0.21689162;1.1155275;2500;1.3533098;1.1760484;0.35747505492159865
165;67;0.078802064;0.11729531;0.19253261;9.955644;2500;1.2061955;1.0033568;0.29528596402311164
199;93;0.08660818;0.102432795;0.16994229;8.97877;2500;1.3442549;1.0557563;0.2587144825850222
123;68;0.0803474;0.12704682;0.19835755;2.7896452;2500;1.2643061;0.8687666;0.30022794531798835
59;19;0.071625225;0.12239266;0.20482512;6.016616;2500;1.4676274;1.2833471;0.31750762936868426
139;23;0.09263712;0.12415739;0.16206059;9.861502;2500;1.2816974;1.292225;0.22671702660881085
67;67;0.07322865;0.115073554;0.22328961;5.2389393;2500;1.3533837;0.9193711;0.36328856732719206
86;29;0.06997044;0.12402261;0.19932088;9.5809765;2500;1.2009426;1.1727486;0.3045451189257375
99;93;0.10487949;0.11239309;0.16204396;5.8943076;2500;1.4228615;1.1813309;0.23468694634860204
159;92;0.09577295;0.11961428;0.2289429;4.099269;2500;1.2482071;1.2482269;0.3716959819878777
77;95;0.06506738;0.12665942;0.20682053;2.4447634;2500;1.4996331;1.2170188;0.31844733945090364
74;36;0.08930082;0.110021934;0.23706019;1.9366816;2500;1.2878464;0.963657;0.3978872711251904
56;74;0.0754751;0.1398731;0.18249746;7.3601713;2500;1.3996313;0.91658163;0.25825351860606094
180;69;0.07988726;0.1269381;0.19300874;3.9482;2500;1.4879833;1.2610145;0.2890408492177503
154;13;0.070583016;0.13490817;0.21303503;4.6695924;2500;1.426893;0.944832;0.3253479072786252
55;33;0.066604145;0.13981819;0.23311852;9.434877;2500;1.3049176;1.0120895;0.3642303976594756
54;28;0.0823583;0.13448094;0.22329324;2.7986202;2500;1.4762331;0.7576669;0.3474488945469622
133;43;0.0824856;0.118201345;0.21144153;4.3594747;2500;1.263803;0.8764342;0.335033176349512
92;95;0.0674971;0.119774096;0.2236414;9.186087;2500;1.390342;0.797761;0.3600678539877968
139;86;0.06265644;0.13625252;0.16758737;9.465356;2500;1.4235111;0.74941546;0.23021684462907108
115;36;0.07318926;0.13596627;0.21793434;8.224763;2500;1.3070699;0.92246073;0.33491980330906823
188;57;0.069716446;0.12996893;0.20629025;4.448307;2500;1.4493812;1.0092729;0.31480120000979517
93;27;0.08050672;0.1120238;0.18194021;2.1291254;2500;1.3417594;1.1675823;0.2768295875479415
151;34;0.07365734;0.13299586;0.17908393;8.104687;2500;1.4584563;1.0646387;0.25580756762563406
58;15;0.08054127;0.117467925;0.1830616;8.551342;2500;1.2643696;1.1946771;0.27508881021780174
193;67;0.086108886;0.13240393;0.16982982;7.433598;2500;1.4686924;0.8396795;0.23722558982217212
197;69;0.06856493;0.12552069;0.18186039;4.036522;2500;1.3599186;1.1770406;0.2667173876387149
160;85;0.09354817;0.11515131;0.16570023;6.8718343;2500;1.3286109;0.73097277;0.2403595313309921
119;88;0.087658636;0.11454425;0.21381912;7.3204474;2500;1.270608;0.86631167;0.3431886820206497
82;24;0.079842724;0.10325987;0.2009836;8.986875;2500;1.230925;0.96624106;0.3249058699173828
171;76;0.07687544;0.12191487;0.17021447;2.2523859;2500;1.2873633;1.2743031;0.24502419156565888
160;22;0.0658213;0.11534525;0.21577564;3.3744247;2500;1.3192964;0.7544337;0.3467526838487346
83;43;0.08847734;0.123115934;0.17424093;4.633287;2500;1.379737;0.8575509;0.25254639668137646
117;56;0.10297746;0.106403746;0.19959086;8.3048525;2500;1.4169978;0.7914542;0.3192117105554649
119;14;0.07040407;0.111616395;0.23360847;9.043311;2500;1.212828;0.9551752;0.3888619940215163
173;24;0.08660605;0.11338173;0.22087353;3.5057242;2500;1.4854324;0.8973278;0.3594850310393024
152;34;0.08486576;0.13359582;0.20673108;5.537296;2500;1.2745906;0.75525916;0.31301867413725626
146;21;0.09311296;0.0982726;0.20679355;6.4694114;2500;1.4035839;0.9887468;0.34198679622141537
147;94;0.07629651;0.13987562;0.1651354;2.4892097;2500;1.4420083;0.99132675;0.22304026047478204
90;35;0.0728696;0.11317411;0.19416083;8.131379;2500;1.3251938;1.0781317;0.3019872699775878
105;55;0.07187679;0.108387314;0.18456975;5.2381134;2500;1.3313146;1.2045916;0.2852637256903
56;99;0.08969009;0.11153076;0.19797085;9.052114;2500;1.2143456;1.2840041;0.3114810166067041
168;60;0.084218584;0.10535114;0.23611394;5.935108;2500;1.3224423;0.76232284;0.4000998476083336
114;47;0.09637168;0.11879729;0.22292134;8.497565;2500;1.4811416;0.9030496;0.35932838668930106
115;93;0.09242447;0.11453241;0.20879814;1.4418042;2500;1.3107675;1.2833962;0.3323471161034053
86;30;0.081735365;0.12574026;0.21637517;4.949742;2500;1.4691893;1.0405507;0.3395500490331772
81;26;0.068517596;0.13841364;0.21844797;4.7722626;2500;1.4102677;0.93814296;0.33415752823290706
138;58;0.09821119;0.10894713;0.19650985;2.7454386;2500;1.4654621;0.9609308;0.3104442643725979
84;48;0.07660087;0.13328372;0.22930859;6.054738;2500;1.2587606;1.2056005;0.3612386970249181
59;81;0.066601306;0.14019419;0.20938447;7.7545233;2500;1.4006172;1.2182485;0.3137618913884092
165;13;0.06950697;0.14386404;0.2190427;5.4398475;2500;1.2298315;0.8770628;0.33136415245635936
106;65;0.08071787;0.12160701;0.1608839;8.4875965;2500;1.3462181;0.8853032;0.22598608395961672
107;73;0.07473684;0.11929069;0.2030334;3.6368165;2500;1.4172783;1.1198899;0.31611994947339433
114;97;0.08596725;0.11270664;0.18913476;3.6851723;2500;1.2485235;0.74051976;0.2916152172261289
172;23;0.0834649;0.1141445;0.16443226;2.501462;2500;1.4876273;1.2075788;0.23842775423532897
98;32;0.062142625;0.13115762;0.21169066;8.057221;2500;1.340946;0.7041544;0.3253419905820325
163;93;0.07065489;0.12596384;0.23430082;2.3319647;2500;1.3342648;0.97662115;0.3779553385875047
190;66;0.09364538;0.101754084;0.21862046;2.3479028;2500;1.4657933;1.1755177;0.3648326355492538
149;13;0.08361593;0.100829676;0.1663913;1.0632517;2500;1.4580588;1.248562;0.25239717696985586
114;16;0.10109035;0.112131745;0.16453525;4.494414;2500;1.4750316;1.0761887;0.24007186227829003
162;80;0.06400221;0.14625643;0.18760256;4.9321327;2500;1.4009396;1.0184612;0.26453039120230226
118;61;0.09334858;0.10015298;0.17908382;5.060038;2500;1.3985933;1.1183544;0.2801069789554297
112;60;0.10285105;0.11495423;0.16220577;7.8955293;2500;1.2689186;1.205268;0.23322978044981219
128;89;0.08510932;0.13286518;0.16320576;4.732268;2500;1.4226806;0.7077804;0.22346941402979761
97;31;0.09314641;0.121122375;0.18761171;1.0383521;2500;1.386455;1.0637618;0.28196809792669897
65;24;0.06420816;0.11696676;0.1706831;6.48502;2500;1.302922;1.1601323;0.24946617189809733
112;65;0.084119625;0.11072909;0.1755733;2.5410638;2500;1.4899768;1.2552617;0.26431774795450536
68;89;0.091166265;0.107127205;0.2295615;1.2253196;2500;1.3458613;0.9397506;0.38402029927121234
111;33;0.08281292;0.12593573;0.23949423;7.996364;2500;1.4170103;1.2410405;0.3892306449437207
133;71;0.06277918;0.1426133;0.22436634;3.2125115;2500;1.39979;1.0780232;0.34351430436280994
189;23;0.07938849;0.12774664;0.17862135;7.7976093;2500;1.2031598;0.9000368;0.25842562654976203
55;25;0.093755566;0.116932966;0.17406735;6.77552;2500;1.3370199;1.2900496;0.2565687612610545
143;91;0.09605618;0.12188124;0.20627806;8.9498;2500;1.3820945;0.73517513;0.32101025457825205
118;20;0.08027063;0.121789716;0.22271298;4.2234297;2500;1.4999746;1.2218564;0.3563830115418567
53;12;0.10746302;0.10869867;0.21259543;6.8506956;2500;1.2463002;1.017016;0.3454980436890245
87;79;0.06875444;0.1438383;0.22430015;6.114016;2500;1.4045852;1.0508237;0.3424583106458643
67;42;0.06418138;0.12933558;0.19895977;8.045098;2500;1.3309847;1.1994013;0.299798269059648
82;45;0.07474538;0.13780144;0.23902144;3.964018;2500;1.3411546;1.2562577;0.37844214148515914
91;81;0.0850901;0.09960371;0.22294945;6.395406;2500;1.2475026;1.237277;0.37635524401284903
110;26;0.08433542;0.10201498;0.16407531;5.8678613;2500;1.359037;0.97990084;0.2465665550752434
129;68;0.09986295;0.11983218;0.18912439;1.3922563;2500;1.2137535;1.1272424;0.2861256729286612
50;38;0.09382737;0.10332018;0.20476967;1.306047;2500;1.3242317;1.1514037;0.33309997508379074
74;19;0.07710431;0.12132042;0.17793581;9.127029;2500;1.3216558;0.9077946;0.2615119134936005
64;71;0.079304785;0.13873646;0.19226807;6.7668595;2500;1.2520562;0.882059;0.2791312170594098
132;38;0.081693776;0.11277982;0.21036886;6.5181537;2500;1.4992954;1.1929091;0.3371987174308998
99;87;0.07237599;0.117102675;0.20417343;7.6879086;2500;1.4137272;1.0214909;0.3203042161003701
132;92;0.07411825;0.108994626;0.22891599;1.1409024;2500;1.4866947;0.83384335;0.3809161132464793
83;86;0.065905504;0.13499929;0.1810009;3.0886889;2500;1.4227471;1.2282919;0.2584104803597161
53;39;0.07129927;0.116688296;0.23369145;6.8511267;2500;1.3481752;0.99681884;0.3845566333506979
191;31;0.07203753;0.1105547;0.18577155;7.465486;2500;1.3838239;1.2232919;0.28612463882592926
66;90;0.06747345;0.14504933;0.23363166;6.666553;2500;1.250372;0.7988131;0.36128845644018465
69;50;0.0963593;0.09678458;0.17986298;4.699136;2500;1.2458788;1.2345885;0.28456878489483667
71;73;0.06248812;0.14068748;0.20060344;6.299821;2500;1.3459021;0.94279736;0.2950745105623465
197;84;0.0891281;0.09505773;0.2345792;7.299021;2500;1.2609168;0.8755329;0.40651354073230317
142;34;0.063278496;0.13694482;0.1821999;4.657558;2500;1.4310055;0.92139596;0.25957746314921687
141;20;0.0968603;0.1084133;0.22790019;6.0759554;2500;1.2890862;1.0616632;0.37920850830510516
198;66;0.08110814;0.11688641;0.20009847;1.7108654;2500;1.2262037;0.88024807;0.3117465750764297
63;63;0.065647915;0.12785135;0.19358362;2.5259836;2500;1.3756211;1.0861855;0.28958067034247986
196;34;0.066634744;0.12580346;0.21309511;7.9531674;2500;1.3666346;1.0024352;0.33248437010395615
80;62;0.068278186;0.11609717;0.17588408;4.4200425;2500;1.2783461;1.093302;0.2609873791353895
143;81;0.084708005;0.09991965;0.2127064;8.00233;2500;1.2386285;0.9023734;0.3534903818602226
113;41;0.065829135;0.1339987;0.17413011;7.068567;2500;1.3885643;0.8555907;0.24497507510926927
107;31;0.06465531;0.12089786;0.21686931;4.2634706;2500;1.4221058;1.1043248;0.3445169294905039
189;75;0.08285606;0.106081985;0.20885198;7.9376674;2500;1.2567252;1.0175745;0.3396041946894151
72;80;0.078891076;0.10770164;0.17118877;2.1372242;2500;1.4237697;0.78543884;0.25732395963478344
199;95;0.08148114;0.13061823;0.16805473;2.4452994;2500;1.3966608;1.0916958;0.2347590564277465
106;23;0.061793704;0.13619499;0.20858826;4.6823797;2500;1.4323559;0.8661288;0.3150092751574953
147;90;0.083206;0.11889759;0.16971886;6.902195;2500;1.2191706;0.9186477;0.24609261919333003
195;78;0.07031647;0.13300185;0.21000752;3.679881;2500;1.489816;1.2131019;0.32037974023532345
58;73;0.08273324;0.11312215;0.23992173;3.9090097;2500;1.3978661;0.8213806;0.4013691218389979
188;38;0.06811914;0.12381809;0.16983807;8.755463;2500;1.277631;0.95847297;0.24294131925831525
135;11;0.096880645;0.09841717;0.19790487;9.098976;2500;1.4631459;0.7515191;0.32239446714286185
155;55;0.08420617;0.117186755;0.23395227;9.212834;2500;1.3742226;0.9701833;0.38469086743587505
72;35;0.08050878;0.11383431;0.23496817;1.1978122;2500;1.2481608;1.2526008;0.38986354409228036
130;36;0.08667758;0.098787054;0.16239288;8.185686;2500;1.4557756;1.0351713;0.24546908612841867
151;93;0.10797771;0.10856976;0.22464062;7.856333;2500;1.416655;1.2209944;0.37191999647645324
118;23;0.09540443;0.113891825;0.17908366;3.3233202;2500;1.2840991;1.0252414;0.2693620402692127
73;94;0.076490335;0.10616045;0.21972547;3.0396795;2500;1.3631341;0.735153;0.36329463388616956
86;55;0.10221204;0.11401595;0.18840025;1.3137068;2500;1.3197569;1.0026754;0.289029546023983
178;85;0.06281623;0.12400238;0.17799112;8.39862;2500;1.2020434;0.83958644;0.2597257269113044
55;35;0.08328252;0.100626685;0.19765773;6.46776;2500;1.343322;0.95957;0.31993397926465905
156;67;0.081497125;0.10543155;0.17407349;1.1425802;2500;1.270683;0.8423286;0.2651842334034448
199;60;0.08967771;0.12764364;0.19393563;3.0273347;2500;1.2463251;0.76783615;0.2904722966792979
51;93;0.08939322;0.09945855;0.19158553;8.476957;2500;1.2277931;0.8270345;0.30772686040462593
74;26;0.09345952;0.11802016;0.23702897;6.419089;2500;1.267028;0.9408014;0.3906793369573171
151;28;0.091205955;0.11451557;0.20336987;8.702045;2500;1.4278513;1.1937863;0.3206672385125834
58;95;0.09674096;0.10398797;0.21576561;2.3203492;2500;1.307623;1.1616604;0.3565518539259013
138;18;0.08561156;0.10901218;0.17399512;9.57335;2500;1.2417188;0.72202414;0.2622745584505896
152;67;0.06450037;0.119217;0.23978417;2.8668978;2500;1.2508715;1.1661268;0.39564884269610995
138;15;0.07018232;0.13824387;0.19981445;3.7316628;2500;1.3956977;0.71843874;0.29515098920410787
104;16;0.07883327;0.116957985;0.16601847;9.334758;2500;1.3210195;0.74553245;0.2397545418778542
154;63;0.069882065;0.13151738;0.20874287;3.8161628;2500;1.3865972;1.157038;0.31882287810747906
139;59;0.08009775;0.10197273;0.1854517;6.356764;2500;1.2156583;0.93593276;0.2923365740364739
81;61;0.098879926;0.11215759;0.1835146;4.096861;2500;1.4185424;0.89287853;0.28007187330169186
134;52;0.07442877;0.1332621;0.18536149;7.6571674;2500;1.4888198;0.9252652;0.2685912489756272
182;76;0.0971047;0.10406731;0.19603333;3.8024814;2500;1.43596;1.0144938;0.31347024170753546
150;99;0.089809775;0.11004253;0.18297003;4.9715714;2500;1.4165199;1.0639304;0.28055059278374894
120;34;0.096281715;0.097199515;0.22229421;1.7539816;2500;1.2595847;1.1022096;0.3771542974211146
98;39;0.0658065;0.12788965;0.17431673;9.288477;2500;1.3216851;0.7577066;0.24942414643299568
62;39;0.07169009;0.11104854;0.17135514;9.154273;2500;1.2467076;0.7986607;0.25517242301065807
86;78;0.08880931;0.11865922;0.16835777;8.237782;2500;1.4286249;0.9604864;0.24342916763379108
51;41;0.0822792;0.09951972;0.19282885;8.857849;2500;1.4226577;1.2184724;0.3103771730938164
197;70;0.086856954;0.0931998;0.16903003;6.424666;2500;1.2369592;1.1576124;0.26414317710967605
83;50;0.0866784;0.09456085;0.16200468;1.7691694;2500;1.4235666;0.8120107;0.24795036100406972
172;64;0.065326065;0.12281184;0.18355243;1.6353214;2500;1.3713336;0.87246084;0.27219542961865006
75;84;0.07797844;0.1248294;0.23840238;8.074722;2500;1.4942178;0.9271867;0.38779968410511895
92;56;0.09194712;0.11529924;0.16087337;5.653749;2500;1.4968783;1.2159437;0.23022723733952782
112;52;0.06425753;0.13257201;0.16510949;3.4930387;2500;1.2242227;1.2869929;0.2275118285544398
98;34;0.096577086;0.099768475;0.20665082;1.337199;2500;1.4510456;0.7458035;0.3403354418043849
169;56;0.091258384;0.11181305;0.19983031;9.856398;2500;1.248157;0.99211025;0.3152515713320636
193;33;0.09495764;0.10891546;0.16834493;1.8702606;2500;1.3649611;0.9174889;0.2504090475472718
181;85;0.10294228;0.11085763;0.23157799;4.2783837;2500;1.3515396;0.893046;0.38508709703412786
73;44;0.07140139;0.14136215;0.21395452;7.1218033;2500;1.282163;0.9994429;0.32250224990374354
166;21;0.08186012;0.13108093;0.19957477;6.607879;2500;1.4166327;1.1312146;0.2998076480245293
72;31;0.091991164;0.121775754;0.20349856;2.1374035;2500;1.3607554;1.05429;0.3151606483557523
187;58;0.09995557;0.115237646;0.22369379;6.5840726;2500;1.3866293;0.95461303;0.364026906693235
127;92;0.09051057;0.111702114;0.16784641;4.0276113;2500;1.4073385;1.1333491;0.24731547083423383
100;37;0.06609578;0.1377109;0.23465335;2.5354471;2500;1.3213437;0.94689274;0.36916233306089147
73;33;0.0897273;0.11936175;0.16901077;6.55364;2500;1.2124354;1.0910133;0.2442962031586334
51;46;0.06744218;0.12051812;0.19668384;9.1040325;2500;1.2773099;0.8007568;0.30162847360464135
87;97;0.07413167;0.12028678;0.17980658;7.76371;2500;1.2526865;0.9037353;0.26617120562994295
187;86;0.10800321;0.108502924;0.21321699;2.4622273;2500;1.4260035;1.0411953;0.347020386953825
169;23;0.066583976;0.13432652;0.2271864;2.5670605;2500;1.2748892;1.2507415;0.35587474148108106
195;65;0.058422398;0.123649105;0.20933373;5.223987;2500;1.3095704;0.7115583;0.3261457069102797
65;81;0.07492337;0.121299036;0.17791823;1.1901715;2500;1.3338282;1.1361119;0.2614904450769862
138;79;0.08814962;0.09828194;0.22235031;1.1867046;2500;1.4505773;0.9903535;0.3762632437479776
88;53;0.06457728;0.12967418;0.23541294;3.2672186;2500;1.4533454;1.1468393;0.3772795458177385
131;75;0.06376659;0.13803244;0.17287903;1.9603086;2500;1.2659748;0.76890343;0.23982478498386903
98;62;0.07683281;0.12337266;0.18028085;5.920462;2500;1.3225049;1.0550405;0.2649468308849316
92;28;0.085129336;0.11448942;0.20236784;1.3909574;2500;1.2733325;0.95305914;0.3185343070925312
136;15;0.059811693;0.12092187;0.21918179;3.1917694;2500;1.4928082;0.88692206;0.34948021506199173
77;43;0.09117147;0.106632724;0.17015891;1.5238312;2500;1.359943;0.71949196;0.25595197523334307
120;15;0.084996544;0.096162006;0.16405207;5.7741623;2500;1.2002411;1.015257;0.2510610979486097
147;45;0.079364404;0.11683001;0.2053567;4.173548;2500;1.2271873;0.905129;0.3230633049378829
69;84;0.06301838;0.14286163;0.22377811;1.7472626;2500;1.4567976;1.253204;0.34208557735561745
189;85;0.074610375;0.110425815;0.18381032;4.189295;2500;1.3194181;1.1506498;0.2820427827195101
125;13;0.07428268;0.14238822;0.20663877;1.0058386;2500;1.4716045;0.7522173;0.30644832423562524
172;16;0.07987578;0.12534468;0.22427613;8.429084;2500;1.3989733;0.88599086;0.3568321483038235
148;70;0.08528426;0.10341968;0.16230577;4.273548;2500;1.359973;0.85584104;0.24176048581923473
156;54;0.0608597;0.13490382;0.18689312;6.9930696;2500;1.4444878;1.1104262;0.27063492915218873
157;23;0.05516848;0.12870781;0.18425578;7.3788714;2500;1.4191076;1.0450981;0.2694604500107935
181;82;0.059092477;0.121790044;0.21784462;5.9942446;2500;1.3745513;0.9153929;0.3458881818811518
142;29;0.06695605;0.14967841;0.21329752;6.2995863;2500;1.2254912;0.8330751;0.3151824586535712
91;17;0.072883986;0.13412337;0.22614458;4.857578;2500;1.4407437;0.96429056;0.35380962388319864
64;77;0.080430895;0.13075495;0.20389155;4.667029;2500;1.4494011;0.8505519;0.30914223974068933
140;64;0.09341649;0.11147043;0.1782312;3.7535574;2500;1.4681267;0.8136907;0.2693844397264657
59;45;0.06619296;0.15007766;0.1946483;1.6411377;2500;1.2304987;1.1894158;0.2764406636301851
86;72;0.07990234;0.13593441;0.19168404;4.145189;2500;1.491645;1.2810155;0.27985462663668365
59;92;0.08859033;0.09373601;0.21341985;5.162641;2500;1.3312505;1.152999;0.36076120924995203
132;13;0.077896975;0.109681815;0.23631385;2.2035985;2500;1.2653532;0.7374612;0.3965543829922103
74;66;0.091130756;0.10470084;0.19661625;9.172391;2500;1.4132296;1.2631011;0.3142000251271151
141;29;0.07681896;0.11682463;0.21110749;1.0754117;2500;1.4323527;0.97216636;0.33544043843481086
168;52;0.064216375;0.13680653;0.1742156;3.0140574;2500;1.2001632;0.85928804;0.24332835877538345
173;48;0.06432679;0.12633449;0.20595159;7.1182833;2500;1.2975245;1.1630664;0.3168506617924379
96;45;0.09569679;0.11620158;0.21827304;8.411228;2500;1.3405086;0.7022548;0.3514419492636558
132;27;0.0852496;0.09505016;0.22109964;5.2637067;2500;1.4547241;0.71823853;0.37653766932659555
134;82;0.08329019;0.12837033;0.23789003;6.297483;2500;1.2059764;1.1551638;0.3837095758659693
120;44;0.07799862;0.11773619;0.23900507;3.4570172;2500;1.4255137;0.7962818;0.3952465785775416
148;89;0.070284516;0.1099209;0.20123693;9.589017;2500;1.4794178;0.9833807;0.3198383104521691
81;41;0.06495028;0.1489323;0.22884779;6.797478;2500;1.482478;1.0148714;0.3482657660098985
196;85;0.063140765;0.13472943;0.2189702;2.1831944;2500;1.2675488;1.2962354;0.33806143415647716
64;59;0.10415547;0.104833595;0.20196791;7.6278553;2500;1.3852317;0.89767474;0.3256983463364501
174;44;0.06634913;0.14878882;0.16240548;2.1499496;2500;1.343011;0.8823073;0.21236960704680263
139;73;0.06707043;0.114302084;0.23816134;4.6302333;2500;1.3848513;0.9842253;0.39644522261437914
86;80;0.08345922;0.107027255;0.23721813;5.4209514;2500;1.36394;0.9903582;0.40098374119384506
161;53;0.07112469;0.11363098;0.2014514;7.5017138;2500;1.4713895;1.0290173;0.31726017360574765
62;48;0.09132251;0.092597894;0.18755493;9.966948;2500;1.4197975;1.2269707;0.30488622607813787
166;61;0.06677395;0.15105167;0.16894278;4.34339;2500;1.3638085;1.1254151;0.22401147974161545
138;62;0.100787096;0.11143567;0.16441064;7.08163;2500;1.4992076;1.2171472;0.24030976509146176
66;48;0.06362065;0.13096835;0.22427247;7.051554;2500;1.481622;0.9319295;0.3522991101177951
61;78;0.07074729;0.13674442;0.19275518;2.6577034;2500;1.2449162;1.1626133;0.2815157120408998
162;45;0.08793825;0.12883957;0.20502646;6.7856374;2500;1.3907363;1.2766638;0.3129793051033332
93;50;0.08956156;0.09927097;0.18411815;8.914764;2500;1.480752;0.747263;0.29169678077179195
183;64;0.0691236;0.111442424;0.20911965;6.0016093;2500;1.4535092;0.9610678;0.3356158938068753
164;98;0.076393455;0.13657087;0.22070153;5.3179893;2500;1.4682121;1.0578245;0.3403274858735201
154;33;0.07945488;0.12945306;0.23143141;6.827947;2500;1.3850125;1.0514314;0.36888230112571196
91;30;0.0594404;0.1269699;0.19968675;8.261636;2500;1.2234287;1.0078509;0.30309284981361007
156;25;0.093335696;0.10625015;0.1840148;3.027488;2500;1.2051051;1.1934459;0.28577476212652847
192;72;0.090047605;0.09636975;0.16614448;2.4679313;2500;1.2904887;0.8262617;0.25537429628362773
63;50;0.088817105;0.11528745;0.22832106;6.8611207;2500;1.3848963;1.2793661;0.37406023714635234
98;44;0.08008259;0.12582022;0.22828542;1.3112531;2500;1.4776428;1.1852238;0.36508083098194527
85;28;0.08078902;0.110278286;0.18827072;8.427451;2500;1.3182673;0.87581146;0.2916818265019378
108;90;0.08668459;0.1245489;0.17658083;3.7186642;2500;1.3880447;0.7195636;0.2564092703184005
161;49;0.06173447;0.13720939;0.21387123;1.998818;2500;1.3600832;1.1325777;0.3253912767595325
