					[m]
2021	11	5	0	0	9.856736981799061
2021	11	6	0	0	9.84589248136292
2021	11	7	0	0	9.84587474551648
2021	11	8	0	0	9.844305596816282
2021	11	9	0	0	9.842259002640214
2021	11	10	0	0	9.831393200105424
2021	11	11	0	0	9.827695559016016
2021	11	12	0	0	9.837183787390373
2021	11	13	0	0	9.816895952419122
2021	11	14	0	0	9.828991385395833
2021	11	15	0	0	9.821397354558519
2021	11	16	0	0	9.818454929861353
2021	11	17	0	0	9.810772033212736
2021	11	18	0	0	9.821260140105137
2021	11	19	0	0	9.81534133719956
2021	11	20	0	0	9.803433079332256
2021	11	21	0	0	9.798657605098548
2021	11	22	0	0	9.796293067656059
2021	11	23	0	0	9.794537132160537
2021	11	24	0	0	9.801158909623242
2021	11	25	0	0	9.78191801346919
2021	11	26	0	0	9.785479482093939
2021	11	27	0	0	9.791710079100046
2021	11	28	0	0	9.77009614517951
2021	11	29	0	0	9.773682862983769
2021	11	30	0	0	9.785297474180512
2021	12	1	0	0	9.770657414177203
2021	12	2	0	0	9.766449521996527
2021	12	3	0	0	9.765538859250379
2021	12	4	0	0	9.774373067821113
2021	12	5	0	0	9.748039413234908
2021	12	6	0	0	9.749028694015703
2021	12	7	0	0	9.74980459784675
2021	12	8	0	0	9.747350960757798
2021	12	9	0	0	9.751910785658856
2021	12	10	0	0	9.74083434370331
2021	12	11	0	0	9.755914551799382
2021	12	12	0	0	9.749203837192457
2021	12	13	0	0	9.747473107849519
2021	12	14	0	0	9.736632376491464
2021	12	15	0	0	9.749359752927782
2021	12	16	0	0	9.733841667271419
2021	12	17	0	0	9.72260036665029
2021	12	18	0	0	9.734032219786743
2021	12	19	0	0	9.735471532189164
2021	12	20	0	0	9.730433794067435
2021	12	21	0	0	9.741057023846311
2021	12	22	0	0	9.726126182681405
2021	12	23	0	0	9.727135780941238
2021	12	24	0	0	9.734045035970034
2021	12	25	0	0	9.717634520909298
2021	12	26	0	0	9.729156228785229
2021	12	27	0	0	9.711612706220874
2021	12	28	0	0	9.727281048494271
2021	12	29	0	0	9.721976887787964
2021	12	30	0	0	9.716709467413727
2021	12	31	0	0	9.718267279322678
2022	1	1	0	0	9.702752903530339
2022	1	2	0	0	9.704338533555315
2022	1	3	0	0	9.70637981542441
2022	1	4	0	0	9.701540824837165
2022	1	5	0	0	9.697874567253985
2022	1	6	0	0	9.71008586065979
2022	1	7	0	0	9.714706415081325
2022	1	8	0	0	9.716234721261344
2022	1	9	0	0	9.706738134167546
2022	1	10	0	0	9.705015810990801
2022	1	11	0	0	9.719936110022834
2022	1	12	0	0	9.71361624365433
2022	1	13	0	0	9.693314252599055
2022	1	14	0	0	9.704253967373756
2022	1	15	0	0	9.698397486906543
2022	1	16	0	0	9.701388513313706
2022	1	17	0	0	9.698770177319672
2022	1	18	0	0	9.711418874010121
2022	1	19	0	0	9.691492610483856
2022	1	20	0	0	9.699011912807942
2022	1	21	0	0	9.703838700310643
2022	1	22	0	0	9.693831745720209
2022	1	23	0	0	9.702344676385787
2022	1	24	0	0	9.714485859795422
2022	1	25	0	0	9.69980238722323
2022	1	26	0	0	9.700204567802183
2022	1	27	0	0	9.710142477727754
2022	1	28	0	0	9.702433616378793
2022	1	29	0	0	9.68927377469869
2022	1	30	0	0	9.699319194487972
2022	1	31	0	0	9.696312637318366
2022	2	1	0	0	9.697284196709258
2022	2	2	0	0	9.710400433004242
2022	2	3	0	0	9.69850778233743
2022	2	4	0	0	9.707326573826231
2022	2	5	0	0	9.703111197824805
2022	2	6	0	0	9.719416097562728
2022	2	7	0	0	9.711327921499356
2022	2	8	0	0	9.713524336010623
2022	2	9	0	0	9.706542050615589
2022	2	10	0	0	9.717620500428891
2022	2	11	0	0	9.716405530345469
2022	2	12	0	0	9.714717321358709
2022	2	13	0	0	9.71342713016388
2022	2	14	0	0	9.715501963807586
2022	2	15	0	0	9.72077247372194
2022	2	16	0	0	9.712737723608306
2022	2	17	0	0	9.72711762347568
2022	2	18	0	0	9.711874288401924
2022	2	19	0	0	9.726834196411053
2022	2	20	0	0	9.729240642166252
2022	2	21	0	0	9.732157198979866
2022	2	22	0	0	9.724406813077882
2022	2	23	0	0	9.738102066225231
2022	2	24	0	0	9.730717597895572
2022	2	25	0	0	9.74228542375397
2022	2	26	0	0	9.722807349207635
2022	2	27	0	0	9.739439802910457
2022	2	28	0	0	9.73753615573378
2022	3	1	0	0	9.728404710581982
2022	3	2	0	0	9.758083484175536
2022	3	3	0	0	9.747201353832379
2022	3	4	0	0	9.73508524827885
2022	3	5	0	0	9.756694840339398
2022	3	6	0	0	9.753061986340722
2022	3	7	0	0	9.75535170293226
2022	3	8	0	0	9.748782838344864
2022	3	9	0	0	9.753157900853148
2022	3	10	0	0	9.76604327056083
2022	3	11	0	0	9.774756916305734
2022	3	12	0	0	9.767971306956946
2022	3	13	0	0	9.769469678129806
2022	3	14	0	0	9.762810588216619
2022	3	15	0	0	9.783966665285009
2022	3	16	0	0	9.783987357622172
2022	3	17	0	0	9.7904045293555
2022	3	18	0	0	9.77226512208735
2022	3	19	0	0	9.784819573720569
2022	3	20	0	0	9.791041091839615
2022	3	21	0	0	9.778283051857512
2022	3	22	0	0	9.804387224284177
2022	3	23	0	0	9.794894895376352
2022	3	24	0	0	9.806679847262718
2022	3	25	0	0	9.806641671347165
2022	3	26	0	0	9.80216488962753
2022	3	27	0	0	9.80707800407213
2022	3	28	0	0	9.817610595575717
2022	3	29	0	0	9.819686471609607
2022	3	30	0	0	9.817312859517791
2022	3	31	0	0	9.820578989786757
2022	4	1	0	0	9.832132987847892
2022	4	2	0	0	9.82977326586237
2022	4	3	0	0	9.823081712394375
2022	4	4	0	0	9.833188926040616
2022	4	5	0	0	9.83382138967999
2022	4	6	0	0	9.835534591171438
2022	4	7	0	0	9.837300226080613
2022	4	8	0	0	9.849488867003565
2022	4	9	0	0	9.84931514871747
2022	4	10	0	0	9.862918054030438
2022	4	11	0	0	9.850881901383312
2022	4	12	0	0	9.854752624156312
2022	4	13	0	0	9.871328612613429
2022	4	14	0	0	9.875271145344286
2022	4	15	0	0	9.867625179246925
2022	4	16	0	0	9.870132697775848
2022	4	17	0	0	9.872207879328935
2022	4	18	0	0	9.881845152282544
2022	4	19	0	0	9.884980575320926
2022	4	20	0	0	9.88410649497008
2022	4	21	0	0	9.88280350234752
2022	4	22	0	0	9.895232909880125
2022	4	23	0	0	9.908208621147475
2022	4	24	0	0	9.90553415298263
2022	4	25	0	0	9.906118350895694
2022	4	26	0	0	9.901734740921773
2022	4	27	0	0	9.907373380952876
2022	4	28	0	0	9.912771931765521
2022	4	29	0	0	9.924954477313067
2022	4	30	0	0	9.92980889015906
2022	5	1	0	0	9.933630597251891
2022	5	2	0	0	9.940179736022635
2022	5	3	0	0	9.94146548538933
2022	5	4	0	0	9.944992642912373
2022	5	5	0	0	9.93008710241422
2022	5	6	0	0	9.935961552185008
2022	5	7	0	0	9.942504102863012
2022	5	8	0	0	9.951323509069173
2022	5	9	0	0	9.944242077964807
2022	5	10	0	0	9.961048822557029
2022	5	11	0	0	9.963105368718006
2022	5	12	0	0	9.963404920912271
2022	5	13	0	0	9.96092802508952
2022	5	14	0	0	9.962181585270693
2022	5	15	0	0	9.962719102473294
2022	5	16	0	0	9.981378527219468
2022	5	17	0	0	9.980770053721988
2022	5	18	0	0	9.986406246848475
2022	5	19	0	0	9.984281678342589
2022	5	20	0	0	9.985139818528696
2022	5	21	0	0	9.990247900775467
2022	5	22	0	0	10.001003391481733
2022	5	23	0	0	9.998695981018207
2022	5	24	0	0	9.995207907639669
2022	5	25	0	0	10.011095155838813
2022	5	26	0	0	9.99837508917782
2022	5	27	0	0	10.01323529377323
2022	5	28	0	0	10.007751309539088
2022	5	29	0	0	10.015784634684191
2022	5	30	0	0	10.019467362427573
2022	5	31	0	0	10.015759479496868
2022	6	1	0	0	10.025201814034443
2022	6	2	0	0	10.022633000626572
2022	6	3	0	0	10.027619532532487
2022	6	4	0	0	10.03756330985982
2022	6	5	0	0	10.046974627726065
2022	6	6	0	0	10.050789818672454
2022	6	7	0	0	10.029629541442898
2022	6	8	0	0	10.041502378390229
2022	6	9	0	0	10.039719653129268
2022	6	10	0	0	10.03616379957167
2022	6	11	0	0	10.039553652429168
2022	6	12	0	0	10.067208974601238
2022	6	13	0	0	10.053621924211082
2022	6	14	0	0	10.060274861256536
2022	6	15	0	0	10.063362520521745
2022	6	16	0	0	10.05670455381878
2022	6	17	0	0	10.062021622702744
2022	6	18	0	0	10.072313805963926
2022	6	19	0	0	10.06398144251009
2022	6	20	0	0	10.054058612163903
2022	6	21	0	0	10.054379715425435
2022	6	22	0	0	10.087939847079731
2022	6	23	0	0	10.068607550986725
2022	6	24	0	0	10.08385523081905
2022	6	25	0	0	10.062422344743569
2022	6	26	0	0	10.077696434080792
2022	6	27	0	0	10.081386481563042
2022	6	28	0	0	10.076109902926612
2022	6	29	0	0	10.08163666647086
2022	6	30	0	0	10.071769650013682
2022	7	1	0	0	10.093573992245405
2022	7	2	0	0	10.089560401401956
2022	7	3	0	0	10.088837675366134
2022	7	4	0	0	10.083946309210322
2022	7	5	0	0	10.09467707075458
2022	7	6	0	0	10.089503101454374
2022	7	7	0	0	10.086297277888505
2022	7	8	0	0	10.111864735563387
2022	7	9	0	0	10.094071773249409
2022	7	10	0	0	10.095571562443872
2022	7	11	0	0	10.085583264722365
2022	7	12	0	0	10.087013842425996
2022	7	13	0	0	10.099241705515393
2022	7	14	0	0	10.097697894991937
2022	7	15	0	0	10.08254750792706
2022	7	16	0	0	10.09863955309018
2022	7	17	0	0	10.099928272834404
2022	7	18	0	0	10.09866784601947
2022	7	19	0	0	10.101396794294928
2022	7	20	0	0	10.10983174191154
2022	7	21	0	0	10.093381061957912
2022	7	22	0	0	10.105633719127475
2022	7	23	0	0	10.105803801786386
2022	7	24	0	0	10.104212541941788
2022	7	25	0	0	10.084260141476529
2022	7	26	0	0	10.117680390213028
2022	7	27	0	0	10.09211876518207
2022	7	28	0	0	10.081454984908165
2022	7	29	0	0	10.098170008284587
2022	7	30	0	0	10.083864818936373
2022	7	31	0	0	10.086205488915747
2022	8	1	0	0	10.105410570393525
2022	8	2	0	0	10.087916997683232
2022	8	3	0	0	10.111233499652405
2022	8	4	0	0	10.101061855007744
2022	8	5	0	0	10.102011112660668
2022	8	6	0	0	10.097959692433252
2022	8	7	0	0	10.101161746372206
2022	8	8	0	0	10.104447605905897
2022	8	9	0	0	10.08842336557232
2022	8	10	0	0	10.093579684934543
2022	8	11	0	0	10.0871885303481
2022	8	12	0	0	10.08303813879743
2022	8	13	0	0	10.085220951062256
2022	8	14	0	0	10.095518051092748
2022	8	15	0	0	10.067022848220804
2022	8	16	0	0	10.090747670563744
2022	8	17	0	0	10.086062699600154
2022	8	18	0	0	10.077729680600296
2022	8	19	0	0	10.08238692697853
2022	8	20	0	0	10.074047769297753
2022	8	21	0	0	10.075660092985188
2022	8	22	0	0	10.06268569278821
2022	8	23	0	0	10.07823525120484
2022	8	24	0	0	10.06341914597659
2022	8	25	0	0	10.072265426267654
2022	8	26	0	0	10.063839263661851
2022	8	27	0	0	10.064368619575559
2022	8	28	0	0	10.065427836007055
2022	8	29	0	0	10.055391641633088
2022	8	30	0	0	10.060361115804344
2022	8	31	0	0	10.051401208447702
2022	9	1	0	0	10.062507006502438
2022	9	2	0	0	10.05776186314745
2022	9	3	0	0	10.055794768171577
2022	9	4	0	0	10.047741318545814
2022	9	5	0	0	10.039539145385945
2022	9	6	0	0	10.033353166118575
2022	9	7	0	0	10.049019088977461
2022	9	8	0	0	10.046135543368631
2022	9	9	0	0	10.044815236058463
2022	9	10	0	0	10.03002246168749
2022	9	11	0	0	10.02741023997962
2022	9	12	0	0	10.026536953092265
2022	9	13	0	0	10.035925023713778
2022	9	14	0	0	10.02864229820864
2022	9	15	0	0	10.021209628092185
2022	9	16	0	0	10.016877957449962
2022	9	17	0	0	10.013825076405041
2022	9	18	0	0	10.01124728121318
2022	9	19	0	0	9.9981451554006
2022	9	20	0	0	10.004287505050375
2022	9	21	0	0	10.002670498244578
2022	9	22	0	0	10.012002686864077
2022	9	23	0	0	9.995064959601264
2022	9	24	0	0	9.996880070460028
2022	9	25	0	0	9.99933366502856
2022	9	26	0	0	9.994433246131303
2022	9	27	0	0	9.986132485462434
2022	9	28	0	0	9.977125136506237
2022	9	29	0	0	9.978454615063857
2022	9	30	0	0	9.972430428069542
2022	10	1	0	0	9.98102690356896
2022	10	2	0	0	9.967251605944131
2022	10	3	0	0	9.969982235580604
2022	10	4	0	0	9.956393305686744
2022	10	5	0	0	9.956862582522295
2022	10	6	0	0	9.966697883612474
2022	10	7	0	0	9.955452086824646
2022	10	8	0	0	9.948332578376135
2022	10	9	0	0	9.95571136776243
2022	10	10	0	0	9.950348336849807
2022	10	11	0	0	9.935728749322951
2022	10	12	0	0	9.937783977251328
2022	10	13	0	0	9.932124267160649
2022	10	14	0	0	9.932293458082338
2022	10	15	0	0	9.923544894433139
2022	10	16	0	0	9.91795384511264
2022	10	17	0	0	9.928744874872992
2022	10	18	0	0	9.924497933078797
2022	10	19	0	0	9.92046294447538
2022	10	20	0	0	9.919385063673039
2022	10	21	0	0	9.911294411507852
2022	10	22	0	0	9.9080504859075
2022	10	23	0	0	9.904503768709922
2022	10	24	0	0	9.8953826618353
2022	10	25	0	0	9.891722218001528
2022	10	26	0	0	9.883352716921141
2022	10	27	0	0	9.888239717651784
2022	10	28	0	0	9.878245626752975
2022	10	29	0	0	9.872845327931355
2022	10	30	0	0	9.877862411266928
2022	10	31	0	0	9.869795400894676
