[-];[-];[-];[-];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[day of year];[-];;[mm]
0.41031718;0.64010733;1.2245468;0.507018;6.5689616;1.7047968;41.556965;45.79157;13.416644;19.180323;29.404474;42.597397;18.36342;9.679039;52.543083;26.062511;17.931753;2.5712886;95.47533;61.585583;15.463046;12.110202;78.41331;16.596315;16.715738;18.472633;68.66247;90.65909;4.968447;7.9848757;40.985043;57.62471;12.625505;18.598646;65.56083;90.36353;59.56588;40.0;39.07851189665823;91;0.182002206390265;3;1350
1.2393664;0.4156877;0.7518393;0.6297045;2.6618025;3.5109777;14.002069;9.322962;2.0585907;14.103914;40.671;40.620697;13.872068;5.0993834;40.2507;16.24114;3.2165968;9.099108;12.646683;80.36893;4.702399;10.522868;73.732124;86.603;12.328227;9.488398;17.382168;13.473351;13.4600315;10.197555;33.53602;71.52593;17.758377;17.744131;99.57249;77.153275;37.487785;40.0;39.07851189665823;91;0.182002206390265;3;1350
1.3536497;0.7563307;0.28734007;0.34880617;5.808097;6.158342;69.52226;54.00427;8.618764;13.762898;41.203888;25.724031;3.8114579;17.87882;93.17229;96.8367;6.91739;2.7004309;62.88389;19.591202;7.6403747;3.3734338;94.072914;55.85291;10.454368;8.57817;19.497602;1.863226;16.82993;16.560165;2.8802886;45.330368;12.76088;2.5358362;8.856303;9.336577;2.5689514;40.0;39.07851189665823;91;0.182002206390265;3;1350
0.263538;0.22261016;1.2719373;0.7067484;1.2753125;18.976374;48.737797;77.33019;19.779902;15.921457;35.741394;34.591904;17.65636;4.759647;8.196618;46.3486;6.167;13.117166;79.910095;14.163682;19.02348;1.1963273;40.315117;76.73209;15.762582;13.421923;10.725485;99.76528;4.5792828;4.515029;19.874401;84.33061;15.205532;11.081286;32.27143;82.629;11.927121;40.0;39.07851189665823;91;0.182002206390265;3;1350
1.1803178;0.57521874;1.0902605;0.45055604;10.679125;4.741662;59.282417;41.2883;10.992695;1.0746217;51.865196;70.38816;16.05745;15.127134;81.035645;23.118595;18.532518;4.7541866;52.02932;18.532;17.589348;7.1284156;92.02152;38.74539;11.076485;4.804976;19.395725;5.687311;14.946305;2.1163726;37.59461;1.3920162;17.621298;19.236872;82.79458;13.637636;87.57326;40.0;39.07851189665823;91;0.182002206390265;3;1350
0.66114295;0.24181132;1.2802831;0.36308867;8.089966;8.278573;78.09064;45.474007;7.295225;3.6858122;93.62361;38.395996;6.832832;9.229663;76.521324;24.24373;4.378252;19.803383;96.7798;15.61553;1.235473;14.9891405;17.319998;46.737823;11.879428;11.788975;68.74268;27.802418;2.2720172;11.737964;17.548307;96.63888;14.993158;13.657196;75.45123;12.006255;81.02884;40.0;39.07851189665823;91;0.182002206390265;3;1350
1.0431758;0.46440622;1.2248201;0.78572303;13.887221;1.675039;77.84173;73.99843;4.528109;11.890435;52.75864;20.869326;11.178547;7.711328;48.421406;74.40159;15.828822;15.057434;56.372475;64.682724;19.413023;11.06601;98.701;41.729504;8.437614;14.417339;42.27373;37.644196;6.993695;12.019399;9.192388;29.392548;12.886861;6.5017705;64.260475;70.04158;30.222363;40.0;39.07851189665823;91;0.182002206390265;3;1350
0.86826265;0.21246012;1.4221237;0.9615291;12.690967;2.4855852;52.08159;2.6671977;15.252602;12.548295;82.20049;79.989746;4.6379275;3.0116167;80.402084;84.82336;2.8088937;8.001907;23.857744;26.389397;14.672827;12.918643;20.15207;7.2113323;14.653897;12.321324;87.52629;15.976059;11.318671;3.8212988;57.356354;95.6758;17.626192;5.346255;46.789455;52.14168;37.14242;40.0;39.07851189665823;91;0.182002206390265;3;1350
0.53766495;0.575279;0.7116549;0.8813218;4.189462;12.070316;88.34976;66.070854;18.675756;18.043495;78.16979;39.37841;2.837873;12.368629;4.0646043;26.822798;5.882981;15.5087595;18.984661;22.797306;11.354097;3.8982563;76.975815;41.231857;16.577547;6.751154;61.86694;36.629833;9.405512;16.887157;76.7931;41.123764;4.3840547;17.004284;57.24533;17.789328;79.45551;40.0;39.07851189665823;91;0.182002206390265;3;1350
0.37578776;0.8136127;1.3942046;0.6712812;13.80261;2.8570192;93.2612;71.01378;18.564234;11.113172;42.32753;43.161873;6.2991357;12.533878;32.343533;3.9409192;7.761695;8.962577;7.588664;99.1752;2.5148335;15.931139;43.88281;41.19124;18.730022;19.630348;55.83901;37.276073;15.142916;11.388004;78.821106;96.41231;15.96763;17.291426;18.030996;19.89483;39.346092;40.0;39.07851189665823;91;0.182002206390265;3;1350
0.3520314;0.28017604;0.954452;0.8170381;4.560604;18.084867;63.440617;97.09632;2.2372706;6.097187;24.725464;9.306191;14.796443;16.52261;91.835365;74.79077;7.3517;4.1963825;80.935555;83.22019;15.102056;12.573104;89.29071;55.223053;7.4771423;5.586152;66.75436;55.184074;10.755976;10.039409;52.44987;22.21799;2.1166384;17.630363;20.991768;52.250385;65.441605;40.0;39.07851189665823;91;0.182002206390265;3;1350
0.3343197;0.78817815;0.63114285;0.88156855;1.1131097;17.830214;4.8022337;73.26489;2.4388971;10.294848;4.135553;78.96618;1.5001141;19.6206;82.46578;13.354076;16.595411;4.2416553;37.995922;78.29213;6.8643355;4.8098555;55.258804;69.57714;12.269153;7.911011;91.64486;85.47288;14.733282;7.07567;36.072987;51.655735;9.150104;9.766622;91.01506;36.916176;83.213905;40.0;39.07851189665823;91;0.182002206390265;3;1350
1.029127;0.6673562;1.0464216;0.5975682;19.43366;12.82208;77.8206;13.957842;19.821878;6.99482;6.5126176;9.37005;9.769027;1.1100116;95.16304;55.232407;7.7649274;8.345331;4.969885;84.21128;12.907284;11.224864;61.36184;35.22963;19.84074;18.240484;61.770504;61.431465;15.95484;18.720568;10.37836;40.844456;14.990119;4.6768312;60.984276;12.789429;52.325405;40.0;39.07851189665823;91;0.182002206390265;3;1350
0.6568341;0.60368425;1.2997319;0.9248893;1.5127159;8.529454;89.299805;50.331997;19.112082;13.926903;22.68736;57.605637;11.681947;13.068134;68.036316;63.872818;15.849496;10.711732;6.0407677;86.39361;6.7010355;9.205938;88.51791;72.14046;4.272711;9.3917265;44.02056;94.66302;13.702693;9.352186;5.658586;94.2457;1.2126129;15.580826;8.15924;69.90904;47.975185;40.0;39.07851189665823;91;0.182002206390265;3;1350
0.48162347;0.6795866;0.8197297;0.5451198;7.4932323;17.868616;56.107224;41.188602;5.1694574;12.628401;87.83878;76.20982;10.597166;4.5609894;14.179532;19.27589;12.942707;18.141182;9.310961;7.0866838;5.3842077;16.274633;10.530357;56.457985;17.610447;5.1415005;83.54181;56.45867;17.293802;4.462754;49.282375;5.444522;6.462069;5.795777;30.22859;45.75933;51.971996;40.0;39.07851189665823;91;0.182002206390265;3;1350
1.0994506;0.4687177;0.49583074;0.60136306;13.112714;10.26853;70.33543;40.692223;4.7557545;4.599805;11.43671;13.369232;14.9223795;15.262949;96.0744;51.261795;2.8411314;7.718291;77.929436;75.98149;7.846652;19.661177;6.2302833;34.671883;14.689417;17.261518;87.78219;93.59603;8.302278;16.980888;85.40383;86.85739;16.430056;1.5295419;37.023502;2.99219;16.649513;40.0;39.07851189665823;91;0.182002206390265;3;1350
1.0929044;0.7682716;0.360155;0.8165137;8.037116;4.6216784;36.24838;78.72396;12.2023;8.053398;82.71561;30.967113;4.844014;14.469034;47.410473;18.869587;17.521461;16.410845;43.831085;30.446774;6.957974;11.22633;2.9190893;9.846755;11.981824;18.998693;79.044365;15.995012;10.507006;13.862735;71.08621;86.767555;10.120463;15.247704;98.808716;57.542557;56.25229;40.0;39.07851189665823;91;0.182002206390265;3;1350
0.9009188;0.8237327;0.5123025;0.37559047;8.242974;7.567515;50.708336;58.529297;7.0265446;13.858367;46.265114;98.90784;19.53534;2.0111651;99.38967;94.37504;18.892004;3.273111;6.234674;69.49883;6.1391773;6.24367;98.37757;74.19644;19.0847;11.682892;53.527824;22.541637;4.1062937;11.312872;46.292736;6.0607624;3.0351012;15.460367;48.535877;65.22317;3.2993217;40.0;39.07851189665823;91;0.182002206390265;3;1350
1.4154452;0.8225791;1.3667248;0.25075927;14.731823;7.8997216;80.012535;73.356575;14.645712;18.940613;64.91009;45.164314;10.431031;1.7567812;64.05708;81.383575;15.018871;15.683258;25.951887;59.6066;2.954632;9.825227;98.86552;52.08213;18.306885;11.481836;46.118694;92.45486;2.7059448;18.283442;5.6847024;91.15368;12.250753;18.254599;46.74562;98.57341;83.21129;40.0;39.07851189665823;91;0.182002206390265;3;1350
0.7010385;0.41556785;0.8355672;0.363854;12.440925;12.016372;87.72015;74.833885;4.909011;8.518849;15.238118;58.298573;15.414151;19.415155;79.27635;74.25138;9.392264;8.44506;15.815965;3.180544;4.4067593;14.194775;2.2418687;89.171875;19.964195;15.700334;30.83754;79.59054;10.974896;17.69943;13.354212;70.60937;9.019143;19.410368;24.78488;85.173645;17.534542;40.0;39.07851189665823;91;0.182002206390265;3;1350
1.2866218;0.72312564;0.33174366;0.4079818;10.849172;8.622921;12.40641;69.14541;16.318121;14.720375;79.607925;86.5311;18.42796;1.1951791;26.328783;87.778145;9.136109;6.879945;9.528482;86.08181;7.924263;5.7460384;86.44335;52.08829;14.027369;8.803128;25.954672;93.918335;2.825304;15.111239;64.674835;36.91851;10.777157;7.360246;24.445137;22.448944;51.2978;40.0;39.07851189665823;91;0.182002206390265;3;1350
0.29768124;0.3184766;0.54549164;0.88468;17.840017;16.547312;2.7014067;76.01927;6.365156;9.015561;9.882936;90.09475;5.7561216;6.446632;37.428432;62.222523;1.9141175;11.011526;51.82769;7.6233096;17.614073;11.266837;64.5387;63.690514;18.298933;12.118724;92.435905;6.215135;8.054638;12.014627;71.58103;25.742655;12.24493;12.615368;37.415016;72.88637;15.597716;40.0;39.07851189665823;91;0.182002206390265;3;1350
1.1617805;0.5963357;0.8246524;0.23896381;3.0541592;12.903711;37.985596;22.637493;3.6442006;8.23288;52.778103;34.755016;19.77184;15.887567;1.2175486;73.60069;11.028537;15.873138;38.738014;14.914681;5.6768;9.663212;82.92647;94.70872;13.978577;11.3821;50.646324;89.79008;19.418663;18.684526;86.54163;38.916924;4.8989396;15.331593;49.989353;13.391572;8.6349;40.0;39.07851189665823;91;0.182002206390265;3;1350
1.4849817;0.2021034;1.329226;0.9252993;9.925583;5.7903647;39.700844;10.772504;7.5012693;13.028613;11.203478;84.39579;13.362408;10.930336;77.795044;50.31601;16.926497;10.18646;52.01806;64.21276;4.5759397;18.262175;21.710516;13.43554;18.236462;1.0707408;24.921627;85.4492;15.411469;17.144989;50.25506;75.04181;4.0009966;1.2995689;70.48681;80.57696;84.87876;40.0;39.07851189665823;91;0.182002206390265;3;1350
1.3005776;0.3548694;0.41854808;0.7714624;5.5422683;8.639537;77.55971;16.964603;1.3758446;19.247515;85.65291;33.148346;6.0868015;5.560417;37.402973;17.856758;9.562561;9.086141;48.984722;38.229942;11.077294;17.662214;99.133125;88.83983;17.909588;18.87853;26.625345;25.970716;11.613757;16.731367;87.347786;19.786413;9.045274;13.033757;91.769;73.896255;68.51765;40.0;39.07851189665823;91;0.182002206390265;3;1350
0.9535641;0.7053873;0.4943407;0.20918413;1.6993492;14.741693;1.8511256;81.06638;13.253789;7.115679;59.2526;80.9739;10.729516;19.7022;7.4005985;98.032555;4.824076;16.090294;65.55927;95.998436;13.91475;4.5127306;21.390524;77.14751;12.823378;9.471806;69.63647;89.67927;17.269539;17.808023;54.910557;94.131004;11.502068;12.626793;97.82987;82.11312;78.62818;40.0;39.07851189665823;91;0.182002206390265;3;1350
1.0147959;0.8994892;0.5007177;0.65542626;19.60164;5.602679;76.63632;95.65026;2.2882643;9.432576;55.01945;79.73959;6.5620737;14.124581;8.294723;89.73361;5.6521635;15.824377;44.496483;92.88183;14.257793;2.4323602;96.85493;41.55409;11.989564;1.1011924;49.389072;70.45849;4.7583447;4.0162706;10.432393;88.4963;17.805532;11.54428;83.45435;87.862885;92.1357;40.0;39.07851189665823;91;0.182002206390265;3;1350
0.6592764;0.23922265;0.49691036;0.8118301;14.946509;2.7410429;54.096317;93.74596;3.8039727;2.0250428;27.99538;58.453426;15.396641;9.282728;31.09839;36.596333;11.281332;12.308654;42.38415;41.893963;8.148633;17.742252;43.671803;45.388752;1.1084238;13.333758;26.6554;47.99937;1.5414733;4.4510117;85.29719;92.10796;13.707609;5.838026;15.579753;79.7324;46.9672;40.0;39.07851189665823;91;0.182002206390265;3;1350
1.0833308;0.64684224;1.156949;0.6802393;5.107525;14.511759;70.08472;2.270803;16.074865;12.961037;51.592213;65.31196;16.195766;17.52488;98.30686;28.488098;5.720511;11.084007;57.66231;81.21451;1.7846496;12.308871;93.22833;51.16172;11.8477955;19.797762;36.91887;32.865883;5.1675286;16.82736;8.800478;62.36755;7.678613;1.6251998;12.237184;18.194027;61.45305;40.0;39.07851189665823;91;0.182002206390265;3;1350
1.201514;0.70942;1.0506049;0.5910347;8.646251;8.726495;51.4166;99.51208;10.6063;8.132614;3.0445232;57.38703;8.370732;16.814808;2.2890353;97.58643;18.431498;4.1432056;69.98842;91.04045;8.334359;10.113246;92.44176;39.85434;6.8895726;14.890041;41.42356;91.57615;8.660752;10.30974;49.41773;17.471167;4.5940995;12.60324;9.3647785;67.415764;14.661426;40.0;39.07851189665823;91;0.182002206390265;3;1350
1.497697;0.9459128;0.91003126;0.24405295;5.294461;3.3612947;79.28177;88.76647;12.265616;3.273932;48.60409;11.869774;14.040557;10.30111;46.839878;39.083755;11.803823;11.084064;58.117725;69.66468;9.717402;10.037031;33.452538;68.275375;1.4337611;4.043473;2.4009678;9.20394;18.581482;12.002723;61.43629;58.86426;2.5798228;17.794474;22.97847;57.44655;86.20349;40.0;32.5940251978804;91;0.214856938997406;3;1350
0.8402018;0.724115;1.2659624;0.9792505;14.012251;10.10992;44.26987;20.686096;6.344276;12.775924;22.220991;44.435684;5.011303;15.041749;74.53664;62.346546;18.963854;2.7688224;85.88806;4.650421;4.314914;12.018507;44.383644;20.849497;14.156443;4.203983;84.71477;13.637587;10.182372;2.0269194;46.772236;26.971083;1.1264589;18.108557;86.596695;52.93038;9.69387;40.0;32.5940251978804;91;0.214856938997406;3;1350
0.27969527;0.28242615;1.0369611;0.3552771;7.6584945;11.645964;35.238247;56.182774;19.47266;13.920383;89.31705;12.895708;7.0420957;6.1082664;31.552649;43.0164;17.871534;18.096554;39.69344;87.649994;17.703264;11.462427;50.819008;43.84801;17.144724;18.884514;97.63808;3.528665;5.0624924;7.2816243;15.238334;95.71924;16.364708;6.3522067;72.84025;88.175835;87.22016;40.0;32.5940251978804;91;0.214856938997406;3;1350
0.97461534;0.3173954;1.257982;0.2806661;18.477388;1.4893895;64.01539;98.47652;19.75379;3.348327;27.960125;6.3259287;13.204811;3.325608;39.943203;31.736727;8.19502;8.17036;43.825867;68.82977;5.5401354;1.0713592;88.15228;5.785196;5.001075;2.8780398;35.99559;98.948906;8.022756;4.1225276;54.514473;33.628246;16.815876;9.385258;93.923134;45.034714;12.33755;40.0;32.5940251978804;91;0.214856938997406;3;1350
0.35473138;0.7086113;0.68903685;0.7797909;4.943549;16.031282;45.00005;47.628334;7.946753;12.3901;51.616596;49.785587;5.821212;5.3095684;34.693367;38.314327;19.212835;10.160581;85.59577;48.141926;9.030793;13.304967;7.2442527;51.481655;13.215294;10.4083;91.20756;67.47049;19.477308;15.643598;44.37255;91.46552;2.9840438;9.563059;88.71037;21.821842;97.04364;40.0;32.5940251978804;91;0.214856938997406;3;1350
0.51819456;0.37249574;0.31515616;0.5222606;7.6466975;10.33871;31.039217;95.39075;15.970371;17.036318;1.3110564;27.197979;13.730553;16.998728;5.8124785;61.589077;13.712992;8.40447;10.310335;15.827328;13.208114;19.952694;28.561266;95.16989;3.8312113;17.359613;39.69787;42.911457;9.172462;5.6871223;94.27648;69.74684;5.666576;11.886365;68.90245;70.1947;63.026325;40.0;32.5940251978804;91;0.214856938997406;3;1350
0.62741387;0.94264436;0.40035224;0.8893148;18.704475;1.4854392;91.44109;54.837383;16.242144;11.28829;74.54429;35.66382;3.7853563;4.8625245;5.394884;41.098366;5.3686924;14.817841;93.22698;39.963917;12.957335;1.0478128;37.529865;51.958706;3.308395;13.697863;9.512485;21.484694;13.2646475;6.445098;76.73836;82.71214;3.6299014;14.163826;15.498163;38.35464;10.852986;40.0;32.5940251978804;91;0.214856938997406;3;1350
1.1503389;0.9365498;0.77363527;0.3729986;17.808935;17.37394;72.60409;35.09196;18.360518;16.134964;16.908333;63.073708;13.726851;1.6299973;78.41003;77.18868;16.86265;9.449032;59.726025;32.43905;19.217087;13.516164;76.8662;72.735825;2.6677992;17.2219;42.297085;32.277;18.914146;14.029485;61.829876;52.310738;14.941939;12.484775;26.559044;84.610954;17.216463;40.0;32.5940251978804;91;0.214856938997406;3;1350
0.43895057;0.9589247;1.1090716;0.5090896;6.570233;12.119878;20.490866;16.892397;17.372263;10.355354;99.8789;47.116486;6.3195753;11.3143215;81.805504;83.20508;15.579554;16.686737;43.207413;22.219534;10.203397;11.008951;59.982403;80.87412;3.2357132;11.90402;74.97804;10.633105;19.595873;19.735027;99.6494;44.458477;6.380317;10.523998;61.10658;7.8881555;76.08722;40.0;32.5940251978804;91;0.214856938997406;3;1350
0.41547883;0.43436208;0.20533949;0.96652085;10.178305;19.301796;74.27049;11.303498;9.349139;5.413742;29.989311;57.110535;9.421674;4.834838;30.421492;54.60716;7.395074;12.007916;69.35738;45.805805;6.70603;13.180553;84.399574;44.10917;11.65885;8.575504;75.481674;37.90572;8.416942;9.073942;13.794304;2.6302574;19.095913;2.2686822;17.668325;83.59436;38.466427;40.0;32.5940251978804;91;0.214856938997406;3;1350
0.25845352;0.7735599;0.23664595;0.27872282;17.790394;6.3431463;25.987286;70.96188;7.858418;3.9338493;66.878296;67.63738;11.815821;9.145871;98.442154;2.5957642;5.9609494;2.3936312;6.157382;30.584732;8.723443;1.2116933;32.156902;1.9128286;4.2951202;17.236391;53.54485;10.126379;10.075112;18.516901;4.0157895;70.61891;19.989857;13.360572;35.031635;8.830624;12.155496;40.0;32.5940251978804;91;0.214856938997406;3;1350
1.3352119;0.7304111;0.7803192;0.46037355;13.742057;8.839576;43.696056;33.4302;18.76546;5.376298;96.03451;67.26256;2.8917515;18.865608;8.630466;89.66329;7.620709;6.3477073;57.830135;59.77415;11.846364;1.4314927;64.076546;67.18574;8.657846;4.3634934;53.878292;98.48544;6.6613145;15.301721;81.87794;15.213044;16.730766;6.1916203;70.64077;61.23677;36.547394;40.0;32.5940251978804;91;0.214856938997406;3;1350
1.101557;0.22848302;1.2923862;0.40015692;13.108314;13.595819;22.524782;41.365517;8.753015;13.187919;75.87468;69.28674;12.341011;15.20411;66.738686;35.67894;7.7421956;18.198439;85.284035;75.30154;8.963567;16.622797;34.265408;83.796165;7.447736;7.204449;36.043007;26.089155;14.56139;5.5071616;80.403786;23.625286;16.881397;12.492819;97.38979;35.771416;18.313366;40.0;32.5940251978804;91;0.214856938997406;3;1350
0.25193042;0.41245207;0.24159163;0.5852821;13.550612;18.365648;12.216487;93.78365;10.882834;6.544896;35.622795;46.06575;16.896755;3.1849704;33.515114;62.23572;12.818472;2.26691;56.01743;30.524282;5.4986987;14.723586;46.773514;94.60171;7.0647535;5.4034047;92.57736;34.07422;11.334162;14.879055;48.307747;10.123158;16.304987;10.847787;67.09852;71.64859;88.43074;40.0;32.5940251978804;91;0.214856938997406;3;1350
0.23678;0.3654134;0.8951332;0.7196539;18.498642;16.032146;40.5073;20.784822;2.8261173;11.389864;92.15694;71.077576;18.924326;17.880116;46.901627;70.24954;11.009674;19.2213;40.12951;36.327026;1.0247086;11.267441;87.86265;97.210815;15.711372;9.93751;60.418633;28.072033;3.4640994;1.5809691;47.765022;91.83771;8.134344;5.481193;8.00438;33.06359;65.07686;40.0;32.5940251978804;91;0.214856938997406;3;1350
0.92627656;0.49664688;0.5965855;0.97819203;10.826303;13.217365;55.953056;37.954224;6.587084;16.270384;22.055006;27.488457;14.002943;1.5054282;37.961304;99.78017;3.6626005;17.041004;32.41403;42.411476;15.51792;5.2334776;29.35802;67.63502;13.535305;1.332323;64.263214;50.02831;2.3666146;7.904946;33.935368;17.068058;9.942883;12.134702;69.238754;52.99713;1.9873428;40.0;32.5940251978804;91;0.214856938997406;3;1350
0.5672947;0.962443;0.35170338;0.7739467;4.4538174;16.11483;30.910048;91.04695;4.095765;2.8756332;63.812878;76.589645;14.810323;7.9622016;4.916956;51.341724;19.333641;16.104185;12.587407;11.429106;7.271785;10.85413;68.13999;90.222435;15.136365;2.8176281;84.46581;99.49552;14.217878;1.2462734;15.696008;52.153614;1.5218579;5.9372163;34.58289;49.65615;3.0156624;40.0;32.5940251978804;91;0.214856938997406;3;1350
0.97574425;0.8764813;0.26762635;0.69202346;9.981751;2.8020008;8.425297;94.11891;2.564823;3.227956;74.75869;79.64272;18.71876;11.821068;85.35968;22.269285;13.664715;16.85087;51.58812;82.76125;5.1409717;3.928941;57.100258;2.8668869;2.283464;3.41141;87.855995;36.425182;19.734848;13.418192;8.925961;52.858295;4.727483;19.577738;13.949548;26.14299;37.754955;40.0;32.5940251978804;91;0.214856938997406;3;1350
0.76498544;0.43473968;1.4659462;0.9970324;14.848878;14.759405;25.714094;80.47239;8.044589;14.993605;36.33308;89.753845;18.673504;13.358307;79.786446;90.63726;7.2239366;13.498074;82.70982;82.96203;13.890335;15.3148985;34.367382;51.588707;14.898576;10.323842;84.43747;94.64621;9.576405;15.522494;94.89096;52.80572;4.128894;4.526742;10.267862;59.291935;54.023277;40.0;32.5940251978804;91;0.214856938997406;3;1350
1.4003063;0.6240252;1.2192246;0.53716743;10.350552;11.993935;25.320082;38.931377;10.793645;1.5723215;83.2958;94.40932;12.773769;18.616476;6.9695024;14.018535;9.196408;2.891343;4.5519047;23.320934;14.767436;17.101294;91.756096;26.096386;13.611192;8.344022;99.10758;29.641998;1.116337;8.386949;25.903059;30.446995;18.707945;2.6816463;3.3800213;70.9371;84.49326;40.0;32.5940251978804;91;0.214856938997406;3;1350
0.5741517;0.3538129;0.84450805;0.92090255;6.9519916;6.2107997;59.48447;13.420379;15.806773;4.93198;47.7806;52.540802;3.3363435;9.153541;67.96414;91.09947;7.756935;11.067071;36.02083;51.757706;11.158389;18.74983;14.22469;9.335834;1.4311397;6.045505;28.998037;87.15248;7.3383565;16.347248;26.819717;15.8479185;7.6720634;5.59779;77.55393;90.79635;86.11276;40.0;32.5940251978804;91;0.214856938997406;3;1350
1.082889;0.42194718;0.51889735;0.29364365;13.660269;5.532434;28.932718;79.15156;12.546893;9.208516;86.29059;53.741455;11.986689;9.14971;35.337498;34.065998;1.8988345;11.59666;79.76902;79.49016;18.215448;1.3155994;11.119003;49.060375;13.252815;9.027405;81.926025;61.6132;9.909926;15.913597;44.633778;42.157185;19.541018;1.2660989;77.60555;38.5781;66.07234;40.0;32.5940251978804;91;0.214856938997406;3;1350
0.27027062;0.2520026;1.3862913;0.4880236;9.554365;6.477131;53.84381;84.064766;16.664774;19.380852;22.241962;38.519176;7.6099243;13.27491;19.231596;67.789276;12.751359;4.7368326;28.415648;73.399055;19.836372;14.663288;68.584015;76.84064;3.846978;3.860717;14.671804;98.17681;2.5756783;5.509799;69.88095;22.239069;3.9385004;19.612251;36.327152;46.161674;53.19906;40.0;32.5940251978804;91;0.214856938997406;3;1350
1.4426187;0.7140852;0.8811192;0.88116485;19.293585;3.334582;47.563625;71.76958;5.423184;10.95577;89.6685;77.9612;19.225204;1.3710259;24.533796;48.421673;1.0349766;18.484388;20.097363;52.488644;9.726266;4.6578693;53.087433;71.686615;1.8110924;8.832047;5.605103;24.046646;11.391462;14.386802;63.965576;95.67129;3.3630726;6.376132;7.1203403;75.57106;5.611946;40.0;32.5940251978804;91;0.214856938997406;3;1350
1.4749848;0.72553664;0.40549034;0.81099063;7.6906705;6.191843;27.369421;34.401745;16.106287;3.7077613;53.773117;27.664022;15.085841;13.807452;10.138934;67.88828;3.2923222;15.578887;86.02171;45.56161;16.684046;11.3627615;12.19693;64.57151;7.169532;8.290204;29.116447;54.761955;15.229857;6.079459;41.272243;75.27394;10.998102;18.753506;52.444557;71.93393;10.129017;40.0;32.5940251978804;91;0.214856938997406;3;1350
1.160797;0.87080127;0.73291445;0.58860004;14.632252;2.3538055;74.3805;65.59017;1.9808035;12.087469;43.441597;64.3082;12.736718;8.190337;15.687534;31.333542;3.7951763;14.043558;10.798687;8.565499;17.364754;7.809204;85.24899;77.805534;16.671457;12.545364;57.825703;26.158798;19.880003;5.5409875;71.58913;89.47452;19.951138;12.879432;33.999092;33.12369;6.991104;40.0;32.5940251978804;91;0.214856938997406;3;1350
0.8047762;0.8972415;0.20847881;0.6958033;11.546368;13.78204;67.09153;70.524925;6.266536;8.151653;24.30061;56.58391;6.0520554;4.9088078;47.51693;92.91313;2.2821493;10.385683;18.05853;32.50285;1.8960774;14.372756;54.04647;33.693516;3.8427887;13.322806;15.622694;84.49726;10.8341055;12.369983;1.766392;79.38632;11.883491;11.210881;14.388312;89.903915;55.35116;40.0;32.5940251978804;91;0.214856938997406;3;1350
0.48599148;0.3280475;0.8742497;0.8874973;2.4737308;10.733605;68.34702;88.85562;9.430967;2.1054037;11.205239;28.719784;7.2960095;5.4065866;82.38281;18.029974;9.709156;19.817299;95.23694;55.56603;18.95373;14.423842;60.292725;97.412735;11.736043;3.9044433;60.27927;86.48239;9.61434;10.090568;81.97432;94.91809;17.617647;17.161661;9.521024;92.72192;49.569477;40.0;32.5940251978804;91;0.214856938997406;3;1350
1.2562712;0.79443276;0.2949401;0.35769546;9.925401;3.425939;43.924538;14.776243;19.186262;10.5742655;29.829905;26.620754;6.313246;3.0778344;54.80596;33.64131;7.3413754;4.70396;11.510028;25.8218;11.283098;18.742819;62.654873;13.251546;4.465433;14.486128;43.860462;55.59243;9.321235;12.707694;64.405205;48.152225;2.9919028;12.105688;1.6411114;34.467686;96.16003;40.0;32.5940251978804;91;0.214856938997406;3;1350
1.1572603;0.3077661;0.29633728;0.7830496;1.5541111;14.246713;32.343037;27.118671;2.7237334;13.079803;40.367813;16.920996;10.391755;7.502371;54.77865;60.589424;4.492811;11.450913;73.0982;96.205505;7.460586;17.410017;38.46442;35.722794;5.274614;4.646929;33.052788;86.88046;16.931309;9.277318;84.513954;58.221245;16.554182;11.456572;16.68322;12.323931;75.91171;40.0;32.5940251978804;91;0.214856938997406;3;1350
0.48854026;0.498972;0.73889893;0.6583265;16.006802;4.3822217;59.483356;40.966156;5.9891124;19.24839;60.313206;73.611855;9.3977165;13.478419;81.07649;62.17388;19.142847;5.904378;82.947075;8.115986;12.691482;8.535875;58.16635;13.154107;5.2640185;2.4825435;90.637436;87.21378;18.339205;18.822851;38.85964;49.938904;17.288916;4.6080523;53.55697;23.602999;70.817566;40.0;32.5940251978804;91;0.214856938997406;3;1350
