[-];[-];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year]
0.99897355;0.8352211;11.013065;12.988112;29.30172;15.076063;37.763786;34.33774;27.520424
0.99897355;0.8352211;11.013065;12.988112;29.30172;37.804058;34.145683;34.33774;27.520424
0.99897355;0.8352211;11.013065;12.988112;29.30172;37.804058;37.763786;13.391766;27.520424
0.99897355;0.8352211;11.013065;12.988112;29.30172;37.804058;37.763786;34.33774;26.906057
0.24998254;0.1318916;7.791571;18.59575;10.302012;15.076063;34.145683;13.391766;26.906057
0.5453088;0.5306215;11.710447;6.1876035;10.343184;24.791388;25.279722;87.293915;8.336329
0.6328694;0.5306215;11.710447;6.1876035;10.343184;24.791388;25.279722;87.293915;8.336329
0.5453088;0.90002275;11.710447;6.1876035;10.343184;24.791388;25.279722;87.293915;8.336329
0.5453088;0.5306215;17.886292;6.1876035;10.343184;24.791388;25.279722;87.293915;8.336329
0.5453088;0.5306215;11.710447;6.251664;10.343184;24.791388;25.279722;87.293915;8.336329
0.5453088;0.5306215;11.710447;6.1876035;24.116919;24.791388;25.279722;87.293915;8.336329
0.5453088;0.5306215;11.710447;6.1876035;10.343184;36.96262;25.279722;87.293915;8.336329
0.5453088;0.5306215;11.710447;6.1876035;10.343184;24.791388;20.186058;87.293915;8.336329
0.5453088;0.5306215;11.710447;6.1876035;10.343184;24.791388;25.279722;62.466797;8.336329
0.5453088;0.5306215;11.710447;6.1876035;10.343184;24.791388;25.279722;87.293915;13.837833
0.6328694;0.90002275;17.886292;6.251664;24.116919;36.96262;20.186058;62.466797;13.837833
0.25825274;0.6771112;5.589752;15.931098;17.133728;17.099794;48.679672;73.699745;2.3129902
0.8279574;0.6771112;5.589752;15.931098;17.133728;17.099794;48.679672;73.699745;2.3129902
0.25825274;0.6524541;5.589752;15.931098;17.133728;17.099794;48.679672;73.699745;2.3129902
0.25825274;0.6771112;12.822073;15.931098;17.133728;17.099794;48.679672;73.699745;2.3129902
0.25825274;0.6771112;5.589752;15.329719;17.133728;17.099794;48.679672;73.699745;2.3129902
0.25825274;0.6771112;5.589752;15.931098;15.963085;17.099794;48.679672;73.699745;2.3129902
0.25825274;0.6771112;5.589752;15.931098;17.133728;43.234993;48.679672;73.699745;2.3129902
0.25825274;0.6771112;5.589752;15.931098;17.133728;17.099794;40.90055;73.699745;2.3129902
0.25825274;0.6771112;5.589752;15.931098;17.133728;17.099794;48.679672;80.14385;2.3129902
0.25825274;0.6771112;5.589752;15.931098;17.133728;17.099794;48.679672;73.699745;18.86508
0.8279574;0.6524541;12.822073;15.329719;15.963085;43.234993;40.90055;80.14385;18.86508
0.70508194;0.15441285;17.19893;9.670951;23.136179;40.33711;16.244286;25.404509;22.299257
0.5013721;0.15441285;17.19893;9.670951;23.136179;40.33711;16.244286;25.404509;22.299257
0.70508194;0.5209119;17.19893;9.670951;23.136179;40.33711;16.244286;25.404509;22.299257
0.70508194;0.15441285;6.499935;9.670951;23.136179;40.33711;16.244286;25.404509;22.299257
0.70508194;0.15441285;17.19893;9.488326;23.136179;40.33711;16.244286;25.404509;22.299257
0.70508194;0.15441285;17.19893;9.670951;29.627731;40.33711;16.244286;25.404509;22.299257
0.70508194;0.15441285;17.19893;9.670951;23.136179;23.793428;16.244286;25.404509;22.299257
0.70508194;0.15441285;17.19893;9.670951;23.136179;40.33711;14.76313;25.404509;22.299257
0.70508194;0.15441285;17.19893;9.670951;23.136179;40.33711;16.244286;42.033154;22.299257
0.70508194;0.15441285;17.19893;9.670951;23.136179;40.33711;16.244286;25.404509;6.031262
0.5013721;0.5209119;6.499935;9.488326;29.627731;23.793428;14.76313;42.033154;6.031262
0.742863;0.9555423;6.6328826;4.7158666;19.98729;45.193348;35.89208;42.552387;29.233152
0.96797746;0.9555423;6.6328826;4.7158666;19.98729;45.193348;35.89208;42.552387;29.233152
0.742863;0.4791504;6.6328826;4.7158666;19.98729;45.193348;35.89208;42.552387;29.233152
0.742863;0.9555423;3.4161243;4.7158666;19.98729;45.193348;35.89208;42.552387;29.233152
0.742863;0.9555423;6.6328826;5.203937;19.98729;45.193348;35.89208;42.552387;29.233152
0.742863;0.9555423;6.6328826;4.7158666;16.376448;45.193348;35.89208;42.552387;29.233152
0.742863;0.9555423;6.6328826;4.7158666;19.98729;33.10609;35.89208;42.552387;29.233152
0.742863;0.9555423;6.6328826;4.7158666;19.98729;45.193348;30.860443;42.552387;29.233152
0.742863;0.9555423;6.6328826;4.7158666;19.98729;45.193348;35.89208;76.661255;29.233152
0.742863;0.9555423;6.6328826;4.7158666;19.98729;45.193348;35.89208;42.552387;26.019255
0.96797746;0.4791504;3.4161243;5.203937;16.376448;33.10609;30.860443;76.661255;26.019255
0.29606467;0.40947786;16.052692;12.136248;20.995243;12.249048;28.408165;78.36574;9.9030285
0.36673495;0.40947786;16.052692;12.136248;20.995243;12.249048;28.408165;78.36574;9.9030285
0.29606467;0.55446684;16.052692;12.136248;20.995243;12.249048;28.408165;78.36574;9.9030285
0.29606467;0.40947786;13.51304;12.136248;20.995243;12.249048;28.408165;78.36574;9.9030285
0.29606467;0.40947786;16.052692;19.596952;20.995243;12.249048;28.408165;78.36574;9.9030285
0.29606467;0.40947786;16.052692;12.136248;28.042501;12.249048;28.408165;78.36574;9.9030285
0.29606467;0.40947786;16.052692;12.136248;20.995243;14.854786;28.408165;78.36574;9.9030285
0.29606467;0.40947786;16.052692;12.136248;20.995243;12.249048;24.722517;78.36574;9.9030285
0.29606467;0.40947786;16.052692;12.136248;20.995243;12.249048;28.408165;21.609592;9.9030285
0.29606467;0.40947786;16.052692;12.136248;20.995243;12.249048;28.408165;78.36574;9.087505
0.36673495;0.55446684;13.51304;19.596952;28.042501;14.854786;24.722517;21.609592;9.087505
0.4530598;0.57236314;10.006482;11.0784025;26.530293;29.647635;45.55267;70.68488;0.014330512
0.16807966;0.57236314;10.006482;11.0784025;26.530293;29.647635;45.55267;70.68488;0.014330512
0.4530598;0.9997648;10.006482;11.0784025;26.530293;29.647635;45.55267;70.68488;0.014330512
0.4530598;0.57236314;17.193514;11.0784025;26.530293;29.647635;45.55267;70.68488;0.014330512
0.4530598;0.57236314;10.006482;10.657468;26.530293;29.647635;45.55267;70.68488;0.014330512
0.4530598;0.57236314;10.006482;11.0784025;12.348686;29.647635;45.55267;70.68488;0.014330512
0.4530598;0.57236314;10.006482;11.0784025;26.530293;26.119186;45.55267;70.68488;0.014330512
0.4530598;0.57236314;10.006482;11.0784025;26.530293;29.647635;44.1864;70.68488;0.014330512
0.4530598;0.57236314;10.006482;11.0784025;26.530293;29.647635;45.55267;50.690285;0.014330512
0.4530598;0.57236314;10.006482;11.0784025;26.530293;29.647635;45.55267;70.68488;18.210592
0.16807966;0.9997648;17.193514;10.657468;12.348686;26.119186;44.1864;50.690285;18.210592
0.9066456;0.2582256;12.889495;16.847382;12.577242;32.9533;18.117126;27.749657;20.381004
0.713124;0.2582256;12.889495;16.847382;12.577242;32.9533;18.117126;27.749657;20.381004
0.9066456;0.17541388;12.889495;16.847382;12.577242;32.9533;18.117126;27.749657;20.381004
0.9066456;0.2582256;10.877727;16.847382;12.577242;32.9533;18.117126;27.749657;20.381004
0.9066456;0.2582256;12.889495;14.172789;12.577242;32.9533;18.117126;27.749657;20.381004
0.9066456;0.2582256;12.889495;16.847382;23.24215;32.9533;18.117126;27.749657;20.381004
0.9066456;0.2582256;12.889495;16.847382;12.577242;46.852257;18.117126;27.749657;20.381004
0.9066456;0.2582256;12.889495;16.847382;12.577242;32.9533;10.22606;27.749657;20.381004
0.9066456;0.2582256;12.889495;16.847382;12.577242;32.9533;18.117126;94.07445;20.381004
0.9066456;0.2582256;12.889495;16.847382;12.577242;32.9533;18.117126;27.749657;1.0444994
0.713124;0.17541388;10.877727;14.172789;23.24215;46.852257;10.22606;94.07445;1.0444994
0.8309424;0.73598415;18.729523;19.397793;12.138458;43.961292;43.671246;62.13671;6.578769
0.45861593;0.73598415;18.729523;19.397793;12.138458;43.961292;43.671246;62.13671;6.578769
0.8309424;0.84122175;18.729523;19.397793;12.138458;43.961292;43.671246;62.13671;6.578769
0.8309424;0.73598415;8.097138;19.397793;12.138458;43.961292;43.671246;62.13671;6.578769
0.8309424;0.73598415;18.729523;7.278448;12.138458;43.961292;43.671246;62.13671;6.578769
0.8309424;0.73598415;18.729523;19.397793;26.157095;43.961292;43.671246;62.13671;6.578769
0.8309424;0.73598415;18.729523;19.397793;12.138458;41.769352;43.671246;62.13671;6.578769
0.8309424;0.73598415;18.729523;19.397793;12.138458;43.961292;17.42744;62.13671;6.578769
0.8309424;0.73598415;18.729523;19.397793;12.138458;43.961292;43.671246;87.691154;6.578769
0.8309424;0.73598415;18.729523;19.397793;12.138458;43.961292;43.671246;62.13671;5.089395
0.45861593;0.84122175;8.097138;7.278448;26.157095;41.769352;17.42744;87.691154;5.089395
0.37760723;0.21155576;4.0975804;8.766665;28.140907;18.438835;11.096564;13.753627;17.559011
0.87072736;0.21155576;4.0975804;8.766665;28.140907;18.438835;11.096564;13.753627;17.559011
0.37760723;0.29791495;4.0975804;8.766665;28.140907;18.438835;11.096564;13.753627;17.559011
0.37760723;0.21155576;19.836813;8.766665;28.140907;18.438835;11.096564;13.753627;17.559011
0.37760723;0.21155576;4.0975804;12.921196;28.140907;18.438835;11.096564;13.753627;17.559011
0.37760723;0.21155576;4.0975804;8.766665;19.502071;18.438835;11.096564;13.753627;17.559011
0.37760723;0.21155576;4.0975804;8.766665;28.140907;21.192606;11.096564;13.753627;17.559011
0.37760723;0.21155576;4.0975804;8.766665;28.140907;18.438835;48.155216;13.753627;17.559011
0.37760723;0.21155576;4.0975804;8.766665;28.140907;18.438835;11.096564;32.6375;17.559011
0.37760723;0.21155576;4.0975804;8.766665;28.140907;18.438835;11.096564;13.753627;21.665913
0.87072736;0.29791495;19.836813;12.921196;19.502071;21.192606;48.155216;32.6375;21.665913
0.20326144;0.78159416;15.407175;14.13166;24.306452;20.91326;32.696575;45.252754;22.650175
0.56308436;0.78159416;15.407175;14.13166;24.306452;20.91326;32.696575;45.252754;22.650175
0.20326144;0.34917176;15.407175;14.13166;24.306452;20.91326;32.696575;45.252754;22.650175
0.20326144;0.78159416;11.965621;14.13166;24.306452;20.91326;32.696575;45.252754;22.650175
0.20326144;0.78159416;15.407175;3.952077;24.306452;20.91326;32.696575;45.252754;22.650175
0.20326144;0.78159416;15.407175;14.13166;20.098234;20.91326;32.696575;45.252754;22.650175
0.20326144;0.78159416;15.407175;14.13166;24.306452;19.937931;32.696575;45.252754;22.650175
0.20326144;0.78159416;15.407175;14.13166;24.306452;20.91326;27.618488;45.252754;22.650175
0.20326144;0.78159416;15.407175;14.13166;24.306452;20.91326;32.696575;16.63028;22.650175
0.20326144;0.78159416;15.407175;14.13166;24.306452;20.91326;32.696575;45.252754;12.897821
0.56308436;0.34917176;11.965621;3.952077;20.098234;19.937931;27.618488;16.63028;12.897821
0.6493216;0.4752639;7.3462114;2.9601629;15.347917;36.640835;20.190708;98.120995;12.7431
0.31978142;0.4752639;7.3462114;2.9601629;15.347917;36.640835;20.190708;98.120995;12.7431
0.6493216;0.70641124;7.3462114;2.9601629;15.347917;36.640835;20.190708;98.120995;12.7431
0.6493216;0.4752639;5.100825;2.9601629;15.347917;36.640835;20.190708;98.120995;12.7431
0.6493216;0.4752639;7.3462114;16.217133;15.347917;36.640835;20.190708;98.120995;12.7431
0.6493216;0.4752639;7.3462114;2.9601629;14.232816;36.640835;20.190708;98.120995;12.7431
0.6493216;0.4752639;7.3462114;2.9601629;15.347917;38.033062;20.190708;98.120995;12.7431
0.6493216;0.4752639;7.3462114;2.9601629;15.347917;36.640835;36.793667;98.120995;12.7431
0.6493216;0.4752639;7.3462114;2.9601629;15.347917;36.640835;20.190708;60.01648;12.7431
0.6493216;0.4752639;7.3462114;2.9601629;15.347917;36.640835;20.190708;98.120995;29.708698
0.31978142;0.70641124;5.100825;16.217133;14.232816;38.033062;36.793667;60.01648;29.708698
0.65634763;0.979932;14.940677;12.325208;13.833912;40.82021;26.837229;88.86809;1.3150415
0.5916528;0.979932;14.940677;12.325208;13.833912;40.82021;26.837229;88.86809;1.3150415
0.65634763;0.3852046;14.940677;12.325208;13.833912;40.82021;26.837229;88.86809;1.3150415
0.65634763;0.979932;12.356556;12.325208;13.833912;40.82021;26.837229;88.86809;1.3150415
0.65634763;0.979932;14.940677;10.549744;13.833912;40.82021;26.837229;88.86809;1.3150415
0.65634763;0.979932;14.940677;12.325208;19.686806;40.82021;26.837229;88.86809;1.3150415
0.65634763;0.979932;14.940677;12.325208;13.833912;16.583488;26.837229;88.86809;1.3150415
0.65634763;0.979932;14.940677;12.325208;13.833912;40.82021;47.5955;88.86809;1.3150415
0.65634763;0.979932;14.940677;12.325208;13.833912;40.82021;26.837229;48.161903;1.3150415
0.65634763;0.979932;14.940677;12.325208;13.833912;40.82021;26.837229;88.86809;22.74228
0.5916528;0.3852046;12.356556;10.549744;19.686806;16.583488;47.5955;48.161903;22.74228
0.20943561;0.38508815;7.9542327;4.9028172;25.19336;16.62585;39.331345;54.544712;19.547176
0.29294965;0.38508815;7.9542327;4.9028172;25.19336;16.62585;39.331345;54.544712;19.547176
0.20943561;0.7592115;7.9542327;4.9028172;25.19336;16.62585;39.331345;54.544712;19.547176
0.20943561;0.38508815;6.6239514;4.9028172;25.19336;16.62585;39.331345;54.544712;19.547176
0.20943561;0.38508815;7.9542327;14.007078;25.19336;16.62585;39.331345;54.544712;19.547176
0.20943561;0.38508815;7.9542327;4.9028172;25.982143;16.62585;39.331345;54.544712;19.547176
0.20943561;0.38508815;7.9542327;4.9028172;25.19336;36.06534;39.331345;54.544712;19.547176
0.20943561;0.38508815;7.9542327;4.9028172;25.19336;16.62585;16.741276;54.544712;19.547176
0.20943561;0.38508815;7.9542327;4.9028172;25.19336;16.62585;39.331345;94.40282;19.547176
0.20943561;0.38508815;7.9542327;4.9028172;25.19336;16.62585;39.331345;54.544712;9.564227
0.29294965;0.7592115;6.6239514;14.007078;25.982143;36.06534;16.741276;94.40282;9.564227
0.36907077;0.60378397;18.104942;16.901888;22.29091;24.022036;17.186863;15.75608;28.397495
0.488041;0.60378397;18.104942;16.901888;22.29091;24.022036;17.186863;15.75608;28.397495
0.36907077;0.7931521;18.104942;16.901888;22.29091;24.022036;17.186863;15.75608;28.397495
0.36907077;0.60378397;7.6762958;16.901888;22.29091;24.022036;17.186863;15.75608;28.397495
0.36907077;0.60378397;18.104942;5.0364046;22.29091;24.022036;17.186863;15.75608;28.397495
0.36907077;0.60378397;18.104942;16.901888;14.09784;24.022036;17.186863;15.75608;28.397495
0.36907077;0.60378397;18.104942;16.901888;22.29091;44.830807;17.186863;15.75608;28.397495
0.36907077;0.60378397;18.104942;16.901888;22.29091;24.022036;37.475143;15.75608;28.397495
0.36907077;0.60378397;18.104942;16.901888;22.29091;24.022036;17.186863;67.18982;28.397495
0.36907077;0.60378397;18.104942;16.901888;22.29091;24.022036;17.186863;15.75608;15.872983
0.488041;0.7931521;7.6762958;5.0364046;14.09784;44.830807;37.475143;67.18982;15.872983
0.8227634;0.22680475;4.581701;11.1263685;18.611362;38.577682;49.61216;60.184124;11.209231
0.8430527;0.22680475;4.581701;11.1263685;18.611362;38.577682;49.61216;60.184124;11.209231
0.8227634;0.26771212;4.581701;11.1263685;18.611362;38.577682;49.61216;60.184124;11.209231
0.8227634;0.22680475;18.343594;11.1263685;18.611362;38.577682;49.61216;60.184124;11.209231
0.8227634;0.22680475;4.581701;19.491045;18.611362;38.577682;49.61216;60.184124;11.209231
0.8227634;0.22680475;4.581701;11.1263685;20.242994;38.577682;49.61216;60.184124;11.209231
0.8227634;0.22680475;4.581701;11.1263685;18.611362;22.828281;49.61216;60.184124;11.209231
0.8227634;0.22680475;4.581701;11.1263685;18.611362;38.577682;28.193264;60.184124;11.209231
0.8227634;0.22680475;4.581701;11.1263685;18.611362;38.577682;49.61216;31.869295;11.209231
0.8227634;0.22680475;4.581701;11.1263685;18.611362;38.577682;49.61216;60.184124;2.460516
0.8430527;0.26771212;18.343594;19.491045;20.242994;22.828281;28.193264;31.869295;2.460516
0.912298;0.76784444;9.396325;8.575569;16.688194;49.585693;13.912014;24.258678;23.722918
0.19575594;0.76784444;9.396325;8.575569;16.688194;49.585693;13.912014;24.258678;23.722918
0.912298;0.91585904;9.396325;8.575569;16.688194;49.585693;13.912014;24.258678;23.722918
0.912298;0.76784444;16.490698;8.575569;16.688194;49.585693;13.912014;24.258678;23.722918
0.912298;0.76784444;9.396325;4.117521;16.688194;49.585693;13.912014;24.258678;23.722918
0.912298;0.76784444;9.396325;8.575569;27.865124;49.585693;13.912014;24.258678;23.722918
0.912298;0.76784444;9.396325;8.575569;16.688194;27.901308;13.912014;24.258678;23.722918
0.912298;0.76784444;9.396325;8.575569;16.688194;49.585693;24.153229;24.258678;23.722918
0.912298;0.76784444;9.396325;8.575569;16.688194;49.585693;13.912014;14.896304;23.722918
0.912298;0.76784444;9.396325;8.575569;16.688194;49.585693;13.912014;24.258678;6.5017776
0.19575594;0.91585904;16.490698;4.117521;27.865124;27.901308;24.153229;14.896304;6.5017776
0.45884913;0.17969547;13.3581295;19.212978;23.04216;12.813216;41.47649;74.13732;12.1409025
0.68369716;0.17969547;13.3581295;19.212978;23.04216;12.813216;41.47649;74.13732;12.1409025
0.45884913;0.10896314;13.3581295;19.212978;23.04216;12.813216;41.47649;74.13732;12.1409025
0.45884913;0.17969547;9.119606;19.212978;23.04216;12.813216;41.47649;74.13732;12.1409025
0.45884913;0.17969547;13.3581295;16.325123;23.04216;12.813216;41.47649;74.13732;12.1409025
0.45884913;0.17969547;13.3581295;19.212978;16.54404;12.813216;41.47649;74.13732;12.1409025
0.45884913;0.17969547;13.3581295;19.212978;23.04216;49.747658;41.47649;74.13732;12.1409025
0.45884913;0.17969547;13.3581295;19.212978;23.04216;12.813216;30.183243;74.13732;12.1409025
0.45884913;0.17969547;13.3581295;19.212978;23.04216;12.813216;41.47649;61.137966;12.1409025
0.45884913;0.17969547;13.3581295;19.212978;23.04216;12.813216;41.47649;74.13732;19.331938
0.68369716;0.10896314;9.119606;16.325123;16.54404;49.747658;30.183243;61.137966;19.331938
0.28890142;0.8064233;6.146626;2.9077928;29.520203;25.29012;24.876463;86.11923;5.978401
0.9948075;0.8064233;6.146626;2.9077928;29.520203;25.29012;24.876463;86.11923;5.978401
0.28890142;0.536476;6.146626;2.9077928;29.520203;25.29012;24.876463;86.11923;5.978401
0.28890142;0.8064233;4.0890336;2.9077928;29.520203;25.29012;24.876463;86.11923;5.978401
0.28890142;0.8064233;6.146626;7.384088;29.520203;25.29012;24.876463;86.11923;5.978401
0.28890142;0.8064233;6.146626;2.9077928;23.369757;25.29012;24.876463;86.11923;5.978401
0.28890142;0.8064233;6.146626;2.9077928;29.520203;30.991919;24.876463;86.11923;5.978401
0.28890142;0.8064233;6.146626;2.9077928;29.520203;25.29012;10.917724;86.11923;5.978401
0.28890142;0.8064233;6.146626;2.9077928;29.520203;25.29012;24.876463;78.83706;5.978401
0.28890142;0.8064233;6.146626;2.9077928;29.520203;25.29012;24.876463;86.11923;13.370853
0.9948075;0.536476;4.0890336;7.384088;23.369757;30.991919;10.917724;78.83706;13.370853
0.73506844;0.45043474;16.679409;14.081558;10.835154;32.267635;32.39257;34.7492;18.626263
0.3381681;0.45043474;16.679409;14.081558;10.835154;32.267635;32.39257;34.7492;18.626263
0.73506844;0.6299059;16.679409;14.081558;10.835154;32.267635;32.39257;34.7492;18.626263
0.73506844;0.45043474;15.301067;14.081558;10.835154;32.267635;32.39257;34.7492;18.626263
0.73506844;0.45043474;16.679409;13.088996;10.835154;32.267635;32.39257;34.7492;18.626263
0.73506844;0.45043474;16.679409;14.081558;12.211294;32.267635;32.39257;34.7492;18.626263
0.73506844;0.45043474;16.679409;14.081558;10.835154;11.666396;32.39257;34.7492;18.626263
0.73506844;0.45043474;16.679409;14.081558;10.835154;32.267635;44.75038;34.7492;18.626263
0.73506844;0.45043474;16.679409;14.081558;10.835154;32.267635;32.39257;43.51583;18.626263
0.73506844;0.45043474;16.679409;14.081558;10.835154;32.267635;32.39257;34.7492;26.435411
0.3381681;0.6299059;15.301067;13.088996;12.211294;11.666396;44.75038;43.51583;26.435411
0.71308047;0.66092634;4.9694457;17.942629;27.285875;37.123913;12.039056;27.274654;25.523075
0.80117375;0.66092634;4.9694457;17.942629;27.285875;37.123913;12.039056;27.274654;25.523075
0.71308047;0.5881732;4.9694457;17.942629;27.285875;37.123913;12.039056;27.274654;25.523075
0.71308047;0.66092634;12.114976;17.942629;27.285875;37.123913;12.039056;27.274654;25.523075
0.71308047;0.66092634;4.9694457;17.49268;27.285875;37.123913;12.039056;27.274654;25.523075
0.71308047;0.66092634;4.9694457;17.942629;24.291853;37.123913;12.039056;27.274654;25.523075
0.71308047;0.66092634;4.9694457;17.942629;27.285875;40.16364;12.039056;27.274654;25.523075
0.71308047;0.66092634;4.9694457;17.942629;27.285875;37.123913;20.877188;27.274654;25.523075
0.71308047;0.66092634;4.9694457;17.942629;27.285875;37.123913;12.039056;75.33236;25.523075
0.71308047;0.66092634;4.9694457;17.942629;27.285875;37.123913;12.039056;27.274654;1.511353
0.80117375;0.5881732;12.114976;17.49268;24.291853;40.16364;20.877188;75.33236;1.511353
0.26693746;0.2856778;17.687325;7.796656;13.606327;20.439335;44.603687;71.79055;13.620171
0.5299338;0.2856778;17.687325;7.796656;13.606327;20.439335;44.603687;71.79055;13.620171
0.26693746;0.43846175;17.687325;7.796656;13.606327;20.439335;44.603687;71.79055;13.620171
0.26693746;0.2856778;4.746096;7.796656;13.606327;20.439335;44.603687;71.79055;13.620171
0.26693746;0.2856778;17.687325;2.9632452;13.606327;20.439335;44.603687;71.79055;13.620171
0.26693746;0.2856778;17.687325;7.796656;10.117332;20.439335;44.603687;71.79055;13.620171
0.26693746;0.2856778;17.687325;7.796656;13.606327;22.186916;44.603687;71.79055;13.620171
0.26693746;0.2856778;17.687325;7.796656;13.606327;20.439335;34.710503;71.79055;13.620171
0.26693746;0.2856778;17.687325;7.796656;13.606327;20.439335;44.603687;23.114195;13.620171
0.26693746;0.2856778;17.687325;7.796656;13.606327;20.439335;44.603687;71.79055;18.68111
0.5299338;0.43846175;4.746096;2.9632452;10.117332;22.186916;34.710503;23.114195;18.68111
0.53887606;0.9245749;10.5422945;15.415658;18.828878;17.669502;21.74813;77.908615;3.8266895
0.22228736;0.9245749;10.5422945;15.415658;18.828878;17.669502;21.74813;77.908615;3.8266895
0.53887606;0.20873134;10.5422945;15.415658;18.828878;17.669502;21.74813;77.908615;3.8266895
0.53887606;0.9245749;8.460216;15.415658;18.828878;17.669502;21.74813;77.908615;3.8266895
0.53887606;0.9245749;10.5422945;12.038615;18.828878;17.669502;21.74813;77.908615;3.8266895
0.53887606;0.9245749;10.5422945;15.415658;29.48303;17.669502;21.74813;77.908615;3.8266895
0.53887606;0.9245749;10.5422945;15.415658;18.828878;18.401304;21.74813;77.908615;3.8266895
0.53887606;0.9245749;10.5422945;15.415658;18.828878;17.669502;14.193153;77.908615;3.8266895
0.53887606;0.9245749;10.5422945;15.415658;18.828878;17.669502;21.74813;52.17298;3.8266895
0.53887606;0.9245749;10.5422945;15.415658;18.828878;17.669502;21.74813;77.908615;8.616862
0.22228736;0.20873134;8.460216;12.038615;29.48303;18.401304;14.193153;52.17298;8.616862
0.9922391;0.33146107;12.314196;3.622822;20.188326;44.7349;34.264088;43.673172;16.561064
0.6623289;0.33146107;12.314196;3.622822;20.188326;44.7349;34.264088;43.673172;16.561064
0.9922391;0.9593534;12.314196;3.622822;20.188326;44.7349;34.264088;43.673172;16.561064
0.9922391;0.33146107;19.678583;3.622822;20.188326;44.7349;34.264088;43.673172;16.561064
0.9922391;0.33146107;12.314196;8.386875;20.188326;44.7349;34.264088;43.673172;16.561064
0.9922391;0.33146107;12.314196;3.622822;16.098038;44.7349;34.264088;43.673172;16.561064
0.9922391;0.33146107;12.314196;3.622822;20.188326;38.94021;34.264088;43.673172;16.561064
0.9922391;0.33146107;12.314196;3.622822;20.188326;44.7349;40.22373;43.673172;16.561064
0.9922391;0.33146107;12.314196;3.622822;20.188326;44.7349;34.264088;92.767624;16.561064
0.9922391;0.33146107;12.314196;3.622822;20.188326;44.7349;34.264088;43.673172;25.55227
0.6623289;0.9593534;19.678583;8.386875;16.098038;38.94021;40.22373;92.767624;25.55227
0.85697716;0.8600502;19.248245;6.242043;24.515167;33.428474;29.965607;97.87983;2.8835738
0.40789554;0.8600502;19.248245;6.242043;24.515167;33.428474;29.965607;97.87983;2.8835738
0.85697716;0.2822264;19.248245;6.242043;24.515167;33.428474;29.965607;97.87983;2.8835738
0.85697716;0.8600502;16.72763;6.242043;24.515167;33.428474;29.965607;97.87983;2.8835738
0.85697716;0.8600502;19.248245;15.162155;24.515167;33.428474;29.965607;97.87983;2.8835738
0.85697716;0.8600502;19.248245;6.242043;13.2611885;33.428474;29.965607;97.87983;2.8835738
0.85697716;0.8600502;19.248245;6.242043;24.515167;34.023422;29.965607;97.87983;2.8835738
0.85697716;0.8600502;19.248245;6.242043;24.515167;33.428474;47.43527;97.87983;2.8835738
0.85697716;0.8600502;19.248245;6.242043;24.515167;33.428474;29.965607;86.18516;2.8835738
0.85697716;0.8600502;19.248245;6.242043;24.515167;33.428474;29.965607;97.87983;29.245384
0.40789554;0.2822264;16.72763;15.162155;13.2611885;34.023422;47.43527;86.18516;29.245384
0.4034184;0.50579244;3.5393715;13.03628;15.830116;29.165749;37.45957;46.246166;21.261732
0.92506635;0.50579244;3.5393715;13.03628;15.830116;29.165749;37.45957;46.246166;21.261732
0.4034184;0.8638926;3.5393715;13.03628;15.830116;29.165749;37.45957;46.246166;21.261732
0.4034184;0.50579244;11.001509;13.03628;15.830116;29.165749;37.45957;46.246166;21.261732
0.4034184;0.50579244;3.5393715;9.382454;15.830116;29.165749;37.45957;46.246166;21.261732
0.4034184;0.50579244;3.5393715;13.03628;22.407742;29.165749;37.45957;46.246166;21.261732
0.4034184;0.50579244;3.5393715;13.03628;15.830116;13.328192;37.45957;46.246166;21.261732
0.4034184;0.50579244;3.5393715;13.03628;15.830116;29.165749;18.15273;46.246166;21.261732
0.4034184;0.50579244;3.5393715;13.03628;15.830116;29.165749;37.45957;33.96762;21.261732
0.4034184;0.50579244;3.5393715;13.03628;15.830116;29.165749;37.45957;46.246166;12.4235325
0.92506635;0.8638926;11.001509;9.382454;22.407742;13.328192;18.15273;33.96762;12.4235325
0.12076039;0.7089716;13.760828;9.86011;11.68316;11.476634;19.059637;13.497324;26.477406
0.7264008;0.7089716;13.760828;9.86011;11.68316;11.476634;19.059637;13.497324;26.477406
0.12076039;0.6902327;13.760828;9.86011;11.68316;11.476634;19.059637;13.497324;26.477406
0.12076039;0.7089716;3.3006825;9.86011;11.68316;11.476634;19.059637;13.497324;26.477406
0.12076039;0.7089716;13.760828;18.487991;11.68316;11.476634;19.059637;13.497324;26.477406
0.12076039;0.7089716;13.760828;9.86011;17.983465;11.476634;19.059637;13.497324;26.477406
0.12076039;0.7089716;13.760828;9.86011;11.68316;27.104074;19.059637;13.497324;26.477406
0.12076039;0.7089716;13.760828;9.86011;11.68316;11.476634;37.63599;13.497324;26.477406
0.12076039;0.7089716;13.760828;9.86011;11.68316;11.476634;19.059637;17.938536;26.477406
0.12076039;0.7089716;13.760828;9.86011;11.68316;11.476634;19.059637;13.497324;22.14011
0.7264008;0.6902327;3.3006825;18.487991;17.983465;27.104074;37.63599;17.938536;22.14011
0.56747675;0.122552454;8.963753;16.117983;28.037125;45.963932;46.48509;63.112255;8.908746
