-;-;-;-;kg N/ha/a;kg N/ha/a;-;-;kg N/ha/a;kg N/ha/a;-;-;-;-;-;-;-;-
0.6435192;0.33084056;1.1249927;8.260176;4.5282393;73.10747;16.821432;1.5838253;84.434906;20.394848;9.416824;81.02212;0.1494095;1.5764322;1.0080091;1.4926739;1.4293256;1.7852658
0.45657244;0.6412862;2.0755064;8.508111;75.94925;52.786423;16.133112;13.479076;45.586063;86.47253;46.172363;4.0172544;0.3533508;0.89619315;1.8724201;0.35706738;1.0544357;0.88673985
0.47658464;0.591522;13.0201025;14.032883;12.757599;60.412518;2.116094;1.0869191;17.091036;93.78517;98.66224;92.24509;0.1445211;0.53570276;1.7848015;1.2485514;1.1008185;2.908079
0.50287426;0.8800143;13.8807;1.960216;8.829491;85.21317;13.645158;18.81494;65.94002;42.1541;72.92501;66.441956;0.47208557;1.5982074;1.5767103;1.339653;1.8065872;2.4909115
0.2757118;0.7834251;8.633723;3.6395147;92.14582;45.674747;18.039213;10.7421255;91.58084;28.964573;49.09311;91.91974;0.16480835;1.5892401;1.5418946;2.591095;1.3328676;1.8730499
0.3328501;0.90091157;5.6128273;14.8400755;92.38;87.60745;18.786253;17.673056;9.962546;80.15198;9.030638;48.088017;0.38988233;1.501753;1.8392557;2.785268;1.44319;4.503066
0.778491;0.78776234;14.603365;5.599624;74.37291;52.7965;15.574602;13.687486;18.98228;97.886154;48.09327;83.502014;0.42238423;1.9229853;1.1027235;1.7590977;1.6006769;3.9786294
0.5112774;0.71374;6.7790623;4.3265023;89.13033;40.78434;6.89238;18.826532;23.620934;15.512918;18.147596;90.961975;0.24893977;1.7129399;1.3909209;2.7590435;1.0019155;0.5904548
0.37163118;0.6001417;2.4062202;2.6920018;2.6540396;26.844332;17.31055;11.294195;14.933006;34.439564;49.549095;15.405239;0.47378278;0.5977283;1.9488655;0.53990096;1.857599;3.7924838
0.6501379;0.9900426;8.7826;5.272235;51.656174;73.30077;1.48577;7.1839194;56.72538;77.1834;17.240942;1.255259;0.26769766;0.9396107;1.3317732;1.9845421;1.5427507;3.6288707
0.8044316;0.9673319;11.243633;5.7589474;87.29218;62.572075;15.6473;2.5269115;8.570088;1.5245184;4.032542;34.638668;0.22344767;0.68739206;1.9199666;1.5245478;1.4145421;3.8397942
0.40593788;0.8790824;19.346947;7.4820647;89.38478;81.01051;10.224366;5.8194404;98.47421;38.510815;94.92397;28.058971;0.38566175;1.7312188;1.3352069;1.3575886;1.0384386;4.0976067
0.8614319;0.8202554;12.252213;18.828262;37.335655;55.12367;17.719687;18.205269;17.715435;13.178193;73.502304;4.0219803;0.2379794;1.9560206;1.7981306;1.0024678;1.786709;0.49687028
0.9420039;0.6620476;4.9580827;13.247751;33.13636;86.81745;10.533311;19.683966;5.925735;81.657036;90.1292;97.01733;0.3943679;1.775182;1.920387;2.3494759;1.1380624;4.9926577
0.67791563;0.4078027;16.811678;14.172958;70.29786;29.45702;9.032956;1.7009884;34.077095;26.605124;26.260801;72.380714;0.19433616;1.0202804;1.057344;0.13846709;1.8390945;4.5465136
0.73515815;0.9003512;6.538158;3.5222194;6.956706;73.319954;17.047472;5.8780856;48.13526;62.259285;52.56785;19.55445;0.19533782;0.88327897;1.4211241;1.0844265;1.4556515;1.2096187
0.2420608;0.20865291;19.226286;4.660667;78.27149;39.938942;7.256999;4.8583145;82.6831;57.883625;42.957317;98.11;0.24363254;1.8252813;1.0594032;0.63411224;1.1659073;1.6135834
0.9564159;0.381952;7.180933;18.07475;25.718542;12.277738;10.267519;10.792739;62.058945;92.97361;30.599161;22.66028;0.36878374;0.43474856;1.2728522;0.80442023;1.0878338;1.6392174
0.5139878;0.52298594;18.280842;13.051873;52.635677;53.303017;17.029812;9.715845;98.367386;8.73703;52.604767;82.69755;0.47040597;1.2468705;1.9239067;0.13441001;1.3601793;3.364983
0.9391203;0.6689257;17.700125;16.38337;20.062511;23.901897;1.2460026;19.64829;40.590736;48.602093;97.91755;30.419575;0.40736672;1.69361;1.698028;2.0444214;1.5116858;3.4743571
0.663182;0.64870346;17.415863;7.79179;73.70143;7.1122684;7.648928;7.7248015;10.270141;89.59066;38.88326;45.844505;0.24168245;1.0302589;1.5635408;0.44387898;1.9473312;0.45840248
0.20369504;0.34065267;1.7483203;11.96693;95.690475;36.95797;16.822882;12.263567;91.181076;53.39926;28.991983;43.11556;0.27050978;1.7396826;1.5164818;0.25051093;1.1829838;1.208264
0.2308336;0.28383857;17.14753;10.5419445;54.54253;97.77635;17.71142;16.116467;57.84423;96.11568;4.318493;46.874355;0.30502048;0.41510183;1.6330522;1.086202;1.2679623;3.5762358
0.74433506;0.37786314;14.704702;4.902828;95.120964;89.51611;4.0416403;1.2865698;51.580948;24.870195;4.1951337;53.90764;0.12900503;0.10513797;1.8596596;0.5925938;1.2526497;1.9183123
0.6501344;0.47896704;7.3516674;16.67062;40.80486;98.00031;9.447234;16.018368;45.645283;48.51567;50.496353;3.5378535;0.2986928;1.832656;1.834092;2.0603454;1.2056758;2.2171264
0.22122595;0.21124294;10.311871;7.3413687;29.35375;3.8287885;7.532542;14.163701;19.588419;80.50478;61.51193;95.90116;0.28871483;1.6401988;1.958726;2.0160444;1.0207804;2.7132354
0.794768;0.75396466;13.158386;9.870862;84.02243;16.133001;19.541842;18.270298;37.416706;45.246086;82.37892;56.527122;0.339782;1.7186402;1.1682558;1.6507785;1.8512675;0.15313354
0.88171625;0.39818195;18.927202;3.5268688;4.7552505;24.274904;11.721477;19.314949;33.229576;25.799938;34.09314;49.31632;0.43336627;0.15196858;1.0837749;2.8418372;1.3900625;2.2104778
0.597134;0.48112354;15.821606;13.1287775;28.836363;73.93797;8.587961;11.764708;36.357655;11.914009;66.413414;20.931244;0.47099286;1.6157944;1.78365;2.4499366;1.3608539;4.1733513
0.57260597;0.46792135;9.141514;16.031574;69.35849;97.83331;17.571976;14.946759;28.314468;84.9294;1.5168164;28.028107;0.4544975;1.6520076;1.9806234;1.7297487;1.6800305;3.448723
0.20437849;0.6094638;13.262994;8.797378;19.70226;41.231674;14.457135;19.747744;50.553093;15.0657215;5.706056;96.49604;0.31806153;0.6270821;1.0690346;2.7095733;1.3282578;2.776726
0.8293198;0.8878398;4.5315466;19.584509;89.15486;58.774982;14.541294;17.024235;75.33313;14.254982;83.063515;7.850282;0.47713354;1.730433;1.3469464;0.9083187;1.816644;1.1767648
0.46457285;0.31951195;9.054906;5.8940954;48.735603;9.755993;12.625298;12.053136;96.046196;39.295433;18.886814;77.58329;0.4928528;1.4709241;1.2680229;1.4076291;1.2623197;4.388677
0.9030109;0.47258168;16.034725;17.588531;25.34442;63.292416;8.922892;3.7871428;12.632347;93.00205;74.434944;97.65891;0.1430191;0.12079866;1.161559;1.5677862;1.4455168;1.3413029
0.49844846;0.75362307;12.525205;14.7030945;37.75424;90.100105;2.8730016;8.054458;87.82698;58.240288;82.02804;58.07222;0.15367056;1.9577686;1.2458811;0.52976817;1.2192044;4.2830396
0.65206236;0.23538513;15.881734;18.617971;29.090984;66.264534;13.047151;17.657755;35.11172;36.97665;97.14161;62.2085;0.3432811;1.7319517;1.0960226;2.6026843;1.8652861;0.2146079
0.41627344;0.8639829;10.686518;15.072316;70.39099;65.679375;8.8785305;2.5829744;52.349594;91.88738;20.546886;56.27248;0.4193213;0.9657003;1.7734467;0.5711512;1.7446158;2.1588624
0.32847065;0.9694601;8.222725;10.402193;11.880575;49.260086;9.598387;17.8508;12.456112;28.990921;83.39672;46.079983;0.34524098;1.3662784;1.9509797;1.2627648;1.5860509;1.2286891
0.8199263;0.6861098;15.108267;8.855939;85.51365;45.547695;18.555378;12.98643;14.584376;3.5280435;24.268793;39.980083;0.29528964;1.1947433;1.0603029;2.2251608;1.5421718;1.8073777
0.5972724;0.9652067;2.7813423;16.75859;15.733154;37.612473;14.69999;16.384396;81.72431;36.467716;19.277496;34.76969;0.34967998;1.9685116;1.7516444;0.6651781;1.3338645;1.2175317
0.6291903;0.53044945;19.59353;16.966906;28.96425;82.19961;15.852336;8.641003;51.86458;63.37797;62.559254;1.6333456;0.22089899;0.23222181;1.6002283;0.95200104;1.6485212;0.619297
0.9723328;0.5320254;19.019102;12.189175;63.043774;64.82738;15.443728;6.8275476;24.893665;89.39679;15.509011;12.170495;0.38025424;0.8753125;1.4106197;1.4768124;1.3134965;1.8351688
0.97086394;0.28499913;17.727003;14.340363;36.066456;30.662502;9.21799;19.421736;92.41544;62.688553;67.73357;78.81727;0.4713846;0.9916843;1.3402792;2.753951;1.138283;4.347925
0.8845137;0.22835755;17.801285;9.794293;51.495293;52.27019;11.619776;12.202646;86.40101;58.89326;78.53116;78.653915;0.47130683;0.36578664;1.6956773;0.11914226;1.3017164;4.5878634
0.35008743;0.39560345;10.710066;5.149055;57.341328;12.454637;11.327915;14.022134;38.49257;72.34424;87.31642;22.596222;0.4266817;0.70880544;1.05595;0.3880426;1.4944618;1.9155552
0.67541814;0.5825029;10.460969;1.9496291;26.643162;5.5306444;5.5754404;18.616844;21.014675;21.67329;12.816765;67.21889;0.33906543;1.8256086;1.0654926;2.696693;1.2257199;3.3211184
0.9025179;0.6061459;16.581562;13.420403;53.925575;14.490242;13.021428;10.020184;36.129253;88.91416;11.598827;80.47051;0.25234523;1.2022716;1.717266;1.0323317;1.8088819;2.3936727
0.49957114;0.3740603;6.3818736;13.715048;93.99703;86.88885;8.118157;2.5609617;69.599846;59.372284;56.097614;30.227972;0.3024036;1.901326;1.7253399;2.7394917;1.553045;0.93619287
0.28088492;0.69024456;17.148361;13.640008;1.2451121;26.465088;2.030338;5.7188687;33.338184;53.57158;67.22276;85.091225;0.20763919;0.14326242;1.1670061;1.1278242;1.724385;1.2781167
0.8487703;0.3449647;4.816724;11.685741;60.02661;96.34616;19.43276;12.843608;48.06999;64.40841;74.47854;21.081516;0.3262276;0.8797765;1.3863407;1.0409758;1.7111435;4.414498
0.58541083;0.4609689;17.703037;7.505616;32.7004;34.49059;8.906462;15.496466;94.991974;10.558083;14.320263;51.878925;0.4698265;1.8995043;1.7856687;1.8888681;1.2586377;1.4452529
0.6515142;0.35656762;11.28062;5.598696;86.343475;41.560806;7.647978;10.614437;94.31322;63.469578;69.87934;19.006077;0.33572683;0.33098975;1.0498811;0.12359055;1.5603905;3.1578603
0.98571545;0.7573309;17.02101;2.2483916;10.562611;81.39244;12.919711;13.1876335;45.91283;12.798215;56.440117;8.680921;0.3018435;0.6364501;1.4258844;1.4216502;1.8867658;1.3961949
0.68576914;0.613258;10.369713;3.812166;7.0018225;23.170452;9.617976;13.949431;90.05834;50.58276;24.871086;2.9861636;0.30363905;0.31804347;1.5037912;0.36936927;1.0271124;4.5746236
0.5399835;0.7888809;12.560211;12.937666;41.084732;91.03093;19.569592;1.7935523;39.178154;82.446205;25.5795;24.678204;0.11796624;0.21594954;1.6791834;0.18404143;1.1946139;4.06455
0.4959875;0.24579854;18.608936;15.593355;67.700485;65.68989;1.9514294;10.034503;48.70803;15.5048275;97.294334;50.298687;0.3483214;1.1409363;1.6272223;0.41127956;1.095206;4.209673
0.5340954;0.54028964;8.946033;18.244833;1.638755;7.150382;16.515823;17.664654;22.035387;40.81732;78.86461;78.6329;0.3052579;1.7305092;1.1189791;1.1963696;1.0902865;3.7190773
0.29471928;0.9735669;5.1854415;2.5944185;81.31215;95.70532;1.4018141;2.1339417;25.448406;63.479538;25.557465;14.524801;0.39039615;1.9533565;1.5143256;2.5538921;1.1597432;3.5922458
0.83580047;0.24289562;2.7286265;16.4665;34.314846;29.460733;4.474715;13.819582;69.82555;65.11474;14.328329;74.46399;0.19962749;1.5152612;1.8569078;1.2309247;1.9656482;0.6460903
0.8701735;0.53470296;12.209602;12.350976;92.10508;23.964127;4.3060813;11.478551;78.13539;17.146502;75.715096;12.114769;0.26908678;0.15765779;1.7183317;1.9198649;1.4254103;0.8781469
0.4275177;0.23231858;12.610618;6.7250113;90.67079;89.92501;7.4722557;14.665897;57.500156;33.94001;31.054491;31.32252;0.41759664;1.4761732;1.2830691;2.4077127;1.8804241;0.43250528
0.4430373;0.31732267;12.793397;14.790062;76.617096;33.21419;17.637268;17.934696;64.37439;2.6800687;1.6800836;58.856667;0.27984554;0.6102625;1.2401884;1.607339;1.6149732;4.6731462
0.8994674;0.57002115;1.7061563;19.797726;73.96356;72.54395;5.6333385;17.878258;31.80779;79.81577;64.54839;33.924267;0.4759256;1.3918512;1.6392857;1.700363;1.2965884;1.690362
0.21917628;0.3260107;1.5208943;8.208935;60.480408;4.381578;10.785645;16.631132;90.21034;81.51858;51.67998;36.37766;0.3103483;1.2278125;1.4100368;1.783856;1.9121355;3.9854667
0.61636597;0.61500436;18.012924;12.92132;79.65427;92.18341;10.090925;9.220939;69.518745;53.802143;21.617222;93.60284;0.36277363;0.43850863;1.1687971;0.37968156;1.7682099;4.939406
0.57094055;0.93818533;14.214538;5.9558196;18.630224;41.512135;5.4914155;4.3835387;87.11543;97.809784;91.89953;44.174965;0.14210032;1.1606116;1.0043552;2.9473681;1.5551226;1.2390205
0.7521014;0.36032605;3.153027;4.8955336;81.89372;18.681807;9.802811;14.65352;77.45714;11.914696;75.100586;52.192326;0.26978323;1.0781314;1.8901193;1.4596905;1.4102315;2.890134
0.33071336;0.2857492;2.4180992;3.8334942;56.95559;98.14327;17.034416;15.318704;47.393772;64.217064;22.164381;72.319664;0.21349241;0.643406;1.8443;0.14053577;1.2143577;0.5579874
0.7346646;0.86022127;4.075283;1.6109185;78.4156;74.4356;14.269227;3.8258045;67.65768;20.876236;99.439415;26.478937;0.14403532;0.91419494;1.8744931;1.4530499;1.6691277;1.5417312
0.5013872;0.5682159;16.33146;14.7523985;49.886063;79.55267;8.4337;15.075631;14.804235;35.52323;34.890873;99.76647;0.41704684;1.1274564;1.5089132;0.34815624;1.9974536;1.9808619
0.6949718;0.9060889;14.738634;3.7732203;63.464912;50.5817;6.1171513;15.080191;37.182594;5.4005036;26.143997;4.616553;0.44396728;0.5218595;1.1907167;2.567159;1.1398513;2.6074638
0.232076;0.44489864;13.134411;13.849186;34.818077;69.16006;10.795892;11.302153;60.31649;14.684597;10.88979;2.1575463;0.4347409;1.2858088;1.4937285;0.5795896;1.6869458;1.6126666
0.5693818;0.7020256;13.175025;17.522568;43.016747;29.796982;5.270197;17.268017;18.153381;37.16025;65.62308;24.791386;0.22667821;1.7898892;1.4254465;1.7384007;1.7048241;2.6322389
0.6178007;0.93865085;17.318604;17.085392;37.11255;52.291306;3.9581163;18.14244;82.30063;57.52241;60.119488;74.32047;0.13099936;0.214928;1.6584964;0.7373933;1.6623136;1.3018216
0.37146112;0.33735663;7.3357162;6.6803355;74.318535;38.680405;1.8246286;4.389313;38.42997;49.1313;44.86893;67.82542;0.3263246;0.62516487;1.9904789;0.60907716;1.0720937;3.117648
0.3116989;0.84058285;7.1223702;3.3637178;20.854343;43.086853;1.2015365;4.340697;91.84434;97.68725;44.964535;20.555672;0.4693926;0.67372173;1.2076566;2.7776353;1.3648479;4.8561935
0.35077944;0.7052134;9.08311;9.418225;93.1216;1.4241742;19.483011;2.7595356;82.83326;80.16231;53.262295;50.134342;0.2976574;0.27697635;1.730327;2.2804964;1.6091105;2.4485679
0.47531286;0.8503574;19.803844;4.4444947;83.09917;81.27404;7.8648405;18.482212;27.764818;6.2233777;8.984826;32.567844;0.38292754;1.266947;1.4608277;0.42758757;1.3142176;2.7200768
0.27744812;0.33655468;11.54308;8.09665;86.311745;22.576748;1.7073457;4.1261106;1.9145472;3.6966023;47.246212;39.487793;0.39415956;0.41146067;1.7750667;0.99385303;1.793803;2.6959605
0.9578558;0.54726917;11.391122;11.807606;91.48411;47.88259;12.0440645;11.164417;7.6205945;90.7709;91.34408;54.40466;0.29394394;0.24682645;1.1578789;1.3956901;1.8531834;1.5141764
0.5239952;0.30306977;16.382282;13.242592;44.165924;66.23519;9.930382;2.7635972;8.880944;53.235302;83.796585;65.56503;0.36626914;0.7995231;1.4432877;0.2322491;1.933824;3.153798
0.84717566;0.9680657;4.3832254;5.1481514;89.29958;4.4098225;11.914875;12.239565;29.879576;98.63933;65.26456;39.517273;0.42916006;1.4478467;1.3356005;1.1585106;1.563085;1.0870434
0.9795337;0.2501534;8.70262;5.318626;44.96639;34.900482;11.291182;9.039311;3.0745409;4.805394;92.52125;79.82731;0.15135339;0.28164345;1.4418262;2.65223;1.6769016;2.9269202
0.26458824;0.25238672;13.185885;17.45338;11.058945;27.118723;2.9004507;5.4276614;47.151752;91.97077;97.60354;7.857415;0.2147738;0.6652751;1.9164795;2.7026386;1.8455148;4.610208
0.7213356;0.918525;19.772318;18.952868;5.9089494;14.152629;15.221778;13.930658;58.733665;67.28104;71.31999;71.95893;0.33725473;1.539259;1.5478812;1.2112362;1.9027631;1.5041419
0.8971273;0.44060972;3.9349222;13.206475;7.294754;81.52849;8.149367;9.922139;78.53566;48.31838;12.163131;58.663403;0.31666318;1.9090952;1.5475186;2.8116984;1.4266928;1.2312412
0.70738757;0.677616;9.588509;11.57964;19.612656;54.621143;19.926468;10.293116;89.179054;27.571293;6.028865;70.79755;0.27262884;1.6655461;1.0684133;0.9719153;1.6700802;4.5072827
0.5432209;0.42998043;18.206055;13.503392;36.6207;46.170357;12.227707;19.383408;3.6462352;51.52286;79.31652;87.70475;0.2469129;1.3878213;1.4856311;1.3609488;1.2070897;0.22934778
0.5448611;0.7190067;14.78509;3.443789;97.945984;14.115855;10.315913;6.9809074;98.421455;70.11804;58.25435;65.338394;0.40430814;1.366349;1.6769757;2.244214;1.7872902;2.8021884
0.22871912;0.3539755;12.661824;18.043741;24.878775;51.895668;7.8665586;19.861094;57.638973;23.172434;58.560448;30.84316;0.38470525;0.3446488;1.3090143;2.5999532;1.9361013;1.3348638
0.6276806;0.5670956;5.885059;4.963318;91.38619;27.471825;11.236029;16.934818;65.53398;83.1038;55.1363;26.3841;0.1907372;1.0241314;1.9447191;0.32857907;1.2570244;4.997983
0.9948344;0.62679374;4.557004;13.723931;81.23291;13.532099;9.9910345;4.054581;23.268408;85.270584;5.252508;33.113663;0.45423004;0.4805691;1.8196424;0.7369144;1.611164;3.1670847
0.96696603;0.46691433;8.110034;5.2174425;86.25116;53.156002;10.988865;7.687198;48.026623;64.3339;9.555535;12.95561;0.4883634;1.5884739;1.9807297;1.0817142;1.1179173;4.9629455
0.23231938;0.40136048;5.84705;14.410039;78.69143;68.49675;19.436049;6.9736376;35.078766;51.92091;23.447458;83.93719;0.30078954;1.6876466;1.3543227;1.268304;1.9488913;0.7668083
0.7646376;0.31216532;16.361042;15.315243;97.336266;6.620583;8.703299;14.886528;40.9749;90.64947;61.391823;16.016916;0.39963445;1.7482418;1.521143;2.6715503;1.4098676;3.9311094
0.44141188;0.76491547;14.693365;15.079873;12.861577;6.5646467;6.3376083;6.0507917;37.302055;36.742397;56.20698;14.457619;0.38056794;1.104;1.626367;1.0859697;1.2434037;2.2279568
0.9223913;0.33462617;16.868765;9.145272;48.418827;74.119736;9.081059;6.3116126;17.265907;62.492188;1.6801555;11.708228;0.13653323;0.8338093;1.4114256;2.8905928;1.9189128;0.6959603
0.2360918;0.43370113;4.250564;12.533618;34.940723;21.468758;1.9904377;14.987206;33.602863;45.12431;40.24931;45.982704;0.4188802;0.49840036;1.2268068;0.31449756;1.1555246;2.0685124
0.9486993;0.469527;6.8894176;12.361784;29.139511;16.210115;9.6691265;15.735698;74.19126;31.996227;15.549468;90.93749;0.19406845;0.39742884;1.3109255;2.4679072;1.2020483;2.5480118
0.8699806;0.56349343;15.602478;14.685945;45.235588;96.251854;18.494173;14.961182;27.902145;92.71764;36.244484;7.6263995;0.17354828;0.18233432;1.6447611;1.6589401;1.511658;1.9694703
0.29400352;0.762055;4.10742;10.481016;48.612034;18.819721;4.8199267;10.425808;74.49474;26.19559;49.85013;99.34868;0.10618074;0.4227147;1.1657938;2.0299187;1.6126624;2.7487445
0.24785946;0.54235613;3.7664962;10.63858;98.60867;68.77607;2.6951551;15.131591;47.04996;64.04814;45.60388;88.30885;0.20997655;0.633564;1.2382985;1.180214;1.2133768;1.4865024
0.86776614;0.8968749;8.278119;14.003761;27.203485;81.68339;1.3037786;12.230041;97.28067;28.481945;80.99163;50.232063;0.24100484;0.19632323;1.7074811;0.6412188;1.1678851;1.0406181
0.32460615;0.74382854;4.5423007;4.2328672;91.25644;33.551674;13.239689;17.29111;36.72094;60.773857;9.241913;69.56803;0.25589454;1.4605238;1.11861;0.4737613;1.9798281;1.2111715
0.62791854;0.87078935;2.4991505;13.397117;17.530388;46.844574;15.536747;14.436583;96.42261;76.19491;22.459656;13.863494;0.3037287;0.7282123;1.0655828;0.50630075;1.0997663;3.6095495
0.9325959;0.77308315;6.942716;3.8163884;66.839584;55.862156;13.755316;12.648481;5.977186;45.729984;50.362022;72.209885;0.29752696;1.8982385;1.4506801;2.217368;1.0071571;1.9115978
0.6539585;0.31890544;17.63639;14.771865;31.236206;20.857126;13.174751;12.759482;10.736882;43.988808;74.96422;84.35386;0.25399512;1.431443;1.5525256;0.9923193;1.0733641;2.0886545
0.5177866;0.9823418;2.0741255;8.389349;96.0776;30.304352;16.519781;6.566031;26.725914;49.74196;87.9462;3.0462089;0.345769;0.2800145;1.3086262;1.2254393;1.523835;1.8069286
0.55601287;0.829269;11.755998;16.952072;63.826687;96.34524;17.215313;12.241598;88.30025;54.035126;49.27658;65.22428;0.43796724;0.1957451;1.1897104;2.1902516;1.5410795;0.53801525
0.25049374;0.65817744;11.697074;2.6798255;7.357337;28.081959;7.3875628;19.52679;73.58746;51.606274;92.039314;10.258424;0.12282005;1.8696632;1.743169;0.9881351;1.7213649;4.7881007
0.9750019;0.33218476;11.085971;9.749946;92.43045;81.41948;12.012518;18.979437;28.105085;16.79812;59.70485;13.149337;0.2945055;0.46169564;1.8401923;2.53041;1.2300684;1.6584196
0.44852334;0.3381445;10.604666;4.177131;30.087925;53.97787;13.502922;3.2942774;1.7400987;60.198532;83.813835;19.905834;0.108090475;1.5385206;1.9584031;1.223574;1.2450973;3.7245827
0.3514908;0.69146496;1.327493;17.5084;92.81244;64.926796;7.487371;8.481547;82.20043;76.24979;36.72291;14.163396;0.29610026;1.3765019;1.4055678;1.6639419;1.5995423;2.1593652
0.42883784;0.53295773;1.9015726;3.379712;2.3350444;46.267853;13.089617;5.318279;85.47613;73.48996;31.040134;81.924706;0.12075691;0.9958895;1.0968966;0.40733507;1.4621193;4.424266
0.97149855;0.7406876;10.712934;10.21871;22.650398;59.240963;13.529073;15.673167;26.792015;66.51445;75.46377;3.3949924;0.203714;1.0950211;1.7412552;0.23378202;1.1719838;2.3382044
0.27542883;0.49794218;19.397877;2.9997733;28.56143;54.46986;1.0030347;11.642611;3.3545132;40.04108;55.03314;5.44392;0.22101726;1.5332116;1.9780682;2.5665317;1.2317363;4.5054755
0.89384246;0.61027616;8.75154;16.156536;69.11062;48.708538;2.6136646;17.855688;97.12394;53.776093;56.570328;73.02333;0.26196498;1.0206175;1.2821476;1.3204222;1.418354;2.2835162
0.7662751;0.35036644;9.974209;6.358752;79.99712;80.481285;14.962026;3.4398923;37.84582;79.06418;78.48906;20.603922;0.49622506;1.2662464;1.2703582;1.5002348;1.6312921;1.3372095
0.86401534;0.3241609;19.659199;12.287125;63.37893;88.141075;2.4338849;12.800388;23.530334;14.737753;66.70254;93.869644;0.39765847;0.7462182;1.1615736;0.15419509;1.2546206;0.8410025
0.980718;0.2605158;15.803155;4.2327304;7.1402755;26.299759;10.646529;10.207645;96.75132;48.535725;24.398134;33.552925;0.44122037;0.99231684;1.0332102;1.0576185;1.5213588;2.4666688
0.87372375;0.85571146;15.632087;7.680512;43.930195;14.449638;1.8453735;12.133004;74.505424;47.198807;14.437858;89.984215;0.4650811;0.485877;1.8504175;2.3860946;1.9986883;2.7948453
0.9547059;0.644309;10.589973;3.1602464;49.904408;81.31066;16.737095;16.510487;17.594013;63.596092;2.5228748;39.58056;0.21637513;1.5390977;1.6035409;2.111347;1.682629;3.9659905
0.3015482;0.9577128;18.06034;11.46579;36.513493;21.977749;11.536167;17.053452;46.318542;72.43826;73.05986;4.119061;0.12848979;0.7264164;1.0300184;0.5787938;1.6110786;3.3883743
0.8366309;0.79958904;12.04235;1.065609;42.535038;86.75645;4.8714533;1.0029804;42.739506;22.555481;56.186836;98.729454;0.19696942;0.575155;1.1814176;0.66939723;1.5216591;2.1945772
0.63654053;0.81501055;13.477249;19.868359;48.77896;11.157571;17.390131;17.237022;39.765465;19.334177;36.887386;92.35028;0.47831094;1.0202466;1.1035739;1.9673433;1.9829186;4.8765807
0.6347965;0.60724676;15.963555;8.909298;55.84618;10.0094;3.2786462;19.627817;67.75973;16.048231;12.697548;37.95573;0.39246786;0.108937;1.1690819;1.2781358;1.3495499;4.1353545
0.91913724;0.85236317;8.725113;12.9594965;63.464123;18.983232;18.24273;15.559023;13.81971;64.173584;20.089264;18.60844;0.34091818;1.3451535;1.1303562;0.21811429;1.5033776;4.1161146
0.97744304;0.9536508;19.112135;6.448839;21.802113;2.1728396;19.469414;4.7312145;44.647896;60.14982;64.61572;54.988926;0.48986605;0.5623418;1.347259;2.3446918;1.3757113;0.11862623
0.76387066;0.7773922;19.772137;5.811715;90.26697;75.01595;13.499111;6.6388974;54.388897;18.71224;15.943643;80.453125;0.2729226;1.2074637;1.6949112;0.9780781;1.1431737;1.0709829
0.58635074;0.28447115;12.155619;17.076563;82.960396;40.31785;16.927986;2.8741035;62.6521;60.320415;55.270485;35.314735;0.42220938;0.103914075;1.2628721;0.15008047;1.8603929;2.12262
0.5651231;0.7208159;5.2190523;15.405475;78.87474;94.58438;16.651283;19.792316;15.87988;78.61446;43.86869;49.96807;0.30923736;1.8654549;1.375413;0.48299533;1.2173526;3.9259436
0.50907314;0.29634658;15.723138;13.2225485;80.779564;37.166527;9.618576;8.8737955;83.318214;15.777319;68.55151;36.787437;0.43384793;0.5413431;1.121969;1.982131;1.7383648;4.861181
0.4892792;0.26177794;7.1206336;15.293794;53.02031;70.596756;3.3201826;18.14838;56.099552;21.515482;82.7706;47.3175;0.44419032;1.6977936;1.0888504;0.8619889;1.2582734;4.7851515
0.51320547;0.7543203;11.964967;4.33095;95.352646;68.6295;2.5803185;15.6267;95.90094;22.877903;90.97585;86.55219;0.14491324;0.19249892;1.3877347;1.7043159;1.982836;2.8022368
0.27180257;0.86782837;2.647367;18.747753;37.22902;33.14638;2.9721828;7.7359056;37.36282;66.686584;94.73001;6.028787;0.27006415;0.11777833;1.4650842;1.2109041;1.0568572;0.55716556
0.26194885;0.3270732;16.340424;9.640164;42.578293;89.37202;10.747858;5.924557;91.58486;89.68565;46.682217;4.108517;0.24255486;0.67205614;1.7316571;1.5053763;1.7407393;3.855188
0.8238959;0.2593189;19.222652;17.505522;81.81159;40.38978;1.6737815;9.652447;10.602666;6.234339;70.32401;67.66926;0.36050963;1.1921105;1.177358;2.859664;1.5579861;4.0779057
0.5568583;0.9092183;2.790209;14.985082;87.03139;55.586567;10.121988;7.3572607;97.13222;86.047554;64.677284;70.73416;0.2606123;0.81674415;1.3486165;0.49761143;1.7577374;1.2247735
0.9445476;0.30576748;14.900382;6.4325037;45.44975;40.4214;6.449659;11.577294;77.92904;41.88127;52.594177;32.266933;0.40508175;1.361124;1.5683477;0.19256833;1.3366331;1.5210804
0.6897768;0.22806887;17.355938;11.817021;84.95316;44.09884;17.565454;1.5624831;44.01167;83.48789;59.135994;52.076527;0.25339526;0.18558814;1.7315767;1.8669664;1.8942508;4.5772734
0.22814079;0.7768435;3.0806181;19.36627;63.690235;6.41449;2.7200458;12.8398905;8.50776;83.39957;76.84766;33.647263;0.24561298;1.2790793;1.7578833;0.5625045;1.3981823;4.552935
