;[mm];[1/m2];[mm];[-];[-];[-];[mm/hour];[mm/hour];[-]
5;1350;130;475;0.030477073;0.15212634;0.24668282;15.897437;2500;0.38357646602520873
5;1350;161;74;0.09542333;0.13105144;0.20095018;13.968112;2500;0.3027228545176984
5;1350;91;1198;0.033531375;0.1267601;0.23061626;8.761599;2500;0.3693340508795008
5;1350;19;1098;0.0534208;0.13207792;0.1360828;6.078092;2500;0.17000378154869536
5;1350;188;705;0.13105334;0.1379585;0.13440871;7.8468366;2500;0.1636552962169153
5;1350;118;269;0.109302;0.11025801;0.1661795;11.89242;2500;0.24486785271341438
5;1350;198;339;0.06413932;0.08985397;0.23222153;11.715522;2500;0.40639473137851867
5;1350;41;544;0.06675738;0.092353836;0.105868034;18.554996;2500;0.132890816337298
5;1350;13;394;0.13761161;0.15031569;0.16620757;9.676705;2500;0.21901410464354126
5;1350;82;35;0.122900255;0.17060749;0.22373618;13.666069;2500;0.32253191534868836
5;1350;142;790;0.06902003;0.17714556;0.1266179;13.540866;2500;0.13181824752478105
5;1350;124;739;0.022062084;0.15567969;0.19235882;14.90203;2500;0.2681911671581665
5;1350;244;1086;0.037625372;0.16758756;0.11049431;19.837719;2500;0.10723451098338374
5;1350;119;577;0.05440267;0.1414174;0.101555735;16.238543;2500;0.10129802705560582
5;1350;163;420;0.055205263;0.2125682;0.14783534;1.7533735;2500;0.15570146392148873
5;1350;182;618;0.05341534;0.1771481;0.22084652;16.420555;2500;0.31241577310029756
5;1350;16;241;0.032987442;0.23396106;0.10620041;19.997938;2500;0.0813381073074616
5;1350;159;754;0.06547828;0.13859831;0.15471989;1.7204475;2500;0.2030073553965483
5;1350;110;926;0.06747963;0.21294707;0.2092946;12.346535;2500;0.26899249271911363
5;1350;132;192;0.04363293;0.17074142;0.15537004;12.388738;2500;0.18723426310605773
5;1350;39;388;0.07316823;0.13943788;0.17182098;10.973347;2500;0.23679139968297977
5;1350;237;1042;0.04706539;0.17629938;0.1750524;17.630838;2500;0.2220549730436298
5;1350;283;611;0.0693642;0.16940667;0.23619482;16.47211;2500;0.3490158096966808
5;1350;16;642;0.056414474;0.2277023;0.23138376;4.2688494;2500;0.30395052386693777
5;1350;184;869;0.081387736;0.1372756;0.10954379;2.9569895;2500;0.11733084190043319
5;1350;231;697;0.12786993;0.16165051;0.20383155;4.165135;2500;0.28769860726880603
5;1350;92;92;0.027737672;0.18131258;0.18143792;17.847723;2500;0.2317643347823793
5;1350;238;966;0.08502567;0.11366023;0.153178;2.8697796;2500;0.21544434271739685
5;1350;193;1108;0.08560496;0.108651884;0.17388222;13.2772875;2500;0.26230855918136714
5;1350;279;73;0.07443756;0.07873525;0.23197082;13.982276;2500;0.4173063517557468
5;1350;294;154;0.11958465;0.15778694;0.2159587;5.144286;2500;0.3151056274721665
5;1350;22;845;0.051958036;0.10992703;0.18521088;5.365808;2500;0.2854203281073684
5;1350;139;729;0.025639502;0.1745102;0.12634055;16.878595;2500;0.13234579676278138
5;1350;168;465;0.024342548;0.16322596;0.1927985;8.981535;2500;0.26441734047990295
5;1350;52;651;0.046754476;0.21491104;0.17470361;10.489992;2500;0.20293762231111864
5;1350;107;846;0.08083236;0.20905572;0.16703236;8.54593;2500;0.19143864735727426
5;1350;296;610;0.13139604;0.14111044;0.24157448;4.4806657;2500;0.38127349832710433
5;1350;14;176;0.033687964;0.16431178;0.24889456;9.346438;2500;0.3791327792725933
5;1350;141;116;0.06889784;0.14946575;0.2427039;6.1170654;2500;0.3771661820375607
5;1350;254;532;0.093383424;0.093672104;0.2108313;6.703094;2500;0.35509470321435804
5;1350;103;1108;0.030450208;0.2581468;0.18983012;4.8326254;2500;0.21233720404310566
5;1350;149;673;0.019934837;0.14787686;0.14791499;12.904245;2500;0.18453643887930796
5;1350;293;436;0.060890716;0.23190244;0.24207711;6.450277;2500;0.3225139623712778
5;1350;147;1091;0.05170535;0.22034317;0.16834304;4.147535;2500;0.1890795733960859
5;1350;47;472;0.07687737;0.1798593;0.13024451;16.360062;2500;0.13718346290922215
5;1350;24;615;0.07136265;0.19473639;0.116611056;11.941298;2500;0.10849168216004428
5;1350;284;148;0.06699225;0.13390976;0.22536767;17.318832;2500;0.3523187519412904
5;1350;87;887;0.030874038;0.16350894;0.1492247;15.847241;2500;0.17912516050296906
5;1350;156;843;0.07756756;0.12964557;0.2149333;8.064565;2500;0.3333995133276354
5;1350;36;955;0.032945294;0.14429669;0.19410875;11.671746;2500;0.27915917511518057
5;1350;132;396;0.07355584;0.18839817;0.1425284;19.752913;2500;0.15570300252519895
5;1350;279;528;0.025077231;0.19617935;0.2276004;7.802462;2500;0.31431730172143313
5;1350;155;210;0.11856396;0.16430752;0.22673123;5.5505753;2500;0.3329247664064492
5;1350;291;1157;0.0988525;0.18290474;0.12577349;4.1002374;2500;0.1281701850983538
5;1350;85;112;0.031816453;0.14156163;0.11826196;18.858591;2500;0.13145939716209848
5;1350;156;782;0.06228782;0.12053491;0.19007654;5.742012;2500;0.2876106033601238
5;1350;259;849;0.058147214;0.15344882;0.13501123;18.624813;2500;0.15717358217390542
5;1350;139;197;0.07224863;0.09557354;0.14982818;12.244774;2500;0.22127701933471688
5;1350;91;444;0.12505735;0.12835772;0.24050742;12.211461;2500;0.3893841233635721
5;1350;258;61;0.039045908;0.22159344;0.1263332;8.60424;2500;0.11622022346311013
5;1350;123;672;0.07643897;0.18176357;0.17057392;8.523027;2500;0.21066807339154633
5;1350;163;1193;0.04481404;0.17571752;0.14423563;7.094527;2500;0.16416894182469025
5;1350;293;521;0.110557824;0.1659246;0.1521896;14.859035;2500;0.1835603162474583
5;1350;64;1188;0.027408255;0.21346861;0.15551381;15.0363655;2500;0.1688923338757544
5;1350;97;160;0.09504446;0.20399733;0.1389995;11.093259;2500;0.1434546690974916
5;1350;19;477;0.12059179;0.15172397;0.21452373;9.529792;2500;0.31630332407673567
5;1350;123;1083;0.06606099;0.19227782;0.22178067;13.076917;2500;0.30501004628783107
5;1350;68;1053;0.07332226;0.09517316;0.18092759;10.336754;2500;0.28823057653869427
5;1350;207;395;0.043640483;0.23124953;0.23489551;16.659187;2500;0.30887397088374485
5;1350;62;817;0.09152001;0.10431582;0.12049763;2.2378485;2500;0.1550003297678206
5;1350;205;1064;0.088663906;0.12417324;0.17598943;18.149567;2500;0.2554423317572514
5;1350;86;922;0.0562664;0.16314764;0.22426444;10.96544;2500;0.3286165349352696
5;1350;113;757;0.030404028;0.16929255;0.19313702;10.675084;2500;0.2614654851750384
5;1350;111;191;0.05123798;0.11502784;0.24775049;8.428555;2500;0.4168569182376502
5;1350;217;96;0.06623556;0.11366902;0.18936162;11.113391;2500;0.2913470970484388
5;1350;145;741;0.04100288;0.22951709;0.2440043;5.186222;2500;0.3276052535957662
5;1350;114;605;0.11729542;0.13054511;0.11480594;10.449064;2500;0.13008107717654951
5;1350;257;293;0.118051134;0.17337508;0.106393725;8.566284;2500;0.09829858254374242
5;1350;175;358;0.13129517;0.14186507;0.1534771;6.5858026;2500;0.19868168164216976
5;1350;72;476;0.046209607;0.16412342;0.2262;5.031681;2500;0.3319520058823596
5;1350;271;599;0.07324484;0.19468608;0.107576415;17.344036;2500;0.09367594899896474
5;1350;109;474;0.046357352;0.19010702;0.13784437;17.153324;2500;0.14666538273039229
5;1350;21;470;0.040424597;0.15252057;0.24775277;10.217244;2500;0.3855462875863111
5;1350;153;147;0.04684359;0.24941981;0.19614476;5.39777;2500;0.2272585823415444
5;1350;45;1040;0.04341835;0.2458553;0.15896644;9.557141;2500;0.16299968570314316
5;1350;79;734;0.061445702;0.10538406;0.111679256;18.587172;2500;0.1369219597278893
5;1350;226;183;0.044912416;0.2310008;0.21328631;15.808562;2500;0.2675035751042628
5;1350;47;514;0.024793377;0.13685963;0.2387959;16.34365;2500;0.37871345965369246
5;1350;244;505;0.090799436;0.19852343;0.21123154;14.352114;2500;0.2805179147092934
5;1350;281;724;0.09296708;0.15065785;0.1174617;14.7562275;2500;0.12605709831206033
5;1350;185;734;0.071957484;0.10302984;0.17977934;3.8429258;2500;0.27927311306074504
5;1350;216;777;0.09052573;0.18206362;0.16041565;7.5900836;2500;0.19132322711081653
5;1350;216;840;0.041068114;0.18629918;0.23560658;16.807268;2500;0.33658915917636945
5;1350;297;132;0.0523352;0.106597275;0.21434587;4.3681974;2500;0.35114002880267753
5;1350;109;372;0.09450347;0.17526063;0.22029571;2.4280412;2500;0.31249578206789136
5;1350;57;30;0.054519;0.21373174;0.16206077;17.081781;2500;0.1804814438512883
5;1350;160;551;0.03507905;0.18722995;0.1037312;15.834322;2500;0.08962660963098192
5;1350;164;521;0.122110814;0.13755563;0.21390979;4.0044847;2500;0.32521474400873657
5;1350;61;883;0.02159018;0.13443206;0.19499797;11.034285;2500;0.2878054147936012
5;1350;187;208;0.041692875;0.15602311;0.12122239;1.7922971;2500;0.13062425574108746
5;1350;14;761;0.048334204;0.20264915;0.21351619;3.8218822;2500;0.28271126694292653
5;1350;279;374;0.08431995;0.10027091;0.12239508;5.888019;2500;0.1612783818086645
5;1350;86;464;0.06543902;0.15212268;0.2109527;14.376124;2500;0.3086231344064347
5;1350;21;865;0.13986282;0.14992917;0.20704211;6.793859;2500;0.30203398930823444
5;1350;41;95;0.11817834;0.15583444;0.1011276;16.399105;2500;0.09527922251984865
5;1350;79;417;0.09393515;0.13976434;0.21621646;1.4473382;2500;0.3284379434973728
5;1350;89;475;0.04037461;0.19613282;0.1611489;1.0821674;2500;0.18627830838348217
5;1350;19;861;0.06729294;0.21575797;0.17598747;6.696125;2500;0.2049227893578103
5;1350;91;247;0.119638614;0.15982024;0.24470381;14.888029;2500;0.37361612405392525
5;1350;65;1137;0.080546856;0.08269766;0.23797739;19.079264;2500;0.4266884746578582
5;1350;119;1197;0.09918331;0.1206533;0.1574002;6.993397;2500;0.21947324949918773
5;1350;121;984;0.08562801;0.09300003;0.206436;11.581343;2500;0.3460084903997834
5;1350;108;366;0.057964157;0.10451881;0.17696285;1.7856361;2500;0.2720590106231915
5;1350;105;800;0.056825384;0.13703394;0.22332992;1.0239727;2500;0.3455535724964203
5;1350;36;108;0.07390164;0.16769491;0.14794855;1.2994119;2500;0.17471797868783223
5;1350;17;1046;0.07627781;0.19287775;0.17064063;2.8492153;2500;0.2053996703686785
5;1350;68;624;0.0464583;0.24041316;0.11686145;17.612617;2500;0.09598549021999697
5;1350;229;219;0.047449503;0.16599391;0.2390021;13.186467;2500;0.3572273029929488
5;1350;297;399;0.029047314;0.18430115;0.23510784;18.06793;2500;0.33685667116082196
5;1350;279;962;0.02342672;0.14956115;0.14140935;16.863058;2500;0.1711644628640231
5;1350;156;1045;0.04027818;0.13894801;0.187446;15.536756;2500;0.26903050570833903
5;1350;164;628;0.060601443;0.10477279;0.15675433;7.720382;2500;0.22907933207480674
5;1350;101;581;0.10239631;0.19398877;0.12336929;3.54629;2500;0.12010741709378941
5;1350;234;903;0.054764904;0.11437471;0.10675345;2.9639168;2500;0.1226838749449037
5;1350;231;993;0.10528601;0.15821035;0.22342484;1.4752378;2500;0.33027662477448644
5;1350;254;920;0.053186942;0.14447771;0.14337075;4.3777227;2500;0.17753841565153677
5;1350;269;467;0.06383177;0.16674039;0.17731628;1.3636353;2500;0.23162704931198658
5;1350;135;773;0.08629656;0.19460998;0.23540244;14.068278;2500;0.3309466172100166
5;1350;232;1030;0.036778342;0.2536468;0.10298284;8.388068;2500;0.07236958345909003
5;1350;243;190;0.061889388;0.12414515;0.1821093;11.034965;2500;0.2682156739897256
5;1350;99;471;0.11470362;0.17198679;0.24332397;10.098091;2500;0.36201904778791866
5;1350;279;77;0.03858643;0.14922142;0.22139268;6.3852024;2500;0.332400725280095
5;1350;37;496;0.11963791;0.1510817;0.13289668;3.1760876;2500;0.15432424601546302
5;1350;298;929;0.031445332;0.12084222;0.13013138;11.3035965;2500;0.16454627119079743
5;1350;233;244;0.07030256;0.15998216;0.21437298;17.411148;2500;0.31035670982327723
5;1350;37;654;0.11643793;0.14243397;0.111959584;15.24436;2500;0.11953424667402442
5;1350;200;53;0.10902649;0.16681437;0.18990435;18.697962;2500;0.25648357554780443
5;1350;19;1078;0.091260426;0.1849089;0.13511537;7.763574;2500;0.14385399171910132
5;1350;233;985;0.068013765;0.1268164;0.22588858;17.068396;2500;0.35910287552186354
5;1350;241;634;0.039904226;0.23806821;0.15691242;14.728749;2500;0.16219793812330324
5;1350;184;849;0.07539398;0.12315307;0.16224587;18.917084;2500;0.22775776750161122
5;1350;258;133;0.063804954;0.12126015;0.2191623;6.467515;2500;0.34916017091738455
5;1350;38;1015;0.020101625;0.13011937;0.11321315;16.268976;2500;0.12730034900077433
5;1350;90;861;0.027752351;0.15760493;0.1901442;10.655004;2500;0.2625154840702727
5;1350;130;152;0.081937194;0.08582863;0.24439298;9.298066;2500;0.4378824849282445
5;1350;22;1177;0.043023575;0.2082169;0.19755636;9.84934;2500;0.24888878448882876
5;1350;139;36;0.078700006;0.093018144;0.112268806;9.219092;2500;0.14533037632146364
5;1350;86;757;0.050018903;0.18778862;0.2362799;17.664257;2500;0.33700721302702924
5;1350;123;214;0.0436701;0.12530006;0.11934205;18.943848;2500;0.14122479705637778
5;1350;133;865;0.08237345;0.17328933;0.155327;13.596844;2500;0.18592616624066607
5;1350;265;93;0.06755811;0.12527372;0.12725179;4.662784;2500;0.15648473362020188
5;1350;88;106;0.058716945;0.13758752;0.20827791;8.989713;2500;0.31333529532921356
5;1350;269;564;0.058900103;0.18715769;0.13973376;7.7562594;2500;0.15119543752311937
5;1350;133;1192;0.08709983;0.20374195;0.13916637;13.748725;2500;0.14383828113137
5;1350;105;339;0.1136034;0.18513675;0.16203392;2.3365493;2500;0.1929118817900068
5;1350;155;738;0.05264688;0.15094267;0.14291419;13.428441;2500;0.17334333106541225
5;1350;131;627;0.09286849;0.19908048;0.21768363;9.869323;2500;0.2929097658259557
5;1350;84;1012;0.060865767;0.18098244;0.17900248;5.9598446;2500;0.22723074241718072
5;1350;155;353;0.066336736;0.21963356;0.18338811;2.2069576;2500;0.21683500856582202
5;1350;54;670;0.033846263;0.12033157;0.12424393;2.0065715;2500;0.153293622506425
5;1350;112;1141;0.02938058;0.12559535;0.23702343;17.9514;2500;0.3841604454839529
5;1350;174;405;0.065168835;0.096017264;0.15233284;11.957818;2500;0.22623882320032698
5;1350;129;532;0.13358605;0.13707289;0.156607;11.480016;2500;0.207653274645162
5;1350;248;1067;0.019048968;0.1516445;0.1363584;1.3325324;2500;0.1605617304117293
5;1350;84;405;0.03148985;0.14499791;0.24402814;15.648884;2500;0.38345007556910554
5;1350;291;463;0.115504295;0.1223057;0.1910579;5.001911;2500;0.2883575525479887
5;1350;237;371;0.06950208;0.22411482;0.10914343;8.284673;2500;0.0881888520762194
5;1350;290;973;0.0600807;0.17498617;0.12889178;13.285473;2500;0.13669166511989733
5;1350;253;1117;0.094908245;0.16498111;0.17206696;3.556047;2500;0.2223163841918791
5;1350;51;761;0.042949792;0.13521035;0.12817784;16.137194;2500;0.15311353574234993
5;1350;162;752;0.08529948;0.20182663;0.19075534;16.870459;2500;0.23911485268258148
5;1350;59;474;0.07290107;0.08548042;0.14618458;10.870379;2500;0.22130449730032625
5;1350;247;24;0.062713206;0.12970963;0.15244214;7.9429164;2500;0.20372242196197332
5;1350;179;216;0.079973474;0.13808516;0.2179985;5.7860026;2500;0.33345414340190277
5;1350;86;185;0.034363504;0.14956231;0.17865591;14.755277;2500;0.24431528740247682
5;1350;279;147;0.05105606;0.19850807;0.11695426;7.4707003;2500;0.10787172151179997
5;1350;43;788;0.11498629;0.13683258;0.1557842;16.380959;2500;0.20615496287254823
5;1350;173;172;0.08489664;0.09688207;0.2344513;14.916435;2500;0.40445231106274665
5;1350;219;111;0.06396359;0.087325096;0.22692382;7.7056465;2500;0.39706389188944835
5;1350;27;465;0.023982972;0.13716462;0.21397632;5.3487988;2500;0.32564646124010715
5;1350;183;306;0.06413938;0.085924804;0.22652906;7.7970743;2500;0.3975895186454317
5;1350;246;183;0.030779092;0.25502998;0.11372634;7.5035963;2500;0.08775137065671032
5;1350;29;183;0.0823697;0.16088015;0.11832612;19.176464;2500;0.12345244044381301
5;1350;158;314;0.06320108;0.10756422;0.10279554;12.9190035;2500;0.11854682020227415
5;1350;84;648;0.044338714;0.119538225;0.118754104;13.493579;2500;0.14306128296626627
5;1350;202;912;0.079524875;0.19311436;0.22353213;6.387658;2500;0.3080121202668985
5;1350;44;1024;0.1077767;0.16387925;0.10568933;7.921467;2500;0.10029348855075026
5;1350;281;904;0.13239671;0.15671022;0.16977686;9.857143;2500;0.22242081190396493
5;1350;269;757;0.03055876;0.14333226;0.13706745;19.557549;2500;0.166008157380385
5;1350;63;1090;0.035482828;0.19285838;0.22487482;13.684048;2500;0.3108520768639509
5;1350;103;628;0.059213407;0.10900801;0.22042981;3.9270086;2500;0.36231772699367365
5;1350;180;763;0.051796257;0.21754968;0.21489921;19.827991;2500;0.2774022979256533
5;1350;218;499;0.03764764;0.17422506;0.15673846;6.116602;2500;0.18813679498087277
5;1350;138;399;0.046142526;0.20823129;0.23883861;12.812849;2500;0.3295981365635635
5;1350;55;404;0.027623035;0.12692402;0.23437877;17.628084;2500;0.377323119351673
5;1350;40;186;0.07756595;0.1891237;0.19762224;12.69944;2500;0.2590469593832998
5;1350;299;957;0.089584544;0.094838396;0.19188885;18.592505;2500;0.31238966532983925
5;1350;142;75;0.11920032;0.15722033;0.15054184;17.113804;2500;0.1847567027301269
5;1350;263;812;0.05644702;0.121431746;0.2103833;1.6651291;2500;0.33015117400130645
5;1350;149;1038;0.03556908;0.2329455;0.24077342;14.049483;2500;0.319399844322022
5;1350;277;601;0.062802106;0.10731375;0.14743227;14.696188;2500;0.20788477692951007
5;1350;35;93;0.06997755;0.17953503;0.14288944;8.064223;2500;0.16004920798684408
5;1350;43;519;0.1097831;0.15710571;0.13953741;18.281094;2500;0.16393836996997466
5;1350;279;418;0.061877884;0.14605704;0.24747355;16.2175;2500;0.389975122565408
5;1350;284;1182;0.068558276;0.11809162;0.18104765;7.9743576;2500;0.27038196182728874
5;1350;101;832;0.03630624;0.16537291;0.2451353;5.238579;2500;0.37047911357471286
5;1350;112;868;0.084269285;0.110219456;0.19260691;5.039048;2500;0.3010183703306931
5;1350;141;623;0.100867085;0.1440929;0.14401917;5.190242;2500;0.17899425111012734
5;1350;130;854;0.039109305;0.11757496;0.18795939;12.195239;2500;0.28536435164953144
5;1350;65;869;0.07583599;0.08037947;0.12331696;13.212575;2500;0.17666010571300259
5;1350;270;88;0.03170971;0.16145617;0.16721505;3.8286252;2500;0.2147652810073653
5;1350;83;274;0.020687984;0.17085803;0.16643134;11.422073;2500;0.2082683308409857
5;1350;214;25;0.07155204;0.105008505;0.18648082;5.7553883;2500;0.2920692623907646
5;1350;29;616;0.087616;0.16990626;0.15808627;18.297756;2500;0.19279249005221993
5;1350;21;1052;0.022169894;0.13139455;0.16827048;17.269821;2500;0.23469669236783355
5;1350;199;735;0.047279216;0.24135602;0.23142327;3.1968727;2500;0.29690571641223507
5;1350;108;605;0.04016337;0.22345966;0.12705868;5.7934475;2500;0.11684482599378883
5;1350;200;1111;0.03508964;0.17535402;0.23839736;18.945837;2500;0.34950998455687815
5;1350;37;214;0.079347566;0.19949257;0.18078123;6.6806836;2500;0.22132795489038348
5;1350;285;98;0.029220192;0.21350284;0.19433099;16.5007;2500;0.2401464985522987
5;1350;227;1101;0.0724868;0.16304761;0.11563976;1.9588206;2500;0.11785520112050252
5;1350;264;1084;0.06738723;0.12956545;0.12178869;8.368131;2500;0.14375292443272847
5;1350;49;822;0.097527936;0.15193777;0.2098856;12.681114;2500;0.3065416638235036
5;1350;102;302;0.08178677;0.089167446;0.23509905;8.59135;2500;0.4135344971976598
5;1350;116;1164;0.03041965;0.19831525;0.17782831;16.022364;2500;0.21632569886048536
5;1350;165;920;0.019096054;0.14832047;0.12512894;19.618484;2500;0.14112400911583664
5;1350;96;811;0.033741746;0.18303029;0.2195373;10.757115;2500;0.3061005059028051
5;1350;27;275;0.05695559;0.1854851;0.23762968;9.809001;2500;0.3412356461214563
5;1350;116;620;0.053755987;0.119569525;0.20052667;14.385707;2500;0.3105469457988758
5;1350;83;988;0.018646067;0.16467187;0.12742952;15.320391;2500;0.13824992168388223
5;1350;121;1033;0.10252555;0.16946311;0.16187051;2.1361613;2500;0.20023237007111508
5;1350;67;678;0.09092987;0.09742706;0.2409754;9.3141985;2500;0.41846102257619755
5;1350;85;632;0.032852147;0.13148125;0.12873706;10.4951315;2500;0.15608978440881355
5;1350;191;840;0.02066272;0.17894079;0.12561299;6.840918;2500;0.12936700954716612
5;1350;122;638;0.11648521;0.17378578;0.20526858;15.422653;2500;0.2830489327452889
5;1350;110;507;0.103664614;0.15040278;0.18146583;17.852602;2500;0.2494593563941172
5;1350;164;111;0.027744286;0.20857087;0.13071;17.06139;2500;0.1276379575044784
5;1350;233;159;0.09577422;0.18028872;0.19247788;13.041854;2500;0.2538512762482619
5;1350;119;914;0.049092375;0.1999357;0.24050121;16.089828;2500;0.33794236284510143
5;1350;180;39;0.09594087;0.17573096;0.2282795;5.419919;2500;0.3284739375015672
5;1350;290;72;0.09708075;0.15149279;0.1009798;1.4879156;2500;0.09655348480528156
5;1350;161;1086;0.052878916;0.22675976;0.23151702;10.755646;2500;0.30471487101746575
5;1350;273;847;0.049768664;0.19383256;0.1940353;8.78977;2500;0.24953538871326728
5;1350;240;15;0.065387025;0.1243442;0.14006886;17.75256;2500;0.18219971831584153
5;1350;27;381;0.051989023;0.1041787;0.114012964;15.9929905;2500;0.1421936475532
5;1350;134;918;0.07534969;0.09044835;0.24568096;8.255186;2500;0.4359950965093194
5;1350;212;506;0.06900096;0.15786591;0.10435565;1.3312068;2500;0.10010741200343307
5;1350;296;567;0.124193884;0.17157136;0.12769291;6.2226243;2500;0.135910923368258
5;1350;142;555;0.103668235;0.16025104;0.20068714;7.8483562;2500;0.2821982300404462
5;1350;36;250;0.09754638;0.16877005;0.21369231;13.8408785;2500;0.30320976244392905
5;1350;172;868;0.044100974;0.2054671;0.13999952;18.162268;2500;0.14465622396220912
5;1350;46;132;0.060115248;0.22540796;0.21056058;5.1981173;2500;0.2650869608890147
5;1350;227;613;0.08504821;0.17527069;0.21477596;15.93231;2500;0.30129604187753367
5;1350;157;212;0.023854317;0.1649002;0.22040904;14.842965;2500;0.3194854030362645
5;1350;219;65;0.02654528;0.19837706;0.21308827;7.709914;2500;0.284248686321517
5;1350;262;180;0.025262754;0.18538868;0.104899384;1.3071952;2500;0.09206930168998922
5;1350;192;1044;0.08190188;0.09290674;0.23384616;1.6213806;2500;0.40699226077492767
5;1350;187;219;0.068859816;0.11449673;0.18441693;12.76565;2500;0.28019565514607003
5;1350;228;341;0.08379953;0.10897399;0.16465718;17.095316;2500;0.24260762314843565
5;1350;254;174;0.08544714;0.09059942;0.10366503;13.007301;2500;0.12953398257271456
5;1350;262;885;0.06945737;0.1131389;0.18862009;15.699877;2500;0.290179796078432
5;1350;20;540;0.0879994;0.19945961;0.124413945;10.554452;2500;0.12003797565682407
5;1350;171;1132;0.05875473;0.14273116;0.18215117;5.9943786;2500;0.25568778262226055
5;1350;72;800;0.109215386;0.16491212;0.12838218;1.7554449;2500;0.13987342562899918
5;1350;259;642;0.071392715;0.08826577;0.20318736;16.52956;2500;0.3432482591729267
5;1350;198;791;0.12837559;0.16889581;0.11332685;10.010396;2500;0.11165448650131171
5;1350;131;58;0.078668624;0.18605013;0.1900573;17.652897;2500;0.24596351220198265
5;1350;64;1141;0.11709247;0.16891494;0.1965702;8.033594;2500;0.2685479817099304
5;1350;108;1148;0.06652239;0.16236432;0.15928678;6.243596;2500;0.198911337914909
5;1350;214;338;0.062215634;0.18296504;0.23757331;13.673913;2500;0.3427583879032325
5;1350;69;757;0.044716913;0.15940593;0.17898244;12.482584;2500;0.2390917520418051
5;1350;37;250;0.026167132;0.18863755;0.21257772;14.380577;2500;0.28881371649575954
5;1350;267;661;0.047392175;0.21521926;0.16667727;2.7305183;2500;0.18819057926720822
5;1350;231;927;0.0617386;0.095756695;0.21875715;2.583702;2500;0.37067899946585214
5;1350;67;1128;0.026227495;0.12925519;0.23461;11.847569;2500;0.37589283894181985
5;1350;94;413;0.12950197;0.1517362;0.16194832;11.417184;2500;0.20980885259973822
5;1350;291;835;0.021883754;0.1446174;0.24510416;2.7655065;2500;0.3860472990384771
5;1350;215;862;0.031094901;0.22705959;0.12296931;9.173604;2500;0.10916656217311009
5;1350;187;273;0.05261788;0.12731352;0.22692533;13.038513;2500;0.36092876787373174
5;1350;99;758;0.03874546;0.16618587;0.17887522;11.298522;2500;0.23500139043224688
5;1350;96;789;0.027393732;0.16663875;0.12076184;4.5435786;2500;0.12552136648571408
5;1350;21;919;0.027708432;0.19584188;0.19379985;18.628437;2500;0.2480244765225907
5;1350;221;1199;0.08519145;0.18880777;0.119697295;1.6528896;2500;0.11562702251311441
5;1350;22;57;0.057331048;0.22399907;0.23312278;6.178935;2500;0.3093399398245831
5;1350;11;250;0.059080947;0.12422573;0.22239813;2.2833636;2500;0.3537026252853754
5;1350;221;182;0.031966947;0.16868034;0.19814722;6.384032;2500;0.27184893587094744
5;1350;285;193;0.030245647;0.24529189;0.1349478;14.020681;2500;0.12322139196483929
5;1350;229;550;0.018126681;0.14531857;0.24442047;1.4523644;2500;0.3840359379145332
5;1350;146;1055;0.02430409;0.14323044;0.22797456;1.7365209;2500;0.3506817966136718
5;1350;150;543;0.09286229;0.12907492;0.20728166;4.9112897;2500;0.31757849109669967
5;1350;136;805;0.07502645;0.19349521;0.15480524;1.525972;2500;0.17580285306017807
5;1350;104;458;0.0700474;0.13034903;0.17262508;8.411057;2500;0.2442935466644265
5;1350;161;390;0.07218598;0.088228814;0.15070947;5.3728147;2500;0.2288059165275389
5;1350;135;1002;0.05462071;0.24055943;0.22740796;7.12087;2500;0.28963057486925314
5;1350;183;790;0.13045172;0.16038497;0.14633244;16.90706;2500;0.17517272792811703
5;1350;270;427;0.098681495;0.14910372;0.13574669;9.211809;2500;0.16063268983439652
5;1350;298;1097;0.09879525;0.1534862;0.13215193;1.2859267;2500;0.15181417330023805
5;1350;32;603;0.1300298;0.1600245;0.1601744;11.38949;2500;0.20184995196763642
5;1350;121;234;0.037073497;0.20950602;0.19344524;3.0782921;2500;0.24042015582948703
5;1350;62;585;0.084824525;0.18343732;0.22474733;2.12748;2500;0.31636468536304735
5;1350;112;812;0.06441226;0.15511511;0.23870614;7.2189727;2500;0.36445997405176694
5;1350;93;446;0.06734363;0.11685676;0.1120131;6.1700087;2500;0.13147792082544127
5;1350;60;1014;0.053655315;0.2212245;0.10707832;3.1221254;2500;0.08573387554221212
5;1350;231;644;0.038133696;0.2145236;0.15441026;6.670224;2500;0.16652652721711553
5;1350;153;566;0.09466243;0.0987719;0.2215155;10.1972;2500;0.3739603064426196
5;1350;276;1031;0.069704905;0.17378643;0.23611045;5.7716823;2500;0.34585270494905856
5;1350;19;560;0.052534927;0.21993765;0.12526762;1.6136857;2500;0.11497605946287472
5;1350;29;503;0.02886144;0.16169035;0.14286396;17.959402;2500;0.16801384525338078
5;1350;126;133;0.089496605;0.17572622;0.23529427;13.376678;2500;0.3428674670625618
5;1350;33;441;0.025592266;0.13525924;0.18637246;14.4264;2500;0.26931461439189286
5;1350;86;482;0.042220328;0.201522;0.16115445;8.753731;2500;0.1839449737659916
5;1350;295;224;0.1441814;0.15565863;0.13653024;11.893451;2500;0.15898134065162997
5;1350;70;709;0.031261664;0.24869455;0.11693428;14.356676;2500;0.09405801977247331
5;1350;67;181;0.049160648;0.23218806;0.116267405;7.777163;2500;0.09716658884321802
