[mm];[1/m2];[mm];[-];[-];[-];[mm/hour];[mm/hour];[-];[-]
1350;253;892;0.19463491;0.15479758;0.14314677;48.959785;2500;1.3102045;0.7434403
1350;299;892;0.19463491;0.15479758;0.14314677;48.959785;2500;1.3102045;0.7434403
1350;253;1184;0.19463491;0.15479758;0.14314677;48.959785;2500;1.3102045;0.7434403
1350;253;892;0.108710416;0.08645987;0.14314677;48.959785;2500;1.3102045;0.7434403
1350;253;892;0.15573755;0.19369496;0.14314677;48.959785;2500;1.3102045;0.7434403
1350;253;892;0.19463491;0.15479758;0.10114499;48.959785;2500;1.3102045;0.7434403
1350;253;892;0.19463491;0.15479758;0.14314677;15.674544;2500;1.3102045;0.7434403
1350;253;892;0.19463491;0.15479758;0.14314677;48.959785;2500;1.3102045;0.81276387
1350;253;892;0.19463491;0.15479758;0.14314677;48.959785;2500;1.3202642;0.7434403
1350;299;1184;0.08698487;0.10818542;0.10114499;15.674544;2500;1.3202642;0.81276387
1350;80;507;0.04416047;0.118645765;0.21000877;23.451859;2500;0.7096332;1.0771893
1350;45;507;0.04416047;0.118645765;0.21000877;23.451859;2500;0.7096332;1.0771893
1350;80;291;0.04416047;0.118645765;0.21000877;23.451859;2500;0.7096332;1.0771893
1350;80;507;0.07769896;0.2087535;0.21000877;23.451859;2500;0.7096332;1.0771893
1350;80;507;0.034965374;0.12784086;0.21000877;23.451859;2500;0.7096332;1.0771893
1350;80;507;0.04416047;0.118645765;0.20711984;23.451859;2500;0.7096332;1.0771893
1350;80;507;0.04416047;0.118645765;0.21000877;49.07554;2500;0.7096332;1.0771893
1350;80;507;0.04416047;0.118645765;0.21000877;23.451859;2500;0.7096332;1.1110337
1350;80;507;0.04416047;0.118645765;0.21000877;23.451859;2500;0.70239633;1.0771893
1350;45;291;0.061520476;0.22493199;0.20711984;49.07554;2500;0.70239633;1.1110337
1350;103;1184;0.12573999;0.13418265;0.24975428;9.893105;2500;0.8277213;0.7714442
1350;138;1184;0.12573999;0.13418265;0.24975428;9.893105;2500;0.8277213;0.7714442
1350;103;520;0.12573999;0.13418265;0.24975428;9.893105;2500;0.8277213;0.7714442
1350;103;1184;0.15766992;0.16825646;0.24975428;9.893105;2500;0.8277213;0.7714442
1350;103;1184;0.10121101;0.1587116;0.24975428;9.893105;2500;0.8277213;0.7714442
1350;103;1184;0.12573999;0.13418265;0.14488713;9.893105;2500;0.8277213;0.7714442
1350;103;1184;0.12573999;0.13418265;0.24975428;3.7230692;2500;0.8277213;0.7714442
1350;103;1184;0.12573999;0.13418265;0.24975428;9.893105;2500;0.8277213;1.4022934
1350;103;1184;0.12573999;0.13418265;0.24975428;9.893105;2500;1.0350908;0.7714442
1350;138;520;0.12691215;0.19901422;0.14488713;3.7230692;2500;1.0350908;1.4022934
1350;220;216;0.044302035;0.18348461;0.10792883;34.42314;2500;1.1607456;1.4098803
1350;174;216;0.044302035;0.18348461;0.10792883;34.42314;2500;1.1607456;1.4098803
1350;220;802;0.044302035;0.18348461;0.10792883;34.42314;2500;1.1607456;1.4098803
1350;220;216;0.047154088;0.19529688;0.10792883;34.42314;2500;1.1607456;1.4098803
1350;220;216;0.13859895;0.08918769;0.10792883;34.42314;2500;1.1607456;1.4098803
1350;220;216;0.044302035;0.18348461;0.24750607;34.42314;2500;1.1607456;1.4098803
1350;220;216;0.044302035;0.18348461;0.10792883;36.025932;2500;1.1607456;1.4098803
1350;220;216;0.044302035;0.18348461;0.10792883;34.42314;2500;1.1607456;0.6660355
1350;220;216;0.044302035;0.18348461;0.10792883;34.42314;2500;0.9173488;1.4098803
1350;174;802;0.1475216;0.09492937;0.24750607;36.025932;2500;0.9173488;0.6660355
1350;222;667;0.18381879;0.16077325;0.23618533;16.066004;2500;1.0539728;0.5220588
1350;231;667;0.18381879;0.16077325;0.23618533;16.066004;2500;1.0539728;0.5220588
1350;222;1098;0.18381879;0.16077325;0.23618533;16.066004;2500;1.0539728;0.5220588
1350;222;667;0.1178759;0.103097685;0.23618533;16.066004;2500;1.0539728;0.5220588
1350;222;667;0.22542727;0.119164765;0.23618533;16.066004;2500;1.0539728;0.5220588
1350;222;667;0.18381879;0.16077325;0.2216986;16.066004;2500;1.0539728;0.5220588
1350;222;667;0.18381879;0.16077325;0.23618533;8.615282;2500;1.0539728;0.5220588
1350;222;667;0.18381879;0.16077325;0.23618533;16.066004;2500;1.0539728;1.4449863
1350;222;667;0.18381879;0.16077325;0.23618533;16.066004;2500;1.0526792;0.5220588
1350;231;1098;0.14455782;0.07641577;0.2216986;8.615282;2500;1.0526792;1.4449863
1350;104;432;0.036741417;0.13059781;0.11549254;40.747936;2500;0.965122;1.1570598
1350;49;432;0.036741417;0.13059781;0.11549254;40.747936;2500;0.965122;1.1570598
1350;104;225;0.036741417;0.13059781;0.11549254;40.747936;2500;0.965122;1.1570598
1350;104;432;0.06820673;0.24244165;0.11549254;40.747936;2500;0.965122;1.1570598
1350;104;432;0.048101276;0.11923796;0.11549254;40.747936;2500;0.965122;1.1570598
1350;104;432;0.036741417;0.13059781;0.17066026;40.747936;2500;0.965122;1.1570598
1350;104;432;0.036741417;0.13059781;0.11549254;26.447159;2500;0.965122;1.1570598
1350;104;432;0.036741417;0.13059781;0.11549254;40.747936;2500;0.965122;0.7405914
1350;104;432;0.036741417;0.13059781;0.11549254;40.747936;2500;0.93482274;1.1570598
1350;49;225;0.08929516;0.22135322;0.17066026;26.447159;2500;0.93482274;0.7405914
1350;82;963;0.15774608;0.10077008;0.15528868;30.08973;2500;0.5678284;0.99430674
1350;98;963;0.15774608;0.10077008;0.15528868;30.08973;2500;0.5678284;0.99430674
1350;82;588;0.15774608;0.10077008;0.15528868;30.08973;2500;0.5678284;0.99430674
1350;82;963;0.1535746;0.09810529;0.15528868;30.08973;2500;0.5678284;0.99430674
1350;82;963;0.028552424;0.22996373;0.15528868;30.08973;2500;0.5678284;0.99430674
1350;82;963;0.15774608;0.10077008;0.1766796;30.08973;2500;0.5678284;0.99430674
1350;82;963;0.15774608;0.10077008;0.15528868;21.713896;2500;0.5678284;0.99430674
1350;82;963;0.15774608;0.10077008;0.15528868;30.08973;2500;0.5678284;0.7774564
1350;82;963;0.15774608;0.10077008;0.15528868;30.08973;2500;1.330002;0.99430674
1350;98;588;0.027797377;0.22388253;0.1766796;21.713896;2500;1.330002;0.7774564
1350;254;144;0.0672003;0.1623064;0.20094478;4.8296037;2500;1.4203819;1.3246206
1350;206;144;0.0672003;0.1623064;0.20094478;4.8296037;2500;1.4203819;1.3246206
1350;254;887;0.0672003;0.1623064;0.20094478;4.8296037;2500;1.4203819;1.3246206
1350;254;144;0.048809778;0.11788844;0.20094478;4.8296037;2500;1.4203819;1.3246206
1350;254;144;0.11331165;0.11619505;0.20094478;4.8296037;2500;1.4203819;1.3246206
1350;254;144;0.0672003;0.1623064;0.13162415;4.8296037;2500;1.4203819;1.3246206
1350;254;144;0.0672003;0.1623064;0.20094478;38.34962;2500;1.4203819;1.3246206
1350;254;144;0.0672003;0.1623064;0.20094478;4.8296037;2500;1.4203819;1.0448394
1350;254;144;0.0672003;0.1623064;0.20094478;4.8296037;2500;0.712279;1.3246206
1350;206;887;0.08230195;0.084396265;0.13162415;38.34962;2500;0.712279;1.0448394
1350;273;1088;0.06959665;0.10729455;0.18639396;21.563276;2500;0.7299175;0.7773006
1350;131;1088;0.06959665;0.10729455;0.18639396;21.563276;2500;0.7299175;0.7773006
1350;273;25;0.06959665;0.10729455;0.18639396;21.563276;2500;0.7299175;0.7773006
1350;273;1088;0.11191583;0.17253645;0.18639396;21.563276;2500;0.7299175;0.7773006
1350;273;1088;0.08159544;0.09529575;0.18639396;21.563276;2500;0.7299175;0.7773006
1350;273;1088;0.06959665;0.10729455;0.19789556;21.563276;2500;0.7299175;0.7773006
1350;273;1088;0.06959665;0.10729455;0.18639396;36.6633;2500;0.7299175;0.7773006
1350;273;1088;0.06959665;0.10729455;0.18639396;21.563276;2500;0.7299175;1.1286616
1350;273;1088;0.06959665;0.10729455;0.18639396;21.563276;2500;0.50807536;0.7773006
1350;131;25;0.13121064;0.15324162;0.19789556;36.6633;2500;0.50807536;1.1286616
1350;10;241;0.21062821;0.09975355;0.15708905;46.283993;2500;1.2503809;1.4196415
1350;168;241;0.21062821;0.09975355;0.15708905;46.283993;2500;1.2503809;1.4196415
1350;10;927;0.21062821;0.09975355;0.15708905;46.283993;2500;1.2503809;1.4196415
1350;10;241;0.13327114;0.063117236;0.15708905;46.283993;2500;1.2503809;1.4196415
1350;10;241;0.07299624;0.23738553;0.15708905;46.283993;2500;1.2503809;1.4196415
1350;10;241;0.21062821;0.09975355;0.10949895;46.283993;2500;1.2503809;1.4196415
1350;10;241;0.21062821;0.09975355;0.15708905;3.2809515;2500;1.2503809;1.4196415
1350;10;241;0.21062821;0.09975355;0.15708905;46.283993;2500;1.2503809;0.9241037
1350;10;241;0.21062821;0.09975355;0.15708905;46.283993;2500;1.3759432;1.4196415
1350;168;927;0.046187032;0.15020135;0.10949895;3.2809515;2500;1.3759432;0.9241037
1350;132;783;0.03563197;0.17813392;0.12183906;32.510185;2500;1.1497799;0.74149203
1350;269;783;0.03563197;0.17813392;0.12183906;32.510185;2500;1.1497799;0.74149203
1350;132;698;0.03563197;0.17813392;0.12183906;32.510185;2500;1.1497799;0.74149203
1350;132;783;0.040226903;0.20110525;0.12183906;32.510185;2500;1.1497799;0.74149203
1350;132;783;0.078558855;0.13520704;0.12183906;32.510185;2500;1.1497799;0.74149203
1350;132;783;0.03563197;0.17813392;0.23739323;32.510185;2500;1.1497799;0.74149203
1350;132;783;0.03563197;0.17813392;0.12183906;48.541477;2500;1.1497799;0.74149203
1350;132;783;0.03563197;0.17813392;0.12183906;32.510185;2500;1.1497799;0.58596855
1350;132;783;0.03563197;0.17813392;0.12183906;32.510185;2500;0.8558098;0.74149203
1350;269;698;0.08868945;0.15264271;0.23739323;48.541477;2500;0.8558098;0.58596855
1350;160;538;0.13616057;0.16285257;0.22618067;7.1929693;2500;0.8616476;1.06352
1350;16;538;0.13616057;0.16285257;0.22618067;7.1929693;2500;0.8616476;1.06352
1350;160;407;0.13616057;0.16285257;0.22618067;7.1929693;2500;0.8616476;1.06352
1350;160;538;0.1492815;0.17854564;0.22618067;7.1929693;2500;0.8616476;1.06352
1350;160;538;0.17684117;0.12217197;0.22618067;7.1929693;2500;0.8616476;1.06352
1350;160;538;0.13616057;0.16285257;0.15469612;7.1929693;2500;0.8616476;1.06352
1350;160;538;0.13616057;0.16285257;0.22618067;16.4039;2500;0.8616476;1.06352
1350;160;538;0.13616057;0.16285257;0.22618067;7.1929693;2500;0.8616476;1.3535147
1350;160;538;0.13616057;0.16285257;0.22618067;7.1929693;2500;1.2235518;1.06352
1350;16;407;0.19388223;0.1339449;0.15469612;16.4039;2500;1.2235518;1.3535147
1350;173;1015;0.13696192;0.07082726;0.10435605;0.92360526;2500;0.6785326;0.8607455
1350;137;1015;0.13696192;0.07082726;0.10435605;0.92360526;2500;0.6785326;0.8607455
1350;173;788;0.13696192;0.07082726;0.10435605;0.92360526;2500;0.6785326;0.8607455
1350;173;1015;0.22416762;0.11592402;0.10435605;0.92360526;2500;0.6785326;0.8607455
1350;173;1015;0.13872501;0.06906418;0.10435605;0.92360526;2500;0.6785326;0.8607455
1350;173;1015;0.13696192;0.07082726;0.10222026;0.92360526;2500;0.6785326;0.8607455
1350;173;1015;0.13696192;0.07082726;0.10435605;46.150547;2500;0.6785326;0.8607455
1350;173;1015;0.13696192;0.07082726;0.10435605;0.92360526;2500;0.6785326;0.8469386
1350;173;1015;0.13696192;0.07082726;0.10435605;0.92360526;2500;0.6080864;0.8607455
1350;137;788;0.22705328;0.11303836;0.10222026;46.150547;2500;0.6080864;0.8469386
1350;146;84;0.09471999;0.18563296;0.24381937;26.184408;2500;1.3416637;1.4444792
1350;174;84;0.09471999;0.18563296;0.24381937;26.184408;2500;1.3416637;1.4444792
1350;146;461;0.09471999;0.18563296;0.24381937;26.184408;2500;1.3416637;1.4444792
1350;146;84;0.07711642;0.15113334;0.24381937;26.184408;2500;1.3416637;1.4444792
1350;146;84;0.08168478;0.19866817;0.24381937;26.184408;2500;1.3416637;1.4444792
1350;146;84;0.09471999;0.18563296;0.20601597;26.184408;2500;1.3416637;1.4444792
1350;146;84;0.09471999;0.18563296;0.24381937;13.919099;2500;1.3416637;1.4444792
1350;146;84;0.09471999;0.18563296;0.24381937;26.184408;2500;1.3416637;1.0807649
1350;146;84;0.09471999;0.18563296;0.24381937;26.184408;2500;1.4747223;1.4444792
1350;174;461;0.066503786;0.16174598;0.20601597;13.919099;2500;1.4747223;1.0807649
1350;33;727;0.08538264;0.10996997;0.20391372;39.965847;2500;1.1922652;0.6541533
1350;297;727;0.08538264;0.10996997;0.20391372;39.965847;2500;1.1922652;0.6541533
1350;33;269;0.08538264;0.10996997;0.20391372;39.965847;2500;1.1922652;0.6541533
1350;33;727;0.08047772;0.103652604;0.20391372;39.965847;2500;1.1922652;0.6541533
1350;33;727;0.03151361;0.16383901;0.20391372;39.965847;2500;1.1922652;0.6541533
1350;33;727;0.08538264;0.10996997;0.14608127;39.965847;2500;1.1922652;0.6541533
1350;33;727;0.08538264;0.10996997;0.20391372;34.278473;2500;1.1922652;0.6541533
1350;33;727;0.08538264;0.10996997;0.20391372;39.965847;2500;1.1922652;1.4306186
1350;33;727;0.08538264;0.10996997;0.20391372;39.965847;2500;0.76045114;0.6541533
1350;297;269;0.029703267;0.15442707;0.14608127;34.278473;2500;0.76045114;1.4306186
1350;296;380;0.034798235;0.28175288;0.1394137;15.286286;2500;0.7968044;1.0425742
1350;44;380;0.034798235;0.28175288;0.1394137;15.286286;2500;0.7968044;1.0425742
1350;296;1133;0.034798235;0.28175288;0.1394137;15.286286;2500;0.7968044;1.0425742
1350;296;380;0.032707058;0.26482114;0.1394137;15.286286;2500;0.7968044;1.0425742
1350;296;380;0.16937575;0.14717537;0.1394137;15.286286;2500;0.7968044;1.0425742
1350;296;380;0.034798235;0.28175288;0.24619177;15.286286;2500;0.7968044;1.0425742
1350;296;380;0.034798235;0.28175288;0.1394137;0.80224985;2500;0.7968044;1.0425742
1350;296;380;0.034798235;0.28175288;0.1394137;15.286286;2500;0.7968044;0.6338043
1350;296;380;0.034798235;0.28175288;0.1394137;15.286286;2500;1.1269535;1.0425742
1350;44;1133;0.15919723;0.13833098;0.24619177;0.80224985;2500;1.1269535;0.6338043
1350;231;843;0.053281542;0.21117163;0.17291589;11.100483;2500;1.1044708;0.6211146
1350;255;843;0.053281542;0.21117163;0.17291589;11.100483;2500;1.1044708;0.6211146
1350;231;382;0.053281542;0.21117163;0.17291589;11.100483;2500;1.1044708;0.6211146
1350;231;843;0.031097878;0.123250745;0.17291589;11.100483;2500;1.1044708;0.6211146
1350;231;843;0.108552456;0.15590072;0.17291589;11.100483;2500;1.1044708;0.6211146
1350;231;843;0.053281542;0.21117163;0.16294219;11.100483;2500;1.1044708;0.6211146
1350;231;843;0.053281542;0.21117163;0.17291589;24.208565;2500;1.1044708;0.6211146
1350;231;843;0.053281542;0.21117163;0.17291589;11.100483;2500;1.1044708;0.538415
1350;231;843;0.053281542;0.21117163;0.17291589;11.100483;2500;1.0811591;0.6211146
1350;255;382;0.063356854;0.090991765;0.16294219;24.208565;2500;1.0811591;0.538415
1350;59;486;0.1182364;0.1299152;0.18345487;36.41399;2500;0.8769157;1.197539
1350;73;486;0.1182364;0.1299152;0.18345487;36.41399;2500;0.8769157;1.197539
1350;59;645;0.1182364;0.1299152;0.18345487;36.41399;2500;0.8769157;1.197539
1350;59;486;0.12615651;0.1386176;0.18345487;36.41399;2500;0.8769157;1.197539
1350;59;486;0.048045825;0.20010577;0.18345487;36.41399;2500;0.8769157;1.197539
1350;59;486;0.1182364;0.1299152;0.22908652;36.41399;2500;0.8769157;1.197539
1350;59;486;0.1182364;0.1299152;0.18345487;40.742893;2500;0.8769157;1.197539
1350;59;486;0.1182364;0.1299152;0.18345487;36.41399;2500;0.8769157;1.272101
1350;59;486;0.1182364;0.1299152;0.18345487;36.41399;2500;0.96451175;1.197539
1350;73;645;0.05126419;0.21350992;0.22908652;40.742893;2500;0.96451175;1.272101
1350;90;1140;0.089215316;0.23692447;0.21852139;47.06762;2500;0.5242083;0.89132845
1350;108;1140;0.089215316;0.23692447;0.21852139;47.06762;2500;0.5242083;0.89132845
1350;90;1045;0.089215316;0.23692447;0.21852139;47.06762;2500;0.5242083;0.89132845
1350;90;1140;0.08835432;0.23463798;0.21852139;47.06762;2500;0.5242083;0.89132845
1350;90;1140;0.115545295;0.21059448;0.21852139;47.06762;2500;0.5242083;0.89132845
1350;90;1140;0.089215316;0.23692447;0.1222768;47.06762;2500;0.5242083;0.89132845
1350;90;1140;0.089215316;0.23692447;0.21852139;11.116056;2500;0.5242083;0.89132845
1350;90;1140;0.089215316;0.23692447;0.21852139;47.06762;2500;0.5242083;1.2469548
1350;90;1140;0.089215316;0.23692447;0.21852139;47.06762;2500;1.3037372;0.89132845
1350;108;1045;0.1144302;0.20856209;0.1222768;11.116056;2500;1.3037372;1.2469548
1350;208;181;0.089370765;0.071832724;0.13301912;22.341455;2500;1.4880613;1.2880658
1350;216;181;0.089370765;0.071832724;0.13301912;22.341455;2500;1.4880613;1.2880658
1350;208;134;0.089370765;0.071832724;0.13301912;22.341455;2500;1.4880613;1.2880658
1350;208;181;0.1152509;0.09263416;0.13301912;22.341455;2500;1.4880613;1.2880658
1350;208;181;0.09469521;0.06650828;0.13301912;22.341455;2500;1.4880613;1.2880658
1350;208;181;0.089370765;0.071832724;0.18503876;22.341455;2500;1.4880613;1.2880658
1350;208;181;0.089370765;0.071832724;0.13301912;28.846527;2500;1.4880613;1.2880658
1350;208;181;0.089370765;0.071832724;0.13301912;22.341455;2500;1.4880613;0.9502806
1350;208;181;0.089370765;0.071832724;0.13301912;22.341455;2500;0.6872157;1.2880658
1350;216;134;0.1221172;0.08576786;0.18503876;28.846527;2500;0.6872157;0.9502806
1350;195;1165;0.04336741;0.24291609;0.19376841;34.897038;2500;0.560048;1.1369
1350;183;1165;0.04336741;0.24291609;0.19376841;34.897038;2500;0.560048;1.1369
1350;195;954;0.04336741;0.24291609;0.19376841;34.897038;2500;0.560048;1.1369
1350;195;1165;0.031097207;0.1741864;0.19376841;34.897038;2500;0.560048;1.1369
1350;195;1165;0.12611282;0.16017066;0.19376841;34.897038;2500;0.560048;1.1369
1350;195;1165;0.04336741;0.24291609;0.14889987;34.897038;2500;0.560048;1.1369
1350;195;1165;0.04336741;0.24291609;0.19376841;35.27618;2500;0.560048;1.1369
1350;195;1165;0.04336741;0.24291609;0.19376841;34.897038;2500;0.560048;1.0970165
1350;195;1165;0.04336741;0.24291609;0.19376841;34.897038;2500;1.0231491;1.1369
1350;183;954;0.09043097;0.11485262;0.14889987;35.27618;2500;1.0231491;1.0970165
1350;95;235;0.09459892;0.10643579;0.14809386;9.395233;2500;1.4594169;0.5570576
1350;147;235;0.09459892;0.10643579;0.14809386;9.395233;2500;1.4594169;0.5570576
1350;95;77;0.09459892;0.10643579;0.14809386;9.395233;2500;1.4594169;0.5570576
1350;95;235;0.14768557;0.16616501;0.14809386;9.395233;2500;1.4594169;0.5570576
1350;95;235;0.04401602;0.15701869;0.14809386;9.395233;2500;1.4594169;0.5570576
1350;95;235;0.09459892;0.10643579;0.23378074;9.395233;2500;1.4594169;0.5570576
1350;95;235;0.09459892;0.10643579;0.14809386;6.24249;2500;1.4594169;0.5570576
1350;95;235;0.09459892;0.10643579;0.14809386;9.395233;2500;1.4594169;0.8307483
1350;95;235;0.09459892;0.10643579;0.14809386;9.395233;2500;0.905303;0.5570576
1350;147;77;0.06871676;0.24513383;0.23378074;6.24249;2500;0.905303;0.8307483
1350;54;873;0.12068004;0.20237948;0.11303643;23.949755;2500;1.0774436;1.3443093
1350;36;873;0.12068004;0.20237948;0.11303643;23.949755;2500;1.0774436;1.3443093
1350;54;436;0.12068004;0.20237948;0.11303643;23.949755;2500;1.0774436;1.3443093
1350;54;873;0.102213934;0.17141198;0.11303643;23.949755;2500;1.0774436;1.3443093
1350;54;873;0.124158196;0.19890133;0.11303643;23.949755;2500;1.0774436;1.3443093
1350;54;873;0.12068004;0.20237948;0.117641225;23.949755;2500;1.0774436;1.3443093
1350;54;873;0.12068004;0.20237948;0.11303643;48.374794;2500;1.0774436;1.3443093
1350;54;873;0.12068004;0.20237948;0.11303643;23.949755;2500;1.0774436;0.68060184
1350;54;873;0.12068004;0.20237948;0.11303643;23.949755;2500;1.3629528;1.3443093
1350;36;436;0.10515987;0.16846603;0.117641225;48.374794;2500;1.3629528;0.68060184
1350;244;526;0.13241321;0.057157263;0.23367444;48.485867;2500;0.9104043;0.959779
1350;290;526;0.13241321;0.057157263;0.23367444;48.485867;2500;0.9104043;0.959779
1350;244;739;0.13241321;0.057157263;0.23367444;48.485867;2500;0.9104043;0.959779
1350;244;526;0.10983068;0.047409326;0.23367444;48.485867;2500;0.9104043;0.959779
1350;244;526;0.11616103;0.07340944;0.23367444;48.485867;2500;0.9104043;0.959779
1350;244;526;0.13241321;0.057157263;0.19916663;48.485867;2500;0.9104043;0.959779
1350;244;526;0.13241321;0.057157263;0.23367444;18.144955;2500;0.9104043;0.959779
1350;244;526;0.13241321;0.057157263;0.23367444;48.485867;2500;0.9104043;1.3838819
1350;244;526;0.13241321;0.057157263;0.23367444;48.485867;2500;0.7452173;0.959779
1350;290;739;0.096350245;0.06088976;0.19916663;18.144955;2500;0.7452173;1.3838819
1350;282;692;0.1419389;0.09949483;0.22837143;27.89643;2500;1.2200549;1.376273
1350;66;692;0.1419389;0.09949483;0.22837143;27.89643;2500;1.2200549;1.376273
1350;282;175;0.1419389;0.09949483;0.22837143;27.89643;2500;1.2200549;1.376273
1350;282;692;0.16902594;0.118482016;0.22837143;27.89643;2500;1.2200549;1.376273
1350;282;692;0.15492484;0.08650889;0.22837143;27.89643;2500;1.2200549;1.376273
1350;282;692;0.1419389;0.09949483;0.13505894;27.89643;2500;1.2200549;1.376273
1350;282;692;0.1419389;0.09949483;0.22837143;6.8902225;2500;1.2200549;1.376273
1350;282;692;0.1419389;0.09949483;0.22837143;27.89643;2500;1.2200549;1.2883831
1350;282;692;0.1419389;0.09949483;0.22837143;27.89643;2500;0.5410195;1.376273
1350;66;175;0.18449005;0.1030179;0.13505894;6.8902225;2500;0.5410195;1.2883831
1350;38;336;0.085219964;0.18522477;0.12404827;2.4334068;2500;0.76011;0.80376977
1350;246;336;0.085219964;0.18522477;0.12404827;2.4334068;2500;0.76011;0.80376977
1350;38;1078;0.085219964;0.18522477;0.12404827;2.4334068;2500;0.76011;0.80376977
1350;38;336;0.056986112;0.123858765;0.12404827;2.4334068;2500;0.76011;0.80376977
1350;38;336;0.0705206;0.19992411;0.12404827;2.4334068;2500;0.76011;0.80376977
1350;38;336;0.085219964;0.18522477;0.18258147;2.4334068;2500;0.76011;0.80376977
1350;38;336;0.085219964;0.18522477;0.12404827;26.622211;2500;0.76011;0.80376977
1350;38;336;0.085219964;0.18522477;0.12404827;2.4334068;2500;0.76011;0.5221941
1350;38;336;0.085219964;0.18522477;0.12404827;2.4334068;2500;1.4088848;0.80376977
1350;246;1078;0.047156733;0.13368814;0.18258147;26.622211;2500;1.4088848;0.5221941
1350;141;994;0.080189705;0.07526827;0.16394484;13.873091;2500;0.6439456;1.1073633
1350;227;994;0.080189705;0.07526827;0.16394484;13.873091;2500;0.6439456;1.1073633
1350;141;845;0.080189705;0.07526827;0.16394484;13.873091;2500;0.6439456;1.1073633
1350;141;994;0.119682826;0.1123376;0.16394484;13.873091;2500;0.6439456;1.1073633
1350;141;994;0.021045834;0.13441214;0.16394484;13.873091;2500;0.6439456;1.1073633
1350;141;994;0.080189705;0.07526827;0.16956697;13.873091;2500;0.6439456;1.1073633
1350;141;994;0.080189705;0.07526827;0.16394484;18.7684;2500;0.6439456;1.1073633
1350;141;994;0.080189705;0.07526827;0.16394484;13.873091;2500;0.6439456;0.9970477
1350;141;994;0.080189705;0.07526827;0.16394484;13.873091;2500;0.82628065;1.1073633
1350;227;845;0.031410825;0.2006096;0.16956697;18.7684;2500;0.82628065;0.9970477
1350;187;36;0.078912534;0.25379673;0.19330455;38.352116;2500;1.3675926;0.71454793
1350;117;36;0.078912534;0.25379673;0.19330455;38.352116;2500;1.3675926;0.71454793
1350;187;552;0.078912534;0.25379673;0.19330455;38.352116;2500;1.3675926;0.71454793
1350;187;36;0.08292503;0.2667016;0.19330455;38.352116;2500;1.3675926;0.71454793
1350;187;36;0.16783844;0.16487081;0.19330455;38.352116;2500;1.3675926;0.71454793
1350;187;36;0.078912534;0.25379673;0.21345066;38.352116;2500;1.3675926;0.71454793
1350;187;36;0.078912534;0.25379673;0.19330455;39.74516;2500;1.3675926;0.71454793
1350;187;36;0.078912534;0.25379673;0.19330455;38.352116;2500;1.3675926;1.2002486
1350;187;36;0.078912534;0.25379673;0.19330455;38.352116;2500;1.1940277;0.71454793
1350;117;552;0.17637257;0.17325406;0.21345066;39.74516;2500;1.1940277;1.2002486
1350;164;818;0.044918068;0.12899218;0.14631513;44.57874;2500;1.1844819;1.4803404
1350;58;818;0.044918068;0.12899218;0.14631513;44.57874;2500;1.1844819;1.4803404
1350;164;644;0.044918068;0.12899218;0.14631513;44.57874;2500;1.1844819;1.4803404
1350;164;818;0.08702782;0.24991967;0.14631513;44.57874;2500;1.1844819;1.4803404
1350;164;818;0.07571291;0.09819733;0.14631513;44.57874;2500;1.1844819;1.4803404
1350;164;818;0.044918068;0.12899218;0.19319218;44.57874;2500;1.1844819;1.4803404
1350;164;818;0.044918068;0.12899218;0.14631513;22.809238;2500;1.1844819;1.4803404
1350;164;818;0.044918068;0.12899218;0.14631513;44.57874;2500;1.1844819;0.69501436
1350;164;818;0.044918068;0.12899218;0.14631513;44.57874;2500;0.57511854;1.4803404
1350;58;644;0.14669219;0.19025528;0.19319218;22.809238;2500;0.57511854;0.69501436
1350;119;582;0.19303076;0.14581425;0.21079697;20.04633;2500;0.8358327;0.84141743
1350;239;582;0.19303076;0.14581425;0.21079697;20.04633;2500;0.8358327;0.84141743
1350;119;313;0.19303076;0.14581425;0.21079697;20.04633;2500;0.8358327;0.84141743
1350;119;582;0.13894667;0.10495947;0.21079697;20.04633;2500;0.8358327;0.84141743
1350;119;582;0.069313385;0.26953164;0.21079697;20.04633;2500;0.8358327;0.84141743
1350;119;582;0.19303076;0.14581425;0.123532124;20.04633;2500;0.8358327;0.84141743
1350;119;582;0.19303076;0.14581425;0.21079697;43.692226;2500;0.8358327;0.84141743
1350;119;582;0.19303076;0.14581425;0.21079697;20.04633;2500;0.8358327;1.4905021
1350;119;582;0.19303076;0.14581425;0.21079697;20.04633;2500;1.4417437;0.84141743
1350;239;313;0.0498929;0.19401324;0.123532124;43.692226;2500;1.4417437;1.4905021
1350;24;1109;0.042748265;0.19274846;0.24603772;8.611226;2500;0.7019986;1.0072147
1350;196;1109;0.042748265;0.19274846;0.24603772;8.611226;2500;0.7019986;1.0072147
1350;24;116;0.042748265;0.19274846;0.24603772;8.611226;2500;0.7019986;1.0072147
1350;24;1109;0.035128195;0.15839018;0.24603772;8.611226;2500;0.7019986;1.0072147
1350;24;1109;0.0804412;0.15505551;0.24603772;8.611226;2500;0.7019986;1.0072147
1350;24;1109;0.042748265;0.19274846;0.22327451;8.611226;2500;0.7019986;1.0072147
1350;24;1109;0.042748265;0.19274846;0.24603772;10.937165;2500;0.7019986;1.0072147
1350;24;1109;0.042748265;0.19274846;0.24603772;8.611226;2500;0.7019986;1.0273674
1350;24;1109;0.042748265;0.19274846;0.24603772;8.611226;2500;0.79000235;1.0072147
