[1/m2];[mm];[-];[-];[-];[mm/hour];[-];[-];[-];[-];[-];[-];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[kg N/ha/year];[-];[-];[-]
163;191;0.021163953;0.17893144;0.23501772;20.592064;0.5495951;1.1443105;0.70591927;0.6755894;0.32469416;4.5154986;38.1313;7.4055095;15.269407;67.914505;71.93883;0.3401719679755174;0.105769314;0.2000954
77;222;0.07747036;0.17106032;0.15033379;27.316069;0.56061256;0.5344626;0.74003637;0.40761343;1.3729739;1.8591465;5.2135544;39.28814;2.8880856;7.970676;51.03293;0.17760503554739163;0.3117135;0.24853067
103;222;0.07747036;0.17106032;0.15033379;27.316069;0.56061256;0.5344626;0.74003637;0.40761343;1.3729739;1.8591465;5.2135544;39.28814;2.8880856;7.970676;51.03293;0.17760503554739163;0.3117135;0.24853067
77;1031;0.07747036;0.17106032;0.15033379;27.316069;0.56061256;0.5344626;0.74003637;0.40761343;1.3729739;1.8591465;5.2135544;39.28814;2.8880856;7.970676;51.03293;0.17760503554739163;0.3117135;0.24853067
77;222;0.08249991;0.18216592;0.15033379;27.316069;0.56061256;0.5344626;0.74003637;0.40761343;1.3729739;1.8591465;5.2135544;39.28814;2.8880856;7.970676;51.03293;0.17254330608644255;0.3117135;0.2646658
77;222;0.12783903;0.12069165;0.15033379;27.316069;0.56061256;0.5344626;0.74003637;0.40761343;1.3729739;1.8591465;5.2135544;39.28814;2.8880856;7.970676;51.03293;0.20504419335986157;0.51437926;0.24853067
77;222;0.07747036;0.17106032;0.113150336;27.316069;0.56061256;0.5344626;0.74003637;0.40761343;1.3729739;1.8591465;5.2135544;39.28814;2.8880856;7.970676;51.03293;0.110577508516509;0.3117135;0.24853067
77;222;0.07747036;0.17106032;0.15033379;43.24727;0.56061256;0.5344626;0.74003637;0.40761343;1.3729739;1.8591465;5.2135544;39.28814;2.8880856;7.970676;51.03293;0.17760503554739163;0.3117135;0.24853067
77;222;0.07747036;0.17106032;0.15033379;27.316069;0.56061256;0.7927854;0.74003637;0.40761343;1.3729739;1.8591465;5.2135544;39.28814;2.8880856;7.970676;51.03293;0.17760503554739163;0.3117135;0.24853067
77;222;0.07747036;0.17106032;0.15033379;27.316069;1.3425927;0.5344626;0.74003637;0.40761343;1.3729739;1.8591465;5.2135544;39.28814;2.8880856;7.970676;51.03293;0.17760503554739163;0.3117135;0.24853067
77;222;0.07747036;0.17106032;0.15033379;27.316069;0.56061256;0.5344626;0.74003637;0.40761343;1.3645463;1.8591465;5.2135544;39.28814;2.8880856;7.970676;51.03293;0.17760503554739163;0.3117135;0.24853067
77;222;0.07747036;0.17106032;0.15033379;27.316069;0.56061256;0.5344626;0.74003637;0.40761343;1.3729739;0.7849665;5.2135544;39.28814;2.8880856;7.970676;51.03293;0.17760503554739163;0.3117135;0.24853067
77;222;0.07747036;0.17106032;0.15033379;27.316069;0.56061256;0.5344626;0.99377835;0.40761343;1.3729739;1.8591465;5.2135544;39.28814;2.8880856;7.970676;51.03293;0.17760503554739163;0.3117135;0.24853067
77;222;0.07747036;0.17106032;0.15033379;27.316069;0.56061256;0.5344626;0.74003637;0.4400374;1.3729739;1.8591465;5.2135544;39.28814;2.8880856;7.970676;51.03293;0.17760503554739163;0.3117135;0.24853067
77;222;0.07747036;0.17106032;0.15033379;27.316069;0.56061256;0.5344626;0.74003637;0.40761343;1.3729739;1.8591465;19.583443;39.28814;2.8880856;7.970676;51.03293;0.17760503554739163;0.3117135;0.24853067
77;222;0.07747036;0.17106032;0.15033379;27.316069;0.56061256;0.5344626;0.74003637;0.40761343;1.3729739;1.8591465;5.2135544;26.933567;2.8880856;7.970676;51.03293;0.17760503554739163;0.3117135;0.24853067
77;222;0.07747036;0.17106032;0.15033379;27.316069;0.56061256;0.5344626;0.74003637;0.40761343;1.3729739;1.8591465;5.2135544;39.28814;35.7083;7.970676;51.03293;0.17760503554739163;0.3117135;0.24853067
77;222;0.07747036;0.17106032;0.15033379;27.316069;0.56061256;0.5344626;0.74003637;0.40761343;1.3729739;1.8591465;5.2135544;39.28814;2.8880856;40.26391;51.03293;0.17760503554739163;0.3117135;0.24853067
77;222;0.07747036;0.17106032;0.15033379;27.316069;0.56061256;0.5344626;0.74003637;0.40761343;1.3729739;1.8591465;5.2135544;39.28814;2.8880856;7.970676;47.89891;0.17760503554739163;0.3117135;0.24853067
103;1031;0.1361386;0.12852721;0.113150336;43.24727;1.3425927;0.7927854;0.99377835;0.4400374;1.3645463;0.7849665;19.583443;26.933567;35.7083;40.26391;47.89891;0.127927510383164;0.51437926;0.2646658
67;1193;0.1471476;0.18204612;0.20850913;8.291321;1.0186164;0.8049692;0.77830255;0.2997593;1.2498657;4.374199;22.567093;31.490356;28.366835;74.58023;73.10392;0.2845854905271296;0.44699395;0.3291937
82;1193;0.1471476;0.18204612;0.20850913;8.291321;1.0186164;0.8049692;0.77830255;0.2997593;1.2498657;4.374199;22.567093;31.490356;28.366835;74.58023;73.10392;0.2845854905271296;0.44699395;0.3291937
67;285;0.1471476;0.18204612;0.20850913;8.291321;1.0186164;0.8049692;0.77830255;0.2997593;1.2498657;4.374199;22.567093;31.490356;28.366835;74.58023;73.10392;0.2845854905271296;0.44699395;0.3291937
67;1193;0.109486185;0.13545267;0.20850913;8.291321;1.0186164;0.8049692;0.77830255;0.2997593;1.2498657;4.374199;22.567093;31.490356;28.366835;74.58023;73.10392;0.31539036393277725;0.44699395;0.24493885
67;1193;0.20093185;0.12826186;0.20850913;8.291321;1.0186164;0.8049692;0.77830255;0.2997593;1.2498657;4.374199;22.567093;31.490356;28.366835;74.58023;73.10392;0.3208040669355985;0.6103757;0.3291937
67;1193;0.1471476;0.18204612;0.12733224;8.291321;1.0186164;0.8049692;0.77830255;0.2997593;1.2498657;4.374199;22.567093;31.490356;28.366835;74.58023;73.10392;0.13121481178659591;0.44699395;0.3291937
67;1193;0.1471476;0.18204612;0.20850913;41.47028;1.0186164;0.8049692;0.77830255;0.2997593;1.2498657;4.374199;22.567093;31.490356;28.366835;74.58023;73.10392;0.2845854905271296;0.44699395;0.3291937
67;1193;0.1471476;0.18204612;0.20850913;8.291321;1.0186164;0.58903295;0.77830255;0.2997593;1.2498657;4.374199;22.567093;31.490356;28.366835;74.58023;73.10392;0.2845854905271296;0.44699395;0.3291937
67;1193;0.1471476;0.18204612;0.20850913;8.291321;0.792244;0.8049692;0.77830255;0.2997593;1.2498657;4.374199;22.567093;31.490356;28.366835;74.58023;73.10392;0.2845854905271296;0.44699395;0.3291937
67;1193;0.1471476;0.18204612;0.20850913;8.291321;1.0186164;0.8049692;0.77830255;0.2997593;0.42666546;4.374199;22.567093;31.490356;28.366835;74.58023;73.10392;0.2845854905271296;0.44699395;0.3291937
67;1193;0.1471476;0.18204612;0.20850913;8.291321;1.0186164;0.8049692;0.77830255;0.2997593;1.2498657;0.5922205;22.567093;31.490356;28.366835;74.58023;73.10392;0.2845854905271296;0.44699395;0.3291937
67;1193;0.1471476;0.18204612;0.20850913;8.291321;1.0186164;0.8049692;1.0202792;0.2997593;1.2498657;4.374199;22.567093;31.490356;28.366835;74.58023;73.10392;0.2845854905271296;0.44699395;0.3291937
67;1193;0.1471476;0.18204612;0.20850913;8.291321;1.0186164;0.8049692;0.77830255;0.31523392;1.2498657;4.374199;22.567093;31.490356;28.366835;74.58023;73.10392;0.2845854905271296;0.44699395;0.3291937
67;1193;0.1471476;0.18204612;0.20850913;8.291321;1.0186164;0.8049692;0.77830255;0.2997593;1.2498657;4.374199;29.68218;31.490356;28.366835;74.58023;73.10392;0.2845854905271296;0.44699395;0.3291937
67;1193;0.1471476;0.18204612;0.20850913;8.291321;1.0186164;0.8049692;0.77830255;0.2997593;1.2498657;4.374199;22.567093;1.6474087;28.366835;74.58023;73.10392;0.2845854905271296;0.44699395;0.3291937
67;1193;0.1471476;0.18204612;0.20850913;8.291321;1.0186164;0.8049692;0.77830255;0.2997593;1.2498657;4.374199;22.567093;31.490356;24.739698;74.58023;73.10392;0.2845854905271296;0.44699395;0.3291937
67;1193;0.1471476;0.18204612;0.20850913;8.291321;1.0186164;0.8049692;0.77830255;0.2997593;1.2498657;4.374199;22.567093;31.490356;28.366835;27.40544;73.10392;0.2845854905271296;0.44699395;0.3291937
67;1193;0.1471476;0.18204612;0.20850913;8.291321;1.0186164;0.8049692;0.77830255;0.2997593;1.2498657;4.374199;22.567093;31.490356;28.366835;74.58023;55.115685;0.2845854905271296;0.44699395;0.3291937
82;285;0.14950472;0.09543413;0.12733224;41.47028;0.792244;0.58903295;1.0202792;0.31523392;0.42666546;0.5922205;29.68218;1.6474087;24.739698;27.40544;55.115685;0.1744619670648421;0.6103757;0.24493885
273;175;0.021210626;0.17853433;0.11124201;46.144707;0.5016212;1.2519602;0.82932425;0.7298548;0.55092347;1.4961145;13.8607235;5.8004775;7.50939;38.856174;11.542917;0.10475990082399105;0.10618854;0.19974495
275;175;0.021210626;0.17853433;0.11124201;46.144707;0.5016212;1.2519602;0.82932425;0.7298548;0.55092347;1.4961145;13.8607235;5.8004775;7.50939;38.856174;11.542917;0.10475990082399105;0.10618854;0.19974495
273;937;0.021210626;0.17853433;0.11124201;46.144707;0.5016212;1.2519602;0.82932425;0.7298548;0.55092347;1.4961145;13.8607235;5.8004775;7.50939;38.856174;11.542917;0.10475990082399105;0.10618854;0.19974495
273;175;0.03014532;0.25373954;0.11124201;46.144707;0.5016212;1.2519602;0.82932425;0.7298548;0.55092347;1.4961145;13.8607235;5.8004775;7.50939;38.856174;11.542917;0.08435769819178889;0.10618854;0.28388485
273;175;0.07028954;0.12945542;0.11124201;46.144707;0.5016212;1.2519602;0.82932425;0.7298548;0.55092347;1.4961145;13.8607235;5.8004775;7.50939;38.856174;11.542917;0.12393123077064624;0.35189644;0.19974495
273;175;0.021210626;0.17853433;0.23050606;46.144707;0.5016212;1.2519602;0.82932425;0.7298548;0.55092347;1.4961145;13.8607235;5.8004775;7.50939;38.856174;11.542917;0.3311983718168822;0.10618854;0.19974495
273;175;0.021210626;0.17853433;0.11124201;18.826704;0.5016212;1.2519602;0.82932425;0.7298548;0.55092347;1.4961145;13.8607235;5.8004775;7.50939;38.856174;11.542917;0.10475990082399105;0.10618854;0.19974495
273;175;0.021210626;0.17853433;0.11124201;46.144707;0.5016212;1.4718114;0.82932425;0.7298548;0.55092347;1.4961145;13.8607235;5.8004775;7.50939;38.856174;11.542917;0.10475990082399105;0.10618854;0.19974495
273;175;0.021210626;0.17853433;0.11124201;46.144707;1.0696852;1.2519602;0.82932425;0.7298548;0.55092347;1.4961145;13.8607235;5.8004775;7.50939;38.856174;11.542917;0.10475990082399105;0.10618854;0.19974495
273;175;0.021210626;0.17853433;0.11124201;46.144707;0.5016212;1.2519602;0.82932425;0.7298548;1.4876096;1.4961145;13.8607235;5.8004775;7.50939;38.856174;11.542917;0.10475990082399105;0.10618854;0.19974495
273;175;0.021210626;0.17853433;0.11124201;46.144707;0.5016212;1.2519602;0.82932425;0.7298548;0.55092347;4.708318;13.8607235;5.8004775;7.50939;38.856174;11.542917;0.10475990082399105;0.10618854;0.19974495
273;175;0.021210626;0.17853433;0.11124201;46.144707;0.5016212;1.2519602;0.65720206;0.7298548;0.55092347;1.4961145;13.8607235;5.8004775;7.50939;38.856174;11.542917;0.10475990082399105;0.10618854;0.19974495
273;175;0.021210626;0.17853433;0.11124201;46.144707;0.5016212;1.2519602;0.82932425;0.9937546;0.55092347;1.4961145;13.8607235;5.8004775;7.50939;38.856174;11.542917;0.10475990082399105;0.10618854;0.19974495
273;175;0.021210626;0.17853433;0.11124201;46.144707;0.5016212;1.2519602;0.82932425;0.7298548;0.55092347;1.4961145;9.230003;5.8004775;7.50939;38.856174;11.542917;0.10475990082399105;0.10618854;0.19974495
273;175;0.021210626;0.17853433;0.11124201;46.144707;0.5016212;1.2519602;0.82932425;0.7298548;0.55092347;1.4961145;13.8607235;21.118309;7.50939;38.856174;11.542917;0.10475990082399105;0.10618854;0.19974495
273;175;0.021210626;0.17853433;0.11124201;46.144707;0.5016212;1.2519602;0.82932425;0.7298548;0.55092347;1.4961145;13.8607235;5.8004775;6.7379827;38.856174;11.542917;0.10475990082399105;0.10618854;0.19974495
273;175;0.021210626;0.17853433;0.11124201;46.144707;0.5016212;1.2519602;0.82932425;0.7298548;0.55092347;1.4961145;13.8607235;5.8004775;7.50939;55.443096;11.542917;0.10475990082399105;0.10618854;0.19974495
273;175;0.021210626;0.17853433;0.11124201;46.144707;0.5016212;1.2519602;0.82932425;0.7298548;0.55092347;1.4961145;13.8607235;5.8004775;7.50939;38.856174;28.011854;0.10475990082399105;0.10618854;0.19974495
275;937;0.09989807;0.1839868;0.23050606;18.826704;1.0696852;1.4718114;0.65720206;0.9937546;1.4876096;4.708318;9.230003;21.118309;6.7379827;55.443096;28.011854;0.32769257495678505;0.35189644;0.28388485
212;699;0.17119439;0.08420011;0.16084857;25.290417;0.76853526;0.6110176;1.2175705;0.81539637;0.74147195;0.7233654;37.926502;26.988493;11.262385;86.2065;36.47479;0.2539653385170592;0.67031354;0.2553945
134;699;0.17119439;0.08420011;0.16084857;25.290417;0.76853526;0.6110176;1.2175705;0.81539637;0.74147195;0.7233654;37.926502;26.988493;11.262385;86.2065;36.47479;0.2539653385170592;0.67031354;0.2553945
212;732;0.17119439;0.08420011;0.16084857;25.290417;0.76853526;0.6110176;1.2175705;0.81539637;0.74147195;0.7233654;37.926502;26.988493;11.262385;86.2065;36.47479;0.2539653385170592;0.67031354;0.2553945
212;699;0.12764224;0.06277946;0.16084857;25.290417;0.76853526;0.6110176;1.2175705;0.81539637;0.74147195;0.7233654;37.926502;26.988493;11.262385;86.2065;36.47479;0.273674517415884;0.67031354;0.1904217
212;699;0.106960684;0.1484338;0.16084857;25.290417;0.76853526;0.6110176;1.2175705;0.81539637;0.74147195;0.7233654;37.926502;26.988493;11.262385;86.2065;36.47479;0.20949942782080952;0.41880578;0.2553945
212;699;0.17119439;0.08420011;0.19100289;25.290417;0.76853526;0.6110176;1.2175705;0.81539637;0.74147195;0.7233654;37.926502;26.988493;11.262385;86.2065;36.47479;0.3200916234556475;0.67031354;0.2553945
212;699;0.17119439;0.08420011;0.16084857;36.048103;0.76853526;0.6110176;1.2175705;0.81539637;0.74147195;0.7233654;37.926502;26.988493;11.262385;86.2065;36.47479;0.2539653385170592;0.67031354;0.2553945
212;699;0.17119439;0.08420011;0.16084857;25.290417;0.76853526;0.7752372;1.2175705;0.81539637;0.74147195;0.7233654;37.926502;26.988493;11.262385;86.2065;36.47479;0.2539653385170592;0.67031354;0.2553945
212;699;0.17119439;0.08420011;0.16084857;25.290417;0.5888166;0.6110176;1.2175705;0.81539637;0.74147195;0.7233654;37.926502;26.988493;11.262385;86.2065;36.47479;0.2539653385170592;0.67031354;0.2553945
212;699;0.17119439;0.08420011;0.16084857;25.290417;0.76853526;0.6110176;1.2175705;0.81539637;1.1453911;0.7233654;37.926502;26.988493;11.262385;86.2065;36.47479;0.2539653385170592;0.67031354;0.2553945
212;699;0.17119439;0.08420011;0.16084857;25.290417;0.76853526;0.6110176;1.2175705;0.81539637;0.74147195;1.4973963;37.926502;26.988493;11.262385;86.2065;36.47479;0.2539653385170592;0.67031354;0.2553945
212;699;0.17119439;0.08420011;0.16084857;25.290417;0.76853526;0.6110176;0.13100284;0.81539637;0.74147195;0.7233654;37.926502;26.988493;11.262385;86.2065;36.47479;0.2539653385170592;0.67031354;0.2553945
212;699;0.17119439;0.08420011;0.16084857;25.290417;0.76853526;0.6110176;1.2175705;0.36227435;0.74147195;0.7233654;37.926502;26.988493;11.262385;86.2065;36.47479;0.2539653385170592;0.67031354;0.2553945
212;699;0.17119439;0.08420011;0.16084857;25.290417;0.76853526;0.6110176;1.2175705;0.81539637;0.74147195;0.7233654;18.689945;26.988493;11.262385;86.2065;36.47479;0.2539653385170592;0.67031354;0.2553945
212;699;0.17119439;0.08420011;0.16084857;25.290417;0.76853526;0.6110176;1.2175705;0.81539637;0.74147195;0.7233654;37.926502;20.18606;11.262385;86.2065;36.47479;0.2539653385170592;0.67031354;0.2553945
212;699;0.17119439;0.08420011;0.16084857;25.290417;0.76853526;0.6110176;1.2175705;0.81539637;0.74147195;0.7233654;37.926502;26.988493;31.052055;86.2065;36.47479;0.2539653385170592;0.67031354;0.2553945
212;699;0.17119439;0.08420011;0.16084857;25.290417;0.76853526;0.6110176;1.2175705;0.81539637;0.74147195;0.7233654;37.926502;26.988493;11.262385;3.9267883;36.47479;0.2539653385170592;0.67031354;0.2553945
212;699;0.17119439;0.08420011;0.16084857;25.290417;0.76853526;0.6110176;1.2175705;0.81539637;0.74147195;0.7233654;37.926502;26.988493;11.262385;86.2065;20.947874;0.2539653385170592;0.67031354;0.2553945
134;732;0.07974971;0.11067199;0.19100289;36.048103;0.5888166;0.7752372;0.13100284;0.36227435;1.1453911;1.4973963;18.689945;20.18606;31.052055;3.9267883;20.947874;0.29721708633887683;0.41880578;0.1904217
128;385;0.07524098;0.14670102;0.22057223;13.94707;1.2502524;1.0741218;0.3901837;0.3268568;1.0548856;2.865781;7.642106;20.072647;34.25198;2.529322;97.89109;0.33250501654006837;0.33901188;0.22194201
222;385;0.07524098;0.14670102;0.22057223;13.94707;1.2502524;1.0741218;0.3901837;0.3268568;1.0548856;2.865781;7.642106;20.072647;34.25198;2.529322;97.89109;0.33250501654006837;0.33901188;0.22194201
128;492;0.07524098;0.14670102;0.22057223;13.94707;1.2502524;1.0741218;0.3901837;0.3268568;1.0548856;2.865781;7.642106;20.072647;34.25198;2.529322;97.89109;0.33250501654006837;0.33901188;0.22194201
128;385;0.11055086;0.21554644;0.22057223;13.94707;1.2502524;1.0741218;0.3901837;0.3268568;1.0548856;2.865781;7.642106;20.072647;34.25198;2.529322;97.89109;0.28945625217705506;0.33901188;0.3260973
128;385;0.05274945;0.16919257;0.22057223;13.94707;1.2502524;1.0741218;0.3901837;0.3268568;1.0548856;2.865781;7.642106;20.072647;34.25198;2.529322;97.89109;0.31698091994929706;0.23767222;0.22194201
128;385;0.07524098;0.14670102;0.1628797;13.94707;1.2502524;1.0741218;0.3901837;0.3268568;1.0548856;2.865781;7.642106;20.072647;34.25198;2.529322;97.89109;0.2145034562951087;0.33901188;0.22194201
128;385;0.07524098;0.14670102;0.22057223;2.4514024;1.2502524;1.0741218;0.3901837;0.3268568;1.0548856;2.865781;7.642106;20.072647;34.25198;2.529322;97.89109;0.33250501654006837;0.33901188;0.22194201
128;385;0.07524098;0.14670102;0.22057223;13.94707;1.2502524;1.1580743;0.3901837;0.3268568;1.0548856;2.865781;7.642106;20.072647;34.25198;2.529322;97.89109;0.33250501654006837;0.33901188;0.22194201
128;385;0.07524098;0.14670102;0.22057223;13.94707;1.3036317;1.0741218;0.3901837;0.3268568;1.0548856;2.865781;7.642106;20.072647;34.25198;2.529322;97.89109;0.33250501654006837;0.33901188;0.22194201
128;385;0.07524098;0.14670102;0.22057223;13.94707;1.2502524;1.0741218;0.3901837;0.3268568;0.68450904;2.865781;7.642106;20.072647;34.25198;2.529322;97.89109;0.33250501654006837;0.33901188;0.22194201
128;385;0.07524098;0.14670102;0.22057223;13.94707;1.2502524;1.0741218;0.3901837;0.3268568;1.0548856;3.8030689;7.642106;20.072647;34.25198;2.529322;97.89109;0.33250501654006837;0.33901188;0.22194201
128;385;0.07524098;0.14670102;0.22057223;13.94707;1.2502524;1.0741218;1.1940852;0.3268568;1.0548856;2.865781;7.642106;20.072647;34.25198;2.529322;97.89109;0.33250501654006837;0.33901188;0.22194201
128;385;0.07524098;0.14670102;0.22057223;13.94707;1.2502524;1.0741218;0.3901837;0.58378106;1.0548856;2.865781;7.642106;20.072647;34.25198;2.529322;97.89109;0.33250501654006837;0.33901188;0.22194201
128;385;0.07524098;0.14670102;0.22057223;13.94707;1.2502524;1.0741218;0.3901837;0.3268568;1.0548856;2.865781;39.751404;20.072647;34.25198;2.529322;97.89109;0.33250501654006837;0.33901188;0.22194201
128;385;0.07524098;0.14670102;0.22057223;13.94707;1.2502524;1.0741218;0.3901837;0.3268568;1.0548856;2.865781;7.642106;39.65758;34.25198;2.529322;97.89109;0.33250501654006837;0.33901188;0.22194201
128;385;0.07524098;0.14670102;0.22057223;13.94707;1.2502524;1.0741218;0.3901837;0.3268568;1.0548856;2.865781;7.642106;20.072647;19.774912;2.529322;97.89109;0.33250501654006837;0.33901188;0.22194201
128;385;0.07524098;0.14670102;0.22057223;13.94707;1.2502524;1.0741218;0.3901837;0.3268568;1.0548856;2.865781;7.642106;20.072647;34.25198;81.09703;97.89109;0.33250501654006837;0.33901188;0.22194201
128;385;0.07524098;0.14670102;0.22057223;13.94707;1.2502524;1.0741218;0.3901837;0.3268568;1.0548856;2.865781;7.642106;20.072647;34.25198;2.529322;99.086296;0.33250501654006837;0.33901188;0.22194201
222;492;0.07750427;0.24859305;0.1628797;2.4514024;1.3036317;1.1580743;1.1940852;0.58378106;0.68450904;3.8030689;39.751404;39.65758;19.774912;81.09703;99.086296;0.1687488229006291;0.23767222;0.3260973
99;784;0.04367218;0.12044843;0.23160826;2.561815;0.96039736;0.72978896;1.3978344;0.52746564;0.89810765;2.2280886;34.845024;10.456755;38.628056;18.31996;83.9998;0.3767743276131568;0.26609808;0.16412061
171;784;0.04367218;0.12044843;0.23160826;2.561815;0.96039736;0.72978896;1.3978344;0.52746564;0.89810765;2.2280886;34.845024;10.456755;38.628056;18.31996;83.9998;0.3767743276131568;0.26609808;0.16412061
99;759;0.04367218;0.12044843;0.23160826;2.561815;0.96039736;0.72978896;1.3978344;0.52746564;0.89810765;2.2280886;34.845024;10.456755;38.628056;18.31996;83.9998;0.3767743276131568;0.26609808;0.16412061
99;784;0.05967711;0.16459022;0.23160826;2.561815;0.96039736;0.72978896;1.3978344;0.52746564;0.89810765;2.2280886;34.845024;10.456755;38.628056;18.31996;83.9998;0.34283421846717094;0.26609808;0.22426733
99;784;0.10797628;0.056144334;0.23160826;2.561815;0.96039736;0.72978896;1.3978344;0.52746564;0.89810765;2.2280886;34.845024;10.456755;38.628056;18.31996;83.9998;0.4421485633449992;0.6579081;0.16412061
99;784;0.04367218;0.12044843;0.109322205;2.561815;0.96039736;0.72978896;1.3978344;0.52746564;0.89810765;2.2280886;34.845024;10.456755;38.628056;18.31996;83.9998;0.12457804509911438;0.26609808;0.16412061
99;784;0.04367218;0.12044843;0.23160826;31.044127;0.96039736;0.72978896;1.3978344;0.52746564;0.89810765;2.2280886;34.845024;10.456755;38.628056;18.31996;83.9998;0.3767743276131568;0.26609808;0.16412061
99;784;0.04367218;0.12044843;0.23160826;2.561815;0.96039736;1.0968003;1.3978344;0.52746564;0.89810765;2.2280886;34.845024;10.456755;38.628056;18.31996;83.9998;0.3767743276131568;0.26609808;0.16412061
99;784;0.04367218;0.12044843;0.23160826;2.561815;1.4418385;0.72978896;1.3978344;0.52746564;0.89810765;2.2280886;34.845024;10.456755;38.628056;18.31996;83.9998;0.3767743276131568;0.26609808;0.16412061
99;784;0.04367218;0.12044843;0.23160826;2.561815;0.96039736;0.72978896;1.3978344;0.52746564;0.9415944;2.2280886;34.845024;10.456755;38.628056;18.31996;83.9998;0.3767743276131568;0.26609808;0.16412061
99;784;0.04367218;0.12044843;0.23160826;2.561815;0.96039736;0.72978896;1.3978344;0.52746564;0.89810765;2.2402747;34.845024;10.456755;38.628056;18.31996;83.9998;0.3767743276131568;0.26609808;0.16412061
99;784;0.04367218;0.12044843;0.23160826;2.561815;0.96039736;0.72978896;0.49765232;0.52746564;0.89810765;2.2280886;34.845024;10.456755;38.628056;18.31996;83.9998;0.3767743276131568;0.26609808;0.16412061
99;784;0.04367218;0.12044843;0.23160826;2.561815;0.96039736;0.72978896;1.3978344;0.1878331;0.89810765;2.2280886;34.845024;10.456755;38.628056;18.31996;83.9998;0.3767743276131568;0.26609808;0.16412061
99;784;0.04367218;0.12044843;0.23160826;2.561815;0.96039736;0.72978896;1.3978344;0.52746564;0.89810765;2.2280886;20.798498;10.456755;38.628056;18.31996;83.9998;0.3767743276131568;0.26609808;0.16412061
99;784;0.04367218;0.12044843;0.23160826;2.561815;0.96039736;0.72978896;1.3978344;0.52746564;0.89810765;2.2280886;34.845024;12.91365;38.628056;18.31996;83.9998;0.3767743276131568;0.26609808;0.16412061
99;784;0.04367218;0.12044843;0.23160826;2.561815;0.96039736;0.72978896;1.3978344;0.52746564;0.89810765;2.2280886;34.845024;10.456755;28.563194;18.31996;83.9998;0.3767743276131568;0.26609808;0.16412061
99;784;0.04367218;0.12044843;0.23160826;2.561815;0.96039736;0.72978896;1.3978344;0.52746564;0.89810765;2.2280886;34.845024;10.456755;38.628056;87.8722;83.9998;0.3767743276131568;0.26609808;0.16412061
99;784;0.04367218;0.12044843;0.23160826;2.561815;0.96039736;0.72978896;1.3978344;0.52746564;0.89810765;2.2280886;34.845024;10.456755;38.628056;18.31996;8.671159;0.3767743276131568;0.26609808;0.16412061
171;759;0.14754729;0.076720044;0.109322205;31.044127;1.4418385;1.0968003;0.49765232;0.1878331;0.9415944;2.2402747;20.798498;12.91365;28.563194;87.8722;8.671159;0.15000164046356024;0.6579081;0.22426733
178;581;0.18064444;0.12629323;0.14366022;39.69327;1.4431559;1.2041236;0.20949265;0.9522884;0.90344626;4.8126383;2.192188;36.604218;18.047853;95.13267;47.23756;0.18820441833106474;0.5885379;0.30693766
114;581;0.18064444;0.12629323;0.14366022;39.69327;1.4431559;1.2041236;0.20949265;0.9522884;0.90344626;4.8126383;2.192188;36.604218;18.047853;95.13267;47.23756;0.18820441833106474;0.5885379;0.30693766
178;447;0.18064444;0.12629323;0.14366022;39.69327;1.4431559;1.2041236;0.20949265;0.9522884;0.90344626;4.8126383;2.192188;36.604218;18.047853;95.13267;47.23756;0.18820441833106474;0.5885379;0.30693766
178;581;0.1534946;0.10731206;0.14366022;39.69327;1.4431559;1.2041236;0.20949265;0.9522884;0.90344626;4.8126383;2.192188;36.604218;18.047853;95.13267;47.23756;0.200108432461029;0.5885379;0.26080665
178;581;0.0973749;0.20956276;0.14366022;39.69327;1.4431559;1.2041236;0.20949265;0.9522884;0.90344626;4.8126383;2.192188;36.604218;18.047853;95.13267;47.23756;0.14952547135586025;0.3172465;0.30693766
178;581;0.18064444;0.12629323;0.24998108;39.69327;1.4431559;1.2041236;0.20949265;0.9522884;0.90344626;4.8126383;2.192188;36.604218;18.047853;95.13267;47.23756;0.4117314716317058;0.5885379;0.30693766
178;581;0.18064444;0.12629323;0.14366022;8.382929;1.4431559;1.2041236;0.20949265;0.9522884;0.90344626;4.8126383;2.192188;36.604218;18.047853;95.13267;47.23756;0.18820441833106474;0.5885379;0.30693766
178;581;0.18064444;0.12629323;0.14366022;39.69327;1.4431559;0.9639527;0.20949265;0.9522884;0.90344626;4.8126383;2.192188;36.604218;18.047853;95.13267;47.23756;0.18820441833106474;0.5885379;0.30693766
178;581;0.18064444;0.12629323;0.14366022;39.69327;0.66446215;1.2041236;0.20949265;0.9522884;0.90344626;4.8126383;2.192188;36.604218;18.047853;95.13267;47.23756;0.18820441833106474;0.5885379;0.30693766
178;581;0.18064444;0.12629323;0.14366022;39.69327;1.4431559;1.2041236;0.20949265;0.9522884;0.8179929;4.8126383;2.192188;36.604218;18.047853;95.13267;47.23756;0.18820441833106474;0.5885379;0.30693766
178;581;0.18064444;0.12629323;0.14366022;39.69327;1.4431559;1.2041236;0.20949265;0.9522884;0.90344626;3.060264;2.192188;36.604218;18.047853;95.13267;47.23756;0.18820441833106474;0.5885379;0.30693766
178;581;0.18064444;0.12629323;0.14366022;39.69327;1.4431559;1.2041236;0.8277353;0.9522884;0.90344626;4.8126383;2.192188;36.604218;18.047853;95.13267;47.23756;0.18820441833106474;0.5885379;0.30693766
