;[mm];[1/m2];[mm];[-];[-];[-];[mm/hour];[mm/hour];[-];[-];[mm];[-];[mm];[-]
60;1000;225;1179;0.099668756;0.22950579;0.17685498;71.445854;2500;0.32917455;0.3027839;650.85724;1.627143;204.94246;0.51235616
60;1000;260;1562;0.099668756;0.22950579;0.17685498;71.445854;2500;0.32917455;0.3027839;650.85724;1.627143;204.94246;0.51235616
60;1000;260;1179;0.1058156;0.24366003;0.17685498;71.445854;2500;0.34947562;0.3027839;650.85724;1.627143;204.94246;0.51235616
60;1000;260;1179;0.12271147;0.20646307;0.17685498;71.445854;2500;0.32917455;0.37278542;650.85724;1.627143;204.94246;0.51235616
60;1000;260;1179;0.099668756;0.22950579;0.21530393;71.445854;2500;0.32917455;0.3027839;650.85724;1.627143;204.94246;0.51235616
60;1000;260;1179;0.099668756;0.22950579;0.17685498;11.244138;2500;0.32917455;0.3027839;650.85724;1.627143;204.94246;0.51235616
60;1000;225;1562;0.13027942;0.2191962;0.21530393;11.244138;2500;0.34947562;0.37278542;546.97064;1.3674266;243.01093;0.6075273
60;1000;55;104;0.11956768;0.102438;0.11715747;78.29508;2500;0.22200568;0.53857934;254.0365;0.63509125;487.2836;1.218209
60;1000;55;104;0.11956768;0.102438;0.11715747;78.29508;2500;0.22200568;0.53857934;254.0365;0.63509125;505.26785;1.2631696
60;1000;55;104;0.11956768;0.102438;0.11715747;78.29508;2500;0.22200568;0.53857934;623.6192;1.5590479;487.2836;1.218209
60;1000;115;104;0.11956768;0.102438;0.11715747;78.29508;2500;0.22200568;0.53857934;254.0365;0.63509125;487.2836;1.218209
60;1000;55;798;0.11956768;0.102438;0.11715747;78.29508;2500;0.22200568;0.53857934;254.0365;0.63509125;487.2836;1.218209
60;1000;55;104;0.09231475;0.07908943;0.11715747;78.29508;2500;0.17140418;0.53857934;254.0365;0.63509125;487.2836;1.218209
60;1000;55;104;0.11855465;0.10345103;0.11715747;78.29508;2500;0.22200568;0.5340163;254.0365;0.63509125;487.2836;1.218209
60;1000;55;104;0.11956768;0.102438;0.13538752;78.29508;2500;0.22200568;0.53857934;254.0365;0.63509125;487.2836;1.218209
60;1000;55;104;0.11956768;0.102438;0.11715747;149.644;2500;0.22200568;0.53857934;254.0365;0.63509125;487.2836;1.218209
60;1000;115;798;0.09153263;0.07987155;0.13538752;149.644;2500;0.17140418;0.5340163;623.6192;1.5590479;505.26785;1.2631696
60;1000;136;391;0.1619665;0.07245476;0.20902242;44.301407;2500;0.23442127;0.6909207;631.8286;1.5795715;442.23822;1.1055956
60;1000;136;391;0.1619665;0.07245476;0.20902242;44.301407;2500;0.23442127;0.6909207;631.8286;1.5795715;285.00433;0.7125108
60;1000;136;391;0.1619665;0.07245476;0.20902242;44.301407;2500;0.23442127;0.6909207;375.89752;0.9397438;442.23822;1.1055956
60;1000;156;391;0.1619665;0.07245476;0.20902242;44.301407;2500;0.23442127;0.6909207;631.8286;1.5795715;442.23822;1.1055956
60;1000;136;592;0.1619665;0.07245476;0.20902242;44.301407;2500;0.23442127;0.6909207;631.8286;1.5795715;442.23822;1.1055956
60;1000;136;391;0.21877383;0.097867176;0.20902242;44.301407;2500;0.316641;0.6909207;631.8286;1.5795715;442.23822;1.1055956
60;1000;136;391;0.15508018;0.079341084;0.20902242;44.301407;2500;0.23442127;0.66154486;631.8286;1.5795715;442.23822;1.1055956
60;1000;136;391;0.1619665;0.07245476;0.1110884;44.301407;2500;0.23442127;0.6909207;631.8286;1.5795715;442.23822;1.1055956
60;1000;136;391;0.1619665;0.07245476;0.20902242;124.11877;2500;0.23442127;0.6909207;631.8286;1.5795715;442.23822;1.1055956
60;1000;156;592;0.20947222;0.10716878;0.1110884;124.11877;2500;0.316641;0.66154486;375.89752;0.9397438;285.00433;0.7125108
60;1000;185;1357;0.04468374;0.2720706;0.121356614;105.421616;2500;0.31675434;0.14106749;320.77805;0.80194515;274.98175;0.6874544
60;1000;185;1357;0.04468374;0.2720706;0.121356614;105.421616;2500;0.31675434;0.14106749;320.77805;0.80194515;573.04016;1.4326004
60;1000;185;1357;0.04468374;0.2720706;0.121356614;105.421616;2500;0.31675434;0.14106749;794.2545;1.9856362;274.98175;0.6874544
60;1000;121;1357;0.04468374;0.2720706;0.121356614;105.421616;2500;0.31675434;0.14106749;320.77805;0.80194515;274.98175;0.6874544
60;1000;185;1814;0.04468374;0.2720706;0.121356614;105.421616;2500;0.31675434;0.14106749;320.77805;0.80194515;274.98175;0.6874544
60;1000;185;1357;0.026614388;0.16204983;0.121356614;105.421616;2500;0.18866423;0.14106749;320.77805;0.80194515;274.98175;0.6874544
60;1000;185;1357;0.057551757;0.2592026;0.121356614;105.421616;2500;0.31675434;0.18169208;320.77805;0.80194515;274.98175;0.6874544
60;1000;185;1357;0.04468374;0.2720706;0.23725726;105.421616;2500;0.31675434;0.14106749;320.77805;0.80194515;274.98175;0.6874544
60;1000;185;1357;0.04468374;0.2720706;0.121356614;26.575018;2500;0.31675434;0.14106749;320.77805;0.80194515;274.98175;0.6874544
60;1000;121;1814;0.034278795;0.15438543;0.23725726;26.575018;2500;0.18866423;0.18169208;794.2545;1.9856362;573.04016;1.4326004
60;1000;24;530;0.1004664;0.19509368;0.23988916;129.97781;2500;0.2955601;0.3399187;761.59784;1.9039946;336.1689;0.8404223
60;1000;24;530;0.1004664;0.19509368;0.23988916;129.97781;2500;0.2955601;0.3399187;761.59784;1.9039946;454.96036;1.1374009
60;1000;24;530;0.1004664;0.19509368;0.23988916;129.97781;2500;0.2955601;0.3399187;678.19244;1.6954812;336.1689;0.8404223
60;1000;39;530;0.1004664;0.19509368;0.23988916;129.97781;2500;0.2955601;0.3399187;761.59784;1.9039946;336.1689;0.8404223
60;1000;24;1342;0.1004664;0.19509368;0.23988916;129.97781;2500;0.2955601;0.3399187;761.59784;1.9039946;336.1689;0.8404223
60;1000;24;530;0.09385157;0.18224846;0.23988916;129.97781;2500;0.27610004;0.3399187;761.59784;1.9039946;336.1689;0.8404223
60;1000;24;530;0.13657886;0.15898123;0.23988916;129.97781;2500;0.2955601;0.46210185;761.59784;1.9039946;336.1689;0.8404223
60;1000;24;530;0.1004664;0.19509368;0.18269165;129.97781;2500;0.2955601;0.3399187;761.59784;1.9039946;336.1689;0.8404223
60;1000;24;530;0.1004664;0.19509368;0.23988916;80.86968;2500;0.2955601;0.3399187;761.59784;1.9039946;336.1689;0.8404223
60;1000;39;1342;0.12758633;0.1485137;0.18269165;80.86968;2500;0.27610004;0.46210185;678.19244;1.6954812;454.96036;1.1374009
60;1000;291;1750;0.06526915;0.08720917;0.16613032;27.971378;2500;0.15247832;0.4280553;528.5943;1.3214858;555.96094;1.3899024
60;1000;291;1750;0.06526915;0.08720917;0.16613032;27.971378;2500;0.15247832;0.4280553;528.5943;1.3214858;393.68463;0.98421156
60;1000;291;1750;0.06526915;0.08720917;0.16613032;27.971378;2500;0.15247832;0.4280553;401.87292;1.0046823;555.96094;1.3899024
60;1000;291;1750;0.06526915;0.08720917;0.16613032;27.971378;2500;0.15247832;0.4280553;528.5943;1.3214858;555.96094;1.3899024
60;1000;291;90;0.06526915;0.08720917;0.16613032;27.971378;2500;0.15247832;0.4280553;528.5943;1.3214858;555.96094;1.3899024
60;1000;291;1750;0.087400585;0.11678001;0.16613032;27.971378;2500;0.2041806;0.4280553;528.5943;1.3214858;555.96094;1.3899024
60;1000;291;1750;0.04640956;0.10606876;0.16613032;27.971378;2500;0.15247832;0.30436823;528.5943;1.3214858;555.96094;1.3899024
60;1000;291;1750;0.06526915;0.08720917;0.1688763;27.971378;2500;0.15247832;0.4280553;528.5943;1.3214858;555.96094;1.3899024
60;1000;291;1750;0.06526915;0.08720917;0.16613032;69.3805;2500;0.15247832;0.4280553;528.5943;1.3214858;555.96094;1.3899024
60;1000;291;90;0.062146086;0.1420345;0.1688763;69.3805;2500;0.2041806;0.30436823;401.87292;1.0046823;393.68463;0.98421156
60;1000;82;159;0.058208738;0.2839718;0.13471724;125.58243;2500;0.34218052;0.1701112;774.2024;1.935506;566.1295;1.4153239
60;1000;82;159;0.058208738;0.2839718;0.13471724;125.58243;2500;0.34218052;0.1701112;774.2024;1.935506;340.57617;0.8514404
60;1000;82;159;0.058208738;0.2839718;0.13471724;125.58243;2500;0.34218052;0.1701112;700.9773;1.7524433;566.1295;1.4153239
60;1000;285;159;0.058208738;0.2839718;0.13471724;125.58243;2500;0.34218052;0.1701112;774.2024;1.935506;566.1295;1.4153239
60;1000;82;751;0.058208738;0.2839718;0.13471724;125.58243;2500;0.34218052;0.1701112;774.2024;1.935506;566.1295;1.4153239
60;1000;82;159;0.055751834;0.27198577;0.13471724;125.58243;2500;0.3277376;0.1701112;774.2024;1.935506;566.1295;1.4153239
60;1000;82;159;0.11398913;0.22819139;0.13471724;125.58243;2500;0.34218052;0.3331257;774.2024;1.935506;566.1295;1.4153239
60;1000;82;159;0.058208738;0.2839718;0.20309319;125.58243;2500;0.34218052;0.1701112;774.2024;1.935506;566.1295;1.4153239
60;1000;82;159;0.058208738;0.2839718;0.13471724;120.87129;2500;0.34218052;0.1701112;774.2024;1.935506;566.1295;1.4153239
60;1000;285;751;0.10917782;0.21855977;0.20309319;120.87129;2500;0.3277376;0.3331257;700.9773;1.7524433;340.57617;0.8514404
60;1000;215;1124;0.13912427;0.07064304;0.19675855;23.57419;2500;0.20976731;0.66323143;558.0849;1.3952123;347.89975;0.86974937
60;1000;215;1124;0.13912427;0.07064304;0.19675855;23.57419;2500;0.20976731;0.66323143;558.0849;1.3952123;401.84332;1.0046083
60;1000;215;1124;0.13912427;0.07064304;0.19675855;23.57419;2500;0.20976731;0.66323143;469.65775;1.1741444;347.89975;0.86974937
60;1000;28;1124;0.13912427;0.07064304;0.19675855;23.57419;2500;0.20976731;0.66323143;558.0849;1.3952123;347.89975;0.86974937
60;1000;215;1972;0.13912427;0.07064304;0.19675855;23.57419;2500;0.20976731;0.66323143;558.0849;1.3952123;347.89975;0.86974937
60;1000;215;1124;0.10346922;0.052538496;0.19675855;23.57419;2500;0.15600772;0.66323143;558.0849;1.3952123;347.89975;0.86974937
60;1000;215;1124;0.10663543;0.10313188;0.19675855;23.57419;2500;0.20976731;0.508351;558.0849;1.3952123;347.89975;0.86974937
60;1000;215;1124;0.13912427;0.07064304;0.15119196;23.57419;2500;0.20976731;0.66323143;558.0849;1.3952123;347.89975;0.86974937
60;1000;215;1124;0.13912427;0.07064304;0.19675855;37.16918;2500;0.20976731;0.66323143;558.0849;1.3952123;347.89975;0.86974937
60;1000;28;1972;0.079306684;0.07670104;0.15119196;37.16918;2500;0.15600772;0.508351;469.65775;1.1741444;401.84332;1.0046083
60;1000;49;762;0.07430227;0.10354116;0.1655842;48.698036;2500;0.17784344;0.417796;610.77;1.5269251;260.1505;0.6503763
60;1000;49;762;0.07430227;0.10354116;0.1655842;48.698036;2500;0.17784344;0.417796;610.77;1.5269251;519.89935;1.2997484
60;1000;49;762;0.07430227;0.10354116;0.1655842;48.698036;2500;0.17784344;0.417796;308.77185;0.7719296;260.1505;0.6503763
60;1000;128;762;0.07430227;0.10354116;0.1655842;48.698036;2500;0.17784344;0.417796;610.77;1.5269251;260.1505;0.6503763
60;1000;49;1498;0.07430227;0.10354116;0.1655842;48.698036;2500;0.17784344;0.417796;610.77;1.5269251;260.1505;0.6503763
60;1000;49;762;0.1121674;0.1563067;0.1655842;48.698036;2500;0.2684741;0.417796;610.77;1.5269251;260.1505;0.6503763
60;1000;49;762;0.027213356;0.15063009;0.1655842;48.698036;2500;0.17784344;0.15301861;610.77;1.5269251;260.1505;0.6503763
60;1000;49;762;0.07430227;0.10354116;0.12826698;48.698036;2500;0.17784344;0.417796;610.77;1.5269251;260.1505;0.6503763
60;1000;49;762;0.07430227;0.10354116;0.1655842;92.89867;2500;0.17784344;0.417796;610.77;1.5269251;260.1505;0.6503763
60;1000;128;1498;0.041081533;0.22739257;0.12826698;92.89867;2500;0.2684741;0.15301861;308.77185;0.7719296;519.89935;1.2997484
60;1000;254;1983;0.094548106;0.17644346;0.24153233;109.81756;2500;0.27099156;0.34889686;294.10547;0.7352637;428.96887;1.0724221
60;1000;254;1983;0.094548106;0.17644346;0.24153233;109.81756;2500;0.27099156;0.34889686;294.10547;0.7352637;231.8706;0.5796765
60;1000;254;1983;0.094548106;0.17644346;0.24153233;109.81756;2500;0.27099156;0.34889686;772.12885;1.930322;428.96887;1.0724221
60;1000;167;1983;0.094548106;0.17644346;0.24153233;109.81756;2500;0.27099156;0.34889686;294.10547;0.7352637;428.96887;1.0724221
60;1000;254;245;0.094548106;0.17644346;0.24153233;109.81756;2500;0.27099156;0.34889686;294.10547;0.7352637;428.96887;1.0724221
60;1000;254;1983;0.08383833;0.15645713;0.24153233;109.81756;2500;0.24029545;0.34889686;294.10547;0.7352637;428.96887;1.0724221
60;1000;254;1983;0.16671586;0.1042757;0.24153233;109.81756;2500;0.27099156;0.61520684;294.10547;0.7352637;428.96887;1.0724221
60;1000;254;1983;0.094548106;0.17644346;0.21752171;109.81756;2500;0.27099156;0.34889686;294.10547;0.7352637;428.96887;1.0724221
60;1000;254;1983;0.094548106;0.17644346;0.24153233;68.134254;2500;0.27099156;0.34889686;294.10547;0.7352637;428.96887;1.0724221
60;1000;167;245;0.14783141;0.092464045;0.21752171;68.134254;2500;0.24029545;0.61520684;772.12885;1.930322;231.8706;0.5796765
60;1000;173;1557;0.058399063;0.22518094;0.15087757;75.82478;2500;0.28358;0.20593505;683.1654;1.7079135;497.45193;1.2436298
60;1000;173;1557;0.058399063;0.22518094;0.15087757;75.82478;2500;0.28358;0.20593505;683.1654;1.7079135;552.13403;1.3803351
60;1000;173;1557;0.058399063;0.22518094;0.15087757;75.82478;2500;0.28358;0.20593505;479.75827;1.1993957;497.45193;1.2436298
60;1000;108;1557;0.058399063;0.22518094;0.15087757;75.82478;2500;0.28358;0.20593505;683.1654;1.7079135;497.45193;1.2436298
60;1000;173;404;0.058399063;0.22518094;0.15087757;75.82478;2500;0.28358;0.20593505;683.1654;1.7079135;497.45193;1.2436298
60;1000;173;1557;0.06141683;0.23681715;0.15087757;75.82478;2500;0.298234;0.20593505;683.1654;1.7079135;497.45193;1.2436298
60;1000;173;1557;0.12235232;0.16122769;0.15087757;75.82478;2500;0.28358;0.4314561;683.1654;1.7079135;497.45193;1.2436298
60;1000;173;1557;0.058399063;0.22518094;0.23482871;75.82478;2500;0.28358;0.20593505;683.1654;1.7079135;497.45193;1.2436298
60;1000;173;1557;0.058399063;0.22518094;0.15087757;42.611923;2500;0.28358;0.20593505;683.1654;1.7079135;497.45193;1.2436298
60;1000;108;404;0.12867486;0.16955912;0.23482871;42.611923;2500;0.298234;0.4314561;479.75827;1.1993957;552.13403;1.3803351
60;1000;123;722;0.09111795;0.07413557;0.21760526;82.67332;2500;0.16525352;0.5513828;269.45874;0.67364687;216.67354;0.54168385
60;1000;123;722;0.09111795;0.07413557;0.21760526;82.67332;2500;0.16525352;0.5513828;269.45874;0.67364687;289.8704;0.72467595
60;1000;123;722;0.09111795;0.07413557;0.21760526;82.67332;2500;0.16525352;0.5513828;601.40674;1.5035169;216.67354;0.54168385
60;1000;214;722;0.09111795;0.07413557;0.21760526;82.67332;2500;0.16525352;0.5513828;269.45874;0.67364687;216.67354;0.54168385
60;1000;123;1137;0.09111795;0.07413557;0.21760526;82.67332;2500;0.16525352;0.5513828;269.45874;0.67364687;216.67354;0.54168385
60;1000;123;722;0.12128261;0.09867822;0.21760526;82.67332;2500;0.21996082;0.5513828;269.45874;0.67364687;216.67354;0.54168385
60;1000;123;722;0.04137172;0.1238818;0.21760526;82.67332;2500;0.16525352;0.25035304;269.45874;0.67364687;216.67354;0.54168385
60;1000;123;722;0.09111795;0.07413557;0.11799829;82.67332;2500;0.16525352;0.5513828;269.45874;0.67364687;216.67354;0.54168385
60;1000;123;722;0.09111795;0.07413557;0.21760526;108.22471;2500;0.16525352;0.5513828;269.45874;0.67364687;216.67354;0.54168385
60;1000;214;1137;0.05506786;0.16489296;0.11799829;108.22471;2500;0.21996082;0.25035304;601.40674;1.5035169;289.8704;0.72467595
60;1000;285;1410;0.13102007;0.11635989;0.1014531;134.59967;2500;0.24737996;0.5296309;891.68634;2.2292159;378.82767;0.94706917
60;1000;285;1410;0.13102007;0.11635989;0.1014531;134.59967;2500;0.24737996;0.5296309;891.68634;2.2292159;381.38458;0.95346147
60;1000;285;1410;0.13102007;0.11635989;0.1014531;134.59967;2500;0.24737996;0.5296309;897.3743;2.2434359;378.82767;0.94706917
60;1000;241;1410;0.13102007;0.11635989;0.1014531;134.59967;2500;0.24737996;0.5296309;891.68634;2.2292159;378.82767;0.94706917
60;1000;285;1658;0.13102007;0.11635989;0.1014531;134.59967;2500;0.24737996;0.5296309;891.68634;2.2292159;378.82767;0.94706917
60;1000;285;1410;0.16286181;0.14463876;0.1014531;134.59967;2500;0.30750057;0.5296309;891.68634;2.2292159;378.82767;0.94706917
60;1000;285;1410;0.16882506;0.0785549;0.1014531;134.59967;2500;0.24737996;0.68245244;891.68634;2.2292159;378.82767;0.94706917
60;1000;285;1410;0.13102007;0.11635989;0.17139181;134.59967;2500;0.24737996;0.5296309;891.68634;2.2292159;378.82767;0.94706917
60;1000;285;1410;0.13102007;0.11635989;0.1014531;17.378872;2500;0.24737996;0.5296309;891.68634;2.2292159;378.82767;0.94706917
60;1000;241;1658;0.20985451;0.09764606;0.17139181;17.378872;2500;0.30750057;0.68245244;897.3743;2.2434359;381.38458;0.95346147
60;1000;18;338;0.095355704;0.20921068;0.19146255;14.57486;2500;0.30456638;0.31308678;398.5267;0.9963168;510.1955;1.2754887
60;1000;18;338;0.095355704;0.20921068;0.19146255;14.57486;2500;0.30456638;0.31308678;398.5267;0.9963168;470.0192;1.175048
60;1000;18;338;0.095355704;0.20921068;0.19146255;14.57486;2500;0.30456638;0.31308678;273.69934;0.6842483;510.1955;1.2754887
60;1000;63;338;0.095355704;0.20921068;0.19146255;14.57486;2500;0.30456638;0.31308678;398.5267;0.9963168;510.1955;1.2754887
60;1000;18;894;0.095355704;0.20921068;0.19146255;14.57486;2500;0.30456638;0.31308678;398.5267;0.9963168;510.1955;1.2754887
60;1000;18;338;0.058130834;0.1275392;0.19146255;14.57486;2500;0.18567003;0.31308678;398.5267;0.9963168;510.1955;1.2754887
60;1000;18;338;0.068864055;0.23570234;0.19146255;14.57486;2500;0.30456638;0.22610524;398.5267;0.9963168;510.1955;1.2754887
60;1000;18;338;0.095355704;0.20921068;0.17586872;14.57486;2500;0.30456638;0.31308678;398.5267;0.9963168;510.1955;1.2754887
60;1000;18;338;0.095355704;0.20921068;0.19146255;132.73315;2500;0.30456638;0.31308678;398.5267;0.9963168;510.1955;1.2754887
60;1000;63;894;0.041980967;0.14368907;0.17586872;132.73315;2500;0.18567003;0.22610524;273.69934;0.6842483;470.0192;1.175048
60;1000;267;601;0.08231197;0.13171092;0.13846572;64.72205;2500;0.21402289;0.38459426;564.8798;1.4121996;539.8869;1.3497173
60;1000;267;601;0.08231197;0.13171092;0.13846572;64.72205;2500;0.21402289;0.38459426;564.8798;1.4121996;591.1982;1.4779955
60;1000;267;601;0.08231197;0.13171092;0.13846572;64.72205;2500;0.21402289;0.38459426;821.02563;2.0525641;539.8869;1.3497173
60;1000;82;601;0.08231197;0.13171092;0.13846572;64.72205;2500;0.21402289;0.38459426;564.8798;1.4121996;539.8869;1.3497173
60;1000;267;521;0.08231197;0.13171092;0.13846572;64.72205;2500;0.21402289;0.38459426;564.8798;1.4121996;539.8869;1.3497173
60;1000;267;601;0.08075052;0.12921236;0.13846572;64.72205;2500;0.20996287;0.38459426;564.8798;1.4121996;539.8869;1.3497173
60;1000;267;601;0.13420692;0.07981596;0.13846572;64.72205;2500;0.21402289;0.6270681;564.8798;1.4121996;539.8869;1.3497173
60;1000;267;601;0.08231197;0.13171092;0.120187484;64.72205;2500;0.21402289;0.38459426;564.8798;1.4121996;539.8869;1.3497173
60;1000;267;601;0.08231197;0.13171092;0.13846572;52.344624;2500;0.21402289;0.38459426;564.8798;1.4121996;539.8869;1.3497173
60;1000;82;521;0.13166103;0.078301854;0.120187484;52.344624;2500;0.20996287;0.6270681;821.02563;2.0525641;591.1982;1.4779955
60;1000;36;1674;0.14883074;0.18285334;0.23112108;94.12121;2500;0.33168408;0.44871235;342.78586;0.85696465;371.01053;0.9275263
60;1000;36;1674;0.14883074;0.18285334;0.23112108;94.12121;2500;0.33168408;0.44871235;342.78586;0.85696465;253.93117;0.6348279
60;1000;36;1674;0.14883074;0.18285334;0.23112108;94.12121;2500;0.33168408;0.44871235;337.98734;0.8449683;371.01053;0.9275263
60;1000;260;1674;0.14883074;0.18285334;0.23112108;94.12121;2500;0.33168408;0.44871235;342.78586;0.85696465;371.01053;0.9275263
60;1000;36;1781;0.14883074;0.18285334;0.23112108;94.12121;2500;0.33168408;0.44871235;342.78586;0.85696465;371.01053;0.9275263
60;1000;36;1674;0.12653063;0.15545543;0.23112108;94.12121;2500;0.28198606;0.44871235;342.78586;0.85696465;371.01053;0.9275263
60;1000;36;1674;0.06867525;0.26300883;0.23112108;94.12121;2500;0.33168408;0.20705019;342.78586;0.85696465;371.01053;0.9275263
60;1000;36;1674;0.14883074;0.18285334;0.22822884;94.12121;2500;0.33168408;0.44871235;342.78586;0.85696465;371.01053;0.9275263
60;1000;36;1674;0.14883074;0.18285334;0.23112108;100.048416;2500;0.33168408;0.44871235;342.78586;0.85696465;371.01053;0.9275263
60;1000;260;1781;0.058385268;0.22360079;0.22822884;100.048416;2500;0.28198606;0.20705019;337.98734;0.8449683;253.93117;0.6348279
60;1000;155;459;0.16183668;0.09416018;0.11233204;141.33818;2500;0.25599685;0.6321823;828.8596;2.072149;233.85449;0.5846362
60;1000;155;459;0.16183668;0.09416018;0.11233204;141.33818;2500;0.25599685;0.6321823;828.8596;2.072149;373.57343;0.93393356
60;1000;155;459;0.16183668;0.09416018;0.11233204;141.33818;2500;0.25599685;0.6321823;403.24258;1.0081065;233.85449;0.5846362
60;1000;197;459;0.16183668;0.09416018;0.11233204;141.33818;2500;0.25599685;0.6321823;828.8596;2.072149;233.85449;0.5846362
60;1000;155;1262;0.16183668;0.09416018;0.11233204;141.33818;2500;0.25599685;0.6321823;828.8596;2.072149;233.85449;0.5846362
60;1000;155;459;0.12292563;0.07152086;0.11233204;141.33818;2500;0.19444649;0.6321823;828.8596;2.072149;233.85449;0.5846362
60;1000;155;459;0.11502061;0.14097624;0.11233204;141.33818;2500;0.25599685;0.4493048;828.8596;2.072149;233.85449;0.5846362
60;1000;155;459;0.16183668;0.09416018;0.21116352;141.33818;2500;0.25599685;0.6321823;828.8596;2.072149;233.85449;0.5846362
60;1000;155;459;0.16183668;0.09416018;0.11233204;7.360931;2500;0.25599685;0.6321823;828.8596;2.072149;233.85449;0.5846362
60;1000;197;1262;0.08736574;0.10708074;0.21116352;7.360931;2500;0.19444649;0.4493048;403.24258;1.0081065;373.57343;0.93393356
60;1000;141;1293;0.026769988;0.1723029;0.18168727;7.6150956;2500;0.1990729;0.1344733;506.21857;1.2655464;452.1483;1.1303707
60;1000;141;1293;0.026769988;0.1723029;0.18168727;7.6150956;2500;0.1990729;0.1344733;506.21857;1.2655464;487.2054;1.2180135
60;1000;141;1293;0.026769988;0.1723029;0.18168727;7.6150956;2500;0.1990729;0.1344733;665.5058;1.6637645;452.1483;1.1303707
60;1000;91;1293;0.026769988;0.1723029;0.18168727;7.6150956;2500;0.1990729;0.1344733;506.21857;1.2655464;452.1483;1.1303707
60;1000;141;34;0.026769988;0.1723029;0.18168727;7.6150956;2500;0.1990729;0.1344733;506.21857;1.2655464;452.1483;1.1303707
60;1000;141;1293;0.043371275;0.27915576;0.18168727;7.6150956;2500;0.32252705;0.1344733;506.21857;1.2655464;452.1483;1.1303707
60;1000;141;1293;0.061090447;0.13798246;0.18168727;7.6150956;2500;0.1990729;0.30687475;506.21857;1.2655464;452.1483;1.1303707
60;1000;141;1293;0.026769988;0.1723029;0.14047568;7.6150956;2500;0.1990729;0.1344733;506.21857;1.2655464;452.1483;1.1303707
60;1000;141;1293;0.026769988;0.1723029;0.18168727;141.19006;2500;0.1990729;0.1344733;506.21857;1.2655464;452.1483;1.1303707
60;1000;91;34;0.098975405;0.22355165;0.14047568;141.19006;2500;0.32252705;0.30687475;665.5058;1.6637645;487.2054;1.2180135
60;1000;68;1255;0.044101402;0.11758623;0.12589368;114.08975;2500;0.16168764;0.2727568;847.9275;2.1198187;421.16235;1.0529059
60;1000;68;1255;0.044101402;0.11758623;0.12589368;114.08975;2500;0.16168764;0.2727568;847.9275;2.1198187;304.6369;0.76159227
60;1000;68;1255;0.044101402;0.11758623;0.12589368;114.08975;2500;0.16168764;0.2727568;238.22182;0.59555453;421.16235;1.0529059
60;1000;186;1255;0.044101402;0.11758623;0.12589368;114.08975;2500;0.16168764;0.2727568;847.9275;2.1198187;421.16235;1.0529059
60;1000;68;371;0.044101402;0.11758623;0.12589368;114.08975;2500;0.16168764;0.2727568;847.9275;2.1198187;421.16235;1.0529059
60;1000;68;1255;0.044959743;0.11987481;0.12589368;114.08975;2500;0.16483456;0.2727568;847.9275;2.1198187;421.16235;1.0529059
60;1000;68;1255;0.02184973;0.13983792;0.12589368;114.08975;2500;0.16168764;0.13513543;847.9275;2.1198187;421.16235;1.0529059
60;1000;68;1255;0.044101402;0.11758623;0.16305582;114.08975;2500;0.16168764;0.2727568;847.9275;2.1198187;421.16235;1.0529059
60;1000;68;1255;0.044101402;0.11758623;0.12589368;130.39561;2500;0.16168764;0.2727568;847.9275;2.1198187;421.16235;1.0529059
60;1000;186;371;0.022274988;0.14255957;0.16305582;130.39561;2500;0.16483456;0.13513543;238.22182;0.59555453;304.6369;0.76159227
60;1000;235;32;0.14215288;0.15123385;0.20448765;34.84561;2500;0.29338673;0.48452386;439.49408;1.0987352;289.8343;0.7245857
60;1000;235;32;0.14215288;0.15123385;0.20448765;34.84561;2500;0.29338673;0.48452386;439.49408;1.0987352;440.90747;1.1022687
60;1000;235;32;0.14215288;0.15123385;0.20448765;34.84561;2500;0.29338673;0.48452386;830.9641;2.0774102;289.8343;0.7245857
60;1000;147;32;0.14215288;0.15123385;0.20448765;34.84561;2500;0.29338673;0.48452386;439.49408;1.0987352;289.8343;0.7245857
60;1000;235;1127;0.14215288;0.15123385;0.20448765;34.84561;2500;0.29338673;0.48452386;439.49408;1.0987352;289.8343;0.7245857
60;1000;235;32;0.16610178;0.17671266;0.20448765;34.84561;2500;0.34281445;0.48452386;439.49408;1.0987352;289.8343;0.7245857
60;1000;235;32;0.16390067;0.12948605;0.20448765;34.84561;2500;0.29338673;0.5586506;439.49408;1.0987352;289.8343;0.7245857
60;1000;235;32;0.14215288;0.15123385;0.18624611;34.84561;2500;0.29338673;0.48452386;439.49408;1.0987352;289.8343;0.7245857
60;1000;235;32;0.14215288;0.15123385;0.20448765;28.351942;2500;0.29338673;0.48452386;439.49408;1.0987352;289.8343;0.7245857
60;1000;147;1127;0.1915135;0.15130095;0.18624611;28.351942;2500;0.34281445;0.5586506;830.9641;2.0774102;440.90747;1.1022687
60;1000;101;1853;0.19040436;0.12886986;0.17067644;55.61412;2500;0.31927422;0.5963662;718.8605;1.7971512;302.5793;0.75644827
60;1000;101;1853;0.19040436;0.12886986;0.17067644;55.61412;2500;0.31927422;0.5963662;718.8605;1.7971512;537.0856;1.342714
60;1000;101;1853;0.19040436;0.12886986;0.17067644;55.61412;2500;0.31927422;0.5963662;630.6173;1.5765432;302.5793;0.75644827
60;1000;11;1853;0.19040436;0.12886986;0.17067644;55.61412;2500;0.31927422;0.5963662;718.8605;1.7971512;302.5793;0.75644827
