[mm];[1/m2];[-];[-];[-];[-];[mm/hour];[mm/hour];[-];[-]
1878.1307;257;0.13676307;0.22350526;0.10582959;0.2045622;91.118385;2500;0.9854732;1.4029052
1878.1307;257;0.13676307;0.14232498;0.18700987;0.18831617;91.118385;2500;0.9854732;1.4029052
1878.1307;257;0.13676307;0.14232498;0.18700987;0.2045622;46.663364;2500;0.9854732;1.4029052
1878.1307;257;0.13676307;0.14232498;0.18700987;0.2045622;91.118385;2500;0.9854732;1.172338
1878.1307;257;0.13676307;0.14232498;0.18700987;0.2045622;91.118385;2500;0.9244045;1.4029052
477.98666;30;0.71784824;0.21253386;0.100634634;0.18831617;46.663364;2500;0.9244045;1.172338
1560.6268;87;0.56135386;0.14340186;0.082277045;0.23762642;16.899122;2500;0.575477;1.2390083
801.08984;87;0.56135386;0.14340186;0.082277045;0.23762642;16.899122;2500;0.575477;1.2390083
1560.6268;97;0.56135386;0.14340186;0.082277045;0.23762642;16.899122;2500;0.575477;1.2390083
1560.6268;87;0.6129077;0.14340186;0.082277045;0.23762642;16.899122;2500;0.575477;1.2390083
1560.6268;87;0.56135386;0.14018986;0.08043414;0.23762642;16.899122;2500;0.575477;1.2390083
1560.6268;87;0.56135386;0.022770153;0.20290875;0.23762642;16.899122;2500;0.575477;1.2390083
1560.6268;87;0.56135386;0.14340186;0.082277045;0.17447992;16.899122;2500;0.575477;1.2390083
1560.6268;87;0.56135386;0.14340186;0.082277045;0.23762642;73.19229;2500;0.575477;1.2390083
1560.6268;87;0.56135386;0.14340186;0.082277045;0.23762642;16.899122;2500;0.575477;1.3227288
1560.6268;87;0.56135386;0.14340186;0.082277045;0.23762642;16.899122;2500;1.1740578;1.2390083
801.08984;97;0.6129077;0.022260131;0.19836387;0.17447992;73.19229;2500;1.1740578;1.3227288
746.1068;159;0.48334515;0.10057886;0.1678318;0.18810491;58.464336;2500;1.0811005;0.5630619
1802.0789;159;0.48334515;0.10057886;0.1678318;0.18810491;58.464336;2500;1.0811005;0.5630619
746.1068;189;0.48334515;0.10057886;0.1678318;0.18810491;58.464336;2500;1.0811005;0.5630619
746.1068;159;0.36046743;0.10057886;0.1678318;0.18810491;58.464336;2500;1.0811005;0.5630619
746.1068;159;0.48334515;0.0968695;0.16164213;0.18810491;58.464336;2500;1.0811005;0.5630619
746.1068;159;0.48334515;0.11660164;0.151809;0.18810491;58.464336;2500;1.0811005;0.5630619
746.1068;159;0.48334515;0.10057886;0.1678318;0.24160814;58.464336;2500;1.0811005;0.5630619
746.1068;159;0.48334515;0.10057886;0.1678318;0.18810491;1.195077;2500;1.0811005;0.5630619
746.1068;159;0.48334515;0.10057886;0.1678318;0.18810491;58.464336;2500;1.0811005;0.77151567
746.1068;159;0.48334515;0.10057886;0.1678318;0.18810491;58.464336;2500;0.6838857;0.5630619
1802.0789;189;0.36046743;0.11230136;0.14621027;0.24160814;1.195077;2500;0.6838857;0.77151567
853.64636;70;0.5157757;0.19003816;0.1497419;0.18596503;26.30124;2500;1.4021397;0.8464937
988.7147;70;0.5157757;0.19003816;0.1497419;0.18596503;26.30124;2500;1.4021397;0.8464937
853.64636;167;0.5157757;0.19003816;0.1497419;0.18596503;26.30124;2500;1.4021397;0.8464937
853.64636;70;0.48584768;0.19003816;0.1497419;0.18596503;26.30124;2500;1.4021397;0.8464937
853.64636;70;0.5157757;0.16817221;0.13251248;0.18596503;26.30124;2500;1.4021397;0.8464937
853.64636;70;0.5157757;0.0481179;0.29166216;0.18596503;26.30124;2500;1.4021397;0.8464937
853.64636;70;0.5157757;0.19003816;0.1497419;0.18035546;26.30124;2500;1.4021397;0.8464937
853.64636;70;0.5157757;0.19003816;0.1497419;0.18596503;86.405525;2500;1.4021397;0.8464937
853.64636;70;0.5157757;0.19003816;0.1497419;0.18596503;26.30124;2500;1.4021397;1.0452607
853.64636;70;0.5157757;0.19003816;0.1497419;0.18596503;26.30124;2500;1.3354456;0.8464937
988.7147;167;0.48584768;0.042581413;0.25810328;0.18035546;86.405525;2500;1.3354456;1.0452607
1453.1648;288;0.43757242;0.045371376;0.10904024;0.23664038;99.085205;2500;0.8804308;1.45985
1674.2222;288;0.43757242;0.045371376;0.10904024;0.23664038;99.085205;2500;0.8804308;1.45985
1453.1648;109;0.43757242;0.045371376;0.10904024;0.23664038;99.085205;2500;0.8804308;1.45985
1453.1648;288;0.53750896;0.045371376;0.10904024;0.23664038;99.085205;2500;0.8804308;1.45985
1453.1648;288;0.43757242;0.047837082;0.11496602;0.23664038;99.085205;2500;0.8804308;1.45985
1453.1648;288;0.43757242;0.07300568;0.08140593;0.23664038;99.085205;2500;0.8804308;1.45985
1453.1648;288;0.43757242;0.045371376;0.10904024;0.21000172;99.085205;2500;0.8804308;1.45985
1453.1648;288;0.43757242;0.045371376;0.10904024;0.23664038;39.382736;2500;0.8804308;1.45985
1453.1648;288;0.43757242;0.045371376;0.10904024;0.23664038;99.085205;2500;0.8804308;0.61148673
1453.1648;288;0.43757242;0.045371376;0.10904024;0.23664038;99.085205;2500;0.8369739;1.45985
1674.2222;109;0.53750896;0.07697317;0.08582993;0.21000172;39.382736;2500;0.8369739;0.61148673
1985.6576;132;0.8637247;0.06003004;0.19072565;0.22117248;24.91358;2500;0.5564942;1.186338
1357.7562;132;0.8637247;0.06003004;0.19072565;0.22117248;24.91358;2500;0.5564942;1.186338
1985.6576;15;0.8637247;0.06003004;0.19072565;0.22117248;24.91358;2500;0.5564942;1.186338
1985.6576;132;0.84248024;0.06003004;0.19072565;0.22117248;24.91358;2500;0.5564942;1.186338
1985.6576;132;0.8637247;0.06487428;0.20611663;0.22117248;24.91358;2500;0.5564942;1.186338
1985.6576;132;0.8637247;0.08710352;0.16365218;0.22117248;24.91358;2500;0.5564942;1.186338
1985.6576;132;0.8637247;0.06003004;0.19072565;0.22701332;24.91358;2500;0.5564942;1.186338
1985.6576;132;0.8637247;0.06003004;0.19072565;0.22117248;65.93663;2500;0.5564942;1.186338
1985.6576;132;0.8637247;0.06003004;0.19072565;0.22117248;24.91358;2500;0.5564942;0.8829712
1985.6576;132;0.8637247;0.06003004;0.19072565;0.22117248;24.91358;2500;1.0875416;1.186338
1357.7562;15;0.84248024;0.09413251;0.17685841;0.22701332;65.93663;2500;1.0875416;0.8829712
321.1506;204;0.19196688;0.1215236;0.12201017;0.17184632;50.473137;2500;1.0386821;0.51062983
658.96765;204;0.19196688;0.1215236;0.12201017;0.17184632;50.473137;2500;1.0386821;0.51062983
321.1506;254;0.19196688;0.1215236;0.12201017;0.17184632;50.473137;2500;1.0386821;0.51062983
321.1506;204;0.1841783;0.1215236;0.12201017;0.17184632;50.473137;2500;1.0386821;0.51062983
321.1506;204;0.19196688;0.103840694;0.104256466;0.17184632;50.473137;2500;1.0386821;0.51062983
321.1506;204;0.19196688;0.15635611;0.08717767;0.17184632;50.473137;2500;1.0386821;0.51062983
321.1506;204;0.19196688;0.1215236;0.12201017;0.15665288;50.473137;2500;1.0386821;0.51062983
321.1506;204;0.19196688;0.1215236;0.12201017;0.17184632;6.816623;2500;1.0386821;0.51062983
321.1506;204;0.19196688;0.1215236;0.12201017;0.17184632;50.473137;2500;1.0386821;1.4573699
321.1506;204;0.19196688;0.1215236;0.12201017;0.17184632;50.473137;2500;0.5857706;0.51062983
658.96765;254;0.1841783;0.13360472;0.07449244;0.15665288;6.816623;2500;0.5857706;1.4573699
613.49335;111;0.39853197;0.09730616;0.11680713;0.19619225;3.1821373;2500;0.6643612;1.0136222
1950.7766;111;0.39853197;0.09730616;0.11680713;0.19619225;3.1821373;2500;0.6643612;1.0136222
613.49335;74;0.39853197;0.09730616;0.11680713;0.19619225;3.1821373;2500;0.6643612;1.0136222
613.49335;111;0.22616397;0.09730616;0.11680713;0.19619225;3.1821373;2500;0.6643612;1.0136222
613.49335;111;0.39853197;0.12851839;0.15427454;0.19619225;3.1821373;2500;0.6643612;1.0136222
613.49335;111;0.39853197;0.1130478;0.101065494;0.19619225;3.1821373;2500;0.6643612;1.0136222
613.49335;111;0.39853197;0.09730616;0.11680713;0.1681079;3.1821373;2500;0.6643612;1.0136222
613.49335;111;0.39853197;0.09730616;0.11680713;0.19619225;21.81132;2500;0.6643612;1.0136222
613.49335;111;0.39853197;0.09730616;0.11680713;0.19619225;3.1821373;2500;0.6643612;1.2667973
613.49335;111;0.39853197;0.09730616;0.11680713;0.19619225;3.1821373;2500;0.7255494;1.0136222
1950.7766;74;0.22616397;0.14930935;0.13348357;0.1681079;21.81132;2500;0.7255494;1.2667973
1693.2103;184;0.6704836;0.03215423;0.24703923;0.2467257;72.44942;2500;1.1777786;0.6815152
843.3154;184;0.6704836;0.03215423;0.24703923;0.2467257;72.44942;2500;1.1777786;0.6815152
1693.2103;275;0.6704836;0.03215423;0.24703923;0.2467257;72.44942;2500;1.1777786;0.6815152
1693.2103;184;0.7973542;0.03215423;0.24703923;0.2467257;72.44942;2500;1.1777786;0.6815152
1693.2103;184;0.6704836;0.028205333;0.21670009;0.2467257;72.44942;2500;1.1777786;0.6815152
1693.2103;184;0.6704836;0.064778455;0.214415;0.2467257;72.44942;2500;1.1777786;0.6815152
1693.2103;184;0.6704836;0.03215423;0.24703923;0.24783368;72.44942;2500;1.1777786;0.6815152
1693.2103;184;0.6704836;0.03215423;0.24703923;0.2467257;55.563854;2500;1.1777786;0.6815152
1693.2103;184;0.6704836;0.03215423;0.24703923;0.2467257;72.44942;2500;1.1777786;0.8254474
1693.2103;184;0.6704836;0.03215423;0.24703923;0.2467257;72.44942;2500;1.2270768;0.6815152
843.3154;275;0.7973542;0.056822944;0.18808249;0.24783368;55.563854;2500;1.2270768;0.8254474
1161.5475;18;0.24667658;0.0633271;0.11170983;0.21108569;48.232365;2500;1.260123;0.9550269
302.72556;18;0.24667658;0.0633271;0.11170983;0.21108569;48.232365;2500;1.260123;0.9550269
1161.5475;217;0.24667658;0.0633271;0.11170983;0.21108569;48.232365;2500;1.260123;0.9550269
1161.5475;18;0.69589865;0.0633271;0.11170983;0.21108569;48.232365;2500;1.260123;0.9550269
1161.5475;18;0.24667658;0.12317328;0.21727929;0.21108569;48.232365;2500;1.260123;0.9550269
1161.5475;18;0.24667658;0.10234906;0.07268788;0.21108569;48.232365;2500;1.260123;0.9550269
1161.5475;18;0.24667658;0.0633271;0.11170983;0.21515122;48.232365;2500;1.260123;0.9550269
1161.5475;18;0.24667658;0.0633271;0.11170983;0.21108569;25.951252;2500;1.260123;0.9550269
1161.5475;18;0.24667658;0.0633271;0.11170983;0.21108569;48.232365;2500;1.260123;0.6789631
1161.5475;18;0.24667658;0.0633271;0.11170983;0.21108569;48.232365;2500;0.9767379;0.9550269
302.72556;217;0.69589865;0.19907229;0.1413803;0.21515122;25.951252;2500;0.9767379;0.6789631
1145.1589;236;0.724683;0.22194743;0.096224695;0.16162065;77.29946;2500;0.7696246;1.3494844
1423.4681;236;0.724683;0.22194743;0.096224695;0.16162065;77.29946;2500;0.7696246;1.3494844
1145.1589;125;0.724683;0.22194743;0.096224695;0.16162065;77.29946;2500;0.7696246;1.3494844
1145.1589;236;0.33056778;0.22194743;0.096224695;0.16162065;77.29946;2500;0.7696246;1.3494844
1145.1589;236;0.724683;0.12385565;0.053697273;0.16162065;77.29946;2500;0.7696246;1.3494844
1145.1589;236;0.724683;0.079635285;0.23853685;0.16162065;77.29946;2500;0.7696246;1.3494844
1145.1589;236;0.724683;0.22194743;0.096224695;0.19488369;77.29946;2500;0.7696246;1.3494844
1145.1589;236;0.724683;0.22194743;0.096224695;0.16162065;98.33694;2500;0.7696246;1.3494844
1145.1589;236;0.724683;0.22194743;0.096224695;0.16162065;77.29946;2500;0.7696246;1.2296878
1145.1589;236;0.724683;0.22194743;0.096224695;0.16162065;77.29946;2500;1.4749651;1.3494844
1423.4681;125;0.33056778;0.04443971;0.13311322;0.19488369;98.33694;2500;1.4749651;1.2296878
1148.5293;18;0.5469519;0.08644967;0.123038635;0.2363603;36.463493;2500;0.9559393;1.2235795
1196.1144;18;0.5469519;0.08644967;0.123038635;0.2363603;36.463493;2500;0.9559393;1.2235795
1148.5293;59;0.5469519;0.08644967;0.123038635;0.2363603;36.463493;2500;0.9559393;1.2235795
1148.5293;18;0.7029974;0.08644967;0.123038635;0.2363603;36.463493;2500;0.9559393;1.2235795
1148.5293;18;0.5469519;0.07497429;0.10670642;0.2363603;36.463493;2500;0.9559393;1.2235795
1148.5293;18;0.5469519;0.09143847;0.11804983;0.2363603;36.463493;2500;0.9559393;1.2235795
1148.5293;18;0.5469519;0.08644967;0.123038635;0.19099635;36.463493;2500;0.9559393;1.2235795
1148.5293;18;0.5469519;0.08644967;0.123038635;0.2363603;38.636;2500;0.9559393;1.2235795
1148.5293;18;0.5469519;0.08644967;0.123038635;0.2363603;36.463493;2500;0.9559393;0.6371431
1148.5293;18;0.5469519;0.08644967;0.123038635;0.2363603;36.463493;2500;1.2342631;1.2235795
1196.1144;59;0.7029974;0.07930088;0.10237983;0.19099635;38.636;2500;1.2342631;0.6371431
1158.2753;235;0.4189448;0.043633737;0.2527884;0.18624838;88.94619;2500;1.4498459;0.578979
616.85535;235;0.4189448;0.043633737;0.2527884;0.18624838;88.94619;2500;1.4498459;0.578979
1158.2753;292;0.4189448;0.043633737;0.2527884;0.18624838;88.94619;2500;1.4498459;0.578979
1158.2753;235;0.27360326;0.043633737;0.2527884;0.18624838;88.94619;2500;1.4498459;0.578979
1158.2753;235;0.4189448;0.050606824;0.2931864;0.18624838;88.94619;2500;1.4498459;0.578979
1158.2753;235;0.4189448;0.030597325;0.2658248;0.18624838;88.94619;2500;1.4498459;0.578979
1158.2753;235;0.4189448;0.043633737;0.2527884;0.22377343;88.94619;2500;1.4498459;0.578979
1158.2753;235;0.4189448;0.043633737;0.2527884;0.18624838;85.66484;2500;1.4498459;0.578979
1158.2753;235;0.4189448;0.043633737;0.2527884;0.18624838;88.94619;2500;1.4498459;1.203241
1158.2753;235;0.4189448;0.043633737;0.2527884;0.18624838;88.94619;2500;0.72028387;0.578979
616.85535;292;0.27360326;0.03548707;0.30830616;0.22377343;85.66484;2500;0.72028387;1.203241
1689.9462;110;0.8950966;0.078473665;0.12013967;0.1715645;13.2178;2500;1.1102996;0.80561227
1137.102;110;0.8950966;0.078473665;0.12013967;0.1715645;13.2178;2500;1.1102996;0.80561227
1689.9462;196;0.8950966;0.078473665;0.12013967;0.1715645;13.2178;2500;1.1102996;0.80561227
1689.9462;110;0.36907756;0.078473665;0.12013967;0.1715645;13.2178;2500;1.1102996;0.80561227
1689.9462;110;0.8950966;0.09467152;0.14493786;0.1715645;13.2178;2500;1.1102996;0.80561227
1689.9462;110;0.8950966;0.13523747;0.063375875;0.1715645;13.2178;2500;1.1102996;0.80561227
1689.9462;110;0.8950966;0.078473665;0.12013967;0.23764944;13.2178;2500;1.1102996;0.80561227
1689.9462;110;0.8950966;0.078473665;0.12013967;0.1715645;9.21573;2500;1.1102996;0.80561227
1689.9462;110;0.8950966;0.078473665;0.12013967;0.1715645;13.2178;2500;1.1102996;1.2911317
1689.9462;110;0.8950966;0.078473665;0.12013967;0.1715645;13.2178;2500;1.4699448;0.80561227
1137.102;196;0.36907756;0.16315201;0.076457374;0.23764944;9.21573;2500;1.4699448;1.2911317
616.8685;183;0.17314409;0.20125695;0.10613792;0.22145107;62.19444;2500;0.60812205;1.3875723
1729.6425;183;0.17314409;0.20125695;0.10613792;0.22145107;62.19444;2500;0.60812205;1.3875723
616.8685;144;0.17314409;0.20125695;0.10613792;0.22145107;62.19444;2500;0.60812205;1.3875723
616.8685;183;0.6043311;0.20125695;0.10613792;0.22145107;62.19444;2500;0.60812205;1.3875723
616.8685;183;0.17314409;0.18116684;0.09554289;0.22145107;62.19444;2500;0.60812205;1.3875723
616.8685;183;0.17314409;0.11797178;0.18942308;0.22145107;62.19444;2500;0.60812205;1.3875723
616.8685;183;0.17314409;0.20125695;0.10613792;0.17043242;62.19444;2500;0.60812205;1.3875723
616.8685;183;0.17314409;0.20125695;0.10613792;0.22145107;68.34188;2500;0.60812205;1.3875723
616.8685;183;0.17314409;0.20125695;0.10613792;0.22145107;62.19444;2500;0.60812205;0.8656586
616.8685;183;0.17314409;0.20125695;0.10613792;0.22145107;62.19444;2500;0.98367894;1.3875723
1729.6425;144;0.6043311;0.106195465;0.17051427;0.17043242;68.34188;2500;0.98367894;0.8656586
324.42117;131;0.36735412;0.19816019;0.13689427;0.24659358;10.219476;2500;1.220114;0.8865347
471.45148;131;0.36735412;0.19816019;0.13689427;0.24659358;10.219476;2500;1.220114;0.8865347
324.42117;183;0.36735412;0.19816019;0.13689427;0.24659358;10.219476;2500;1.220114;0.8865347
324.42117;131;0.56194407;0.19816019;0.13689427;0.24659358;10.219476;2500;1.220114;0.8865347
324.42117;131;0.36735412;0.119016215;0.08221954;0.24659358;10.219476;2500;1.220114;0.8865347
324.42117;131;0.36735412;0.0655383;0.26951617;0.24659358;10.219476;2500;1.220114;0.8865347
324.42117;131;0.36735412;0.19816019;0.13689427;0.15434217;10.219476;2500;1.220114;0.8865347
324.42117;131;0.36735412;0.19816019;0.13689427;0.24659358;53.286274;2500;1.220114;0.8865347
324.42117;131;0.36735412;0.19816019;0.13689427;0.24659358;10.219476;2500;1.220114;0.92482275
324.42117;131;0.36735412;0.19816019;0.13689427;0.24659358;10.219476;2500;0.8422082;0.8865347
471.45148;183;0.56194407;0.039362706;0.16187306;0.15434217;53.286274;2500;0.8422082;0.92482275
1982.289;203;0.68911284;0.043248832;0.12828471;0.19632757;65.43534;2500;0.7491469;1.3123859
1472.6613;203;0.68911284;0.043248832;0.12828471;0.19632757;65.43534;2500;0.7491469;1.3123859
1982.289;95;0.68911284;0.043248832;0.12828471;0.19632757;65.43534;2500;0.7491469;1.3123859
1982.289;203;0.41458043;0.043248832;0.12828471;0.19632757;65.43534;2500;0.7491469;1.3123859
1982.289;203;0.68911284;0.06639962;0.19695456;0.19632757;65.43534;2500;0.7491469;1.3123859
1982.289;203;0.68911284;0.08389762;0.08763592;0.19632757;65.43534;2500;0.7491469;1.3123859
1982.289;203;0.68911284;0.043248832;0.12828471;0.23718695;65.43534;2500;0.7491469;1.3123859
1982.289;203;0.68911284;0.043248832;0.12828471;0.19632757;19.527689;2500;0.7491469;1.3123859
1982.289;203;0.68911284;0.043248832;0.12828471;0.19632757;65.43534;2500;0.7491469;1.4838482
1982.289;203;0.68911284;0.043248832;0.12828471;0.19632757;65.43534;2500;1.3282295;1.3123859
1472.6613;95;0.41458043;0.1288074;0.13454677;0.23718695;19.527689;2500;1.3282295;1.4838482
1449.788;70;0.2153033;0.0538226;0.22020726;0.1614838;39.655426;2500;0.8158815;1.085753
1795.3588;70;0.2153033;0.0538226;0.22020726;0.1614838;39.655426;2500;0.8158815;1.085753
1449.788;36;0.2153033;0.0538226;0.22020726;0.1614838;39.655426;2500;0.8158815;1.085753
1449.788;70;0.1163717;0.0538226;0.22020726;0.1614838;39.655426;2500;0.8158815;1.085753
1449.788;70;0.2153033;0.03370725;0.13790826;0.1614838;39.655426;2500;0.8158815;1.085753
1449.788;70;0.2153033;0.07910763;0.19492222;0.1614838;39.655426;2500;0.8158815;1.085753
1449.788;70;0.2153033;0.0538226;0.22020726;0.20139027;39.655426;2500;0.8158815;1.085753
1449.788;70;0.2153033;0.0538226;0.22020726;0.1614838;99.157265;2500;0.8158815;1.085753
1449.788;70;0.2153033;0.0538226;0.22020726;0.1614838;39.655426;2500;0.8158815;1.0209577
1449.788;70;0.2153033;0.0538226;0.22020726;0.1614838;39.655426;2500;0.5787974;1.085753
1795.3588;36;0.1163717;0.049542397;0.122073114;0.20139027;99.157265;2500;0.5787974;1.0209577
856.9121;287;0.7435072;0.123713665;0.108746774;0.21121928;85.90195;2500;1.3410176;0.72254354
780.8678;287;0.7435072;0.123713665;0.108746774;0.21121928;85.90195;2500;1.3410176;0.72254354
856.9121;232;0.7435072;0.123713665;0.108746774;0.21121928;85.90195;2500;1.3410176;0.72254354
856.9121;287;0.85709476;0.123713665;0.108746774;0.21121928;85.90195;2500;1.3410176;0.72254354
856.9121;287;0.7435072;0.16429937;0.14442241;0.21121928;85.90195;2500;1.3410176;0.72254354
856.9121;287;0.7435072;0.1443679;0.088092536;0.21121928;85.90195;2500;1.3410176;0.72254354
856.9121;287;0.7435072;0.123713665;0.108746774;0.18422914;85.90195;2500;1.3410176;0.72254354
856.9121;287;0.7435072;0.123713665;0.108746774;0.21121928;26.765432;2500;1.3410176;0.72254354
856.9121;287;0.7435072;0.123713665;0.108746774;0.21121928;85.90195;2500;1.3410176;0.571307
856.9121;287;0.7435072;0.123713665;0.108746774;0.21121928;85.90195;2500;1.092533;0.72254354
780.8678;232;0.85709476;0.19172947;0.11699231;0.18422914;26.765432;2500;1.092533;0.571307
749.4747;87;0.25717667;0.021512998;0.1386167;0.21294986;5.3512807;2500;1.1464454;0.9392015
1667.4987;87;0.25717667;0.021512998;0.1386167;0.21294986;5.3512807;2500;1.1464454;0.9392015
749.4747;246;0.25717667;0.021512998;0.1386167;0.21294986;5.3512807;2500;1.1464454;0.9392015
749.4747;87;0.78248185;0.021512998;0.1386167;0.21294986;5.3512807;2500;1.1464454;0.9392015
749.4747;87;0.25717667;0.03371012;0.21720754;0.21294986;5.3512807;2500;1.1464454;0.9392015
749.4747;87;0.25717667;0.040457197;0.11967251;0.21294986;5.3512807;2500;1.1464454;0.9392015
749.4747;87;0.25717667;0.021512998;0.1386167;0.24397273;5.3512807;2500;1.1464454;0.9392015
749.4747;87;0.25717667;0.021512998;0.1386167;0.21294986;60.859753;2500;1.1464454;0.9392015
749.4747;87;0.25717667;0.021512998;0.1386167;0.21294986;5.3512807;2500;1.1464454;1.3606731
749.4747;87;0.25717667;0.021512998;0.1386167;0.21294986;5.3512807;2500;0.9276863;0.9392015
1667.4987;246;0.78248185;0.063395016;0.18752263;0.24397273;60.859753;2500;0.9276863;1.3606731
1557.3553;160;0.7851845;0.16457514;0.1820861;0.16287914;70.329056;2500;0.6364138;1.3648217
968.4894;160;0.7851845;0.16457514;0.1820861;0.16287914;70.329056;2500;0.6364138;1.3648217
1557.3553;12;0.7851845;0.16457514;0.1820861;0.16287914;70.329056;2500;0.6364138;1.3648217
1557.3553;160;0.2409783;0.16457514;0.1820861;0.16287914;70.329056;2500;0.6364138;1.3648217
1557.3553;160;0.7851845;0.10150847;0.11230907;0.16287914;70.329056;2500;0.6364138;1.3648217
1557.3553;160;0.7851845;0.20361054;0.1430507;0.16287914;70.329056;2500;0.6364138;1.3648217
1557.3553;160;0.7851845;0.16457514;0.1820861;0.16435327;70.329056;2500;0.6364138;1.3648217
1557.3553;160;0.7851845;0.16457514;0.1820861;0.16287914;13.441964;2500;0.6364138;1.3648217
1557.3553;160;0.7851845;0.16457514;0.1820861;0.16287914;70.329056;2500;0.6364138;0.79408675
1557.3553;160;0.7851845;0.16457514;0.1820861;0.16287914;70.329056;2500;1.4331203;1.3648217
968.4894;12;0.2409783;0.12558515;0.08823239;0.16435327;13.441964;2500;1.4331203;0.79408675
1874.8641;40;0.3098134;0.16866645;0.080491096;0.17930794;44.499214;2500;0.80458885;1.0290467
652.43567;40;0.3098134;0.16866645;0.080491096;0.17930794;44.499214;2500;0.80458885;1.0290467
1874.8641;117;0.3098134;0.16866645;0.080491096;0.17930794;44.499214;2500;0.80458885;1.0290467
1874.8641;40;0.33920553;0.16866645;0.080491096;0.17930794;44.499214;2500;0.80458885;1.0290467
1874.8641;40;0.3098134;0.21740198;0.10374869;0.17930794;44.499214;2500;0.80458885;1.0290467
1874.8641;40;0.3098134;0.058443554;0.19071399;0.17930794;44.499214;2500;0.80458885;1.0290467
1874.8641;40;0.3098134;0.16866645;0.080491096;0.19688;44.499214;2500;0.80458885;1.0290467
1874.8641;40;0.3098134;0.16866645;0.080491096;0.17930794;93.0481;2500;0.80458885;1.0290467
1874.8641;40;0.3098134;0.16866645;0.080491096;0.17930794;44.499214;2500;0.80458885;0.7101025
1874.8641;40;0.3098134;0.16866645;0.080491096;0.17930794;44.499214;2500;0.6827734;1.0290467
652.43567;117;0.33920553;0.07533059;0.24582006;0.19688;93.0481;2500;0.6827734;0.7101025
431.9753;257;0.6317667;0.08818281;0.16935289;0.22923876;80.983826;2500;1.2906644;0.6656025
1338.1638;257;0.6317667;0.08818281;0.16935289;0.22923876;80.983826;2500;1.2906644;0.6656025
431.9753;170;0.6317667;0.08818281;0.16935289;0.22923876;80.983826;2500;1.2906644;0.6656025
431.9753;257;0.6873497;0.08818281;0.16935289;0.22923876;80.983826;2500;1.2906644;0.6656025
431.9753;257;0.6317667;0.054456316;0.104582004;0.22923876;80.983826;2500;1.2906644;0.6656025
431.9753;257;0.6317667;0.13660102;0.12093469;0.22923876;80.983826;2500;1.2906644;0.6656025
431.9753;257;0.6317667;0.08818281;0.16935289;0.21725501;80.983826;2500;1.2906644;0.6656025
431.9753;257;0.6317667;0.08818281;0.16935289;0.22923876;34.313572;2500;1.2906644;0.6656025
431.9753;257;0.6317667;0.08818281;0.16935289;0.22923876;80.983826;2500;1.2906644;1.1360636
431.9753;257;0.6317667;0.08818281;0.16935289;0.22923876;80.983826;2500;1.1770947;0.6656025
1338.1638;170;0.6873497;0.08435644;0.07468188;0.21725501;34.313572;2500;1.1770947;1.1360636
723.4887;56;0.8273439;0.08871806;0.19569597;0.20447439;28.863672;2500;0.9125441;1.1704247
849.87036;56;0.8273439;0.08871806;0.19569597;0.20447439;28.863672;2500;0.9125441;1.1704247
723.4887;121;0.8273439;0.08871806;0.19569597;0.20447439;28.863672;2500;0.9125441;1.1704247
723.4887;56;0.52894396;0.08871806;0.19569597;0.20447439;28.863672;2500;0.9125441;1.1704247
723.4887;56;0.8273439;0.10337865;0.22803459;0.20447439;28.863672;2500;0.9125441;1.1704247
723.4887;56;0.8273439;0.1820766;0.10233741;0.20447439;28.863672;2500;0.9125441;1.1704247
723.4887;56;0.8273439;0.08871806;0.19569597;0.2076157;28.863672;2500;0.9125441;1.1704247
723.4887;56;0.8273439;0.08871806;0.19569597;0.20447439;44.282475;2500;0.9125441;1.1704247
723.4887;56;0.8273439;0.08871806;0.19569597;0.20447439;28.863672;2500;0.9125441;1.0764152
723.4887;56;0.8273439;0.08871806;0.19569597;0.20447439;28.863672;2500;1.0043721;1.1704247
849.87036;121;0.52894396;0.21216464;0.1192486;0.2076157;44.282475;2500;1.0043721;1.0764152
1583.2477;273;0.10558749;0.12750126;0.09379525;0.15416718;96.571556;2500;1.4298863;0.52605474
1970.3923;273;0.10558749;0.12750126;0.09379525;0.15416718;96.571556;2500;1.4298863;0.52605474
1583.2477;209;0.10558749;0.12750126;0.09379525;0.15416718;96.571556;2500;1.4298863;0.52605474
1583.2477;273;0.49447092;0.12750126;0.09379525;0.15416718;96.571556;2500;1.4298863;0.52605474
1583.2477;273;0.10558749;0.111951016;0.082355835;0.15416718;96.571556;2500;1.4298863;0.52605474
1583.2477;273;0.10558749;0.07643705;0.14485946;0.15416718;96.571556;2500;1.4298863;0.52605474
1583.2477;273;0.10558749;0.12750126;0.09379525;0.1778572;96.571556;2500;1.4298863;0.52605474
1583.2477;273;0.10558749;0.12750126;0.09379525;0.15416718;78.43305;2500;1.4298863;0.52605474
1583.2477;273;0.10558749;0.12750126;0.09379525;0.15416718;96.571556;2500;1.4298863;0.5178779
1583.2477;273;0.10558749;0.12750126;0.09379525;0.15416718;96.571556;2500;0.50980616;0.52605474
1970.3923;209;0.49447092;0.067114666;0.12719218;0.1778572;78.43305;2500;0.50980616;0.5178779
1264.9089;144;0.5801758;0.15584514;0.16764262;0.18802151;20.793245;2500;1.0042804;0.8618304
1430.2203;144;0.5801758;0.15584514;0.16764262;0.18802151;20.793245;2500;1.0042804;0.8618304
