-;-;-;-;-;-;-;-;-;kg N/ha/year;kg N/ha/year;kg N/ha/a;kg N/ha/a;day of year;-;;mm
0.8820982;0.39042932;0.118695095;1.1395532;1.4268953;1.039552;18.913988;1.809872;52.10572;40.0;19.291893748489898;76.50747;40.424324;91;0.2822544050076512;3;1350
0.6575605;0.43421584;0.16796026;1.3029653;1.6600506;0.827165;16.600298;7.773767;46.56262;40.0;19.291893748489898;95.2115;30.104973;91;0.2822544050076512;3;1350
0.37106466;0.5136697;0.11572399;0.4749035;1.0688812;2.440466;8.642184;16.985334;94.86173;40.0;19.291893748489898;30.625093;22.007181;91;0.2822544050076512;3;1350
0.92007303;0.59641665;0.3081964;1.0855396;1.3591775;1.7333034;15.937917;1.9596789;10.057933;40.0;19.291893748489898;43.909595;86.16103;91;0.2822544050076512;3;1350
0.47412023;0.51220715;0.27995846;1.2594914;1.450617;2.7967494;11.952155;5.7936206;36.961655;40.0;19.291893748489898;24.770817;85.16732;91;0.2822544050076512;3;1350
0.2311835;0.50983334;0.31296962;1.7294971;1.7110232;2.298101;6.4397206;19.715351;90.73652;40.0;19.291893748489898;28.104565;49.02669;91;0.2822544050076512;3;1350
0.5956802;0.29258624;0.12613632;0.62353027;1.3694239;0.75768805;19.526697;13.178337;77.66157;40.0;19.291893748489898;15.383383;23.914698;91;0.2822544050076512;3;1350
0.29915044;0.8924723;0.4224407;0.6284388;1.9259895;0.8251629;18.641329;8.469081;29.545265;40.0;19.291893748489898;13.398362;45.58721;91;0.2822544050076512;3;1350
0.39077315;0.6873233;0.14966135;1.9862965;1.8032664;1.520733;3.1317706;2.4793723;66.691696;40.0;19.291893748489898;67.40766;92.63842;91;0.2822544050076512;3;1350
0.7976887;0.31688175;0.43275988;0.21843486;1.5016551;1.7006621;16.949009;15.3496;1.1907221;40.0;19.291893748489898;16.53739;78.1604;91;0.2822544050076512;3;1350
0.30460146;0.5390995;0.22884354;1.0275875;1.711926;1.4706606;2.4760478;18.580814;53.735073;40.0;19.291893748489898;14.210077;80.948494;91;0.2822544050076512;3;1350
0.84555537;0.5333727;0.27757797;1.8641727;1.3114753;1.6554134;18.647564;15.089328;91.92537;40.0;19.291893748489898;53.92399;70.57154;91;0.2822544050076512;3;1350
0.94952583;0.6804967;0.36105537;1.1440997;1.4928166;2.9804473;12.859155;3.211816;62.21187;40.0;19.291893748489898;70.69581;72.677185;91;0.2822544050076512;3;1350
0.68522567;0.6870957;0.34216094;1.2023553;1.5716176;1.3082118;4.1650624;11.105383;91.00046;40.0;19.291893748489898;78.02581;15.81314;91;0.2822544050076512;3;1350
0.76828736;0.7161777;0.32632357;0.6097374;1.2832457;1.2545514;16.527987;8.65265;8.479227;40.0;19.291893748489898;58.443665;35.337803;91;0.2822544050076512;3;1350
0.7708693;0.7583224;0.2600603;1.4955246;1.8455361;2.3697906;10.799855;18.176834;53.836758;40.0;19.291893748489898;20.95458;83.36419;91;0.2822544050076512;3;1350
0.99424636;0.28268322;0.2919384;1.9274244;1.5524653;2.6457133;2.1314476;15.48381;68.740875;40.0;19.291893748489898;57.749783;18.550081;91;0.2822544050076512;3;1350
0.4732306;0.44393775;0.12621173;0.98483413;1.4616963;0.9639474;16.17012;16.237457;4.2924514;40.0;19.291893748489898;62.953938;8.440846;91;0.2822544050076512;3;1350
0.33028525;0.21387826;0.1648318;1.7447817;1.3153754;2.6490426;15.978426;8.861032;86.77261;40.0;19.291893748489898;26.551645;84.79454;91;0.2822544050076512;3;1350
0.6153338;0.5637132;0.39310643;0.1659599;1.888189;2.5588405;10.159139;1.4726188;26.392061;40.0;19.291893748489898;15.304045;78.294624;91;0.2822544050076512;3;1350
0.62659985;0.54354405;0.36890346;1.6987839;1.3086268;0.92492664;14.891084;15.428573;86.61511;40.0;19.291893748489898;92.63942;16.654945;91;0.2822544050076512;3;1350
0.34232998;0.7874615;0.23472375;1.9197628;1.1238941;0.8044267;1.7628182;13.033075;28.691238;40.0;19.291893748489898;10.498769;53.2839;91;0.2822544050076512;3;1350
0.69048756;0.33369356;0.41695443;1.7152345;1.0865247;2.128592;7.0440254;3.6881692;98.168274;40.0;19.291893748489898;28.44096;5.128285;91;0.2822544050076512;3;1350
0.21129979;0.70519555;0.42246392;0.26636046;1.8608589;2.2266092;13.791225;15.378718;88.85711;40.0;19.291893748489898;23.913382;15.703491;91;0.2822544050076512;3;1350
0.94213474;0.44535536;0.31100154;1.3089491;1.3193142;2.207109;5.381509;3.8367105;85.77553;40.0;19.291893748489898;89.30645;26.469152;91;0.2822544050076512;3;1350
0.41165942;0.50553316;0.49193928;0.2415251;1.6472831;0.20145416;9.5578165;15.054008;69.05757;40.0;19.291893748489898;50.693974;70.69665;91;0.2822544050076512;3;1350
0.23164816;0.7754295;0.20661639;0.22871628;1.9937438;2.1049006;18.70699;14.558667;40.745926;40.0;19.291893748489898;95.70137;31.189054;91;0.2822544050076512;3;1350
0.28659955;0.25723845;0.21789531;0.24691841;1.2630459;2.8334079;16.708284;1.1428295;46.347885;40.0;19.291893748489898;82.993706;81.23744;91;0.2822544050076512;3;1350
0.39219916;0.47422633;0.10373055;0.37152994;1.6325742;1.1321117;11.601934;15.720751;59.12649;40.0;19.291893748489898;75.73225;3.3308675;91;0.2822544050076512;3;1350
0.41912493;0.5130586;0.1599434;1.118429;1.5462136;0.5331388;11.95761;8.745528;27.467184;40.0;19.291893748489898;18.50117;1.4281352;91;0.2822544050076512;3;1350
0.226248;0.77259946;0.4271848;1.5185916;1.0673157;1.8879956;17.853115;10.625079;26.377619;40.0;19.291893748489898;35.091022;30.67981;91;0.2822544050076512;3;1350
0.42348385;0.35937953;0.35170123;0.409553;1.3456482;0.58654124;17.398123;19.32915;49.05088;40.0;19.291893748489898;82.206764;73.363945;91;0.2822544050076512;3;1350
0.3543534;0.9579304;0.17605576;0.11259767;1.1274526;0.72439027;2.677638;18.477137;53.3585;40.0;19.291893748489898;98.369545;95.20248;91;0.2822544050076512;3;1350
0.5028967;0.99820954;0.3709173;0.9102745;1.2419119;0.267427;9.84597;8.270694;79.94487;40.0;19.291893748489898;87.91416;32.228752;91;0.2822544050076512;3;1350
0.5081342;0.8551281;0.16542286;0.90829235;1.8590739;0.86328894;4.6262193;14.481893;74.74473;40.0;19.291893748489898;94.89281;56.134365;91;0.2822544050076512;3;1350
0.4712062;0.43977;0.26267788;0.93246466;1.3308638;1.9284755;2.5811753;10.748629;62.891975;40.0;19.291893748489898;64.54313;5.0935774;91;0.2822544050076512;3;1350
0.4623391;0.73109335;0.4992278;1.1588362;1.0275986;0.7628411;6.555515;16.621788;65.769875;40.0;19.291893748489898;48.79891;1.1249106;91;0.2822544050076512;3;1350
0.27178502;0.2665184;0.22652005;1.9462143;1.8867388;1.6920427;12.602232;7.073483;87.29471;40.0;19.291893748489898;51.95743;2.5600934;91;0.2822544050076512;3;1350
0.22016396;0.89702344;0.37169892;0.6372396;1.9226756;2.3415103;16.093037;9.947813;6.752106;40.0;19.291893748489898;46.39069;10.6353855;91;0.2822544050076512;3;1350
0.36169145;0.6127943;0.10242565;1.1833241;1.543079;1.43857;18.337051;3.1357834;57.49119;40.0;19.291893748489898;16.332167;87.56048;91;0.2822544050076512;3;1350
0.80531955;0.34115133;0.21980463;1.7019639;1.3532305;2.6213646;9.036166;18.606932;6.989329;40.0;19.291893748489898;31.270447;64.49791;91;0.2822544050076512;3;1350
0.9926478;0.46193326;0.22224578;0.9264369;1.8131304;0.7078744;9.024138;18.113659;11.891612;40.0;19.291893748489898;9.947035;89.9329;91;0.2822544050076512;3;1350
0.94282097;0.8405942;0.43518633;0.12828398;1.0989316;2.9276905;3.9117985;6.2451854;48.089756;40.0;19.291893748489898;9.767456;83.654884;91;0.2822544050076512;3;1350
0.6033755;0.8961814;0.16818228;0.7684196;1.6130807;0.71578246;4.7019844;12.076492;39.780243;40.0;19.291893748489898;31.871614;76.74415;91;0.2822544050076512;3;1350
0.6254591;0.6157707;0.22884521;1.4366988;1.1475298;1.9966807;2.947403;8.188882;73.65937;40.0;19.291893748489898;66.94646;36.016727;91;0.2822544050076512;3;1350
0.45166525;0.5842492;0.16521245;0.45489258;1.859878;1.6659818;19.54211;3.96011;82.04579;40.0;19.291893748489898;61.757298;14.26751;91;0.2822544050076512;3;1350
0.8191516;0.8005878;0.29056802;1.3663392;1.7672842;0.9178693;3.4243512;1.8554375;79.2135;40.0;19.291893748489898;56.386845;11.23304;91;0.2822544050076512;3;1350
0.81180537;0.8609517;0.20878662;0.19887328;1.8997875;0.7031182;15.376206;16.633812;58.3913;40.0;19.291893748489898;75.144295;3.4762397;91;0.2822544050076512;3;1350
0.8754179;0.8118774;0.17126234;1.3752174;1.9669652;0.33993956;7.0375214;6.493628;1.5951971;40.0;19.291893748489898;42.84647;18.599712;91;0.2822544050076512;3;1350
0.91640365;0.50754243;0.27261138;1.0500584;1.7969869;2.397709;11.205809;10.793395;3.3129244;40.0;19.291893748489898;44.768085;2.8947315;91;0.2822544050076512;3;1350
0.5474794;0.7135406;0.28915587;1.4349525;1.2673395;0.57665807;17.581493;18.150976;19.828325;40.0;19.291893748489898;52.28382;69.092606;91;0.2822544050076512;3;1350
0.81350046;0.8858879;0.22361875;0.15282018;1.618306;1.9334083;18.787182;1.3778263;27.559376;40.0;19.291893748489898;7.5924635;39.495724;91;0.2822544050076512;3;1350
0.845119;0.3214085;0.4867377;1.9089266;1.9366419;0.6469495;5.564376;11.400511;46.62816;40.0;19.291893748489898;58.58752;53.287445;91;0.2822544050076512;3;1350
0.4467677;0.5105094;0.15823935;1.2023832;1.1904534;1.7028868;18.31412;19.154367;38.625553;40.0;19.291893748489898;75.2737;48.405846;91;0.2822544050076512;3;1350
0.94339377;0.2452951;0.38555068;1.3703831;1.1913375;0.39104348;5.788996;16.376406;15.9647255;40.0;19.291893748489898;27.100595;29.059738;91;0.2822544050076512;3;1350
0.2754732;0.5271018;0.31093708;1.6492354;1.7473505;1.1782057;16.291147;5.166913;10.546774;40.0;19.291893748489898;85.62657;12.338561;91;0.2822544050076512;3;1350
0.99541533;0.8178257;0.25388077;0.19368409;1.6284215;1.9966745;1.2897571;4.816642;3.140928;40.0;19.291893748489898;27.35542;54.68716;91;0.2822544050076512;3;1350
0.8160726;0.35762274;0.36965102;0.4039015;1.4517272;2.4549184;11.169398;15.487244;7.8435388;40.0;19.291893748489898;51.808136;86.51072;91;0.2822544050076512;3;1350
0.27461672;0.6335097;0.1614869;0.3996452;1.0905544;2.8207426;14.7904415;2.5148807;1.0597025;40.0;19.291893748489898;87.57296;75.22061;91;0.2822544050076512;3;1350
0.7249837;0.22926858;0.4720341;0.39907223;1.7616887;2.62914;16.93984;12.387885;4.1958585;40.0;19.291893748489898;74.07473;93.2157;91;0.2822544050076512;3;1350
0.22734353;0.91811997;0.4332596;0.26577783;1.3384364;0.79080415;16.98145;5.447947;45.2825;40.0;19.291893748489898;58.036617;36.241783;91;0.2822544050076512;3;1350
0.81614953;0.85600376;0.39758962;1.8480349;1.9097145;0.66783506;6.6784887;16.945887;67.88042;40.0;19.291893748489898;62.65041;84.7248;91;0.2822544050076512;3;1350
0.83937836;0.61952734;0.48331028;0.76202506;1.5954262;0.85041046;17.209843;8.208906;42.44686;40.0;19.291893748489898;11.779768;72.53401;91;0.2822544050076512;3;1350
0.6819282;0.7646296;0.47629416;0.31598023;1.7545191;2.923228;7.1492934;8.884476;26.997213;40.0;19.291893748489898;70.23281;94.35744;91;0.2822544050076512;3;1350
0.88548833;0.28313294;0.18077597;1.4533728;1.1811087;2.9487398;5.44158;16.093891;61.934776;40.0;19.291893748489898;61.58065;29.488632;91;0.2822544050076512;3;1350
0.27830663;0.8761676;0.45463;0.7966358;1.6759987;2.9599376;1.0279921;2.673666;63.6013;40.0;19.291893748489898;9.368891;80.5594;91;0.2822544050076512;3;1350
0.42073908;0.7722092;0.41649744;0.4905291;1.9681505;2.1097944;5.47859;12.418265;71.39112;40.0;19.291893748489898;13.306576;51.30765;91;0.2822544050076512;3;1350
0.531342;0.29597393;0.2735097;1.8645482;1.2238195;1.3318229;3.2503376;19.289776;29.145739;40.0;19.291893748489898;97.12955;44.237293;91;0.2822544050076512;3;1350
0.23396637;0.9845514;0.31251565;1.7103183;1.7408966;2.5056329;13.823795;13.357139;95.68409;40.0;19.291893748489898;18.633038;47.10972;91;0.2822544050076512;3;1350
0.5585729;0.21802436;0.32483098;1.2244958;1.4073216;2.6143932;3.7509649;2.5540483;18.031004;40.0;19.291893748489898;89.681526;43.825794;91;0.2822544050076512;3;1350
0.41217077;0.7028087;0.30720633;1.045311;1.1004201;0.9585667;12.122287;18.262121;96.38509;40.0;19.291893748489898;28.307554;87.829544;91;0.2822544050076512;3;1350
0.514188;0.33740398;0.26979393;0.29449105;1.8947749;0.9370458;3.4028873;3.4499931;63.67814;40.0;19.291893748489898;40.216026;94.496895;91;0.2822544050076512;3;1350
0.5400821;0.7754061;0.34897846;1.014002;1.4347229;2.9528646;14.383952;8.008088;27.95642;40.0;19.291893748489898;55.99344;66.636185;91;0.2822544050076512;3;1350
0.9035294;0.256325;0.42941555;0.8844289;1.3466989;1.849225;6.4253645;4.4518933;20.71581;40.0;19.291893748489898;62.96096;20.085032;91;0.2822544050076512;3;1350
0.4162728;0.26488072;0.4813118;1.0570332;1.7918081;2.993893;6.8652315;14.715202;23.937105;40.0;19.291893748489898;50.28013;42.63061;91;0.2822544050076512;3;1350
0.9149945;0.5730334;0.36640307;0.8694408;1.0128838;1.9487456;13.167321;6.0329423;64.96309;40.0;19.291893748489898;35.49533;36.203667;91;0.2822544050076512;3;1350
0.5407768;0.99520755;0.47864538;1.1105624;1.5898495;2.979783;18.839962;5.9610724;95.84137;40.0;19.291893748489898;50.370052;67.42757;91;0.2822544050076512;3;1350
0.46224618;0.421213;0.4850103;1.1833893;1.05285;1.6104499;19.84042;8.85763;86.90931;40.0;19.291893748489898;70.36805;7.9641256;91;0.2822544050076512;3;1350
0.60200965;0.6900225;0.3601412;0.26060748;1.941875;2.4606643;7.7880087;6.4357977;98.15639;40.0;19.291893748489898;40.251823;65.75872;91;0.2822544050076512;3;1350
0.53419465;0.61487925;0.21326408;0.49829957;1.8994277;1.5541112;18.980206;15.906592;32.884518;40.0;19.291893748489898;54.979347;47.21384;91;0.2822544050076512;3;1350
0.40589786;0.8736957;0.3074367;0.9688907;1.6479769;2.7469783;12.634108;11.006982;39.390316;40.0;19.291893748489898;38.53815;26.843401;91;0.2822544050076512;3;1350
0.60214347;0.4308717;0.46165392;1.8160185;1.5271522;1.1009772;18.222902;11.562495;74.95232;40.0;19.291893748489898;33.66275;7.288884;91;0.2822544050076512;3;1350
0.32144138;0.6439555;0.15081108;1.8848042;1.7794296;1.6301;1.5291908;4.0708976;25.778807;40.0;19.291893748489898;30.583042;6.2447677;91;0.2822544050076512;3;1350
0.48154396;0.9604988;0.39698738;1.1780865;1.7050201;0.62123454;1.6302842;18.356302;34.37442;40.0;19.291893748489898;23.171444;89.32572;91;0.2822544050076512;3;1350
0.6526322;0.46606866;0.47846043;1.188469;1.4281416;2.4397953;2.4169056;7.628826;29.362537;40.0;19.291893748489898;76.31624;58.095997;91;0.2822544050076512;3;1350
0.5307266;0.55152446;0.3870971;1.1114674;1.1614804;1.0247766;16.283466;8.170221;41.387367;40.0;19.291893748489898;98.405754;55.606396;91;0.2822544050076512;3;1350
0.8591299;0.9110507;0.4792687;0.65295404;1.8422948;0.12748517;3.6211731;5.605396;77.42204;40.0;19.291893748489898;3.8703878;2.732669;91;0.2822544050076512;3;1350
0.40537742;0.4659991;0.38891435;0.96639;1.6909341;0.71540475;4.3551154;19.243565;1.8792703;40.0;19.291893748489898;20.410215;77.32839;91;0.2822544050076512;3;1350
0.97581726;0.504539;0.49454844;1.1828083;1.3140011;2.7236412;12.122598;12.534002;3.576136;40.0;19.291893748489898;96.46073;21.852064;91;0.2822544050076512;3;1350
0.8277776;0.44329506;0.48437938;1.7457849;1.4337541;1.3523563;19.191471;2.1581678;1.364929;40.0;19.291893748489898;34.835743;38.956978;91;0.2822544050076512;3;1350
0.9740744;0.8476251;0.3510088;0.75487787;1.7293121;0.46860677;11.775137;4.659626;64.30109;40.0;19.291893748489898;39.50848;65.01378;91;0.2822544050076512;3;1350
0.87050927;0.9443096;0.34003302;0.4965638;1.6346642;1.877462;14.91932;10.128482;37.290844;40.0;19.291893748489898;66.63381;14.31835;91;0.2822544050076512;3;1350
0.31368315;0.7048791;0.45874637;0.38232276;1.9190218;2.8263302;4.566951;4.5691934;47.635254;40.0;19.291893748489898;35.915833;79.87275;91;0.2822544050076512;3;1350
0.6211681;0.6989041;0.40814137;0.7020389;1.0295113;2.2326205;18.369307;12.495676;47.163788;40.0;19.291893748489898;49.777344;83.693436;91;0.2822544050076512;3;1350
0.33598283;0.5120029;0.33914986;1.0604811;1.628257;1.9547567;2.0616562;6.850047;21.11056;40.0;19.291893748489898;90.171234;52.429874;91;0.2822544050076512;3;1350
0.8545819;0.209987;0.3855816;1.9710287;1.3844781;1.8954774;6.3735614;7.642672;79.26223;40.0;19.291893748489898;56.913597;37.17625;91;0.2822544050076512;3;1350
0.6673297;0.33915007;0.12822361;0.4716257;1.2890081;1.5725623;9.62076;15.946478;19.48026;40.0;19.291893748489898;67.02116;25.937592;91;0.2822544050076512;3;1350
0.41075945;0.3179507;0.4820858;0.19284262;1.899858;1.3214232;5.297271;10.963082;68.74308;40.0;19.291893748489898;22.491293;72.672226;91;0.2822544050076512;3;1350
0.94367915;0.2927056;0.27001506;0.6149261;1.4291916;0.8983074;13.611456;3.1475394;74.20057;40.0;19.291893748489898;26.883783;34.71575;91;0.2822544050076512;3;1350
0.29214883;0.7232379;0.13586727;1.2591027;1.4236128;1.6758195;13.897057;8.065999;26.293428;40.0;19.291893748489898;89.2642;81.14288;91;0.2822544050076512;3;1350
0.6510899;0.30907917;0.25154284;1.9132184;1.27784;0.36572906;5.0253024;18.030497;71.20993;40.0;19.291893748489898;91.84065;73.511955;91;0.2822544050076512;3;1350
0.77683246;0.26850715;0.30557802;1.3843523;1.74451;0.16650446;1.1632341;17.077019;22.481846;40.0;19.291893748489898;80.89094;35.93995;91;0.2822544050076512;3;1350
0.24707884;0.5060652;0.49867725;1.594368;1.4414042;1.8281991;2.4120276;15.437001;53.062847;40.0;19.291893748489898;13.084464;23.65953;91;0.2822544050076512;3;1350
0.6782848;0.39921814;0.34001225;1.2744054;1.3937678;1.0754763;1.0081298;17.027016;71.980934;40.0;19.291893748489898;82.03471;36.416336;91;0.2822544050076512;3;1350
0.852721;0.31668845;0.118124366;1.9304551;1.6921457;2.4149792;18.20248;2.7386699;15.420301;40.0;19.291893748489898;2.903545;34.88716;91;0.2822544050076512;3;1350
0.25402185;0.3169023;0.12889594;1.216242;1.6187288;2.3382535;12.811648;3.3213086;68.03774;40.0;19.291893748489898;60.05889;95.70894;91;0.2822544050076512;3;1350
0.6097944;0.40496457;0.26315513;1.3882189;1.9939023;2.6002002;3.6302702;1.354102;14.19418;40.0;19.291893748489898;67.850975;63.10428;91;0.2822544050076512;3;1350
0.40684575;0.6294798;0.44572207;1.9689691;1.3106204;1.5077224;2.7577455;3.3755198;8.046366;40.0;19.291893748489898;43.21386;66.09812;91;0.2822544050076512;3;1350
0.7303396;0.8064765;0.24408078;1.1597772;1.9338598;2.5705526;16.534302;16.647402;35.568237;40.0;19.291893748489898;48.44213;29.072533;91;0.2822544050076512;3;1350
0.2949419;0.88222134;0.4937677;0.55005175;1.5038753;2.0141442;16.409752;1.7206484;22.611996;40.0;19.291893748489898;74.443085;37.064487;91;0.2822544050076512;3;1350
0.94964117;0.8011343;0.10571575;1.9040542;1.0276788;2.7758152;18.620213;9.838402;15.766878;40.0;19.291893748489898;89.59279;47.150375;91;0.2822544050076512;3;1350
0.91578287;0.7025706;0.31892648;1.147175;1.717279;1.4501259;4.026196;5.69521;26.587193;40.0;19.291893748489898;19.744442;97.694595;91;0.2822544050076512;3;1350
0.34877953;0.92609966;0.490679;1.6348373;1.3853691;2.053471;10.923221;16.817478;76.44198;40.0;19.291893748489898;14.709985;67.09056;91;0.2822544050076512;3;1350
0.4586127;0.6157894;0.29335532;0.86489016;1.8785143;0.8226236;3.3080451;16.254442;86.1967;40.0;19.291893748489898;63.369217;16.251255;91;0.2822544050076512;3;1350
0.67010796;0.7066855;0.30312327;1.9252212;1.4114511;2.4358847;16.117151;15.5539;93.765076;40.0;19.291893748489898;23.8452;99.103745;91;0.2822544050076512;3;1350
0.7744499;0.52929646;0.22776818;1.5972377;1.1185496;2.227146;8.837211;8.186872;95.16666;40.0;19.291893748489898;20.228247;27.660189;91;0.2822544050076512;3;1350
0.55412483;0.46190736;0.42010504;1.3045766;1.6757023;1.9631876;14.220686;18.586226;63.238544;40.0;19.291893748489898;21.145641;62.55116;91;0.2822544050076512;3;1350
0.32503307;0.46536943;0.4721063;1.5546315;1.3429333;0.52743685;1.5759599;18.02131;69.65711;40.0;19.291893748489898;20.487019;87.641075;91;0.2822544050076512;3;1350
0.2833212;0.31865382;0.27084306;1.6565164;1.6199249;1.4496053;15.780689;13.365483;31.214424;40.0;19.291893748489898;48.23469;61.96024;91;0.2822544050076512;3;1350
0.99981225;0.8372781;0.4651282;1.7235636;1.2915691;2.9480405;5.3602395;12.639256;89.60637;40.0;19.291893748489898;96.4746;92.66621;91;0.2822544050076512;3;1350
0.5642817;0.24429446;0.15584554;1.1552753;1.3368794;2.976725;17.013283;7.4019675;35.50744;40.0;19.291893748489898;82.97893;84.9614;91;0.2822544050076512;3;1350
0.8980254;0.7397482;0.3699627;1.4353865;1.5227749;2.8673115;4.531311;14.981884;73.7472;40.0;19.291893748489898;54.790222;4.4656725;91;0.2822544050076512;3;1350
0.5859008;0.8915682;0.22299758;1.9407648;1.5136126;2.870299;16.011848;18.8313;78.69758;40.0;19.291893748489898;9.03536;68.99468;91;0.2822544050076512;3;1350
0.9378861;0.59794265;0.14238058;1.1875426;1.9947406;2.0939496;3.548009;7.008088;97.81119;40.0;19.291893748489898;67.62022;72.36435;91;0.2822544050076512;3;1350
0.2702075;0.25616062;0.3468203;0.116387375;1.539446;1.9749491;13.604927;6.4326625;4.1704063;40.0;19.291893748489898;45.663105;37.80832;91;0.2822544050076512;3;1350
0.29121536;0.54273397;0.3173618;0.12199758;1.6040756;2.6409404;15.805916;6.008072;25.8614;40.0;19.291893748489898;78.05763;91.04359;91;0.2822544050076512;3;1350
0.94370574;0.47458127;0.32691488;1.5633065;1.8559257;1.4280931;8.338424;19.679983;47.67997;40.0;19.291893748489898;49.90178;80.29118;91;0.2822544050076512;3;1350
0.95799446;0.98843145;0.3950258;0.18748078;1.0079658;1.023889;5.6423197;11.266035;79.94764;40.0;19.291893748489898;67.1591;37.340076;91;0.2822544050076512;3;1350
0.45177397;0.7530122;0.29027516;1.3970976;1.9416599;2.6321154;7.5460243;19.383806;72.828;40.0;19.291893748489898;20.804903;23.085228;91;0.2822544050076512;3;1350
0.4841319;0.77708787;0.25237378;1.7928264;1.3353975;0.37871405;6.6352415;12.730209;8.472715;40.0;19.291893748489898;83.48833;22.045567;91;0.2822544050076512;3;1350
0.56196016;0.61266154;0.39648664;1.1655012;1.8256873;1.2488216;13.028266;6.5757623;85.85108;40.0;19.291893748489898;78.16298;22.833364;91;0.2822544050076512;3;1350
0.53292936;0.7675314;0.38938668;0.5425784;1.5928472;2.5898395;1.8466731;12.141522;41.831882;40.0;19.291893748489898;38.02744;59.333088;91;0.2822544050076512;3;1350
0.35203618;0.7780568;0.31078207;1.8644272;1.8533254;2.436457;1.7872913;3.9534817;85.66981;40.0;19.291893748489898;96.40077;64.63394;91;0.2822544050076512;3;1350
0.9187003;0.2530871;0.34796277;1.0610808;1.3833297;1.2415953;6.467679;9.513906;88.49632;40.0;19.291893748489898;16.879084;15.738626;91;0.2822544050076512;3;1350
0.4026461;0.37808523;0.30343843;0.43972793;1.8536341;1.3225737;6.262494;9.414637;91.88098;40.0;19.291893748489898;2.9813125;55.304485;91;0.2822544050076512;3;1350
0.7642179;0.21037404;0.35041112;0.8839203;1.9316319;1.2255993;4.3643346;11.954236;78.78874;40.0;19.291893748489898;76.550606;25.778074;91;0.2822544050076512;3;1350
0.25372455;0.6078459;0.25982237;1.5573411;1.2983307;2.300845;14.619484;8.3575945;75.58512;40.0;19.291893748489898;60.456154;91.13042;91;0.2822544050076512;3;1350
0.23100106;0.9006399;0.4255452;1.1933177;1.6207345;0.9610967;1.4514955;9.6475935;51.53803;40.0;19.291893748489898;11.981242;85.77433;91;0.2822544050076512;3;1350
0.7229844;0.68764365;0.3827515;1.1662736;1.2086877;1.5485685;18.560461;17.646948;56.072433;40.0;19.291893748489898;16.791159;12.446863;91;0.2822544050076512;3;1350
0.4712127;0.600166;0.38518846;0.17869407;1.6599195;0.89419603;15.39225;4.427434;52.136597;40.0;19.291893748489898;13.957004;25.976383;91;0.2822544050076512;3;1350
0.7243675;0.94077265;0.49240735;0.897702;1.9290708;2.4674408;8.656197;18.530333;52.052635;40.0;19.291893748489898;17.518463;94.507256;91;0.2822544050076512;3;1350
0.27521697;0.3377748;0.3017808;1.405482;1.6478292;2.9270272;17.319754;11.23229;21.857553;40.0;19.291893748489898;46.679325;30.599352;91;0.2822544050076512;3;1350
0.9598811;0.25968346;0.4801958;0.42374608;1.7348788;0.35682642;12.744917;12.948592;33.470875;40.0;19.291893748489898;6.0452676;81.76681;91;0.2822544050076512;3;1350
0.79881155;0.93384457;0.25855705;1.9651341;1.8773146;1.4015918;11.834362;2.9810362;18.552784;40.0;19.291893748489898;52.419266;5.99596;91;0.2822544050076512;3;1350
0.9010138;0.9222254;0.46395442;0.15111393;1.6790411;1.9512237;6.9473395;3.7599003;72.05221;40.0;19.291893748489898;60.931965;39.39184;91;0.2822544050076512;3;1350
0.30917645;0.746378;0.32638958;0.5990209;1.2519559;1.0637178;13.598989;14.918843;42.621826;40.0;19.291893748489898;73.00945;61.864754;91;0.2822544050076512;3;1350
0.45612878;0.39678332;0.32804066;0.16694325;1.6620075;0.75451124;3.6541996;18.112547;25.079718;40.0;19.291893748489898;94.65729;40.554928;91;0.2822544050076512;3;1350
0.49467534;0.97581124;0.44980565;0.5861422;1.9275088;0.3154608;10.973086;10.8582535;80.12802;40.0;19.291893748489898;9.1652355;79.27443;91;0.2822544050076512;3;1350
0.6297381;0.8122771;0.4817847;0.69024295;1.7231411;1.5067912;3.2060912;4.182999;89.64774;40.0;19.291893748489898;4.4806294;98.0121;91;0.2822544050076512;3;1350
0.43749478;0.73911566;0.1798261;1.0122511;1.2680458;1.0533693;9.457792;16.141392;1.4593692;40.0;19.291893748489898;14.774723;51.839706;91;0.2822544050076512;3;1350
0.2485046;0.37832907;0.15194426;1.7406361;1.8996727;0.17374724;12.709153;18.433094;87.93688;40.0;19.291893748489898;34.394157;46.89953;91;0.2822544050076512;3;1350
0.4951027;0.6104713;0.41084072;0.6705239;1.9249694;1.6783547;3.9545653;13.733378;3.6463182;40.0;19.291893748489898;53.01081;70.74658;91;0.2822544050076512;3;1350
0.40363947;0.858061;0.2432827;0.48394787;1.2368083;1.9722712;5.2202725;4.474405;71.27089;40.0;19.291893748489898;1.4243035;75.616776;91;0.2822544050076512;3;1350
0.508737;0.88820815;0.15526928;0.48759052;1.3669347;2.876346;16.451897;8.836931;87.81689;40.0;19.291893748489898;69.54459;6.9199986;91;0.2822544050076512;3;1350
0.35756764;0.6491441;0.19234844;0.2613044;1.1121751;1.4217024;5.8585443;18.856882;24.341228;40.0;19.291893748489898;95.73136;44.321346;91;0.2822544050076512;3;1350
